name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Abidjan, C̫te d'Ivoire",1/1/2022,32,25.9,28.4,40.6,25.9,33,25.4,84.4,1,100,8.33,rain,0,0,,18.4,166.9,1010.3,47.6,9.7,165.6,14.2,6,,2022-01-01T06:25:07,2022-01-01T18:14:16,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"65578099999,DIAP,remote"
"Abidjan, C̫te d'Ivoire",1/2/2022,31,25,27.3,37.7,25,30.3,24.4,84.3,0,0,0,,0,0,,13,147.7,1010,42,9.5,190.6,16.5,7,,2022-01-02T06:25:33,2022-01-02T18:14:46,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65578099999,DIAP"
"Abidjan, C̫te d'Ivoire",1/3/2022,31,25.8,27.6,39.1,25.8,31.3,25.1,87.1,2,100,4.17,rain,0,0,,20.5,226.8,1010.1,36.3,9.3,201.8,17.5,7,,2022-01-03T06:25:58,2022-01-03T18:15:16,0.02,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"65578099999,DIAP"
"Abidjan, C̫te d'Ivoire",1/4/2022,30.1,24,26.9,37.4,24,29.6,24.8,89.1,25.598,100,8.33,rain,0,0,,14.8,163.3,1010.3,41.1,9,155.9,13.4,6,,2022-01-04T06:26:23,2022-01-04T18:15:46,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"65578099999,65585099999,DIAP"
"Abidjan, C̫te d'Ivoire",1/5/2022,31,24,27.5,37.7,24,31.2,25.3,88.7,0.527,100,4.17,rain,0,0,,11.2,115.4,1009.9,40,9.5,219.3,18.9,8,,2022-01-05T06:26:47,2022-01-05T18:16:16,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"65578099999,65585099999,DIAP"
"Abidjan, C̫te d'Ivoire",1/6/2022,31,25,28.1,39.4,25,32.5,26,89.2,0,0,0,,0,0,,16.6,205.1,1009.9,41.6,8.5,186.5,16.2,7,,2022-01-06T06:27:11,2022-01-06T18:16:45,0.12,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65578099999,65585099999,DIAP"
"Abidjan, C̫te d'Ivoire",1/7/2022,31,26.8,29,39.1,30.7,35.3,25.9,83.9,0,0,0,,0,0,,16.6,203,1009.9,39,9.3,137.4,11.9,5,,2022-01-07T06:27:34,2022-01-07T18:17:14,0.16,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"65578099999,65585099999,DIAP"
"Abidjan, C̫te d'Ivoire",1/8/2022,31,27,28.6,39.2,31.2,34.6,25.9,85.5,0,0,0,,0,0,,14.8,231.3,1010,34.8,8.3,106,9.1,4,,2022-01-08T06:27:56,2022-01-08T18:17:43,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65578099999,65585099999,DIAP,remote"
"Abidjan, C̫te d'Ivoire",1/9/2022,32.8,26,28.6,39.2,26,33.3,25.3,84,0,0,0,,0,0,,18.5,304,1009.8,34.2,8.7,91.2,7.9,3,,2022-01-09T06:28:17,2022-01-09T18:18:12,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65578099999,65585099999,DIAP,V7KD2"
"Abidjan, C̫te d'Ivoire",1/10/2022,32,24,27.9,39.2,24,31.6,24.7,83.3,0,0,0,,0,0,21.2,20.5,234.6,1008.6,35.1,9,271.5,23.4,9,30,2022-01-10T06:28:38,2022-01-10T18:18:40,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65578099999,DIAP,V7KD2"
"Abidjan, C̫te d'Ivoire",1/11/2022,31,25.4,28.1,37.7,25.4,31.6,24.6,81.8,0,0,0,,0,0,23,20.5,240.5,1009.5,37.6,8.4,223.6,19.3,9,60,2022-01-11T06:28:58,2022-01-11T18:19:07,0.29,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65578099999,DIAP,V7KD2"
"Abidjan, C̫te d'Ivoire",1/12/2022,31,26.9,28.8,37.8,30.1,34.5,25.4,82.4,0,0,0,rain,0,0,28.4,25.1,238.2,1011,38.6,9.4,251.1,21.7,9,75,2022-01-12T06:29:18,2022-01-12T18:19:35,0.32,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65578099999,65585099999,DIAP,V7KD2"
"Abidjan, C̫te d'Ivoire",1/13/2022,30.6,26.9,28.4,38.1,30.3,34,25.7,85.3,0,0,0,,0,0,24.8,20.5,238.3,1012,33.4,8.8,228.3,19.6,9,60,2022-01-13T06:29:36,2022-01-13T18:20:02,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65578099999,65585099999,DIAP,V7KD2"
"Abidjan, C̫te d'Ivoire",1/14/2022,31.1,27,28.5,39.3,31.1,34.3,25.9,86.5,0,0,0,rain,0,0,22,21.4,226.1,1012.5,40.3,9.2,229,19.7,9,60,2022-01-14T06:29:54,2022-01-14T18:20:28,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65578099999,65585099999,DIAP,V7KD2"
"Abidjan, C̫te d'Ivoire",1/15/2022,30.8,26.6,28.2,37.4,26.6,33.6,25.8,87,0,0,0,rain,0,0,22.3,22,262.5,1011.4,47.7,8.9,213,18.4,9,75,2022-01-15T06:30:11,2022-01-15T18:20:54,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65578099999,65585099999,DIAP,V7KD2"
"Abidjan, C̫te d'Ivoire",1/16/2022,31,26,28,39.1,26,32.5,25.7,88.4,0,0,0,rain,0,0,26.3,25.9,238.1,1011.8,46.7,8.9,241.5,20.8,9,75,2022-01-16T06:30:27,2022-01-16T18:21:19,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65578099999,65585099999,DIAP,V7KD2"
"Abidjan, C̫te d'Ivoire",1/17/2022,30.4,24,27.2,37.4,24,30.3,25.1,89.2,0,0,0,rain,0,0,24.1,22.3,240.7,1012.8,45.4,9.9,242,20.8,9,60,2022-01-17T06:30:43,2022-01-17T18:21:44,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65578099999,65585099999,DIAP,remote,V7KD2"
"Abidjan, C̫te d'Ivoire",1/18/2022,31,24,27.6,37.7,24,31.1,25.1,87.3,0.1,100,4.17,rain,0,0,24.5,17.2,211.7,1012.6,31.9,9.6,256.2,21.9,10,60,2022-01-18T06:30:57,2022-01-18T18:22:08,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"65578099999,65585099999,DIAP,remote,V7KD2"
"Abidjan, C̫te d'Ivoire",1/19/2022,33,23.2,27.5,36.2,23.2,29.6,23.8,83.2,0,0,0,,0,0,23.4,18.4,37.3,1011.9,26.2,8.7,254.7,21.8,9,60,2022-01-19T06:31:11,2022-01-19T18:22:32,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65578099999,65585099999,DIAP"
