date, pm25, o3, no2, so2, co, aqi
2019/3/20, 126, , , , , 
2019/3/21, 127, , , , , 
2019/3/22, 111, , , , , 
2019/3/23, 113, , , , , 
2019/3/24, 100, , , , , 
2019/3/25, 106, , , , , 
2019/3/26, 100, , , , , 
2019/3/27, 171, , , , , 
2019/3/28, 152, , , , , 
2019/3/29, 126, , , , , 
2019/3/30, 91, , , , , 
2019/3/31, 101, , , , , 
2019/4/1, 118, , , , , 
2018/10/2, 125, , , , , 
2018/10/3, 134, , , , , 
2018/10/4, 146, , , , , 
2018/10/5, 137, , , , , 
2018/10/6, 145, , , , , 
2018/10/7, 172, , , , , 
2018/10/8, 159, , , , , 
2018/10/9, 138, , , , , 
2018/10/10, 125, , , , , 
2018/10/11, 43, , , , , 
2018/10/12, 110, , , , , 
2018/10/13, 129, , , , , 
2018/10/14, 163, , , , , 
2018/10/15, 110, , , , , 
2018/10/16, 68, , , , , 
2018/10/17, 69, , , , , 
2018/10/18, 49, , , , , 
2018/10/19, 73, , , , , 
2018/10/24, 42, , , , , 
2018/10/25, 81, , , , , 
2018/10/26, 80, , , , , 
2018/10/27, 73, , , , , 
2018/10/28, 64, , , , , 
2018/10/29, 108, , , , , 
2018/10/30, 113, , , , , 
2018/10/31, 108, , , , , 
2018/11/1, 97, , , , , 
2018/11/2, 118, , , , , 
2018/11/3, 138, , , , , 
2018/11/4, 170, , , , , 
2018/11/5, 164, , , , , 
2018/11/6, 132, , , , , 
2018/11/7, 111, , , , , 
2018/11/8, 87, , , , , 
2018/11/9, 83, , , , , 
2018/11/10, 119, , , , , 
2018/11/11, 154, , , , , 
2018/11/12, 130, , , , , 
2018/11/13, 91, , , , , 
2018/11/14, 108, , , , , 
2018/11/15, 95, , , , , 
2018/11/16, 67, , , , , 
2018/11/17, 62, , , , , 
2018/11/18, 65, , , , , 
2018/11/19, 75, , , , , 
2018/11/20, 84, , , , , 
2018/11/21, 128, , , , , 
2018/11/22, 72, , , , , 
2018/11/23, 76, , , , , 
2018/11/24, 130, , , , , 
2018/11/25, 192, , , , , 
2018/11/26, 150, , , , , 
2018/11/27, 154, , , , , 
2018/11/28, 158, , , , , 
2018/11/29, 174, , , , , 
2018/11/30, 183, , , , , 
2018/12/1, 147, , , , , 
2018/12/2, 123, , , , , 
2018/12/3, 68, , , , , 
2018/12/4, 69, , , , , 
2018/12/5, 69, , , , , 
2018/12/6, 75, , , , , 
2018/12/7, 73, , , , , 
2018/12/8, 98, , , , , 
2018/12/9, 51, , , , , 
2018/12/10, 39, , , , , 
2018/12/11, 66, , , , , 
2018/12/12, 54, , , , , 
2018/12/13, 59, , , , , 
2018/12/14, 58, , , , , 
2018/12/15, 81, , , , , 
2018/12/16, 110, , , , , 
2018/12/17, 81, , , , , 
2018/12/18, 115, , , , , 
2018/12/19, 168, , , , , 
2018/12/20, 149, , , , , 
2018/12/21, 142, , , , , 
2018/12/22, 135, , , , , 
2018/12/23, 100, , , , , 
2018/12/24, 119, , , , , 
2018/12/25, 131, , , , , 
2018/12/26, 98, , , , , 
2018/12/27, 96, , , , , 
2018/12/28, 118, , , , , 
2018/12/29, 97, , , , , 
2018/12/30, 57, , , , , 
2018/12/31, 31, , , , , 
2018/7/2, 46, , , , , 
2018/7/3, 61, , , , , 
2018/7/4, 11, , , , , 
2018/7/5, 36, , , , , 
2018/7/6, 55, , , , , 
2018/7/7, 89, , , , , 
2018/7/8, 95, , , , , 
2018/7/9, 92, , , , , 
2018/7/10, 72, , , , , 
2018/7/11, 75, , , , , 
2018/7/12, 76, , , , , 
2018/7/17, 49, , , , , 
2018/7/18, 72, , , , , 
2018/7/19, 64, , , , , 
2018/7/20, 63, , , , , 
2018/7/21, 62, , , , , 
2018/7/22, 38, , , , , 
2018/7/23, 47, , , , , 
2018/7/24, 85, , , , , 
2018/7/25, 97, , , , , 
2018/7/26, 64, , , , , 
2018/7/27, 30, , , , , 
2018/7/28, 64, , , , , 
2018/7/29, 46, , , , , 
2018/7/30, 57, , , , , 
2018/7/31, 68, , , , , 
2018/8/1, 107, , , , , 
2018/8/2, 78, , , , , 
2018/8/3, 61, , , , , 
2018/8/4, 58, , , , , 
2018/8/5, 97, , , , , 
2018/8/6, 84, , , , , 
2018/8/7, 80, , , , , 
2018/8/8, 76, , , , , 
2018/8/9, 88, , , , , 
2018/8/10, 94, , , , , 
2018/8/11, 107, , , , , 
2018/8/12, 122, , , , , 
2018/8/13, 69, , , , , 
2018/8/14, 70, , , , , 
2018/8/15, 87, , , , , 
2018/8/16, 86, , , , , 
2018/8/17, 68, , , , , 
2018/8/18, 48, , , , , 
2018/8/19, 79, , , , , 
2018/8/20, 118, , , , , 
2018/8/21, 106, , , , , 
2018/8/22, 106, , , , , 
2018/8/23, 121, , , , , 
2018/8/24, 120, , , , , 
2018/8/25, 98, , , , , 
2018/8/26, 71, , , , , 
2018/8/27, 106, , , , , 
2018/8/28, 100, , , , , 
2018/8/29, 52, , , , , 
2018/8/30, 49, , , , , 
2018/8/31, 53, , , , , 
2018/9/1, 40, , , , , 
2018/9/2, 61, , , , , 
2018/9/3, 61, , , , , 
2018/9/4, 37, , , , , 
2018/9/5, 108, , , , , 
2018/9/6, 94, , , , , 
2018/9/7, 75, , , , , 
2018/9/8, 63, , , , , 
2018/9/9, 80, , , , , 
2018/9/10, 115, , , , , 
2018/9/11, 119, , , , , 
2018/9/12, 123, , , , , 
2018/9/13, 97, , , , , 
2018/9/14, 127, , , , , 
2018/9/15, 103, , , , , 
2018/9/16, 80, , , , , 
2018/9/17, 89, , , , , 
2018/9/18, 80, , , , , 
2018/9/19, 86, , , , , 
2018/9/20, 62, , , , , 
2018/9/21, 103, , , , , 
2018/9/22, 78, , , , , 
2018/9/23, 117, , , , , 
2018/9/24, 129, , , , , 
2018/9/25, 107, , , , , 
2018/9/26, 77, , , , , 
2018/9/27, 59, , , , , 
2018/9/28, 61, , , , , 
2018/9/29, 45, , , , , 
2018/9/30, 67, , , , , 
2018/10/1, 100, , , , , 
2018/4/2, 106, , , 32, , 
2018/4/3, 105, , , 30, , 
2018/4/4, 81, , , 30, , 
2018/4/5, 88, , , 30, , 
2018/4/6, 87, , , 29, , 
2018/4/7, 68, , , 31, , 
2018/4/8, 124, , , , , 
2018/4/9, 167, , , , , 
2018/4/10, 138, , , , , 
2018/4/11, 122, , , , , 
2018/4/12, 98, , , , , 
2018/4/13, 94, , , , , 
2018/4/14, 94, , , , , 
2018/4/15, 83, , , , , 
2018/4/16, 79, , , , , 
2018/4/17, 112, , , , , 
2018/4/18, 168, , , , , 
2018/4/19, 160, , , 32, , 
2018/4/20, 137, , , 32, , 
2018/4/21, 97, , , , , 
2018/4/22, 74, , , , , 
2018/4/23, 83, , , , , 
2018/4/24, 90, , , , , 
2018/4/25, 118, , , , , 
2018/4/26, 103, , , 38, , 
2018/4/27, 109, , , , , 
2018/4/28, 79, , , , , 
2018/4/29, 108, , , , , 
2018/4/30, 121, , , , , 
2018/5/1, 70, , , , , 
2018/5/2, 47, , , , , 
2018/5/3, 59, , , , , 
2018/5/4, 81, , , , , 
2018/5/5, 72, , , , , 
2018/5/6, 50, , , , , 
2018/5/7, 50, , , , , 
2018/5/8, 69, , , , , 
2018/5/9, 84, , , , , 
2018/5/10, 70, , , , , 
2018/5/11, 55, , , , , 
2018/5/12, 58, , , , , 
2018/5/13, 75, , , , , 
2018/5/14, 73, , , , , 
2018/5/15, 79, , , , , 
2018/5/16, 70, , , , , 
2018/5/17, 77, , , 28, , 
2018/5/18, 74, , , 28, , 
2018/5/19, 60, , , 28, , 
2018/5/20, 55, , , , , 
2018/5/21, 59, , , , , 
2018/5/22, 55, , , , , 
2018/5/23, 60, , , , , 
2018/5/24, 42, , , , , 
2018/5/25, 54, , , , , 
2018/5/26, 54, , , , , 
2018/5/27, 64, , , , , 
2018/5/28, 74, , , 29, , 
2018/5/29, 64, , , 29, , 
2018/5/30, 116, , , 29, , 
2018/5/31, 70, , , 29, , 
2018/6/1, 74, , , 29, , 
2018/6/2, 73, , , 29, , 
2018/6/5, 98, , , 29, , 
2018/6/6, 35, , , 30, , 
2018/6/8, 128, , , 31, , 
2018/6/9, 166, , , 30, , 
2018/6/10, 147, , , 30, , 
2018/6/11, 109, , , 30, , 
2018/6/12, 51, , , 30, , 
2018/6/13, 42, , , 31, , 
2018/6/14, 59, , , 30, , 
2018/6/15, 105, , , 30, , 
2018/6/16, 68, , , 30, , 
2018/6/17, 92, , , 30, , 
2018/6/19, 77, , , 31, , 
2018/6/20, 73, , , 31, , 
2018/6/21, 71, , , 31, , 
2018/6/22, 74, , , , , 
2018/6/23, 69, , , , , 
2018/6/24, 57, , , , , 
2018/6/25, 98, , , , , 
2018/6/26, 57, , , , , 
2018/6/27, 83, , , 32, , 
2018/6/28, 86, , , , , 
2018/6/29, 78, , , , , 
2018/6/30, 67, , , , , 
2018/7/1, 53, , , , , 
2018/1/2, 171, , , 41, , 
2018/1/3, 207, , , 39, , 
2018/1/4, 166, , , 38, , 
2018/1/5, 161, , , 37, , 
2018/1/6, 144, , , 36, , 
2018/1/7, 118, , , 36, , 
2018/1/8, 149, , , 36, , 
2018/1/10, 117, , , 41, , 
2018/1/11, 113, , , 44, , 
2018/1/12, 129, , , 46, , 
2018/1/13, 142, , , 49, , 
2018/1/14, 166, , , 43, , 
2018/1/15, 181, , , 42, , 
2018/1/16, 193, , , 40, , 
2018/1/17, 165, , , 41, , 
2018/1/18, 196, , , 40, , 
2018/1/19, 165, , , 44, , 
2018/1/20, 162, , , 40, , 
2018/1/21, 157, , , 38, , 
2018/1/23, 151, , , 37, , 
2018/1/24, 133, , , 37, , 
2018/1/25, 121, , , 37, , 
2018/1/26, 87, , , 37, , 
2018/1/27, 79, , , 38, , 
2018/1/28, 106, , , 36, , 
2018/1/30, 84, , , 37, , 
2018/1/31, 141, , , 37, , 
2018/2/1, 148, , , 44, , 
2018/2/2, 154, , , 44, , 
2018/2/3, 152, , , 45, , 
2018/2/4, 131, , , 49, , 
2018/2/5, 153, , , 42, , 
2018/2/6, 151, , , 38, , 
2018/2/7, 153, , , 40, , 
2018/2/8, 153, , , 36, , 
2018/2/9, 152, , , 34, , 
2018/2/10, 178, , , 24, , 
2018/2/11, 188, , , 22, , 
2018/2/13, 173, , , 28, , 
2018/2/14, 190, , , 24, , 
2018/2/15, 204, , , 23, , 
2018/2/16, 186, , , 23, , 
2018/2/17, 136, , , , , 
2018/2/18, 126, , , , , 
2018/2/19, 110, , , , , 
2018/2/20, 104, , , , , 
2018/2/21, 101, , , 23, , 
2018/2/22, 86, , , 23, , 
2018/2/23, 97, , , 24, , 
2018/2/24, 84, , , , , 
2018/2/25, 172, , , , , 
2018/2/26, 143, , , 26, , 
2018/2/27, 148, , , 25, , 
2018/2/28, 143, , , 24, , 
2018/3/1, 134, , , 24, , 
2018/3/2, 110, , , 24, , 
2018/3/3, 83, , , 24, , 
2018/3/4, 103, , , 24, , 
2018/3/5, 124, , , 24, , 
2018/3/6, 103, , , 24, , 
2018/3/7, 76, , , 24, , 
2018/3/8, 87, , , 25, , 
2018/3/9, 62, , , 29, , 
2018/3/10, 93, , , 29, , 
2018/3/11, 112, , , 30, , 
2018/3/12, 144, , , 26, , 
2018/3/13, 163, , , 27, , 
2018/3/14, 165, , , 27, , 
2018/3/15, 117, , , 26, , 
2018/3/16, 113, , , 28, , 
2018/3/17, 123, , , 27, , 
2018/3/18, 137, , , 26, , 
2018/3/20, 131, , , 31, , 
2018/3/21, 104, , , , , 
2018/3/22, 118, , , , , 
2018/3/23, 152, , , , , 
2018/3/24, 153, , , , , 
2018/3/25, 136, , , , , 
2018/3/26, 130, , , , , 
2018/3/27, 162, , , , , 
2018/3/28, 133, , , , , 
2018/3/29, 112, , , , , 
2018/3/30, 98, , , 30, , 
2018/3/31, 104, , , 29, , 
2018/4/1, 116, , , 29, , 
2017/10/2, 43, , , 17, , 
2017/10/3, 78, , , 13, , 
2017/10/4, 83, , , 13, , 
2017/10/5, 73, , , 13, , 
2017/10/6, 66, , , 13, , 
2017/10/7, 86, , , 13, , 
2017/10/8, 61, , , , , 
2017/10/9, 64, , , , , 
2017/10/10, 81, , , , , 
2017/10/11, 58, , , 13, , 
2017/10/12, 57, , , 13, , 
2017/10/13, 85, , , 13, , 
2017/10/14, 97, , , 12, , 
2017/10/15, 88, , , 14, , 
2017/10/16, 75, , , 12, , 
2017/10/17, 57, , , 12, , 
2017/10/18, 33, , , 12, , 
2017/10/19, 42, , , 13, , 
2017/10/20, 86, , , , , 
2017/10/21, 115, , , , , 
2017/10/22, 116, , , , , 
2017/10/23, 118, , , 14, , 
2017/10/24, 137, , , 13, , 
2017/10/25, 147, , , 14, , 
2017/10/26, 182, , , 14, , 
2017/10/27, 195, , , 13, , 
2017/10/28, 183, , , , , 
2017/10/29, 186, , , , , 
2017/10/30, 166, , , 15, , 
2017/10/31, 150, , , 13, , 
2017/11/14, 148, , , 13, , 
2017/11/15, 111, , , 13, , 
2017/11/16, 102, , , 16, , 
2017/11/17, 87, , , 17, , 
2017/11/18, 69, , , 15, , 
2017/11/19, 62, , , 13, , 
2017/11/20, 62, , , 13, , 
2017/11/21, 62, , , 13, , 
2017/11/22, 98, , , 13, , 
2017/11/23, 96, , , , , 
2017/11/24, 86, , , 13, , 
2017/11/25, 79, , , 13, , 
2017/11/26, 79, , , 13, , 
2017/11/27, 129, , , 14, , 
2017/11/28, 171, , , 13, , 
2017/11/29, 181, , , 13, , 
2017/11/30, 193, , , 13, , 
2017/12/1, 199, , , 13, , 
2017/12/2, 122, , , 13, , 
2017/12/3, 143, , , 14, , 
2017/12/4, 181, , , 13, , 
2017/12/5, 139, , , 13, , 
2017/12/6, 106, , , 13, , 
2017/12/7, 159, , , 37, , 
2017/12/8, 180, , , 36, , 
2017/12/9, 199, , , 37, , 
2017/12/20, 130, , , 46, , 
2017/12/21, 131, , , 46, , 
2017/12/22, 151, , , 52, , 
2017/12/23, 171, , , 47, , 
2017/12/24, 187, , , 40, , 
2017/12/25, 160, , , 46, , 
2017/12/26, 175, , , 47, , 
2017/12/27, 208, , , 37, , 
2017/12/28, 171, , , 37, , 
2017/12/29, 133, , , 40, , 
2017/12/30, 177, , , 37, , 
2017/12/31, 101, , , 38, , 
2018/1/1, 130, , , 43, , 
2017/7/2, 65, 23, 10, 14, , 
2017/7/3, 72, 23, 10, 14, , 
2017/7/4, 71, 25, 10, 13, , 
2017/7/5, 68, 26, 8, 13, , 
2017/7/6, 33, 26, 8, 13, , 
2017/7/7, 33, 26, 9, 13, , 
2017/7/8, 42, 24, 9, 13, , 
2017/7/9, 36, 34, 8, 13, , 
2017/7/10, 47, 23, 8, 13, , 
2017/7/11, 68, 22, 8, 13, , 
2017/7/12, 40, 21, 8, 13, , 
2017/7/13, 30, 21, 8, 13, , 
2017/7/14, 66, 21, 9, 14, , 
2017/7/15, 34, 21, 8, 13, , 
2017/7/16, 62, 20, 8, 13, , 
2017/7/17, 57, 22, 7, 13, , 
2017/7/18, 31, 20, 8, 13, , 
2017/7/19, 60, 22, 8, 13, , 
2017/7/20, 36, 21, 7, 13, , 
2017/7/21, 36, 20, 8, 13, , 
2017/7/22, 50, 24, 9, 13, , 
2017/7/23, 88, 18, 10, 14, , 
2017/7/24, 55, 20, 13, 14, , 
2017/7/25, 111, 18, 7, 13, , 
2017/7/26, 94, , , , , 
2017/7/27, 85, , , , , 
2017/7/28, 97, , , , , 
2017/7/29, 106, , , , , 
2017/7/30, 121, , , , , 
2017/7/31, 119, , , , , 
2017/8/1, 98, , , , , 
2017/8/2, 71, , , , , 
2017/8/3, 83, , , , , 
2017/8/4, 109, , , , , 
2017/8/5, 114, , , , , 
2017/8/6, 81, , , , , 
2017/8/7, 52, 13, 17, 13, , 
2017/8/8, 51, 19, 12, 15, , 
2017/8/9, 51, 18, 7, 14, , 
2017/8/10, 53, , , , , 
2017/8/11, 86, 14, 9, 12, , 
2017/8/12, 77, 19, 9, 13, , 
2017/8/13, 66, 18, 10, 15, , 
2017/8/14, 78, 18, 10, 15, , 
2017/8/15, 88, 20, 7, 13, , 
2017/8/16, 57, 19, 8, 14, , 
2017/8/17, 37, 18, 8, 14, , 
2017/8/18, 50, 18, 8, 13, , 
2017/8/19, 90, 17, 13, 15, , 
2017/8/20, 114, , , , , 
2017/8/21, 91, , , , , 
2017/8/22, 71, 16, 2, 15, , 
2017/8/23, 94, 18, 2, 16, , 
2017/8/24, 130, 498, 3, 15, , 
2017/8/25, 32, 5, 1, 13, , 
2017/8/26, 41, , , 14, , 
2017/8/27, 69, , , 14, , 
2017/8/28, 66, , , 14, , 
2017/8/29, 85, , , 14, , 
2017/8/30, 37, , , 14, , 
2017/8/31, 36, , , 15, , 
2017/9/1, 112, , , 15, , 
2017/9/2, 80, , , 15, , 
2017/9/3, 59, , , 14, , 
2017/9/4, 49, , , 15, , 
2017/9/5, 96, , , 15, , 
2017/9/6, 86, , , 14, , 
2017/9/7, 61, , , , , 
2017/9/12, 67, , , , , 
2017/9/13, 135, , , , , 
2017/9/14, 79, , , , , 
2017/9/15, 80, , , , , 
2017/9/16, 75, , , , , 
2017/9/17, 64, , , , , 
2017/9/18, 75, , , , , 
2017/9/19, 119, , , 13, , 
2017/9/20, 56, , , 14, , 
2017/9/21, 47, , , 13, , 
2017/9/22, 91, , , 13, , 
2017/9/23, 108, , , , , 
2017/9/24, 118, , , , , 
2017/9/25, 133, , , 13, , 
2017/9/26, 124, , , 13, , 
2017/9/27, 45, , , 13, , 
2017/9/28, 95, , , 14, , 
2017/9/29, 105, , , 14, , 
2017/9/30, 98, , , 14, , 
2017/10/1, 92, , , 13, , 
2017/4/2, 98, 14, 34, 16, , 
2017/4/3, 136, 15, 35, 16, , 
2017/4/4, 142, 10, 19, 12, , 
2017/4/5, 88, 13, 17, 12, , 
2017/4/6, 86, 14, 14, 12, , 
2017/4/7, 89, 24, 11, 12, , 
2017/4/8, 80, 17, 11, 12, , 
2017/4/9, 92, 20, 13, 13, , 
2017/4/10, 99, 17, 18, 14, , 
2017/4/11, 128, 15, 28, 13, , 
2017/4/12, 136, 12, 18, 12, , 
2017/4/13, 110, 12, 55, 14, , 
2017/4/14, 117, 16, 74, 14, , 
2017/4/15, 129, 8, 38, 11, , 
2017/4/16, 102, , , , , 
2017/4/17, 77, 20, 68, 12, , 
2017/4/18, 72, 17, 35, 11, , 
2017/4/19, 81, 21, 50, 13, , 
2017/4/20, 117, 14, 27, 12, , 
2017/4/21, 106, 16, 21, 12, , 
2017/4/22, 106, , , , , 
2017/4/23, 50, , , , , 
2017/4/24, 111, , , , , 
2017/4/25, 114, 18, 24, 12, , 
2017/4/26, 92, 13, 25, 13, , 
2017/4/27, 113, 17, 19, 13, , 
2017/4/28, 82, 21, 29, 14, , 
2017/5/4, 106, 15, 21, 12, , 
2017/5/5, 105, 9, 26, 12, , 
2017/5/6, 94, 13, 24, 12, , 
2017/5/7, 110, 11, 20, 12, , 
2017/5/8, 107, 10, 17, 12, , 
2017/5/9, 85, 10, 20, 12, , 
2017/5/10, 91, 10, 19, 12, , 
2017/5/11, 77, 8, 13, 11, , 
2017/5/12, 50, 17, 16, 12, , 
2017/5/13, 55, 10, 25, 12, , 
2017/5/14, 88, 8, 16, 12, , 
2017/5/15, 57, 11, 16, 12, , 
2017/5/16, 56, 11, 15, 12, , 
2017/5/17, 78, , , , , 
2017/5/18, 105, 13, 16, 12, , 
2017/5/19, 96, 12, 13, 11, , 
2017/5/20, 64, 14, 17, 12, , 
2017/5/21, 68, 17, 18, 12, , 
2017/5/22, 88, 11, 15, 12, , 
2017/5/23, 62, 11, 17, 12, , 
2017/5/24, 72, 13, 18, 11, , 
2017/5/25, 64, 13, 17, 11, , 
2017/5/26, 65, 14, 21, 11, , 
2017/5/27, 76, 14, 24, 11, , 
2017/5/28, 123, 15, 27, 12, , 
2017/5/29, 149, 19, 28, 12, , 
2017/5/30, 154, , , , , 
2017/5/31, 103, 15, 18, 13, , 
2017/6/1, 103, 16, 14, 14, , 
2017/6/2, 83, 17, 14, 16, , 
2017/6/3, 97, 18, 14, 17, , 
2017/6/4, 81, 21, 14, 17, , 
2017/6/5, 82, 20, 14, 17, , 
2017/6/6, 91, 13, 13, 14, , 
2017/6/7, 80, 14, 13, 12, , 
2017/6/8, 59, 14, 12, 13, , 
2017/6/9, 80, 13, 10, 13, , 
2017/6/10, 52, 15, 11, 13, , 
2017/6/11, 48, , , , , 
2017/6/12, 78, 15, 13, 14, , 
2017/6/13, 88, 15, 14, 13, , 
2017/6/14, 74, 15, 9, 13, , 
2017/6/15, 84, 15, 11, 14, , 
2017/6/16, 101, 15, 13, 13, , 
2017/6/17, 133, 14, 10, 12, , 
2017/6/18, 55, 15, 10, 13, , 
2017/6/19, 87, 14, 10, 13, , 
2017/6/20, 87, , , , , 
2017/6/21, 87, 14, 13, 13, , 
2017/6/22, 63, 15, 13, 13, , 
2017/6/23, 47, 17, 10, 14, , 
2017/6/24, 53, 17, 8, 13, , 
2017/6/25, 53, 17, 10, 13, , 
2017/6/26, 47, 17, 10, 13, , 
2017/6/27, 58, 18, 8, 15, , 
2017/6/28, 50, 19, 8, 13, , 
2017/6/29, 49, 19, 9, 13, , 
2017/6/30, 62, 23, 10, 13, , 
2017/7/1, 54, 21, 11, 14, , 
2017/1/3, 169, 36, 11, 17, 70, 
2017/1/4, 184, 21, 9, 19, 67, 
2017/1/5, 155, 9, 6, 12, 28, 
2017/1/6, 108, 14, 8, 13, 48, 
2017/1/7, 115, 21, 9, 13, 41, 
2017/1/8, 145, 16, 8, 14, 44, 
2017/1/9, 142, 12, 4, 13, 54, 
2017/1/10, 132, 18, , 12, 86, 
2017/1/11, 151, 9, 5, 10, 40, 
2017/1/12, 98, 2, 5, 9, 21, 
2017/1/13, 22, , , , , 
2017/1/14, 54, , , , , 
2017/1/15, 100, , , , , 
2017/1/16, 83, , , , , 
2017/1/17, 120, , , 10, 17, 
2017/1/18, 98, 21, 14, 11, 36, 
2017/1/19, 144, 23, 5, 14, 71, 
2017/1/20, 199, 9, 6, 14, 40, 
2017/1/21, 108, 11, 7, 13, 28, 
2017/1/22, 139, 8, 7, 15, 23, 
2017/1/23, 151, , , , , 
2017/1/24, 187, 19, 21, 17, 71, 
2017/1/25, 192, 24, 15, 15, 52, 
2017/1/26, 186, 19, 16, 14, 48, 
2017/1/27, 167, 15, 11, 13, 33, 
2017/1/28, 155, 14, 6, 10, 17, 
2017/1/29, 116, 5, 7, 11, 21, 
2017/1/30, 89, 7, 8, 13, 20, 
2017/1/31, 108, 10, 10, 12, 34, 
2017/2/1, 151, 6, 7, 14, 35, 
2017/2/2, 125, 4, 8, 14, 40, 
2017/2/3, 129, 5, 7, 15, 41, 
2017/2/4, 121, 10, 8, 11, 24, 
2017/2/5, 91, 6, 7, 12, 30, 
2017/2/6, 113, 5, 8, 13, 37, 
2017/2/7, 93, 4, 7, 12, 28, 
2017/2/8, 80, 5, 7, 14, 38, 
2017/2/9, 99, 2, 9, 13, 29, 
2017/2/10, 73, 5, 12, 15, 18, 
2017/2/11, 140, 10, 13, 15, , 
2017/2/12, 165, 12, 15, 16, , 
2017/2/13, 163, 16, 22, 23, , 
2017/2/14, 175, 11, 14, 15, , 
2017/2/15, 192, 12, 17, 20, , 
2017/2/16, 207, 3, 12, 13, , 
2017/2/17, 107, , , , , 
2017/2/18, 85, , , , , 
2017/2/19, 102, , , , , 
2017/2/20, 112, 3, 7, 12, , 
2017/2/21, 71, 7, 5, 12, , 
2017/2/22, 81, 12, 4, 12, , 
2017/2/23, 85, 2, 5, 13, , 
2017/2/24, 89, , 9, 13, , 
2017/2/25, 109, 1, 10, 12, , 
2017/2/26, 111, 3, 10, 14, , 
2017/2/27, 142, 4, 15, 15, , 
2017/2/28, 151, 8, 13, 25, , 
2017/3/1, 166, 17, 11, 14, , 
2017/3/2, 179, 21, 12, 16, , 
2017/3/3, 164, 5, 16, 17, , 
2017/3/4, 161, 5, 11, 13, , 
2017/3/5, 150, 7, 8, 13, , 
2017/3/6, 130, 1, 6, 17, , 
2017/3/7, 115, 3, 6, 13, , 
2017/3/8, 140, , , , , 
2017/3/9, 68, , , , , 
2017/3/10, 139, , 12, 12, , 
2017/3/11, 129, , 5, 12, , 
2017/3/12, 170, , 4, 11, , 
2017/3/13, 104, , 4, 11, , 
2017/3/14, 108, , , , , 
2017/3/15, 112, 16, 1, 12, , 
2017/3/16, 104, 22, 2, 17, , 
2017/3/17, 108, 18, 3, 13, , 
2017/3/18, 100, 18, 4, 11, , 
2017/3/19, 109, 17, 4, 11, , 
2017/3/20, 79, 16, 4, 11, , 
2017/3/21, 75, 13, 5, 11, , 
2017/3/22, 55, 12, 4, 11, , 
2017/3/23, 68, 11, 4, 11, , 
2017/3/24, 60, 13, 3, 11, , 
2017/3/25, 61, 12, 7, 13, , 
2017/3/26, 66, 9, 8, 13, , 
2017/3/27, 70, 9, 10, 15, , 
2017/3/28, 106, 20, 14, 17, , 
2017/3/29, 161, 20, 9, 13, , 
2017/3/30, 147, 12, 24, 15, , 
2017/3/31, 120, 10, 19, 13, , 
2017/4/1, 85, 13, 23, 14, , 
2016/10/2, 107, , , , , 
2016/10/3, 119, , , , , 
2016/10/4, 149, , , , , 
2016/10/5, 167, 10, , 11, 54, 
2016/10/6, 182, 4, 11, 13, 44, 
2016/10/7, 153, 6, 11, 13, 34, 
2016/10/8, 174, , , , , 
2016/10/9, 188, , , , , 
2016/10/10, 170, , , , , 
2016/10/11, 151, 4, 16, 14, 44, 
2016/10/12, 163, 7, 12, 13, 29, 
2016/10/13, 163, 1, 7, 12, 44, 
2016/10/14, 158, 1, 3, 13, 22, 
2016/10/15, 150, , , , , 
2016/10/16, 136, , , , , 
2016/10/17, 131, , , , , 
2016/10/18, 150, 2, 25, 13, 18, 
2016/10/19, 123, 1, 41, 13, 32, 
2016/10/20, 89, 3, 71, 15, 58, 
2016/10/21, 99, , , , , 
2016/10/22, 124, , , , , 
2016/10/23, 160, 5, 49, 14, 53, 
2016/10/24, 147, , , , , 
2016/10/25, 144, 3, 32, 13, 13, 
2016/10/26, 91, 11, 31, 13, 41, 
2016/10/27, 103, 4, 30, 13, 37, 
2016/10/28, 76, 9, 44, 14, 47, 
2016/10/29, 79, 3, 45, 14, 36, 
2016/10/30, 96, 1, 34, 13, 20, 
2016/10/31, 84, 1, 33, 13, 27, 
2016/11/1, 78, 1, 30, 14, 23, 
2016/11/2, 70, 1, 32, 16, 27, 
2016/11/3, 85, 1, 52, 14, 47, 
2016/11/4, 95, 1, 45, 15, 35, 
2016/11/5, 149, 2, 63, 14, 49, 
2016/11/6, 152, 2, 56, 15, 53, 
2016/11/7, 161, 2, 48, 15, 64, 
2016/11/8, 178, 21, 17, 9, 32, 
2016/11/9, 121, 17, 5, 8, 19, 
2016/11/10, 46, 17, 6, 8, 22, 
2016/11/11, 64, 27, 13, 10, 35, 
2016/11/12, 113, 49, 13, 12, 57, 
2016/11/13, 178, 41, 9, 9, 41, 
2016/11/14, 175, 19, 5, 8, 39, 
2016/11/15, 117, 24, 6, 9, 47, 
2016/11/16, 98, 24, 6, 10, 53, 
2016/11/17, 96, 28, 9, 15, 54, 
2016/11/18, 101, 31, 7, 12, 57, 
2016/11/19, 123, 51, 13, 12, 49, 
2016/11/20, 147, 40, 9, 12, 36, 
2016/11/21, 137, 40, 13, 12, 59, 
2016/11/22, 123, 32, 7, 12, 57, 
2016/11/23, 105, 32, 8, 12, 46, 
2016/11/26, 112, 19, 5, 11, 19, 
2016/11/27, 63, 34, 14, 14, 27, 
2016/11/28, 108, 40, 19, 21, 37, 
2016/11/29, 157, 22, 16, 17, 43, 
2016/11/30, 154, 28, 13, 15, 24, 
