date, pm25, pm10, o3, no2, so2, co
2023/4/2, 117, 29, 6, 1, , 1
2023/4/3, 67, 47, 6, 1, , 1
2023/4/4, 89, 60, 9, 3, , 1
2023/4/5, 103, 59, 11, 9, , 5
2023/4/6, 121, 57, 10, 7, , 3
2023/4/7, 108, , , , , 
2023/4/9, 97, 33, 10, 1, , 1
2023/4/10, 69, 52, 7, 2, , 2
2023/4/11, 89, 59, 5, 3, , 1
2023/4/12, 96, , , , , 
2023/1/3, 76, 33, 9, 2, , 8
2023/1/4, 67, 41, 9, 3, 1, 8
2023/1/5, 81, 48, 9, 2, , 6
2023/1/6, 98, 48, 8, 5, 1, 10
2023/1/7, 106, 33, 6, 6, , 11
2023/1/8, 82, 28, 7, 3, , 8
2023/1/9, 76, 41, 7, 4, 1, 10
2023/1/10, 86, 38, 6, 6, , 12
2023/1/11, 92, 47, 5, 4, , 11
2023/1/12, 89, 52, 6, 4, , 9
2023/1/13, 95, 63, 7, 6, , 10
2023/1/14, 104, 50, 10, 7, 1, 11
2023/1/15, 99, 32, 12, 7, , 10
2023/1/16, 80, 53, 11, 8, , 12
2023/1/17, 97, 66, 8, 10, 1, 12
2023/1/18, 117, 60, 13, 9, , 11
2023/1/19, 116, 54, 11, 11, , 13
2023/1/20, 111, 62, 9, 6, , 8
2023/1/21, 119, 57, 13, 5, , 10
2023/1/22, 109, 45, 9, 3, , 10
2023/1/23, 87, 62, 5, 3, , 10
2023/1/24, 106, 55, 6, 3, , 10
2023/1/25, 96, 66, 11, 5, , 11
2023/1/26, 118, 67, 16, 7, 1, 12
2023/1/27, 122, 77, 21, 9, , 8
2023/1/28, 145, 71, 18, 9, , 5
2023/1/29, 130, 50, 12, 6, , 4
2023/1/30, 109, 68, 17, 10, , 7
2023/1/31, 125, 72, 17, 8, , 6
2023/2/1, 139, 71, 17, 10, 1, 6
2023/2/2, 131, 71, 14, 5, , 2
2023/2/3, 129, 73, 15, 8, , 5
2023/2/4, 126, 60, 12, 7, , 4
2023/2/5, 127, 42, 9, 4, , 4
2023/2/6, 94, 54, 6, 3, , 4
2023/2/7, 103, 68, 8, 5, , 5
2023/2/8, 133, 66, 8, 5, , 5
2023/2/9, 127, 57, 9, 5, , 5
2023/2/10, 130, 57, 9, 4, , 4
2023/2/11, 124, 56, 9, 3, , 4
2023/2/12, 112, 41, 7, 2, , 3
2023/2/13, 103, 61, 6, 3, , 6
2023/2/14, 117, 60, 6, 3, , 4
2023/2/15, 115, 58, 6, 3, , 5
2023/2/16, 107, 53, 5, 5, , 7
2023/2/17, 111, 62, 13, 7, , 9
2023/2/18, 116, 46, 8, 6, , 8
2023/2/19, 93, 46, 13, 5, , 6
2023/2/20, 93, 62, 12, 6, , 7
2023/2/21, 123, 53, 8, 9, , 11
2023/2/22, 123, 68, 15, 11, 1, 10
2023/2/23, 133, 71, 11, 7, 2, 8
2023/2/24, 142, 66, 15, 8, 1, 8
2023/2/25, 124, 67, 16, 6, , 7
2023/2/26, 138, 55, 15, 6, , 8
2023/2/27, 120, 72, 8, 6, , 9
2023/2/28, 143, 58, 9, 3, , 6
2023/3/1, 119, 68, 9, 5, , 8
2023/3/2, 131, 54, 8, 3, , 7
2023/3/3, 120, 48, 6, 3, , 7
2023/3/4, 105, 44, 5, 2, , 7
2023/3/5, 90, 30, 5, 2, , 7
2023/3/6, 71, 55, 6, 4, , 9
2023/3/7, 108, 45, 12, 6, , 11
2023/3/8, 103, 53, 5, 7, , 11
2023/3/9, 110, 33, 4, 9, 1, 9
2023/3/10, 81, 67, 8, 9, , 9
2023/3/11, 116, 31, 4, 8, , 9
2023/3/12, 87, 28, 7, 9, , 9
2023/3/13, 86, 28, 3, 10, , 11
2023/3/14, 85, 54, 6, 7, , 8
2023/3/15, 122, 64, 9, 3, , 7
2023/3/16, 113, 66, 9, 6, , 8
2023/3/17, 119, 66, 11, 5, , 8
2023/3/18, 106, 54, 14, 5, , 7
2023/3/19, 98, 28, 10, 3, , 6
2023/3/20, 67, 48, 15, 3, , 6
2023/3/21, 97, 62, 16, 5, , 8
2023/3/22, 120, 71, 13, 4, , 7
2023/3/23, 139, 68, 12, 4, , 8
2023/3/24, 139, 66, 16, 4, , 8
2023/3/25, 142, 57, 12, 4, , 8
2023/3/26, 119, 51, 13, , , 6
2023/3/27, 119, 64, 11, 3, , 7
2023/3/28, 133, 61, 10, 6, 1, 6
2023/3/29, 122, 58, 9, 6, , 4
2023/3/30, 109, 67, 12, 3, 1, 3
2023/3/31, 128, 60, 10, 2, , 2
2023/4/1, 129, 58, 9, 1, , 2
2022/10/2, 89, 34, 12, 1, , 3
2022/10/3, 74, 49, 8, 3, , 4
2022/10/4, 91, 66, 8, 4, , 5
2022/10/5, 103, 65, 10, 10, , 10
2022/10/6, 123, 67, 12, 13, , 11
2022/10/7, 127, 70, 12, 8, , 8
2022/10/8, 121, 50, 10, 4, , 5
2022/10/9, 97, 35, 10, 3, , 5
2022/10/10, 84, 60, 9, 4, , 5
2022/10/11, 105, 57, 10, 5, , 5
2022/10/12, 99, 78, 10, 8, , 8
2022/10/13, 125, 69, 14, 11, , 8
2022/10/14, 123, 70, 11, 16, , 13
2022/10/15, 130, 57, 9, 6, , 8
