date, pm25, o3, no2, so2, co
2023/4/2, 19, , , , 
2023/4/3, 18, , , , 
2023/4/4, 23, , , , 
2023/4/5, 24, , , , 
2023/4/6, 28, , , , 
2023/4/7, 26, , , , 
2023/4/8, 20, , , , 
2023/4/9, 24, , , , 
2023/4/10, 28, , , , 
2023/1/3, 41, , , , 
2023/1/4, 28, , , , 
2023/1/5, 29, , , , 
2023/1/6, 18, , , , 
2023/1/7, 26, , , , 
2023/1/8, 37, , , , 
2023/1/9, 40, , , , 
2023/1/10, 28, , , , 
2023/1/11, 34, , , , 
2023/1/12, 27, , , , 
2023/1/13, 23, , , , 
2023/1/14, 36, , , , 
2023/1/15, 30, , , , 
2023/1/16, 26, , , , 
2023/1/17, 25, , , , 
2023/1/18, 32, , , , 
2023/1/19, 25, , , , 
2023/1/20, 33, , , , 
2023/1/21, 52, , , , 
2023/1/22, 44, , , , 
2023/1/23, 36, , , , 
2023/1/24, 44, , , , 
2023/1/25, 48, , , , 
2023/1/26, 44, , , , 
2023/1/27, 55, , , , 
2023/1/28, 27, , , , 
2023/1/29, 34, , , , 
2023/1/30, 35, , , , 
2023/1/31, 43, , , , 
2023/2/1, 49, , , , 
2023/2/2, 51, , , , 
2023/2/3, 54, , , , 
2023/2/4, 40, , , , 
2023/2/5, 30, , , , 
2023/2/6, 25, , , , 
2023/2/7, 24, , , , 
2023/2/8, 21, , , , 
2023/2/9, 30, , , , 
2023/2/10, 40, , , , 
2023/2/11, 27, , , , 
2023/2/12, 30, , , , 
2023/2/13, 47, , , , 
2023/2/14, 24, , , , 
2023/2/15, 38, , , , 
2023/2/16, 45, , , , 
2023/2/17, 42, , , , 
2023/2/18, 32, , , , 
2023/2/19, 24, , , , 
2023/2/20, 42, , , , 
2023/2/21, 17, , , , 
2023/2/22, 22, , , , 
2023/2/23, 27, , , , 
2023/2/24, 22, , , , 
2023/2/25, 27, , , , 
2023/2/26, 45, , , , 
2023/2/27, 22, , , , 
2023/2/28, 31, , , , 
2023/3/1, 26, , , , 
2023/3/2, 45, , , , 
2023/3/3, 22, , , , 
2023/3/4, 23, , , , 
2023/3/5, 26, , , , 
2023/3/6, 37, , , , 
2023/3/7, 32, , , , 
2023/3/8, 27, , , , 
2023/3/9, 36, , , , 
2023/3/10, 31, , , , 
2023/3/11, 18, , , , 
2023/3/12, 25, , , , 
2023/3/13, 44, , , , 
2023/3/14, 20, , , , 
2023/3/15, 27, , , , 
2023/3/16, 23, , , , 
2023/3/17, 30, , , , 
2023/3/18, 42, , , , 
2023/3/19, 46, , , , 
2023/3/20, 46, , , , 
2023/3/21, 32, , , , 
2023/3/22, 28, , , , 
2023/3/23, 41, , , , 
2023/3/24, 20, , , , 
2023/3/25, 20, , , , 
2023/3/26, 23, , , , 
