date, pm25, pm10, o3, no2, so2, co
2023/4/2, 18, 22, 23, 10, 21, 21
2023/4/3, 50, 40, 27, 11, 21, 22
2023/4/4, 80, 48, 25, 12, 20, 22
2023/4/5, 89, 50, 28, 9, 21, 22
2023/4/6, 87, 34, 34, 6, 22, 21
2023/4/7, 62, 16, 28, 7, 22, 21
2023/4/8, 35, 27, 29, 8, 21, 22
2023/4/9, 55, 12, 29, 7, 21, 20
2023/4/10, 27, 24, 17, 12, 21, 21
2023/4/11, 45, 30, 24, 8, 22, 22
2023/4/12, 69, , , , , 
2023/1/3, 122, 44, 9, 17, 9, 18
2023/1/4, 99, 57, 23, 11, 9, 17
2023/1/5, 130, 33, 29, 6, 14, 15
2023/1/6, 70, 44, 13, 13, 13, 17
2023/1/7, 98, 29, 21, 5, 15, 16
2023/1/8, 73, 8, 23, 6, 15, 16
2023/1/9, 14, 6, 12, 8, 15, 17
2023/1/10, 9, , 13, 8, 15, 17
2023/1/13, 11, 18, 12, 13, 15, 18
2023/1/14, 53, 53, 9, 14, 13, 21
2023/1/15, 121, 71, 11, 16, 13, 22
2023/1/16, 158, 79, 8, 21, 12, 26
2023/1/17, 164, 92, 8, 20, 11, 26
2023/1/18, 178, 109, 7, 21, 10, 27
2023/1/19, 193, 109, 7, 20, 10, 27
2023/1/20, 192, 113, 10, 17, 9, 27
2023/1/21, 198, 103, 10, 17, 10, 23
2023/1/22, 184, 87, 8, 18, 10, 26
2023/1/23, 174, 79, 11, 20, 9, 26
2023/1/24, 167, 68, 14, 17, 9, 25
2023/1/25, 157, 75, 7, 20, 9, 25
2023/1/26, 160, 77, 11, 17, 8, 25
2023/1/27, 162, 76, 8, 20, 7, 25
2023/1/28, 161, 87, 8, 21, 7, 26
2023/1/29, 169, 117, 8, 23, 7, 29
2023/1/30, 187, 96, 13, 17, 8, 28
2023/1/31, 177, 70, 9, 16, 9, 27
2023/2/1, 155, 85, 11, 17, 10, 28
2023/2/2, 170, 72, 16, 12, 10, 29
2023/2/3, 159, 29, 24, 9, 12, 24
2023/2/4, 69, 22, 13, 17, 12, 26
2023/2/5, 52, 56, 12, 18, 10, 28
2023/2/6, 108, 51, 13, 16, 12, 27
2023/2/7, 106, 48, 12, 14, 12, 27
2023/2/8, 124, 19, 29, 5, 13, 24
2023/2/9, 54, 11, 24, 8, 15, 25
2023/2/10, 23, 19, 15, 9, 16, 25
2023/2/11, 53, 23, 18, 11, 16, 25
2023/2/12, 63, 43, 15, 15, 15, 27
2023/2/13, 92, 60, 28, 11, 14, 28
2023/2/14, 122, 25, 24, 8, 15, 24
2023/2/15, 43, 18, 25, 11, 15, 25
2023/2/16, 39, 12, 25, 7, 16, 25
2023/2/17, 28, 14, 29, 10, 16, 25
2023/2/18, 33, 20, 27, 14, 16, 27
2023/2/19, 53, 26, 34, 10, 17, 27
2023/2/20, 67, 18, 26, 11, 18, 28
2023/2/21, 46, 20, 35, 3, 19, 27
2023/2/22, 36, , 26, 8, 20, 26
2023/2/24, 18, 10, 25, 6, 19, 25
2023/2/25, 28, 19, 22, 10, 19, 25
2023/2/26, 56, 49, 24, 14, 17, 27
2023/2/27, 106, 32, 23, 18, 15, 27
2023/2/28, 71, 32, 23, 16, 15, 27
2023/3/1, 66, 47, 31, 13, 15, 27
2023/3/2, 78, 46, 30, 8, 19, 27
2023/3/3, 75, 18, 19, 9, 19, 27
2023/3/4, 48, 24, 24, 8, 18, 29
2023/3/5, 68, 18, 18, 11, 19, 29
2023/3/6, 47, 39, 31, 11, 18, 32
2023/3/7, 90, 29, 33, 6, 19, 28
2023/3/8, 67, 26, 20, 9, 19, 28
2023/3/9, 59, 63, 8, 15, 18, 32
