date, pm10
2023/4/2, 31
2023/4/3, 34
2023/4/4, 50
2023/4/5, 39
2023/4/6, 14
2023/4/7, 15
2023/4/8, 33
2023/4/9, 13
2023/4/10, 10
2023/4/11, 7
2023/4/12, 9
2023/1/3, 8
2023/1/4, 7
2023/1/5, 8
2023/1/6, 8
2023/1/7, 15
2023/1/8, 11
2023/1/9, 8
2023/1/10, 4
2023/1/11, 4
2023/1/12, 90
2023/1/13, 9
2023/1/14, 5
2023/1/15, 5
2023/1/16, 4
2023/1/17, 5
2023/1/18, 9
2023/1/19, 10
2023/1/20, 4
2023/1/21, 4
2023/1/22, 6
2023/1/23, 4
2023/1/24, 4
2023/1/25, 7
2023/1/26, 8
2023/1/27, 7
2023/1/28, 5
2023/1/29, 7
2023/1/30, 7
2023/1/31, 4
2023/2/1, 6
2023/2/2, 12
2023/2/3, 7
2023/2/4, 6
2023/2/5, 3
2023/2/6, 3
2023/2/7, 5
2023/2/8, 7
2023/2/9, 6
2023/2/10, 4
2023/2/11, 3
2023/2/12, 2
2023/2/13, 4
2023/2/14, 3
2023/2/15, 4
2023/2/16, 7
2023/2/17, 6
2023/2/18, 4
2023/2/19, 2
2023/2/20, 5
2023/2/21, 10
2023/2/22, 9
2023/2/23, 4
2023/2/24, 5
2023/2/25, 11
2023/2/26, 9
2023/2/27, 24
2023/2/28, 40
2023/3/1, 14
2023/3/2, 4
2023/3/3, 5
2023/3/4, 7
2023/3/5, 44
2023/3/6, 36
2023/3/7, 31
2023/3/8, 23
2023/3/9, 26
2023/3/10, 18
2023/3/11, 8
2023/3/12, 45
2023/3/13, 47
2023/3/14, 23
2023/3/15, 35
2023/3/16, 20
2023/3/17, 36
2023/3/18, 9
2023/3/19, 6
2023/3/20, 10
2023/3/21, 10
2023/3/22, 12
2023/3/23, 10
2023/3/24, 12
2023/3/25, 38
2023/3/26, 11
2023/3/27, 32
2023/3/28, 42
2023/3/29, 9
2023/3/30, 12
2023/3/31, 9
2023/4/1, 34
2022/10/4, 14
2022/10/5, 15
2022/10/6, 11
2022/10/7, 8
2022/10/8, 15
2022/10/9, 4
2022/10/10, 5
2022/10/11, 6
2022/10/12, 16
2022/10/13, 8
2022/10/14, 40
2022/10/15, 30
2022/10/16, 28
2022/10/17, 8
2022/10/18, 12
2022/10/19, 16
2022/10/20, 40
2022/10/21, 5
2022/10/22, 12
2022/10/23, 10
2022/10/24, 23
2022/10/25, 54
2022/10/26, 25
2022/10/27, 7
2022/10/28, 32
2022/10/29, 30
2022/10/30, 32
2022/10/31, 55
2022/11/1, 26
2022/11/2, 30
2022/11/3, 5
2022/11/4, 6
2022/11/5, 8
2022/11/6, 3
2022/11/7, 8
2022/11/8, 11
2022/11/9, 2
2022/11/10, 3
2022/11/11, 9
2022/11/12, 6
2022/11/13, 6
2022/11/14, 5
2022/11/15, 14
2022/11/16, 8
2022/11/17, 5
2022/11/18, 10
2022/11/19, 12
2022/11/20, 6
2022/11/21, 9
2022/11/22, 7
2022/11/23, 17
2022/11/24, 5
2022/11/25, 7
2022/11/26, 6
2022/11/27, 4
2022/11/28, 6
2022/11/29, 11
2022/11/30, 25
2022/12/1, 15
2022/12/7, 8
2022/12/8, 6
2022/12/9, 8
2022/12/10, 6
2022/12/11, 7
2022/12/12, 3
2022/12/13, 5
2022/12/14, 8
2022/12/15, 13
2022/12/16, 6
2022/12/17, 7
2022/12/18, 12
2022/12/19, 12
2022/12/20, 13
2022/12/21, 11
2022/12/22, 6
2022/12/23, 5
2022/12/24, 13
2022/12/25, 12
2022/12/26, 4
2022/12/27, 12
2022/12/28, 8
2022/12/29, 10
2022/12/30, 7
2022/12/31, 5
2023/1/1, 7
2023/1/2, 9
2022/7/2, 13
2022/7/3, 10
2022/7/4, 9
2022/7/5, 9
2022/7/6, 19
2022/7/7, 17
2022/7/8, 10
2022/7/9, 13
2022/7/10, 15
2022/7/11, 9
2022/7/12, 23
2022/7/13, 17
2022/7/14, 19
