date, pm25, o3, no2, co
2022/7/24, 45, 32, 1, 
2022/7/25, 40, 25, 5, 
2022/7/26, 27, 32, 5, 
2022/7/27, 26, 32, 1, 
2022/7/28, 31, 27, 2, 
2022/7/29, 23, 27, 3, 
2022/7/30, 20, 32, 4, 
2022/7/31, 23, 34, 1, 
2022/8/1, 25, 33, 2, 
2022/8/2, 33, 41, 3, 
2022/8/3, 36, 40, 2, 
2022/8/4, 35, 32, 2, 
2022/8/5, 20, 41, 4, 
2022/8/6, 25, 42, 2, 
2022/8/7, 49, 34, 1, 
2022/8/8, 49, 25, 3, 
2022/8/9, 29, 35, 5, 
2022/8/10, 22, 40, 5, 
2022/8/11, 27, 37, 2, 
2022/8/12, 37, 30, 2, 
2022/8/13, 32, 37, 1, 
2022/8/14, 35, 27, 1, 
2022/8/15, 25, 21, 4, 
2022/8/16, 26, 35, 4, 
2022/8/17, 33, 43, 7, 
2022/8/18, 37, 38, 7, 
2022/8/19, 39, 32, 5, 
2022/8/20, 34, 23, 1, 
2022/8/21, 24, 21, 2, 
2022/8/22, 34, 32, 6, 
2022/8/23, 37, 42, 8, 
2022/8/24, 37, 35, 3, 
2022/8/25, 32, 30, 3, 
2022/8/26, 25, 32, 3, 
2022/8/27, 24, 34, 2, 
2022/8/28, 30, 34, 1, 
2022/8/29, 24, 28, 3, 
2022/8/30, 26, 27, 3, 
2022/8/31, 31, 29, 7, 
2022/9/1, 35, 36, 4, 
2022/9/2, 27, 32, 3, 
2022/9/3, 26, 26, 1, 
2022/9/4, 21, 23, 2, 
2022/9/5, 27, 27, 3, 
2022/9/6, 33, 27, 5, 
2022/9/7, 36, 39, 7, 
2022/9/8, 41, 33, 6, 
2022/9/9, 41, 36, 2, 
2022/9/10, 37, 20, 2, 
2022/9/11, 30, 25, 3, 
2022/9/12, 22, 30, 7, 
2022/9/13, 20, 33, 9, 
2022/9/14, 33, 40, 5, 
2022/9/15, 34, 37, 3, 
2022/9/16, 42, 37, 4, 
2022/9/17, 49, 31, 4, 
2022/9/18, 47, 30, 3, 
2022/9/19, 34, 30, 4, 
2022/9/20, 32, 31, 3, 
2022/9/21, 30, 26, 2, 
2022/9/22, 31, 26, 4, 
2022/9/23, 19, 17, 4, 
2022/9/24, 19, 32, 1, 
2022/9/25, 34, 32, 1, 
2022/9/26, 19, 26, 2, 
2022/9/27, 14, 27, 5, 
2022/10/1, 22, 37, 8, 
2022/4/2, 24, 33, 4, 
2022/4/3, 29, 23, 10, 
2022/4/4, 32, 34, 3, 
2022/4/5, 27, 29, 4, 
2022/4/6, 26, 27, 2, 
2022/4/7, 16, 29, 1, 
2022/4/8, 10, 33, 1, 
2022/4/9, 10, 36, 3, 
2022/4/10, 19, 40, 2, 
2022/4/11, 34, 37, 3, 
2022/4/12, 35, 33, 3, 
2022/4/13, 44, 26, 2, 
2022/4/14, 32, 30, 3, 
2022/4/15, 16, 31, 3, 
2022/4/16, 17, 34, 2, 
2022/4/17, 24, 29, 4, 
2022/4/18, 29, 37, 3, 
2022/4/19, 30, 33, 4, 
2022/4/20, 24, 29, 4, 
2022/4/21, 23, 31, 8, 
2022/4/22, 35, 28, 4, 
2022/4/23, 39, 36, 1, 
2022/4/24, 44, 31, 1, 
2022/4/25, 30, 27, 1, 
2022/4/26, 14, 37, 6, 
2022/4/27, 24, 39, 4, 
2022/4/28, 41, 31, 4, 
2022/4/29, 40, 38, 3, 
2022/4/30, 39, 38, 2, 
2022/5/1, 31, 29, 1, 
2022/5/2, 9, 30, 3, 
2022/5/3, 17, 23, 3, 
2022/5/4, 17, 31, 6, 
2022/5/5, 18, 27, 4, 
2022/5/6, 33, 39, 4, 
2022/5/7, 39, 39, 4, 
2022/5/8, 30, 35, 3, 
2022/5/9, 24, 35, 3, 
2022/5/10, 49, 34, 4, 
2022/5/11, 67, 32, 4, 
2022/5/12, 71, 38, 3, 
2022/5/13, 62, 38, 4, 
2022/5/14, 47, 43, 10, 
2022/5/15, 46, 36, 3, 
2022/5/16, 33, 41, 5, 
2022/5/17, 24, 35, 8, 
2022/5/18, 35, 44, 4, 
2022/5/19, 36, 42, 5, 
2022/5/20, 34, 37, 2, 
2022/5/21, 23, 27, 2, 
2022/5/22, 17, 34, 2, 
2022/5/23, 21, 34, 4, 
2022/5/24, 21, 28, 5, 
2022/5/25, 33, 23, 4, 
2022/5/26, 34, 28, 3, 
2022/5/27, 20, 40, 3, 
2022/5/28, 20, 41, 3, 
2022/5/29, 22, 33, 2, 
2022/5/30, 34, 41, 1, 
2022/5/31, 50, 38, 2, 
2022/6/1, 40, 33, 2, 
2022/6/2, 25, 42, 5, 
2022/6/3, 26, 44, 3, 
2022/6/4, 32, 37, 5, 
2022/6/5, 34, 39, 3, 
2022/6/6, 35, 34, 4, 
2022/6/7, 22, 41, 4, 
2022/6/8, 21, 45, 3, 
2022/6/9, 24, 41, 6, 
2022/6/10, 27, 38, 4, 
2022/6/11, 25, 34, 3, 
2022/6/12, 30, 33, 4, 
2022/6/13, 36, 30, 2, 
2022/6/14, 57, 34, 1, 
2022/6/15, 79, 33, 2, 
2022/6/16, 73, 39, 3, 
2022/6/17, 44, 44, 6, 
2022/6/18, 32, 43, 4, 
2022/6/19, 32, 39, 2, 
2022/6/20, 36, 40, 2, 
2022/6/21, 43, 46, 2, 
2022/6/22, 47, 42, 4, 
2022/6/23, 32, 42, 8, 
2022/6/24, 29, 36, 3, 
2022/6/25, 29, 36, 3, 
2022/6/26, 45, 35, 1, 
2022/6/27, 35, 39, 5, 
2022/6/28, 37, 42, 2, 
2022/6/29, 38, 46, 5, 
2022/6/30, 38, 46, 2, 
2022/7/1, 40, 40, 5, 
2022/1/4, 36, , 6, 
2022/1/5, 41, , 2, 
2022/1/6, 29, , 2, 
