date, pm25, pm10, o3, no2, so2, co
2023/4/2, 45, 11, 28, 5, , 
2023/4/3, 47, 19, 30, 7, , 
2023/4/4, 53, 20, 32, 11, , 
2023/4/5, 62, 16, 27, 13, , 
2023/4/6, 61, 10, 32, 7, , 2
2023/4/7, 44, 10, 35, 10, 1, 2
2023/4/8, 41, 16, 33, 12, 1, 3
2023/4/9, 61, 18, 33, 7, 1, 3
2023/4/10, 66, 16, 34, 4, 1, 2
2023/4/11, 48, 14, 32, 7, 1, 2
2023/4/12, 45, , , , , 
2023/1/3, 53, 9, 31, 6, , 1
2023/1/4, 39, 24, 31, 1, , 
2023/1/5, 57, 12, 29, 3, , 
2023/1/6, 41, 8, 29, 3, , 1
2023/1/7, 36, 10, 30, 2, , 1
2023/1/8, 42, 9, 30, 3, , 1
2023/1/9, 34, 16, 27, 2, , 1
2023/1/10, 48, 14, 32, 4, , 1
2023/1/11, 44, 19, 32, 2, , 1
2023/1/12, 52, 15, 32, , , 1
2023/1/13, 51, 20, 32, 3, , 1
2023/1/14, 51, 9, 28, 2, , 1
2023/1/15, 36, 12, 31, 3, , 1
2023/1/16, 43, 10, 25, 8, , 1
2023/1/17, 41, 10, 15, 14, , 2
2023/1/18, 47, 8, 17, 8, 3, 1
2023/1/19, 38, 4, 14, 8, , 2
2023/1/20, 30, , 11, 14, , 3
2023/1/24, 89, 34, 1, 19, , 5
2023/1/25, 107, 24, 24, 16, , 4
2023/1/26, 81, 14, 22, 12, , 2
2023/1/27, 29, 14, 21, 10, , 2
2023/1/28, 35, 19, 16, 14, , 2
2023/1/29, 54, 11, 27, 8, , 2
2023/1/30, 40, 17, 27, 10, , 2
2023/1/31, 45, 15, 28, 4, , 2
2023/2/1, 33, 23, 25, 5, 2, 9
2023/2/2, 46, 11, 29, 2, 1, 5
2023/2/3, 19, 10, 29, 3, , 2
2023/2/4, 23, 15, 22, 8, , 
2023/2/5, 35, 17, 25, 8, , 
2023/2/6, 37, 23, 14, 15, 1, 2
2023/2/7, 65, 29, 5, 18, 1, 3
2023/2/8, 80, 24, 19, 15, 1, 
2023/2/9, 75, 17, 24, 11, , 
2023/2/10, 41, 12, 23, 11, , 
2023/2/11, 43, 13, 22, 8, , 
2023/2/12, 42, 16, 24, 4, , 
2023/2/13, 54, 21, 23, 5, , 2
2023/2/14, 68, 35, 19, 12, , 2
2023/2/15, 93, 22, 19, 14, , 1
2023/2/16, 65, 3, 28, 4, , 
2023/2/17, 18, 3, 30, 5, , 
2023/2/18, 21, 13, 32, 3, , 
2023/2/19, 31, 10, 32, 3, , 
2023/2/20, 32, 4, 29, 5, , 
2023/2/21, 18, 4, 21, 9, , 
2023/2/22, 19, 7, 27, 6, , 
2023/2/23, 28, 12, 27, 5, , 
2023/2/24, 28, 9, 23, 10, 1, 
2023/2/25, 31, 10, 26, 5, , 
2023/2/26, 31, 13, 28, 5, , 
2023/2/27, 37, 12, 24, 7, , 
2023/2/28, 39, 9, 26, 6, , 
2023/3/1, 27, 9, 27, 5, , 
2023/3/2, 27, 13, 28, 6, , 
2023/3/3, 40, 10, 26, 7, , 
2023/3/4, 37, 15, 25, 6, , 
2023/3/5, 53, 11, 27, 5, , 
2023/3/6, 44, 9, 28, 6, 1, 
2023/3/7, 35, 7, 26, 10, , 
2023/3/8, 25, 6, 25, 8, 1, 
2023/3/9, 34, 6, 23, 11, , 1
