date, pm25
2023/4/2, 48
2023/4/3, 43
2023/4/4, 47
2023/4/5, 57
2023/4/6, 56
2023/4/7, 56
2023/4/8, 65
2023/4/9, 51
2023/4/10, 36
2023/4/11, 47
2023/4/12, 37
2023/1/3, 108
2023/1/4, 99
2023/1/5, 90
2023/1/6, 75
2023/1/7, 90
2023/1/8, 100
2023/1/9, 101
2023/1/10, 96
2023/1/11, 89
2023/1/12, 92
2023/1/13, 164
2023/1/14, 222
2023/1/15, 318
2023/1/16, 352
2023/1/17, 301
2023/1/18, 471
2023/1/19, 359
2023/1/20, 360
2023/1/21, 298
2023/1/22, 264
2023/1/23, 302
2023/1/24, 220
2023/1/25, 135
2023/1/26, 135
2023/1/27, 169
2023/1/28, 180
2023/1/29, 144
2023/1/30, 139
2023/1/31, 174
2023/2/1, 113
2023/2/2, 108
2023/2/3, 131
2023/2/4, 111
2023/2/5, 112
2023/2/6, 90
2023/2/7, 127
2023/2/8, 133
2023/2/9, 149
2023/2/10, 138
2023/2/11, 125
2023/2/12, 99
2023/2/13, 95
2023/2/14, 135
2023/2/15, 107
2023/2/16, 117
2023/2/17, 190
2023/2/18, 150
2023/2/19, 115
2023/2/20, 130
2023/2/21, 86
2023/2/22, 85
2023/2/23, 76
2023/2/24, 105
2023/2/25, 100
2023/2/26, 93
2023/2/27, 135
2023/2/28, 180
2023/3/1, 129
2023/3/2, 85
2023/3/3, 88
2023/3/4, 88
2023/3/5, 109
2023/3/6, 82
2023/3/7, 98
2023/3/8, 64
2023/3/9, 71
2023/3/10, 88
2023/3/11, 87
2023/3/12, 82
2023/3/13, 126
2023/3/14, 76
2023/3/16, 87
2023/3/17, 77
2023/3/18, 69
2023/3/19, 65
2023/3/20, 57
2023/3/21, 97
2023/3/22, 73
2023/3/23, 74
2023/3/24, 62
2023/3/25, 69
2023/3/26, 73
2023/3/27, 78
2023/3/28, 73
2023/3/29, 92
2023/3/30, 50
2023/3/31, 79
2023/4/1, 64
2022/10/2, 98
2022/10/3, 93
2022/10/4, 106
2022/10/5, 77
2022/10/6, 79
2022/10/7, 89
2022/10/8, 92
2022/10/9, 90
2022/10/10, 80
2022/10/11, 80
2022/10/12, 86
2022/10/13, 90
2022/10/14, 76
2022/10/15, 83
2022/10/16, 86
2022/10/17, 99
2022/10/18, 93
2022/10/19, 69
2022/10/20, 83
2022/10/21, 81
2022/10/22, 83
2022/10/23, 62
2022/10/24, 102
2022/10/25, 124
2022/10/26, 118
2022/10/27, 73
2022/10/28, 68
2022/10/29, 89
2022/10/30, 86
2022/10/31, 78
2022/11/1, 78
2022/11/2, 79
2022/11/3, 78
2022/11/4, 102
2022/11/5, 128
2022/11/6, 90
2022/11/7, 150
2022/11/8, 117
2022/11/9, 71
2022/11/10, 89
2022/11/11, 121
2022/11/12, 132
2022/11/13, 146
2022/11/14, 82
2022/11/15, 89
2022/11/16, 88
2022/11/17, 73
2022/11/18, 90
2022/11/19, 96
2022/11/20, 116
2022/11/21, 86
2022/11/22, 92
2022/11/23, 80
2022/11/24, 85
2022/11/25, 87
2022/11/26, 86
2022/11/27, 90
2022/11/28, 133
2022/11/29, 164
2022/11/30, 194
2022/12/1, 88
2022/12/2, 86
2022/12/3, 169
2022/12/4, 124
2022/12/5, 165
2022/12/6, 187
2022/12/7, 231
2022/12/8, 279
2022/12/9, 181
2022/12/10, 128
2022/12/11, 156
2022/12/12, 256
2022/12/13, 427
2022/12/14, 372
2022/12/15, 152
2022/12/16, 144
2022/12/17, 96
2022/12/18, 143
2022/12/19, 212
2022/12/20, 246
2022/12/21, 128
2022/12/22, 89
2022/12/23, 122
2022/12/24, 181
2022/12/25, 244
2022/12/26, 316
2022/12/27, 257
2022/12/28, 85
2022/12/29, 106
2022/12/30, 132
2022/12/31, 143
2023/1/1, 109
2023/1/2, 95
2022/7/2, 20
2022/7/3, 16
2022/7/4, 23
2022/7/5, 31
2022/7/6, 30
2022/7/7, 46
2022/7/8, 32
2022/7/9, 18
2022/7/10, 19
2022/7/11, 20
2022/7/12, 14
2022/7/13, 13
2022/7/14, 11
2022/7/15, 10
2022/7/16, 22
2022/7/17, 29
2022/7/18, 36
2022/7/19, 35
2022/7/27, 88
2022/7/28, 73
2022/7/29, 67
2022/7/30, 59
2022/7/31, 71
2022/8/1, 58
2022/8/2, 61
2022/8/3, 57
2022/8/4, 64
2022/8/5, 65
2022/8/6, 62
2022/8/7, 65
2022/8/8, 64
2022/8/9, 59
2022/8/10, 61
2022/8/11, 61
2022/8/12, 65
2022/8/13, 64
2022/8/14, 71
2022/8/15, 74
2022/8/16, 70
2022/8/17, 77
2022/8/18, 66
2022/8/19, 64
2022/8/20, 62
2022/8/21, 67
2022/8/22, 60
2022/8/23, 65
2022/8/24, 67
2022/8/25, 71
2022/8/26, 70
2022/8/27, 65
2022/8/28, 62
2022/8/29, 67
2022/8/30, 70
2022/8/31, 69
2022/9/1, 67
2022/9/2, 69
2022/9/3, 71
2022/9/4, 68
2022/9/5, 70
2022/9/6, 72
2022/9/7, 68
2022/9/8, 77
2022/9/9, 72
2022/9/10, 79
2022/9/11, 84
2022/9/12, 88
2022/9/13, 104
2022/9/14, 90
2022/9/15, 89
2022/9/16, 85
2022/9/17, 81
2022/9/18, 89
2022/9/19, 84
2022/9/20, 81
2022/9/21, 80
2022/9/22, 85
2022/9/23, 74
