date, pm25, o3, no2, co
2022/4/28, 19, 28, , 
2022/4/29, 13, 27, , 
2022/4/30, 16, 26, , 
2022/5/1, 27, 26, , 
2022/5/2, 17, 26, 9, 
2022/5/3, 15, 25, 9, 
2022/5/4, 32, 21, 12, 
2022/5/5, 29, 30, , 
2022/5/6, 14, 23, , 
2022/5/7, 13, 29, , 
2022/5/8, 20, 32, , 
2022/5/9, 23, 32, 9, 
2022/5/10, 29, 33, 10, 
2022/5/11, 32, 33, 8, 
2022/5/12, 36, 30, 10, 
2022/5/13, 41, 33, 8, 
2022/5/14, 43, 23, , 
2022/5/15, 35, 20, 6, 
2022/5/16, 30, 22, 9, 
2022/5/17, 45, 24, , 
2022/5/18, 14, 25, , 
2022/5/19, 16, 27, 8, 
2022/5/20, 25, 22, 10, 
2022/5/21, 26, 27, 7, 
2022/5/22, 44, 20, , 
2022/5/23, 32, 20, , 
2022/5/24, 12, 28, , 
2022/5/25, 20, 24, 7, 
2022/5/26, 27, 18, 8, 
2022/5/27, 34, 20, 7, 
2022/5/28, 28, 17, , 
2022/5/29, 27, 22, , 
2022/5/30, 40, 26, , 
2022/5/31, 36, 20, , 
2022/6/1, 15, 21, , 
2022/6/2, 14, 24, , 
2022/6/3, 18, 19, , 
2022/6/4, 18, 19, , 
2022/6/5, 30, 12, , 
2022/6/6, 16, 21, , 
2022/6/7, 20, 17, 7, 
2022/6/8, 25, 18, 10, 
2022/6/9, 24, 12, , 
2022/6/10, 21, 17, , 
2022/6/11, 21, 21, , 
2022/6/12, 33, 26, , 
2022/6/13, 39, 20, , 
2022/6/14, 32, 21, , 
2022/6/15, 22, 22, 8, 
2022/6/16, 36, 23, 7, 
2022/6/17, 34, 21, , 
2022/6/18, 30, 17, , 
2022/6/19, 11, 19, , 
2022/6/20, 12, 21, , 
2022/6/21, 19, 28, , 
2022/6/22, 28, 23, 8, 
2022/6/23, 32, 18, 6, 
2022/6/24, 29, 22, , 
2022/6/25, 44, 20, , 
2022/6/26, 49, 26, , 
2022/6/27, 43, 25, , 
2022/6/28, 41, 22, , 
2022/6/29, 22, 27, , 
2022/6/30, 27, 19, , 
2022/7/1, 21, 32, , 
2022/1/4, 42, 21, 10, 
2022/1/5, 66, 18, 11, 
2022/1/6, 75, 18, 12, 
2022/1/7, 41, 21, 9, 
2022/1/8, 40, 21, , 
2022/1/9, 38, 22, 9, 
2022/1/10, 68, 21, , 
2022/1/11, 19, 18, , 
2022/1/12, 62, 20, 14, 
2022/1/13, 80, 18, 11, 
2022/1/14, 56, 20, 6, 
2022/1/15, 36, 21, , 
2022/1/16, 30, 18, , 
2022/1/17, 64, 23, , 
2022/1/18, 42, 22, , 
2022/1/19, 30, 20, 8, 
2022/1/20, 44, 18, , 
2022/1/21, 35, 20, , 
2022/1/22, 50, 21, 15, 
2022/1/23, 98, 21, 9, 
2022/1/24, 86, 18, 12, 
2022/1/25, 62, 23, 8, 
2022/1/26, 54, 20, , 
2022/1/27, 44, 24, 26, 
2022/1/28, 99, 22, 18, 
2022/1/29, 80, 23, , 
2022/1/30, 49, 23, , 
2022/1/31, 30, 21, , 
2022/2/1, 49, 21, , 
2022/2/2, 61, 21, , 
2022/2/3, 72, 22, , 
2022/2/4, 37, 21, , 
2022/2/5, 19, 21, , 
2022/2/6, 24, 21, , 
2022/2/7, 44, 21, , 
2022/2/8, 53, 22, 8, 
2022/2/9, 30, 21, 13, 
2022/2/10, 53, 21, 13, 
2022/2/11, 59, 20, 7, 
2022/2/12, 30, 23, , 
2022/2/13, 27, 21, , 
2022/2/14, 24, 21, , 
2022/2/15, 33, 21, 9, 
2022/2/16, 35, 22, 16, 
2022/2/17, 73, 23, 15, 
2022/2/18, 72, 23, , 
2022/2/19, 18, 23, 15, 
2022/2/20, 36, 24, 10, 
2022/2/21, 33, 24, 12, 
2022/2/22, 37, 23, , 
2022/2/23, 24, 19, 10, 
2022/2/24, 30, 23, 8, 
2022/2/25, 25, 23, 10, 
2022/2/26, 35, 27, , 
2022/2/27, 47, 26, , 
2022/2/28, 39, 18, 9, 
2022/3/1, 31, 25, 8, 
2022/3/2, 47, 24, 7, 
2022/3/3, 36, 23, 10, 
2022/3/4, 44, 25, , 
2022/3/5, 39, 25, , 
2022/3/6, 44, 26, 9, 
2022/3/7, 34, 23, 8, 
2022/3/8, 36, 27, , 
2022/3/9, 15, 25, 13, 
2022/3/10, 45, 28, , 
2022/3/11, 47, 24, , 
2022/3/12, 40, 24, , 
2022/3/13, 29, 26, , 
2022/3/14, 13, 28, , 
2022/3/15, 47, 27, 11, 
2022/3/16, 23, 31, 13, 
2022/3/17, 45, 33, 14, 
2022/3/18, 65, 24, 14, 
2022/3/19, 88, 28, , 
2022/3/20, 25, 25, , 
2022/3/21, 18, 24, , 
2022/3/22, 13, 23, , 
2022/3/23, 11, 24, 8, 
2022/3/24, 21, 24, 8, 
2022/3/25, 19, 22, 7, 
2022/3/26, 18, 23, 8, 
2022/3/27, 39, 19, 8, 
2022/3/28, 36, 13, , 
2022/3/29, 23, 24, , 
2022/3/30, 14, 26, 8, 
2022/3/31, 18, 22, 7, 
2022/4/1, 28, 21, 11, 
2021/10/2, 17, 13, , 
2021/10/3, 27, 14, , 
2021/10/4, 28, 14, 6, 
2021/10/5, 22, 13, 6, 
2021/10/6, 25, 14, , 
2021/10/7, 36, 16, , 
2021/10/8, 47, 18, , 
2021/10/9, 39, 13, , 
2021/10/10, 34, 13, , 
2021/10/11, 43, 16, , 
2021/10/12, 45, 16, , 
2021/10/13, 44, 20, , 
2021/10/14, 46, 11, 9, 
2021/10/15, 40, 9, 8, 
2021/10/16, 38, 17, , 
2021/10/17, 33, 15, , 
2021/10/18, 29, 10, , 
2021/10/19, 39, 12, , 
2021/10/20, 18, 8, , 
2021/10/21, 28, 8, , 
2021/10/22, 29, 9, , 
2021/10/23, 23, 11, , 
2021/10/24, 21, 13, , 
2021/10/25, 18, 11, 8, 
2021/10/26, 29, 20, , 
2021/10/27, 19, 18, , 
2021/10/28, 23, 17, , 
2021/10/29, 27, 18, , 
2021/10/30, 24, 17, , 
2021/10/31, 26, 16, , 
2021/11/1, 14, 15, , 
2021/11/2, 16, 12, , 
2021/11/3, 22, 17, , 
2021/11/4, 32, 17, 8, 
2021/11/5, 33, 16, 8, 
2021/11/6, 43, 18, , 
2021/11/7, 41, 18, 7, 
2021/11/8, 63, 13, 8, 
2021/11/9, 63, 18, 8, 
2021/11/10, 68, 18, 8, 
2021/11/11, 64, 17, 9, 
2021/11/12, 55, 15, 6, 
2021/11/13, 23, 17, 7, 
2021/11/14, 43, 12, , 
2021/11/15, 40, 15, , 
2021/11/16, 25, 21, , 
2021/11/17, 13, 19, 6, 
2021/11/18, 18, 15, 7, 
2021/11/19, 28, 18, , 
2021/11/20, 15, 17, 8, 
2021/11/21, 37, 15, 7, 
2021/11/22, 57, 19, 10, 
2021/11/23, 31, 16, , 
2021/11/24, 16, 15, 7, 
2021/11/25, 27, 16, 8, 
2021/11/26, 60, 17, 10, 
2021/11/27, 58, 19, , 
2021/11/28, 9, 18, 8, 
2021/11/29, 30, 17, 8, 
2021/11/30, 58, 16, 8, 
2021/12/1, 43, 14, 9, 
2021/12/2, 57, 14, 8, 
2021/12/3, 48, 21, , 
2021/12/4, 12, 18, , 
2021/12/5, 30, 18, , 
2021/12/6, 45, 20, , 
2021/12/7, 33, 21, , 
2021/12/8, 17, 21, 9, 
2021/12/9, 29, 21, 13, 
2021/12/10, 45, 19, 8, 
2021/12/11, 61, 15, 8, 
2021/12/12, 55, , , 
2021/12/14, 24, 21, , 
2021/12/15, 17, 18, , 
2021/12/16, 31, 16, 13, 
2021/12/17, 45, 20, , 
2021/12/18, 27, 23, , 
2021/12/19, 23, 21, , 
2021/12/20, 17, 19, , 
2021/12/21, 37, 20, 10, 
2021/12/22, 48, 19, 7, 
2021/12/23, 31, 20, , 
2021/12/24, 24, 20, 9, 
2021/12/25, 47, 23, 7, 
2021/12/26, 54, 20, 6, 
2021/12/27, 34, 17, , 
2021/12/28, 42, 16, 8, 
2021/12/29, 48, 15, 10, 
2021/12/30, 38, 12, 7, 
2021/12/31, 63, 13, 7, 
2022/1/1, 62, 16, 9, 
2022/1/2, 91, 22, 6, 
2022/1/3, 27, 21, , 
2021/7/2, 25, 15, , 
2021/7/3, 17, 17, , 
2021/7/4, 23, 17, , 
2021/7/5, 22, 23, , 
2021/7/6, 21, 28, , 
2021/7/7, 43, 20, , 
2021/7/8, 15, 13, , 
2021/7/9, 21, 12, , 
2021/7/10, 19, 18, , 
2021/7/11, 34, 23, , 
2021/7/12, 53, 21, , 
2021/7/13, 54, 17, , 
2021/7/14, 47, 23, , 
2021/7/15, 30, 24, , 
2021/7/16, 45, 24, , 
2021/7/17, 43, 21, , 
2021/7/18, 57, 21, , 
2021/7/19, 65, 25, , 
2021/7/20, 87, 21, , 
2021/7/21, 92, 17, , 
2021/7/22, 39, 17, , 
2021/7/23, 34, 18, , 
2021/7/24, 30, 21, , 
2021/7/25, 36, 35, , 
2021/7/26, 61, 26, , 
2021/7/27, 93, 16, , 
2021/7/28, 42, 18, , 
2021/7/29, 21, 17, , 
2021/7/30, 30, 17, , 
2021/7/31, 20, 19, , 
2021/8/1, 17, 18, , 
2021/8/2, 36, 16, , 
2021/8/3, 29, 19, , 
2021/8/4, 47, 23, , 
2021/8/5, 73, 31, , 
2021/8/6, 122, 34, , 
2021/8/7, 104, 30, , 
2021/8/8, 79, 21, 9, 
2021/8/9, 48, 16, 9, 
2021/8/10, 53, 27, 8, 
2021/8/11, 58, 17, 9, 
2021/8/12, 46, 27, 9, 
2021/8/13, 64, 28, , 
2021/8/14, 51, 20, , 
2021/8/15, 42, 18, , 
2021/8/16, 23, 24, , 
2021/8/17, 39, 26, , 
2021/8/18, 47, 25, , 
2021/8/19, 49, 23, , 
2021/8/20, 53, 31, , 
2021/8/21, 58, 20, , 
2021/8/22, 58, 16, 7, 
2021/8/23, 52, 13, 7, 
2021/8/24, 47, 20, , 
2021/8/25, 39, 31, , 
2021/8/26, 63, 30, , 
2021/8/27, 52, 21, , 
2021/8/28, 16, 18, , 
2021/8/29, 27, 14, , 
2021/8/30, 32, 25, , 
2021/8/31, 31, 20, , 
2021/9/1, 34, 17, , 
2021/9/2, 14, 14, , 
2021/9/3, 15, 17, , 
2021/9/4, 18, 22, , 
2021/9/5, 23, 13, , 
2021/9/6, 27, 20, , 
2021/9/7, 32, 15, 9, 
2021/9/8, 21, 24, 9, 
2021/9/9, 31, 19, 8, 
2021/9/10, 44, 15, , 
2021/9/11, 25, 20, , 
2021/9/12, 26, 20, , 
2021/9/13, 22, 14, , 
2021/9/14, 12, 21, , 
2021/9/15, 16, 18, , 
2021/9/16, 22, 16, , 
2021/9/17, 26, 21, , 
2021/9/18, 33, 19, , 
2021/9/19, 21, 16, , 
2021/9/20, 19, 17, , 
2021/9/21, 26, 21, 9, 
2021/9/22, 31, 17, 9, 
2021/9/23, 30, 16, 8, 
2021/9/24, 26, 17, , 
2021/9/25, 22, 20, , 
2021/9/26, 33, 16, , 
2021/9/27, 42, 17, , 
2021/9/28, 27, 13, , 
2021/9/29, 18, 12, , 
2021/9/30, 22, 10, , 
2021/10/1, 19, 14, , 
2021/4/2, 13, 24, , 
2021/4/3, 16, 26, 8, 
2021/4/4, 25, 26, 8, 
2021/4/5, 36, 24, 7, 
2021/4/6, 29, 20, 7, 
2021/4/7, 29, 25, 8, 
2021/4/8, 44, 23, 9, 
2021/4/9, 30, 25, 11, 
2021/4/10, 38, 26, 11, 
2021/4/11, 26, 24, , 
2021/4/12, 15, 27, , 
2021/4/13, 21, 26, 8, 
2021/4/14, 34, 25, 10, 
2021/4/15, 26, 23, 8, 
2021/4/16, 30, 24, , 
2021/4/17, 31, 23, , 
2021/4/18, 24, 23, , 
2021/4/19, 49, 21, , 
2021/4/20, 43, 21, , 
2021/4/21, 30, 20, , 
2021/4/22, 15, 21, , 
2021/4/23, 11, 29, , 
2021/4/24, 20, 31, , 
2021/4/25, 32, 27, , 
2021/4/26, 38, 20, , 
2021/4/27, 15, 25, , 
2021/4/28, 20, 28, 9, 
2021/4/29, 31, 25, 8, 
2021/4/30, 22, 18, , 
2021/5/1, 21, 26, , 
2021/5/2, 19, 26, , 
2021/5/3, 19, 21, , 
2021/5/4, 14, 21, 8, 
2021/5/5, 29, 19, 8, 
2021/5/6, 16, 20, , 
2021/5/7, 10, 22, , 
2021/5/8, 15, 19, , 
2021/5/9, 21, 20, , 
2021/5/10, 23, 22, , 
2021/5/11, 18, 20, , 
2021/5/12, 20, 22, , 
2021/5/13, 23, 26, , 
2021/5/14, 21, 28, , 
2021/5/15, 26, 28, , 
2021/5/16, 33, 28, 7, 
2021/5/17, 29, 33, 11, 
2021/5/18, 39, 28, 15, 
2021/5/19, 30, 26, 13, 
2021/5/20, 28, 35, 8, 
2021/5/21, 52, 35, , 
2021/5/22, 63, 27, , 
2021/5/23, 59, 26, , 
2021/5/24, 32, 29, , 
2021/5/25, 21, 21, , 
2021/5/26, 34, 32, , 
2021/5/27, 47, 25, , 
2021/5/28, 16, 23, , 
2021/5/29, 16, 24, , 
2021/5/30, 25, 21, , 
2021/5/31, 23, 21, , 
2021/6/1, 17, 26, , 
2021/6/2, 36, 26, , 
2021/6/3, 35, 23, , 
2021/6/4, 44, 28, , 
2021/6/5, 53, 33, , 
2021/6/6, 59, 27, , 
2021/6/7, 39, 44, , 
2021/6/8, 55, 28, , 
2021/6/9, 54, 24, , 
2021/6/10, 21, 22, , 
2021/6/11, 18, 25, , 
2021/6/12, 25, 26, , 
2021/6/13, 28, 23, 8, 
2021/6/14, 30, 17, 8, 
2021/6/15, 30, 19, 9, 
2021/6/16, 37, 17, , 
2021/6/17, 16, 23, , 
2021/6/18, 25, 36, , 
2021/6/19, 32, 24, , 
2021/6/20, 34, 21, , 
2021/6/21, 43, 20, , 
2021/6/22, 50, 16, , 
2021/6/23, 22, 18, , 
2021/6/24, 21, 26, , 
2021/6/25, 36, 29, , 
2021/6/26, 30, 20, , 
2021/6/27, 42, 28, , 
2021/6/28, 38, 22, , 
2021/6/29, 30, 18, , 
2021/6/30, 39, 21, , 
2021/7/1, 31, 16, , 
2021/1/5, 67, 22, 9, 
2021/1/6, 29, 20, 9, 
2021/1/7, 46, 20, , 
2021/1/8, 23, 23, , 
2021/1/9, 15, 24, , 
2021/1/10, 45, 21, 9, 
2021/1/11, 47, 18, 9, 
2021/1/12, 60, 13, 9, 
2021/1/13, 75, 15, 8, 
2021/1/14, 63, 12, 13, 
2021/1/15, 79, 13, 12, 
2021/1/16, 74, 17, 10, 
2021/1/17, 27, 17, , 
2021/1/18, 20, 22, 7, 
2021/1/19, 18, 23, 8, 
2021/1/20, 22, 22, 9, 
2021/1/21, 51, 20, 8, 
2021/1/22, 41, 19, 10, 
2021/1/23, 40, 22, , 
2021/1/24, 30, 21, 9, 
2021/1/25, 16, 20, 12, 
2021/1/26, 25, 18, 13, 
2021/1/27, 75, 20, 9, 
2021/1/28, 41, 20, , 
2021/1/29, 19, 22, , 
2021/1/30, 10, 22, 8, 
2021/1/31, 42, 21, 13, 
2021/2/1, 84, 22, 15, 
2021/2/2, 67, 26, 13, 
2021/2/3, 25, 26, 8, 
2021/2/4, 24, 25, 8, 
2021/2/5, 33, 23, 10, 
2021/2/6, 52, 22, 9, 
2021/2/7, 46, 24, 10, 
2021/2/8, 51, 23, 11, 
2021/2/9, 35, 22, 14, 
2021/2/10, 78, 24, 9, 
2021/2/11, 77, 23, 10, 
2021/2/12, 45, 23, 10, 
2021/2/13, 33, 23, 7, 
2021/2/14, 45, 23, 8, 
2021/2/15, 59, 21, 8, 
2021/2/16, 84, 22, 8, 
2021/2/17, 49, 21, 13, 
2021/2/18, 32, 24, 13, 
2021/2/19, 62, 25, 12, 
2021/2/20, 55, 25, 7, 
2021/2/21, 35, 26, 13, 
2021/2/22, 67, 25, 13, 
2021/2/23, 64, 24, 13, 
2021/2/24, 69, 24, 7, 
2021/2/25, 48, 24, 9, 
2021/2/26, 29, 24, 11, 
2021/2/27, 37, 26, 11, 
2021/2/28, 61, 27, 16, 
2021/3/1, 46, 25, 18, 
2021/3/2, 33, 23, , 
2021/3/3, 9, 25, , 
2021/3/4, 19, 22, , 
2021/3/5, 15, 20, , 
2021/3/6, 16, 23, , 
2021/3/7, 31, 23, 9, 
2021/3/8, 30, 21, 9, 
2021/3/9, 39, 23, 9, 
2021/3/10, 48, 26, 10, 
2021/3/11, 51, 30, 16, 
2021/3/12, 79, 30, 16, 
2021/3/13, 38, 25, , 
2021/3/14, 21, 25, , 
2021/3/15, 17, 24, 6, 
2021/3/16, 19, 26, 8, 
2021/3/17, 39, 26, 10, 
2021/3/18, 65, 26, 8, 
2021/3/19, 52, 25, 6, 
2021/3/20, 32, 28, 6, 
2021/3/21, 43, 32, 7, 
2021/3/22, 60, 32, 8, 
2021/3/23, 59, 37, 13, 
2021/3/24, 59, 32, 20, 
2021/3/25, 69, 22, 15, 
2021/3/26, 65, 24, 9, 
2021/3/27, 40, 23, , 
2021/3/28, 25, 21, , 
2021/3/29, 23, 26, 11, 
2021/3/30, 16, 26, 10, 
2021/3/31, 34, 28, 13, 
2021/4/1, 45, 21, , 
2020/10/2, 22, 11, 8, 
2020/10/3, 41, 12, , 
2020/10/4, 27, 14, 8, 
