date, pm25, pm10, o3, no2, so2, co
2023/4/2, 35, 21, 19, , , 
2023/4/3, 43, 33, 15, 2, , 
2023/4/4, 62, 29, 9, 4, , 
2023/4/5, 61, 24, 11, 2, , 
2023/4/6, 48, 25, 11, 2, , 
2023/4/7, 47, 22, 10, 2, , 
2023/4/8, 39, 19, 14, 1, , 
2023/4/9, 35, 9, 19, , , 
2023/4/10, 20, 27, 19, , , 
2023/4/11, 44, 20, 18, 1, , 
2023/4/12, 35, , , , , 
2023/1/3, 46, 13, 13, 4, , 
2023/1/4, 31, 14, 10, 3, , 
2023/1/5, 33, 14, 13, 4, , 
2023/1/6, 33, 14, 15, 5, , 
2023/1/7, 34, 20, 16, 5, , 
2023/1/8, 56, 24, 17, 4, , 
2023/1/9, 58, 14, 14, 4, , 
2023/1/10, 35, 27, 15, 9, , 
2023/1/11, 63, 23, 17, 7, , 
2023/1/12, 54, 18, 19, 2, , 
2023/1/13, 43, 13, 15, 2, , 
2023/1/14, 28, 6, 12, 1, , 
2023/1/15, 22, 10, 14, 2, , 
2023/1/16, 34, 23, 14, 5, , 
2023/1/17, 57, 18, 20, 4, , 
2023/1/18, 49, 18, 15, 2, , 
2023/1/19, 45, 20, 14, , , 
2023/1/20, 48, 28, 15, 8, , 
2023/1/21, 67, 16, 10, 4, , 
2023/1/22, 48, 10, 14, 2, , 
2023/1/23, 28, 9, 13, 5, , 
2023/1/24, 27, 14, 15, 3, , 
2023/1/25, 30, 16, 14, 5, , 
2023/1/26, 30, 9, 14, 5, , 
2023/1/27, 24, 10, 14, 6, , 
2023/1/28, 32, 14, 17, 4, , 
2023/1/29, 41, 15, 14, 3, , 
2023/1/30, 41, 18, 14, 7, , 
2023/1/31, 41, 15, 11, 6, , 
2023/2/1, 38, 16, 7, 8, , 
2023/2/2, 39, 18, 11, 5, , 
2023/2/3, 42, 8, 13, 3, , 
2023/2/4, 21, 15, 17, 2, , 
2023/2/5, 32, 14, 15, 1, , 
2023/2/6, 32, 19, 17, 6, , 
2023/2/7, 45, 26, 18, 5, , 
2023/2/8, 47, 22, 17, 6, , 
2023/2/9, 33, 23, 16, 7, , 
2023/2/10, 41, 15, 11, 5, , 
2023/2/11, 40, 11, 12, 3, , 
2023/2/12, 26, 6, 14, 1, , 
2023/2/13, 20, 10, 15, 7, , 
2023/2/14, 31, 17, 20, 9, , 
2023/2/15, 44, 16, 18, 7, , 
2023/2/16, 38, 17, 16, 7, , 
2023/2/17, 33, 18, 12, 5, , 
2023/2/18, 39, 14, 16, , , 
2023/2/19, 25, 23, 17, 3, , 
2023/2/20, 40, 20, 16, 6, , 
2023/2/21, 42, 20, 13, 5, , 
2023/2/22, 38, 16, 12, 6, , 
2023/2/23, 39, 25, 16, 7, , 
2023/2/24, 59, 26, 13, 5, , 
2023/2/25, 62, 25, 13, 5, , 
2023/2/26, 61, 22, 11, 4, , 
2023/2/27, 57, 24, 12, 3, , 
2023/2/28, 41, 30, 11, 2, , 
2023/3/1, 56, 24, 12, 5, , 
2023/3/2, 56, 29, 15, 6, , 
2023/3/3, 68, 39, 16, 6, , 
2023/3/4, 78, 24, 12, 2, , 
2023/3/5, 59, 18, 19, 1, , 
2023/3/6, 41, 22, 17, 3, , 
2023/3/7, 39, 27, 13, 7, , 
2023/3/8, 57, 29, 19, 2, , 
2023/3/9, 44, 23, 19, 4, , 
2023/3/10, 36, 22, 19, 1, , 
2023/3/11, 38, 12, 17, 1, , 
2023/3/12, 38, 15, 15, 1, , 
2023/3/13, 42, 9, 11, 2, , 
2023/3/14, 28, 7, 16, , , 
2023/3/15, 22, 13, 19, 2, , 
2023/3/16, 34, 21, 21, 4, , 
2023/3/17, 49, 15, 19, 1, , 
2023/3/18, 31, 11, 15, , , 
2023/3/19, 32, 7, 17, , , 
2023/3/20, 26, 11, 18, 1, , 
2023/3/21, 35, 23, 20, 2, , 
2023/3/22, 49, 12, 17, 1, , 
2023/3/23, 24, 13, 19, 1, , 
2023/3/24, 26, 17, 19, 1, , 
2023/3/25, 35, 18, 11, , , 
2023/3/26, 44, 17, 11, , , 
2023/3/27, 46, 17, 12, 1, , 
2023/3/28, 41, 19, 10, 2, , 
2023/3/29, 38, 16, 20, 1, , 
2023/3/30, 38, 19, 22, 11, , 
2023/3/31, 43, 22, 17, 3, , 
2023/4/1, 37, 20, 17, , , 
2022/10/2, 39, 14, 13, 1, , 
2022/10/3, 32, 12, 8, 1, , 
2022/10/4, 29, 16, 16, 2, , 
2022/10/5, 23, 24, 17, 6, , 
2022/10/6, 49, 25, 20, 3, , 
2022/10/7, 52, 26, 25, 4, , 
2022/10/8, 55, 26, 22, 3, , 
2022/10/9, 57, 22, 19, 3, , 
2022/10/10, 55, 17, 16, 2, , 
2022/10/11, 44, 20, 14, 1, , 
2022/10/12, 38, 12, 10, 3, , 
2022/10/13, 23, 14, 10, 4, , 
2022/10/14, 35, 22, 18, 5, , 
2022/10/15, 49, 24, 18, 3, , 
2022/10/16, 48, 19, 18, 2, , 
2022/10/17, 44, 13, 14, 2, , 
2022/10/18, 33, 14, 16, 1, , 
2022/10/19, 35, 15, 10, 2, , 
2022/10/20, 30, 25, 15, 5, , 
2022/10/21, 50, 30, 17, 4, , 
2022/10/22, 55, 27, 18, 2, , 
2022/10/23, 51, 20, 15, 2, , 
2022/10/24, 51, 25, 18, 4, , 
2022/10/25, 41, 28, 18, 5, , 
2022/10/26, 48, 18, 13, 3, , 
2022/10/27, 36, 26, 15, 3, , 
2022/10/28, 54, 29, 11, 1, , 
2022/10/29, 47, 15, 9, , , 
2022/10/30, 28, 19, 10, 1, , 
2022/10/31, 39, 18, 11, 2, , 
2022/11/1, 28, 25, 13, 3, , 
2022/11/2, 53, 30, 17, 4, , 
2022/11/3, 57, 29, 17, 2, , 
2022/11/4, 46, 29, 14, 2, , 
2022/11/5, 44, 18, 13, 1, , 
2022/11/6, 23, 17, 13, 1, , 
2022/11/7, 28, 23, 14, 2, , 
2022/11/8, 27, 50, 20, 2, , 
2022/11/9, 48, 42, 14, , , 
2022/11/10, 47, 16, 13, , , 
2022/11/11, 24, 12, 11, 1, , 
2022/11/12, 33, 14, 16, 1, , 
2022/11/13, 38, 12, 11, 1, , 
2022/11/14, 34, 33, 11, 2, , 
2022/11/15, 45, 32, 10, 4, , 
2022/11/16, 47, 13, 9, 2, , 
2022/11/17, 38, 12, 17, 1, , 
2022/11/18, 27, 17, 14, 2, , 
2022/11/19, 50, 17, 14, 2, , 
2022/11/20, 52, 13, 12, 1, , 
2022/11/21, 44, 25, 14, 2, , 
2022/11/22, 45, 27, 13, 2, , 
2022/11/23, 46, 20, 14, 2, , 
2022/11/24, 45, 27, 13, 2, , 
2022/11/25, 50, 13, 8, 2, , 
2022/11/26, 43, 14, 11, 1, , 
2022/11/27, 39, 10, 12, 1, , 
2022/11/28, 31, 17, 15, 7, , 
2022/11/29, 39, 21, 16, 6, , 
2022/11/30, 48, 12, 13, 3, , 
2022/12/1, 32, 14, 15, 1, , 
2022/12/2, 24, 21, 13, 3, , 
2022/12/3, 40, 23, 15, 3, , 
2022/12/4, 45, 20, 10, 3, , 
2022/12/5, 50, 28, 12, 4, , 
2022/12/6, 47, 24, 12, 4, , 
2022/12/7, 49, 25, 12, 4, , 
2022/12/8, 54, 22, 12, 5, , 
2022/12/9, 53, 23, 14, 3, , 
2022/12/10, 55, 17, 8, 2, , 
2022/12/11, 50, 8, 9, 1, , 
2022/12/12, 30, 18, 11, 3, , 
2022/12/13, 44, 21, 14, 1, , 
2022/12/14, 30, 14, 13, 2, , 
2022/12/15, 24, 11, 11, 2, , 
2022/12/16, 39, 13, 13, 5, , 
2022/12/17, 31, 17, 12, 6, , 
2022/12/18, 49, 15, 14, 2, , 
2022/12/19, 35, 18, 15, 2, , 
2022/12/20, 35, 16, 12, 3, , 
2022/12/21, 32, 11, 10, 1, , 
2022/12/22, 27, 10, 5, 3, , 
2022/12/23, 28, 9, 14, 1, , 
2022/12/24, 26, 6, 12, , , 
2022/12/25, 23, 8, 12, 1, , 
2022/12/26, 27, 14, 14, 4, , 
2022/12/28, 44, 23, 16, 6, 1, 
2022/12/29, 52, 17, 15, 4, , 
2022/12/30, 37, 17, 14, 4, , 
2022/12/31, 37, 12, 7, 2, , 
2023/1/1, 36, 23, 9, 2, , 
2023/1/2, 70, 15, 9, 3, , 
2022/7/2, 34, 14, 13, 1, , 
2022/7/3, 31, 14, 10, 1, , 
2022/7/4, 33, 15, 12, 1, , 
2022/7/5, 40, 18, 9, 1, , 
2022/7/6, 42, 15, 15, 1, , 
2022/7/7, 30, 19, 17, 2, , 
2022/7/8, 36, 15, 13, 3, , 
2022/7/9, 31, 16, 11, 1, , 
2022/7/10, 32, 11, 9, , , 
2022/7/11, 26, 12, 12, 1, , 
2022/7/12, 26, 13, 13, 2, , 
2022/7/13, 26, 18, 11, 2, , 
2022/7/14, 41, 18, 13, 2, , 
2022/7/15, 36, 17, 12, 2, , 
2022/7/16, 33, 19, 7, 2, , 
2022/7/17, 34, 13, 13, 1, , 
2022/7/18, 25, 16, 12, 1, , 
2022/7/19, 36, 12, 10, 1, , 
2022/7/20, 30, 14, 4, 1, , 
2022/7/21, 31, 27, 10, 3, , 
2022/7/22, 51, 27, 18, 3, , 
2022/7/23, 51, 21, 14, 3, , 
2022/7/24, 47, 17, 8, 2, , 
2022/7/25, 36, 19, 10, 2, , 
2022/7/26, 30, 20, 10, 2, , 
2022/7/27, 35, 23, 14, 1, , 
2022/7/28, 47, 31, 13, 2, , 
2022/7/29, 58, 36, 12, 1, , 
2022/7/30, 62, 40, 15, 1, , 
2022/7/31, 64, 17, 12, , , 
2022/8/1, 37, 15, 14, 1, , 
2022/8/2, 37, 17, 13, 2, , 
2022/8/3, 39, 15, 15, 3, 14, 
2022/8/4, 20, 17, 7, 3, 20, 
2022/8/5, 28, 26, 6, 2, , 
2022/8/6, 44, 18, 7, 1, , 
2022/8/7, 52, 32, 5, 1, , 
2022/8/8, 57, 16, 9, 1, , 
2022/8/9, 27, 25, 7, 2, , 
2022/8/10, 45, 67, 8, 1, , 
2022/8/11, 85, 34, 8, 2, , 
2022/8/12, 59, 36, 12, 2, , 
2022/8/13, 65, 21, 11, 1, , 
2022/8/14, 48, 22, 19, 1, , 
