date, pm25, pm10, o3, no2
2018/11/17, 76, 24, 20, 8
2018/11/18, 68, 21, 26, 6
2018/11/19, 36, 22, 19, 8
2018/11/20, 62, 32, 14, 12
2018/11/21, 84, 45, 10, 15
2018/11/22, 117, 21, 18, 12
2018/11/23, 60, 21, 16, 16
2018/11/24, 64, 14, 13, 11
2018/11/25, 55, 11, 28, 7
2018/11/26, 36, 22, 8, 12
2018/11/27, 65, 29, 1, 19
2018/11/28, 58, 20, 11, 14
2018/11/29, 62, 26, 11, 19
2018/11/30, 51, 18, 23, 17
2018/12/1, 32, 14, 22, 9
2018/12/2, 26, 12, 25, 6
2018/12/3, 23, 11, 20, 9
2018/12/4, 23, 24, 23, 16
2018/12/5, 32, 21, 13, 13
2018/12/6, 50, 13, 27, 8
2018/12/7, 22, 18, 25, 11
2018/12/8, 24, 23, 29, 9
2018/12/9, 25, 30, 33, 2
2018/12/10, 43, 41, 26, 21
2018/12/11, 55, 41, 18, 20
2018/12/12, 107, 38, 18, 20
2018/12/13, 88, 14, 12, 12
2018/12/14, 54, 30, 7, 10
2018/12/15, 88, 23, 5, 9
2018/12/16, 81, 14, 27, 12
2018/12/17, 24, 19, 25, 18
2018/12/18, 30, 16, 16, 10
2018/12/19, 41, 14, 23, 17
2018/12/20, 26, 15, 24, 17
2018/12/21, 27, 13, 23, 11
2018/12/22, 25, 5, 24, 5
2018/12/23, 16, 7, 20, 9
2018/12/24, 18, 15, 15, 9
2018/12/25, 51, 19, 14, 9
2018/12/26, 66, 13, 12, 11
2018/12/27, 66, 21, 12, 11
2018/12/28, 58, 22, 17, 11
2018/12/29, 54, 24, 9, 9
2018/12/30, 81, 25, 12, 8
2018/12/31, 81, , , 
2018/7/2, 35, 9, 44, 3
2018/7/3, 29, 16, 39, 4
2018/7/4, 41, 13, 36, 6
2018/7/5, 30, 16, 42, 5
2018/7/6, 34, 19, 35, 6
2018/7/7, 39, 12, 42, 5
2018/7/8, 35, 16, 50, 5
2018/7/9, 50, 25, 63, 8
2018/7/10, 55, 21, 45, 7
2018/7/11, 44, 18, 46, 7
2018/7/12, 43, 20, 45, 4
2018/7/13, 37, 23, 55, 10
2018/7/14, 45, 19, 52, 6
2018/7/15, 47, 18, 52, 8
2018/7/16, 62, 17, 38, 6
2018/7/17, 37, 13, 27, 5
2018/7/18, 27, 11, 29, 5
2018/7/19, 31, 18, 44, 8
2018/7/20, 41, 14, 37, 2
2018/7/21, 29, 10, 30, 2
2018/7/22, 24, 7, 27, 2
2018/7/23, 24, 14, 45, 8
2018/7/24, 32, 22, 44, 8
2018/7/25, 45, 14, 40, 3
2018/7/26, 36, 23, 60, 9
2018/7/27, 39, 13, 31, 3
2018/7/28, 36, 11, 23, 1
2018/7/29, 26, 16, 28, 2
2018/7/30, 29, 15, 35, 5
2018/7/31, 32, 12, 26, 3
2018/8/1, 24, 12, 33, 1
2018/8/2, 18, 17, 46, 6
2018/8/3, 28, 22, 70, 9
2018/8/4, 47, 21, 78, 6
2018/8/5, 51, 19, 72, 4
2018/8/6, 52, 21, 68, 11
2018/8/7, 50, 31, 37, 5
2018/8/8, 50, 13, 31, 5
2018/8/9, 24, 10, 29, 2
2018/8/10, 17, 12, 32, 6
2018/8/11, 22, 11, 38, 6
2018/8/12, 19, 13, 40, 8
2018/8/13, 37, 23, 22, 2
2018/8/14, 18, 10, 20, 1
2018/8/15, 16, 9, 34, 3
2018/8/16, 26, 19, 34, 6
2018/8/17, 37, 12, 28, 1
2018/8/18, 22, 13, 35, 2
2018/8/19, 24, 13, 39, 2
2018/8/20, 27, 15, 34, 3
2018/8/21, 32, 13, 37, 4
2018/8/22, 25, 20, 47, 7
2018/8/23, 45, 29, 29, 2
2018/8/24, 38, 9, 25, 1
2018/8/25, 21, 16, 24, 5
2018/8/26, 26, 10, 28, 5
2018/8/27, 25, 11, 24, 6
2018/8/28, 23, 14, 45, 8
2018/8/29, 26, 16, 32, 2
2018/8/30, 34, 13, 35, 5
2018/8/31, 34, 14, 30, 3
2018/9/1, 33, 12, 42, 7
2018/9/2, 30, 10, 43, 7
2018/9/3, 31, 13, 48, 9
2018/9/4, 34, 13, 45, 6
2018/9/5, 31, 23, 34, 10
2018/9/6, 41, 14, 28, 6
2018/9/7, 46, 16, 35, 6
2018/9/8, 36, 12, 38, 10
2018/9/9, 30, 12, 26, 13
2018/9/10, 46, 15, 36, 6
2018/9/11, 37, 18, 45, 13
2018/9/12, 39, 26, 43, 12
2018/9/13, 52, 30, 26, 3
2018/9/14, 26, 14, 29, 4
2018/9/15, 25, 11, 38, 9
2018/9/16, 29, 13, 42, 12
2018/9/17, 46, 23, 36, 15
2018/9/18, 49, 23, 34, 11
2018/9/19, 56, 17, 32, 6
2018/9/20, 35, 21, 38, 9
2018/9/21, 45, 18, 21, 6
2018/9/22, 35, 13, 28, 7
2018/9/23, 26, 10, 19, 4
2018/9/24, 28, 7, 27, 3
2018/9/25, 15, 11, 32, 13
2018/9/26, 25, 28, 40, 19
2018/9/27, 45, 26, 38, 9
2018/9/28, 40, 26, 40, 9
2018/9/29, 55, 18, 40, 5
2018/9/30, 49, 16, 37, 6
2018/10/1, 41, 17, 31, 4
2018/5/16, 31, 16, 41, 4
2018/5/17, 37, 22, 38, 3
2018/5/18, 57, 22, 47, 7
2018/5/19, 51, 22, 48, 7
2018/5/20, 48, 21, 48, 6
2018/5/21, 46, 15, 43, 5
2018/5/22, 52, 18, 45, 7
2018/5/23, 43, 19, 53, 9
2018/5/24, 59, 27, 47, 9
2018/5/25, 48, 21, 40, 14
2018/5/26, 48, 16, 34, 11
2018/5/27, 39, 14, 40, 8
2018/5/28, 29, 10, 37, 5
2018/5/29, 34, 13, 39, 8
2018/5/30, 36, 15, 37, 6
2018/5/31, 41, 16, 36, 9
2018/6/1, 26, 15, 37, 7
2018/6/2, 29, 14, 40, 7
2018/6/3, 32, 12, 35, 6
2018/6/4, 33, 11, 32, 6
2018/6/5, 36, 15, 30, 7
2018/6/6, 16, 9, 32, 4
2018/6/7, 16, 8, 33, 5
2018/6/8, 28, 10, 36, 7
2018/6/9, 28, 12, 33, 12
2018/6/10, 30, 11, 34, 5
2018/6/11, 27, 11, 31, 4
2018/6/12, 20, 9, 30, 5
2018/6/13, 25, 9, 36, 6
2018/6/14, 46, 17, 28, 4
2018/6/15, 39, 16, 23, 4
2018/6/16, 27, 10, 33, 6
2018/6/17, 28, 15, 30, 5
2018/6/18, 22, 12, 25, 3
2018/6/19, 27, 13, 35, 6
2018/6/20, 24, 14, 46, 5
2018/6/21, 36, 17, 37, 11
2018/6/22, 55, 27, 39, 9
2018/6/23, 29, 17, 39, 5
2018/6/24, 22, 12, 36, 4
2018/6/25, 26, 12, 42, 4
2018/6/26, 32, 14, 47, 7
2018/6/27, 33, 16, 45, 9
2018/6/28, 49, 23, 50, 7
2018/6/29, 44, 19, 64, 5
2018/6/30, 42, 20, 50, 11
2018/7/1, 51, 20, 47, 7
2022/11/30, , 18, 13, 8
2022/12/1, , 20, 12, 7
2022/4/6, , 10, 28, 4
2022/4/7, , 12, 29, 2
2022/4/8, , 22, 34, 5
2022/6/27, , 11, 26, 3
2021/10/5, , 13, , 5
2021/10/6, , 15, , 8
2021/10/7, , 16, , 11
2021/10/8, , 14, , 7
2021/10/9, , 9, , 6
2021/10/10, , 15, , 8
2021/10/11, , 19, , 6
2021/10/12, , 17, , 5
2021/10/13, , 19, , 9
2021/10/14, , 11, , 10
2021/10/15, , 23, , 13
2021/10/16, , 18, , 16
2021/10/17, , 18, , 14
2021/10/18, , 18, , 11
2021/10/19, , 16, , 7
2021/10/20, , 17, , 7
2021/10/21, , 19, , 7
2021/10/22, , 12, , 8
2021/10/23, , 10, , 9
2021/10/24, , 17, , 12
2021/10/25, , 15, , 13
2021/10/26, , 15, , 12
2021/10/27, , 23, , 12
2021/10/28, , 19, , 11
2021/10/29, , 16, , 7
2021/10/30, , 11, 26, 5
2021/9/30, , 12, 30, 10
2020/4/1, , 20, 33, 4
2020/1/2, , 19, 17, 7
2020/2/11, , 26, , 3
2020/2/12, , 28, , 6
2020/2/13, , 17, , 14
2020/2/14, , 19, , 7
2020/2/15, , 42, , 15
2020/2/16, , 29, , 15
2020/2/17, , 10, , 5
2020/2/18, , 10, , 5
2020/2/19, , 13, , 12
2020/2/20, , 15, , 13
2020/2/21, , 19, , 11
2020/2/22, , 19, , 9
2020/2/23, , 22, , 13
2020/2/24, , 18, 34, 8
2019/1/1, , 7, 22, 4
2018/4/2, , 14, , 7
2018/4/3, , 11, , 4
2018/4/4, , 15, , 8
2018/4/5, , 19, , 6
2018/4/6, , 20, , 7
2018/4/7, , 16, , 8
2018/4/19, , 25, , 17
2018/4/20, , 23, , 8
2018/4/21, , 21, , 12
2018/4/22, , 27, , 15
2018/4/23, , 34, , 5
2018/4/24, , 30, , 4
2018/4/25, , 21, , 6
2018/4/26, , 21, , 3
2018/4/27, , 14, , 8
2018/4/28, , 30, , 8
2018/4/29, , 14, , 8
2018/4/30, , 9, , 3
2018/5/1, , 7, , 7
2018/5/2, , 12, , 7
2018/5/3, , 13, , 11
2018/5/4, , 11, , 5
2018/5/5, , 17, , 7
2018/5/6, , 19, , 6
2018/5/7, , 25, , 5
2018/5/8, , 23, , 6
2018/5/9, , 30, , 1
2018/5/10, , 17, , 2
2018/5/11, , 12, , 2
2018/5/12, , 17, , 6
2018/5/13, , 13, , 3
2018/5/14, , 7, , 3
2018/5/15, , 10, 39, 6
2018/1/2, , 22, , 7
2018/1/3, , 12, , 2
2018/1/4, , 20, , 2
2018/1/5, , 16, , 13
2018/1/6, , 8, , 10
2018/1/7, , 9, , 6
2018/1/8, , 15, , 13
2018/1/9, , 17, , 13
2018/1/10, , 15, , 15
2018/1/11, , 13, , 17
2018/1/12, , 17, , 15
2018/1/13, , 17, , 9
2018/1/14, , 11, , 7
2018/1/15, , 10, , 10
2018/1/16, , 7, , 3
2018/1/17, , 7, , 10
2018/1/18, , 17, , 6
2018/1/19, , 12, , 8
2018/1/20, , 12, , 4
2018/1/21, , 7, , 1
2018/1/22, , 3, , 7
2018/1/23, , 10, , 16
2018/1/24, , 15, 10, 12
2018/1/25, , 13, 20, 11
2018/1/26, , 11, 23, 18
2018/1/27, , 13, 17, 11
2018/1/28, , 20, 11, 11
2018/1/29, , 26, 16, 11
2018/1/30, , 10, 10, 14
2018/1/31, , 19, , 
2018/2/6, , 13, , 13
2018/2/7, , 23, , 12
2018/2/8, , 26, , 14
2018/2/9, , 27, , 18
2018/2/10, , 28, , 17
2018/2/11, , 27, , 4
2018/2/12, , 15, , 16
2018/2/13, , 24, , 13
2018/2/14, , 21, , 13
2018/2/15, , 12, , 13
2018/2/16, , 18, , 14
2018/2/17, , 14, , 7
2018/2/18, , 16, , 12
2018/2/19, , 18, , 10
2018/2/20, , 12, , 4
2018/2/21, , 12, , 6
2018/2/22, , 21, , 9
2018/2/23, , 48, , 11
2018/2/24, , 34, , 13
2018/2/25, , 37, , 7
2018/2/26, , 36, , 8
2018/2/27, , 20, , 10
2018/2/28, , 21, , 12
2018/3/1, , 28, , 7
2018/3/2, , 9, , 7
2018/3/3, , 21, , 12
2018/3/4, , 14, , 9
2018/3/5, , 11, , 9
2018/3/6, , 12, , 10
2018/3/7, , 13, , 13
2018/3/8, , 15, , 13
2018/3/9, , 15, , 8
2018/3/10, , 19, , 7
2018/3/11, , 11, , 4
2018/3/12, , 13, , 4
2018/3/13, , 20, , 13
2018/3/14, , 21, , 8
2018/3/15, , 16, , 8
2018/3/16, , 11, , 11
2018/3/17, , 11, , 8
2018/3/18, , 9, , 8
2018/3/19, , 13, , 8
2018/3/20, , 10, , 6
2018/3/21, , 19, , 6
2018/3/22, , 18, , 10
2018/3/23, , 22, , 17
2018/3/24, , 26, , 7
2018/3/25, , 12, , 3
2018/3/26, , 6, , 5
2018/3/27, , 25, , 7
2018/3/28, , 8, , 5
2018/3/29, , 7, , 13
2018/3/30, , 12, , 11
2018/3/31, , 11, , 4
2018/4/1, , 8, , 7
2017/12/27, , 10, , 2
2017/12/28, , 11, , 16
2017/12/29, , 12, , 7
2017/12/30, , 15, , 5
2017/12/31, , 19, , 
2017/1/3, , 22, , 15
2017/1/4, , 69, , 17
2017/1/5, , 43, , 17
2017/1/6, , 41, , 16
2017/1/7, , 21, , 20
2017/1/8, , 35, , 14
2017/1/9, , 36, , 17
2017/1/10, , 25, , 9
2017/1/11, , 15, , 
2016/10/2, , 7, , 9
2016/10/3, , 10, , 12
2016/10/4, , 9, , 12
2016/10/5, , 11, 28, 7
2016/10/6, , 18, 24, 7
2016/10/7, , 13, 17, 15
2016/10/8, , 19, 20, 14
2016/10/9, , 15, 27, 6
2016/10/10, , 10, 31, 11
2016/10/11, , 11, 11, 12
2016/10/12, , 9, , 13
2016/10/13, , 11, , 12
2016/10/14, , 12, , 10
2016/10/15, , 14, , 9
2016/10/16, , 12, , 12
2016/10/17, , 13, , 13
2016/10/18, , 12, , 10
2016/10/19, , 13, , 14
2016/10/20, , 19, , 12
2016/10/21, , 16, , 21
2016/10/22, , 23, , 12
2016/10/23, , 12, , 8
2016/10/24, , 10, , 16
2016/10/25, , 8, , 12
2016/10/26, , 16, , 7
2016/10/27, , 16, , 13
2016/10/28, , 17, , 16
2016/10/29, , 22, , 17
2016/10/30, , 28, , 15
2016/10/31, , 23, , 16
2016/11/1, , 30, , 18
2016/11/2, , 65, , 18
2016/11/3, , 31, , 16
2016/11/4, , 25, , 12
2016/11/5, , 29, , 11
2016/11/6, , 15, , 11
2016/11/7, , 16, , 16
2016/11/8, , 17, , 19
2016/11/9, , 23, , 7
2016/11/10, , 13, , 12
2016/11/11, , 9, , 7
2016/11/12, , 13, , 9
2016/11/13, , 16, , 3
2016/11/14, , 12, , 7
2016/11/15, , 12, , 19
2016/11/16, , 24, , 16
2016/11/17, , 24, , 14
2016/11/18, , 16, , 13
2016/11/19, , 15, , 11
2016/11/20, , 8, , 5
2016/11/21, , 10, , 13
2016/11/22, , 17, , 21
2016/11/23, , 19, , 12
2016/11/24, , 17, , 13
2016/11/25, , 12, , 13
2016/11/26, , 11, , 
2016/12/3, , 47, , 17
2016/12/4, , 83, , 13
2016/12/5, , 24, , 20
2016/12/6, , 31, , 25
2016/12/7, , 39, , 22
2016/12/8, , 54, , 21
2016/12/9, , 36, , 24
2016/12/10, , 40, , 14
2016/12/11, , 36, , 12
2016/12/12, , 33, , 21
2016/12/13, , 57, , 15
2016/12/14, , 34, , 17
2016/12/15, , 35, , 16
2016/12/16, , 32, , 
2016/12/20, , 17, , 12
2016/12/21, , 29, , 15
2016/12/22, , 31, , 
2016/12/24, , 12, , 11
2016/12/25, , 9, , 8
2016/12/26, , 6, , 14
2016/12/27, , 18, , 12
2016/12/28, , 16, , 19
2016/12/29, , 28, , 14
2016/12/30, , 44, , 16
2016/12/31, , 33, , 9
2017/1/1, , 17, , 6
2017/1/2, , 17, , 11
2016/7/2, , 14, , 1
2016/7/3, , 6, , 4
2016/7/4, , 10, , 4
2016/7/5, , 7, , 3
2016/7/6, , 12, , 4
2016/7/7, , 7, , 13
2016/7/8, , 17, , 5
2016/7/9, , 18, , 6
2016/7/10, , 8, , 4
2016/7/11, , 9, , 3
2016/7/12, , 16, , 3
2016/7/13, , 19, , 2
2016/7/14, , 7, , 3
2016/7/15, , 8, , 6
2016/7/16, , 8, , 6
2016/7/17, , 6, , 7
2016/7/18, , 6, , 23
2016/7/19, , 12, , 
2016/7/21, , 24, , 8
2016/7/22, , 20, , 3
2016/7/23, , 16, , 1
2016/7/24, , 7, , 
2016/7/25, , 5, , 3
2016/7/26, , 6, , 3
2016/7/27, , 17, , 3
2016/7/28, , 27, , 7
2016/7/29, , 6, , 7
2016/7/30, , 7, , 3
2016/7/31, , 3, , 1
2016/8/1, , 5, , 6
2016/8/2, , 10, , 6
2016/8/4, , 12, , 10
2016/8/5, , 12, , 7
2016/8/6, , 12, , 2
2016/8/7, , 6, , 3
2016/8/8, , 6, , 2
2016/8/9, , 10, , 2
2016/8/10, , 12, , 4
2016/8/11, , 18, , 5
2016/8/12, , 14, , 10
2016/8/13, , 9, , 10
2016/8/14, , 10, , 
2016/8/17, , 27, , 4
2016/8/18, , 25, , 2
2016/8/19, , 25, , 8
2016/8/20, , 20, , 4
2016/8/21, , 11, , 5
2016/8/22, , 11, , 12
2016/8/23, , 14, , 16
2016/8/24, , 15, , 9
2016/8/25, , 18, , 16
2016/8/26, , 17, , 8
2016/8/27, , 20, , 8
2016/8/28, , 13, , 
2016/8/29, , 8, , 5
2016/8/30, , 15, , 9
2016/8/31, , 10, , 10
2016/9/1, , 23, , 6
2016/9/2, , 16, , 16
2016/9/3, , 26, , 
2016/9/6, , 16, , 10
2016/9/7, , 10, , 14
2016/9/8, , 14, , 2
2016/9/9, , 33, , 5
2016/9/10, , 18, , 6
2016/9/11, , 11, , 11
2016/9/12, , 12, , 19
2016/9/13, , 22, , 13
2016/9/14, , 22, , 10
2016/9/15, , 10, , 10
2016/9/16, , 9, , 10
2016/9/17, , 15, , 3
2016/9/18, , 11, , 4
2016/9/19, , 9, , 9
2016/9/20, , 16, , 8
2016/9/21, , 14, , 14
2016/9/22, , 22, , 16
2016/9/23, , 21, , 9
2016/9/24, , 14, , 15
2016/9/25, , 16, , 4
2016/9/26, , 12, , 9
2016/9/27, , 16, , 14
2016/9/28, , 24, , 16
2016/9/29, , 18, , 13
2016/9/30, , 20, , 10
2016/10/1, , 18, , 8
2016/4/2, , 17, , 11
2016/4/3, , 17, , 5
2016/4/4, , 12, , 12
2016/4/5, , 12, , 5
2016/4/6, , 13, , 11
2016/4/7, , 18, , 6
2016/4/8, , 12, , 9
2016/4/9, , 15, , 9
2016/4/10, , 14, , 5
2016/4/11, , 12, , 9
2016/4/12, , 11, , 13
2016/4/13, , 12, , 9
2016/4/14, , 13, , 8
2016/4/15, , 13, , 16
2016/4/16, , 13, , 7
2016/4/17, , 10, , 1
2016/4/18, , 11, , 10
2016/4/19, , 13, , 10
2016/4/20, , 12, , 12
2016/4/21, , 15, , 16
2016/4/22, , 23, , 5
2016/4/23, , 13, , 3
2016/4/24, , 12, , 1
2016/4/25, , 17, , 5
2016/4/26, , 16, , 3
2016/4/27, , 11, , 5
2016/4/28, , 15, , 9
2016/4/29, , 14, , 21
2016/4/30, , 21, , 
2016/5/4, , 12, , 13
2016/5/5, , 16, , 7
2016/5/6, , 14, , 8
2016/5/7, , 19, , 8
2016/5/8, , 17, , 3
2016/5/9, , 20, , 11
2016/5/10, , 14, , 11
2016/5/11, , 13, , 9
2016/5/12, , 14, , 8
2016/5/13, , 16, , 4
2016/5/14, , 15, , 2
2016/5/15, , 14, , 1
2016/5/16, , 16, , 4
2016/5/17, , 14, , 13
2016/5/18, , 17, , 11
2016/5/19, , 21, , 4
2016/5/20, , 15, , 13
2016/5/21, , 12, , 5
2016/5/22, , 14, , 3
2016/5/23, , 7, , 5
2016/5/24, , 7, , 11
2016/5/25, , 8, , 10
2016/5/26, , 11, , 15
2016/5/27, , 13, , 15
2016/5/28, , 19, , 8
2016/5/29, , 12, , 4
2016/5/30, , 6, , 5
2016/5/31, , 11, , 4
2016/6/1, , 21, , 8
2016/6/2, , 13, , 5
2016/6/3, , 13, , 10
2016/6/4, , 14, , 2
2016/6/5, , 6, , 4
2016/6/6, , 6, , 10
2016/6/7, , 12, , 10
2016/6/8, , 16, , 7
2016/6/9, , 12, , 15
2016/6/10, , 14, , 11
2016/6/11, , 16, , 2
2016/6/12, , 10, , 4
2016/6/13, , 10, , 3
2016/6/14, , 7, , 5
2016/6/15, , 13, , 6
2016/6/16, , 9, , 7
2016/6/17, , 4, , 8
2016/6/18, , 9, , 4
2016/6/19, , 7, , 4
2016/6/20, , 7, , 8
2016/6/21, , 10, , 13
2016/6/22, , 9, , 13
2016/6/23, , 10, , 10
2016/6/24, , 16, , 3
2016/6/25, , 8, , 1
2016/6/26, , 8, , 1
2016/6/27, , 9, , 7
2016/6/28, , 11, , 6
2016/6/29, , 8, , 7
2016/6/30, , 10, , 7
2016/7/1, , 13, , 6
2016/1/5, , 20, , 18
2016/1/6, , 14, , 13
2016/1/7, , 14, , 11
2016/1/8, , 18, , 18
2016/1/9, , 19, , 14
2016/1/10, , 13, , 10
2016/1/11, , 11, , 6
2016/1/12, , 16, , 12
2016/1/13, , 15, , 18
2016/1/14, , 20, , 15
2016/1/15, , 14, , 18
2016/1/16, , 21, , 21
2016/1/17, , 31, , 15
2016/1/18, , 26, , 17
2016/1/19, , 15, , 16
2016/1/20, , 12, , 20
2016/1/21, , 23, , 15
2016/1/22, , 25, , 18
2016/1/23, , 20, , 17
2016/1/24, , 17, , 9
2016/1/25, , 14, , 14
2016/1/26, , 23, , 19
2016/1/27, , 25, , 9
2016/1/28, , 11, , 17
2016/1/29, , 42, , 19
2016/1/30, , 27, , 10
2016/1/31, , 20, , 2
2016/2/1, , 6, , 10
2016/2/2, , 7, , 15
2016/2/3, , 14, , 9
2016/2/4, , 16, , 18
2016/2/5, , 25, , 21
2016/2/6, , 24, , 12
2016/2/7, , 20, , 8
2016/2/8, , 13, , 8
2016/2/9, , 22, , 10
2016/2/10, , 14, , 21
2016/2/11, , 17, , 15
2016/2/12, , 12, , 11
2016/2/13, , 18, , 6
2016/2/14, , 29, , 11
2016/2/15, , 11, , 9
2016/2/16, , 17, , 11
2016/2/17, , 19, , 23
2016/2/18, , 39, , 13
2016/2/19, , 20, , 20
2016/2/20, , 23, , 15
2016/2/21, , 20, , 10
2016/2/22, , 14, , 16
2016/2/23, , 22, , 8
2016/2/24, , 11, , 17
2016/2/25, , 22, , 14
2016/2/26, , 16, , 17
2016/2/27, , 22, , 10
2016/2/28, , 14, , 6
2016/2/29, , 35, , 8
2016/3/1, , 36, , 16
2016/3/2, , 35, , 5
2016/3/3, , 13, , 10
2016/3/4, , 17, , 10
2016/3/5, , 9, , 8
2016/3/6, , 10, , 8
2016/3/7, , 14, , 9
2016/3/8, , 13, , 16
2016/3/9, , 20, , 6
2016/3/10, , 16, , 16
2016/3/11, , 18, , 9
2016/3/12, , 24, , 10
2016/3/13, , 44, , 8
2016/3/14, , 44, , 17
2016/3/15, , 36, , 17
2016/3/16, , 42, , 10
2016/3/17, , 35, , 12
2016/3/18, , 24, , 16
2016/3/19, , 17, , 13
2016/3/20, , 24, , 9
2016/3/21, , 19, , 9
2016/3/22, , 40, , 9
2016/3/23, , 26, , 8
2016/3/24, , 31, , 13
2016/3/25, , 32, , 16
2016/3/26, , 24, , 9
2016/3/27, , 14, , 6
2016/3/28, , 11, , 4
2016/3/29, , 17, , 11
2016/3/30, , 20, , 12
2016/3/31, , 19, , 10
2016/4/1, , 14, , 10
2015/10/3, , 26, , 15
2015/10/4, , 16, , 9
2015/10/5, , 15, , 13
2015/10/6, , 14, , 7
2015/10/7, , 15, , 12
2015/10/8, , 12, , 13
2015/10/9, , 19, , 18
2015/10/10, , 19, , 17
2015/10/11, , 20, , 13
2015/10/12, , 19, , 9
2015/10/13, , 17, , 7
2015/10/14, , 30, , 8
2015/10/15, , 22, , 16
2015/10/16, , 24, , 17
2015/10/17, , 24, , 14
2015/10/18, , 23, , 9
2015/10/19, , 17, , 9
2015/10/20, , 17, , 7
2015/10/21, , 18, , 8
2015/10/22, , 23, , 21
2015/10/23, , 23, , 21
2015/10/24, , 19, , 15
2015/10/25, , 22, , 12
2015/10/26, , 24, , 13
2015/10/27, , 23, , 13
2015/10/28, , 15, , 14
2015/10/29, , 14, , 16
2015/10/30, , 18, , 16
2015/10/31, , 20, , 16
2015/11/1, , 19, , 11
2015/11/2, , 22, , 11
2015/11/3, , 27, , 13
2015/11/4, , 12, , 16
2015/11/5, , 18, , 20
2015/11/6, , 21, , 19
2015/11/7, , 22, , 14
2015/11/8, , 26, , 12
2015/11/9, , 21, , 19
2015/11/10, , 29, , 15
2015/11/11, , 27, , 15
2015/11/12, , 37, , 16
2015/11/13, , 23, , 15
2015/11/14, , 27, , 17
2015/11/15, , 26, , 12
2015/11/16, , 27, , 18
2015/11/17, , 32, , 12
2015/11/18, , 29, , 12
2015/11/19, , 16, , 12
2015/11/20, , 25, , 4
2015/11/21, , 45, , 4
2015/11/22, , 8, , 16
2015/11/23, , 21, , 24
2015/11/24, , 36, , 21
2015/11/25, , 30, , 13
2015/11/26, , 12, , 12
2015/11/27, , 16, , 19
2015/11/28, , 25, , 12
2015/11/29, , 19, , 12
2015/11/30, , 19, , 20
2015/12/1, , 28, , 22
2015/12/2, , 29, , 19
2015/12/3, , 44, , 14
2015/12/4, , 24, , 
2015/12/9, , 28, , 20
2015/12/10, , 33, , 21
2015/12/11, , 38, , 20
2015/12/12, , 45, , 19
2015/12/13, , 42, , 17
2015/12/14, , 42, , 13
2015/12/15, , 34, , 15
2015/12/16, , 30, , 21
2015/12/17, , 50, , 21
2015/12/18, , 44, , 20
2015/12/19, , 51, , 12
2015/12/20, , 43, , 11
2015/12/21, , 36, , 23
2015/12/22, , 30, , 16
2015/12/23, , 33, , 18
2015/12/24, , 37, , 18
2015/12/25, , 36, , 10
2015/12/26, , 29, , 14
2015/12/27, , 29, , 11
2015/12/28, , 26, , 8
2015/12/29, , 24, , 23
2015/12/30, , 25, , 11
2015/12/31, , 20, , 
2015/7/2, , 33, , 5
2015/7/3, , 27, , 17
2015/7/4, , 23, , 2
2015/7/5, , 15, , 2
2015/7/6, , 16, , 8
2015/7/7, , 19, , 4
2015/7/8, , 21, , 2
2015/7/9, , 15, , 5
2015/7/10, , 16, , 13
2015/7/11, , 20, , 1
2015/7/12, , 15, , 1
2015/7/13, , 9, , 4
2015/7/14, , 13, , 3
2015/7/15, , 10, , 9
2015/7/16, , 15, , 10
2015/7/17, , 27, , 8
2015/7/18, , 17, , 8
2015/7/19, , 16, , 1
2015/7/20, , 10, , 10
2015/7/21, , 17, , 5
2015/7/22, , 13, , 4
2015/7/23, , 12, , 7
2015/7/24, , 13, , 9
2015/7/25, , 20, , 1
2015/7/26, , 10, , 6
2015/7/27, , 12, , 2
2015/7/28, , 20, , 8
2015/7/30, , 9, , 8
2015/7/31, , 15, , 11
2015/8/1, , 11, , 3
2015/8/2, , 14, , 10
2015/8/3, , 13, , 12
2015/8/4, , 23, , 5
2015/8/5, , 12, , 8
2015/8/6, , 18, , 4
2015/8/7, , 19, , 4
2015/8/8, , 13, , 5
2015/8/9, , 11, , 4
2015/8/10, , 9, , 9
2015/8/11, , 16, , 12
2015/8/12, , 18, , 14
2015/8/13, , 25, , 7
2015/8/14, , 13, , 6
2015/8/15, , 12, , 3
2015/8/16, , 12, , 6
2015/8/17, , 13, , 6
2015/8/18, , 13, , 5
2015/8/19, , 11, , 9
2015/8/20, , 16, , 11
2015/8/21, , 12, , 16
2015/8/22, , 13, , 11
2015/8/23, , 18, , 5
2015/8/24, , 9, , 2
2015/8/25, , 14, , 8
2015/8/26, , 14, , 7
2015/8/27, , 14, , 16
2015/8/28, , 18, , 11
2015/8/29, , 15, , 8
2015/8/30, , 19, , 8
2015/8/31, , 16, , 11
2015/9/1, , 25, , 3
2015/9/2, , 9, , 13
2015/9/3, , 16, , 5
2015/9/4, , 22, , 9
2015/9/5, , 13, , 7
2015/9/6, , 11, , 5
2015/9/7, , 8, , 8
2015/9/8, , 16, , 15
2015/9/9, , 22, , 22
2015/9/19, , 10, , 9
2015/9/20, , 9, , 11
2015/9/21, , 10, , 14
2015/9/22, , 17, , 6
2015/9/23, , 9, , 10
2015/9/24, , 11, , 13
2015/9/25, , 17, , 13
2015/9/26, , 13, , 
2015/4/2, , 24, , 13
2015/4/3, , 24, , 13
2015/4/4, , 21, , 4
2015/4/5, , 9, , 4
2015/4/6, , 16, , 4
2015/4/7, , 9, , 12
