date, pm25, pm10, o3, no2
2021/3/7, 17, 8, 35, 1
2021/3/8, 19, 8, 29, 8
2021/3/9, 22, , 29, 8
2021/3/16, 14, 6, 31, 3
2021/3/17, 11, 7, 28, 5
2021/3/18, 12, 6, 27, 3
2021/3/19, 15, 6, 27, 6
2021/3/20, 14, 4, 34, 1
2021/3/21, 11, 13, 33, 3
2021/3/22, 29, 3, 29, 3
2021/3/23, 9, 3, 30, 2
2021/3/24, 9, 15, 35, 3
2021/3/25, 38, 10, 34, 1
2021/3/26, 27, 6, 35, 1
2021/3/27, 19, 8, 33, 1
2021/3/28, 18, 9, 32, 2
2021/3/29, 21, 16, 32, 1
2021/3/30, 38, 4, 23, 4
2021/3/31, 9, 7, 30, 1
2021/4/1, 16, 4, 33, 1
2020/10/2, 7, 38, 27, 1
2020/10/3, 46, 28, 29, 
2020/10/4, 43, 3, 28, 1
2020/10/5, 7, 6, 28, 8
2020/10/6, 9, 4, 28, 5
2020/10/7, 6, 6, 24, 8
2020/10/8, 10, 4, 30, 4
2020/10/9, 9, 5, 61, 6
2020/10/10, 12, 3, , 4
2020/10/11, 7, 3, , 3
2020/10/12, 7, 4, , 6
2020/10/13, 8, 12, , 14
2020/10/14, 19, 12, , 13
2020/10/15, 17, 11, , 16
2020/10/16, 23, 9, , 12
2020/10/17, 20, 5, , 9
2020/10/18, 13, 9, , 10
2020/10/19, 22, 12, , 14
2020/10/20, 25, 2, , 3
2020/10/21, 6, 7, , 8
2020/10/22, 17, 5, , 7
2020/10/23, 11, 7, , 6
2020/10/24, 11, 3, , 1
2020/10/25, 7, 4, , 2
2020/10/26, 10, 5, , 3
2020/10/27, 12, 5, , 13
2020/10/28, 11, 5, , 2
2020/10/29, 12, 4, , 6
2020/10/30, 11, 5, , 5
2020/10/31, 14, 7, , 2
2020/11/1, 16, 10, , 
2020/11/2, 26, 8, , 5
2020/11/3, 19, 7, , 7
2020/11/4, 16, 9, , 6
2020/11/5, 21, 4, , 2
2020/11/6, 11, 8, , 6
2020/11/7, 21, 5, , 3
2020/11/8, 16, 16, , 6
2020/11/9, 55, 15, , 12
2020/11/10, 40, 9, , 9
2020/11/11, 18, 7, , 4
2020/11/12, 15, 3, , 2
2020/11/13, 5, 3, , 1
2020/11/14, 6, 6, , 
2020/11/15, 17, 4, , 2
2020/11/16, 14, 5, , 3
2020/11/17, 11, 6, , 3
2020/11/18, 13, 4, , 2
2020/11/19, 13, 6, , 2
2020/11/20, 16, 6, , 6
2020/11/21, 14, 15, , 
2020/11/22, 36, 13, , 1
2020/11/23, 30, 7, , 7
2020/11/24, 16, 9, , 4
2020/11/25, 18, 9, , 7
2020/11/26, 24, 9, , 16
2020/11/27, 22, 10, , 16
2020/11/28, 27, 9, , 10
2020/11/29, 27, 4, , 1
2020/11/30, 13, 4, , 3
2020/12/1, 11, 9, , 10
2020/12/2, 21, 2, , 1
2020/12/3, 6, 1, , 3
2020/12/4, 1, 8, , 6
2020/12/5, 20, 10, , 9
2020/12/6, 35, 5, , 5
2020/12/7, 19, 7, , 10
2020/12/8, 22, 5, , 14
2020/12/9, 12, 8, , 
2020/12/10, 17, 8, , 
2020/12/11, 14, 14, , 
2020/12/12, 26, 18, , 
2020/12/13, 42, 21, , 
2020/12/14, 59, 3, , 
2020/12/15, 6, 5, , 
2020/12/16, 15, 4, , 
2020/12/17, 13, 3, , 
2020/12/18, 9, 2, , 
2020/12/19, 6, 2, , 
2020/12/20, 6, 7, , 
2020/12/21, 21, 5, , 
2020/12/22, 13, 5, , 
2020/12/23, 11, 5, , 
2020/12/24, 12, 4, , 
2020/12/25, 10, 4, , 
2020/12/26, 15, 3, , 
2020/12/27, 8, 1, , 
2020/12/28, 5, 2, , 
2020/12/29, 4, 9, , 
2020/12/30, 27, 9, , 
2020/12/31, 29, 12, , 
2021/1/1, 41, 32, , 
2021/1/2, 91, 15, , 
2021/1/3, 50, 19, , 
2021/1/4, 61, 36, , 30
2020/7/2, 11, 3, 21, 3
2020/7/3, 6, 3, 23, 3
2020/7/4, 6, 3, 24, 5
2020/7/5, 6, 3, 28, 1
2020/7/6, 6, 9, 22, 1
2020/7/7, 17, 3, 18, 2
2020/7/8, 5, 5, 25, 3
2020/7/9, 10, 5, 22, 4
2020/7/10, 9, 3, 24, 2
2020/7/11, 7, 4, 21, 5
2020/7/12, 9, 3, 24, 1
2020/7/13, 8, 3, 24, 2
2020/7/14, 7, 3, 21, 3
2020/7/15, 7, 3, 24, 3
2020/7/16, 8, 3, 23, 3
2020/7/17, 10, 3, 20, 2
2020/7/18, 8, 5, 22, 2
2020/7/19, 13, 6, 23, 1
2020/7/20, 15, 5, 20, 3
2020/7/21, 10, 3, 20, 4
2020/7/22, 7, 3, 22, 2
2020/7/23, 7, 3, 21, 5
2020/7/24, 7, 4, 23, 5
2020/7/25, 8, 5, 25, 2
2020/7/26, 11, 2, 22, 2
2020/7/27, 6, 5, 17, 3
2020/7/28, 12, 3, 26, 2
2020/7/29, 6, 4, 22, 4
2020/7/30, 11, 7, 22, 2
2020/7/31, 24, 9, 20, 7
2020/8/1, 29, 7, 24, 7
2020/8/2, 20, 7, 22, 2
2020/8/3, 21, 6, 23, 2
2020/8/4, 15, 4, 22, 3
2020/8/5, 10, 3, 25, 1
2020/8/6, 7, 6, 31, 3
2020/8/7, 13, 7, 24, 4
2020/8/8, 16, 7, 27, 4
2020/8/9, 17, 5, 20, 1
2020/8/10, 14, 8, 18, 8
2020/8/11, 23, 10, 23, 11
2020/8/12, 28, 14, 28, 13
2020/8/13, 40, 14, 29, 10
2020/8/14, 37, 9, 26, 2
2020/8/15, 25, 6, 22, 2
2020/8/16, 19, 8, 23, 6
2020/8/17, 28, 12, 28, 10
2020/8/18, 39, 21, 43, 14
2020/8/19, 53, 8, 39, 6
2020/8/20, 24, 7, 30, 9
2020/8/21, 18, 7, 31, 5
2020/8/22, 16, 12, 28, 4
2020/8/23, 31, 4, 23, 5
2020/8/24, 10, 4, 22, 4
2020/8/25, 8, 3, 24, 3
2020/8/26, 7, 5, 22, 5
2020/8/27, 8, 9, 25, 7
2020/8/28, 12, 5, 19, 8
2020/8/29, 10, 4, 26, 4
2020/8/30, 10, 3, 25, 
2020/8/31, 6, 5, 23, 4
2020/9/1, 8, 6, 24, 6
2020/9/2, 11, 6, 29, 2
2020/9/3, 10, 5, 26, 1
2020/9/4, 11, 10, 23, 4
2020/9/5, 21, 6, 21, 1
2020/9/6, 13, 5, 22, 3
2020/9/7, 12, 4, 22, 3
2020/9/8, 9, 12, 18, 2
2020/9/9, 26, 7, 21, 3
2020/9/10, 15, 10, 24, 4
2020/9/11, 17, 8, 24, 1
2020/9/12, 20, 16, 29, 1
2020/9/13, 35, 6, 25, 1
2020/9/14, 15, 9, 19, 3
2020/9/15, 18, 8, 24, 4
2020/9/16, 24, 4, 26, 1
2020/9/17, 8, 8, 24, 7
2020/9/18, 12, 4, 23, 5
2020/9/19, 12, 4, 18, 4
2020/9/20, 11, 3, 21, 3
2020/9/21, 10, 6, 24, 2
2020/9/22, 16, 8, 28, 2
2020/9/23, 23, 6, 28, 2
2020/9/24, 14, 4, 27, 7
2020/9/25, 9, 4, 21, 5
2020/9/26, 9, 2, 24, 2
2020/9/27, 3, 5, 7, 15
2020/9/28, 13, 16, 19, 11
2020/9/29, 33, 6, 23, 6
2020/9/30, 14, 4, 27, 7
2020/10/1, 11, 4, 34, 1
2020/4/2, 34, 11, 38, 1
2020/4/3, 24, 5, 30, 5
2020/4/4, 13, 3, 32, 2
2020/4/5, 9, 9, 41, 1
2020/4/6, 31, 17, 41, 2
2020/4/7, 51, 18, 28, 4
2020/4/8, 39, 10, 30, 5
2020/4/9, 29, 12, 32, 4
2020/4/10, 27, 12, 32, 3
2020/4/11, 28, 6, 30, 4
2020/4/12, 20, 12, 32, 2
2020/4/13, 27, 8, 33, 2
2020/4/14, 20, 9, 35, 7
2020/4/15, 19, 7, 36, 2
2020/4/16, 18, 13, 32, 4
2020/4/17, 26, 8, 33, 4
2020/4/18, 16, 7, 32, 6
2020/4/19, 16, 6, 34, 7
2020/4/20, 18, 9, 29, 12
2020/4/21, 15, 11, 31, 12
2020/4/22, 16, 9, 34, 10
2020/4/23, 12, 9, 33, 4
2020/4/24, 21, 5, 33, 2
2020/4/25, 11, 4, 33, 8
2020/4/26, 10, 4, 31, 5
2020/4/27, 10, 3, 29, 9
2020/4/28, 8, 7, 30, 12
2020/4/29, 11, 3, 31, 4
2020/4/30, 6, 3, 32, 4
2020/5/1, 7, 3, 27, 6
2020/5/2, 8, 5, 32, 5
2020/5/3, 14, 4, 34, 3
2020/5/4, 10, 6, 34, 5
2020/5/5, 11, 8, 35, 6
2020/5/6, 14, 17, 38, 3
2020/5/7, 33, 25, 38, 3
2020/5/8, 44, 8, 34, 2
2020/5/9, 18, 6, 34, 1
2020/5/10, 11, 5, 25, 
2020/5/11, 9, 5, 34, 1
2020/5/12, 9, 5, 29, 1
2020/5/13, 9, 5, 32, 2
2020/5/14, 9, 5, 36, 3
2020/5/15, 11, 6, 32, 2
2020/5/16, 13, 7, 23, 1
2020/5/17, 15, 9, 26, 1
2020/5/18, 18, 8, 23, 5
2020/5/19, 13, 7, 30, 2
2020/5/20, 12, 6, 30, 6
2020/5/21, 13, 5, 28, 5
2020/5/22, 14, 7, 38, 1
2020/5/23, 17, 14, 30, 
2020/5/24, 36, 3, 31, 1
2020/5/25, 9, 6, 27, 4
2020/5/26, 15, 10, 26, 3
2020/5/27, 27, 19, 27, 2
2020/5/28, 43, 12, 33, 3
2020/5/29, 23, 8, 31, 8
2020/5/30, 17, 6, 34, 8
2020/5/31, 14, 6, 29, 6
2020/6/1, 13, 6, 31, 7
2020/6/2, 12, 10, 37, 5
2020/6/3, 21, 16, 33, 4
2020/6/4, 41, 7, 25, 6
2020/6/5, 19, 5, 33, 2
2020/6/6, 11, 4, 32, 4
2020/6/7, 14, 12, 27, 3
2020/6/8, 30, 7, 21, 3
2020/6/9, 14, 31, 24, 5
2020/6/10, 24, 9, 31, 5
2020/6/11, 19, 8, 37, 6
2020/6/12, 16, 7, 30, 2
2020/6/13, 16, 11, 26, 8
2020/6/14, 27, 11, 25, 7
2020/6/15, 31, 12, 30, 7
2020/6/16, 32, 15, 32, 9
2020/6/17, 41, 13, 28, 8
2020/6/18, 40, 13, 24, 4
2020/6/19, 43, 14, 33, 12
2020/6/20, 40, 11, 33, 6
2020/6/21, 40, 5, 32, 3
2020/6/22, 19, 8, 25, 3
2020/6/23, 22, 12, 34, 2
2020/6/24, 29, 11, 41, 3
2020/6/25, 29, 8, 31, 7
2020/6/26, 19, 10, 45, 7
2020/6/27, 25, 13, 44, 4
2020/6/28, 42, 8, 34, 2
2020/6/29, 25, 5, 25, 1
2020/6/30, 9, 5, 26, 5
2020/7/1, 10, 6, 28, 1
2020/1/2, 32, 14, 22, 1
2020/1/3, 45, 14, 36, 1
2020/1/4, 30, 11, 31, 4
2020/1/5, 28, 4, 28, 2
2020/1/6, 14, 2, 28, 2
2020/1/7, 6, 11, 28, 2
2020/1/8, 28, 17, 35, 3
2020/1/9, 39, 15, 26, 9
2020/1/10, 31, , , 
2020/1/18, 34, 10, 33, 6
2020/1/19, 26, 18, 33, 4
2020/1/20, 44, 4, 29, 4
2020/1/21, 12, 10, 31, 8
2020/1/22, 22, 14, 27, 17
2020/1/23, 30, 5, 34, 5
2020/1/24, 14, 11, 32, 8
2020/1/25, 27, 5, 29, 2
2020/1/26, 14, 6, 26, 1
2020/1/27, 18, 4, 30, 5
2020/1/28, 12, 9, 30, 12
2020/1/29, 15, 3, 25, 8
2020/1/30, 9, 2, 27, 4
2020/1/31, 5, 9, 30, 4
2020/2/1, 22, 9, 29, 3
2020/2/2, 24, 8, 21, 13
2020/2/3, 26, 7, 28, 19
2020/2/4, 23, 6, 25, 10
2020/2/5, 17, 9, 30, 5
2020/2/6, 22, 5, 28, 10
2020/2/7, 15, 3, 29, 7
2020/2/8, 12, 8, 29, 2
2020/2/9, 24, 6, 31, 1
2020/2/10, 16, 9, 33, 5
2020/2/11, 20, 8, 32, 7
2020/2/12, 19, 7, 29, 7
2020/2/13, 16, 8, 27, 9
2020/2/14, 18, 3, 28, 3
2020/2/15, 10, 16, 30, 2
2020/2/16, 36, 15, 34, 1
2020/2/17, 35, 21, 33, 2
2020/2/18, 49, 14, 32, 3
2020/2/19, 32, 5, 30, 5
2020/2/20, 12, 4, 28, 6
2020/2/21, 12, 17, 31, 4
2020/2/22, 41, 12, 33, 1
2020/2/23, 27, 10, 28, 7
2020/2/24, 23, 9, 32, 10
2020/2/25, 19, 4, 33, 2
2020/2/26, 10, 7, 31, 8
2020/2/27, 10, 2, 30, 2
2020/2/28, 6, 6, 27, 6
2020/2/29, 14, 3, 32, 2
2020/3/1, 7, 2, 31, 1
2020/3/2, 7, 5, 32, 2
2020/3/3, 14, 4, 30, 3
2020/3/4, 9, 4, 26, 9
2020/3/5, 8, 5, 30, 5
2020/3/6, 12, 5, 30, 8
2020/3/7, 13, 3, 32, 1
2020/3/8, 8, 7, 31, 2
2020/3/9, 18, 12, 29, 3
2020/3/10, 29, 2, 30, 3
2020/3/11, 6, 19, 38, 2
2020/3/12, 42, 11, 30, 8
2020/3/13, 23, 5, 31, 5
2020/3/14, 13, 6, 34, 1
2020/3/15, 14, 10, 30, 4
2020/3/16, 27, 6, 34, 5
2020/3/17, 14, 15, 32, 3
2020/3/18, 36, 9, 35, 3
2020/3/19, 19, 6, 29, 3
2020/3/20, 14, 5, 23, 7
2020/3/21, 12, 5, 26, 5
2020/3/22, 15, 5, 31, 1
2020/3/23, 12, 12, 36, 1
2020/3/24, 25, 21, 31, 3
2020/3/25, 56, 20, 30, 3
2020/3/26, 55, 6, 32, 7
2020/3/27, 25, 17, 31, 6
2020/3/28, 48, 7, 30, 5
2020/3/29, 16, 5, 35, 5
2020/3/30, 16, 6, 28, 8
2020/3/31, 13, 9, 35, 5
2020/4/1, 20, 14, 37, 4
2023/4/11, , 4, 33, 2
2022/5/8, , 8, , 6
2021/11/15, , 3, , 1
2021/2/16, , 3, 34, 2
2021/3/15, , 6, 28, 3
2020/1/1, , 12, 30, 1
2020/1/17, , 11, 25, 3
2021/3/10, , , 33, 1
2021/3/11, , , 26, 2
2021/3/12, , , 31, 2
2021/3/13, , , 32, 2
2021/3/14, , , 30, 1
2021/11/14, , , , 7
