date, pm25, o3, no2, so2, co
2017/11/27, 42, , 13, 9, 9
2017/11/28, 30, , 29, , 5
2017/11/29, 22, , 23, 3, 5
2017/11/30, 26, , 29, 1, 5
2017/12/1, 29, , 31, 1, 6
2017/12/2, 39, , 29, 1, 6
2017/12/3, 51, , 16, 1, 5
2017/12/4, 30, , , , 
2017/12/6, 9, , 32, 1, 3
2017/12/7, 37, , 32, 2, 3
2017/12/8, 42, , 36, 1, 4
2017/12/9, 55, , 23, 1, 3
2017/12/10, 34, , 17, 1, 3
2017/12/11, 33, , 30, 2, 4
2017/12/12, 40, , 13, 1, 3
2017/12/13, 33, , 13, 2, 3
2017/12/14, 17, , 28, 1, 4
2017/12/15, 51, , 12, 2, 3
2017/12/16, 14, , 11, 9, 4
2017/12/17, 16, , 9, 1, 3
2017/12/18, 12, , 11, , 3
2017/12/19, 9, , 9, 4, 3
2017/12/20, 13, , 22, 2, 4
2017/12/21, 35, , 9, 1, 3
2017/12/22, 17, , 5, , 
2017/12/23, 9, , 5, 2, 3
2017/12/24, 15, , 6, 1, 3
2017/12/25, 15, , 9, 1, 3
2017/12/26, 17, , 14, 1, 4
2017/12/27, 24, , 15, , 4
2017/12/28, 33, , 14, , 4
2017/12/29, 13, , 17, 4, 5
2017/12/30, 26, , 8, 2, 4
2017/12/31, 24, , 7, , 4
2018/1/1, 14, , 21, 1, 5
2017/7/2, 35, , 5, 2, 2
2017/7/3, 23, , 4, , 2
2017/7/4, 17, , 8, 1, 1
2017/7/5, 21, , 8, , 3
2017/7/6, 36, , 7, 10, 2
2017/7/7, 37, , 7, 1, 2
2017/7/8, 35, , 8, 4, 2
2017/7/9, 50, , 9, 4, 2
2017/7/10, 43, , 6, 4, 2
2017/7/11, 64, , 6, 5, 2
2017/7/12, 54, , 7, , 3
2017/7/13, 34, , 9, 3, 3
2017/7/14, 45, , 9, 4, 3
2017/7/15, 49, , 7, 1, 2
2017/7/16, 39, , 5, 2, 3
2017/7/17, 110, , 2, 5, 1
2017/7/18, 19, , 10, 3, 2
2017/7/19, 15, , 13, 6, 4
2017/7/20, 86, , 16, 6, 5
2017/7/21, 124, , 8, 1, 3
2017/7/22, 42, , 8, 3, 3
2017/7/23, 51, , 8, 11, 3
2017/7/24, 25, , 4, 1, 
2017/7/25, 10, , 9, 3, 2
2017/7/26, 25, , 11, , 2
2017/7/27, 30, , 13, 14, 3
2017/7/28, 57, , 10, 1, 3
2017/7/29, 52, , 10, 1, 
2017/7/30, 39, , 4, 1, 4
2017/7/31, 52, , 9, , 3
2017/8/1, 31, , 12, 2, 3
2017/8/2, 27, , 9, 1, 3
2017/8/3, 26, , 8, 9, 2
2017/8/4, 39, , 5, 5, 
2017/8/5, 30, , 7, 1, 3
2017/8/6, 38, , 7, 3, 3
2017/8/7, 33, , 7, 2, 3
2017/8/8, 46, , 11, 26, 3
2017/8/9, 39, , 10, 1, 2
2017/8/10, 29, , 10, 10, 3
2017/8/11, 39, , 10, 4, 3
2017/8/12, 30, , 4, 1, 
2017/8/13, 24, , 4, 1, 5
2017/8/14, 68, , 4, , 9
2017/8/15, 93, , 4, , 2
2017/8/16, 26, , 13, 1, 4
2017/8/17, 96, , 9, 4, 4
2017/8/18, 71, , 10, 4, 4
2017/8/19, 107, , 3, 3, 2
2017/8/20, 10, , 5, 4, 3
2017/8/21, 14, , 11, 6, 3
2017/8/22, 48, , 8, 1, 4
2017/8/23, 39, , 5, 2, 3
2017/8/24, 33, , 2, 8, 2
2017/8/25, 38, , 6, 9, 2
2017/8/26, 28, , 6, 3, 2
2017/8/27, 19, , 7, 5, 2
2017/8/28, 34, , 6, 3, 2
2017/8/29, 31, , 5, 1, 2
2017/8/30, 21, , 4, , 3
2017/8/31, 37, , 6, , 3
2017/9/1, 69, , 12, 6, 3
2017/9/2, 62, , 8, 3, 4
2017/9/3, 56, , 2, 11, 2
2017/9/4, 22, , 6, 3, 3
2017/9/5, 25, , 8, 1, 2
2017/9/6, 27, , , , 
2017/9/11, 7, , 13, 3, 3
2017/9/12, 25, , 8, 2, 
2017/9/13, 23, , 6, 1, 
2017/9/14, 23, , 11, 5, 2
2017/9/15, 26, , 13, 2, 2
2017/9/16, 38, , 5, , 2
2017/9/17, 13, , 3, 1, 2
2017/9/18, 37, , 6, , 3
2017/9/19, 43, , 8, 7, 2
2017/9/20, 15, , 5, 1, 2
2017/9/21, 15, , 6, , 2
2017/9/22, 7, , 8, , 2
2017/9/23, 35, , 6, , 2
2017/9/24, 12, , 8, , 
2017/9/25, 16, , 14, 8, 4
2017/9/26, 31, , 13, 1, 3
2017/9/27, 32, , 11, , 3
2017/9/28, 27, , 10, , 3
2017/9/29, 26, , 13, 2, 3
2017/9/30, 51, , 12, 1, 4
2017/10/1, 41, , 1, , 
2017/4/2, 31, , 10, 1, 3
2017/4/3, 17, , 3, 11, 
2017/4/4, 10, , 15, 5, 3
2017/4/5, 22, , 7, 1, 2
2017/4/6, 22, , 10, 5, 2
2017/4/7, 28, , 10, 2, 2
2017/4/8, 36, , 5, 1, 
2017/4/9, 13, , 4, 4, 
2017/4/10, 17, , 4, 1, 
2017/4/11, 44, , 8, 1, 2
2017/4/12, 36, , 9, 12, 2
2017/4/13, 24, , 12, 7, 3
2017/4/14, 24, , 3, 4, 2
2017/4/15, 22, , 1, , 2
2017/4/16, 9, , 6, 1, 3
2017/4/17, 20, , 4, 2, 
2017/4/18, 15, , 9, 4, 3
2017/4/19, 33, , 7, 6, 3
2017/4/20, 39, , 9, 7, 3
2017/4/21, 38, , 8, 6, 3
2017/4/22, 45, , 11, 6, 3
2017/4/23, 32, , 10, 1, 3
2017/4/24, 65, , 15, 1, 9
2017/4/25, 6, , 7, , 7
2017/4/26, 38, , 8, , 3
2017/4/27, 34, , 18, 6, 4
2017/4/28, 40, , 16, 6, 5
2017/4/29, 39, , 9, 2, 4
2017/4/30, 27, , 7, 2, 6
2017/5/1, 22, , 6, 1, 6
2017/5/2, 12, , 8, 1, 4
2017/5/3, 17, , 12, 6, 4
2017/5/4, 27, , 16, 4, 5
2017/5/5, 38, , 10, 2, 5
2017/5/6, 38, , 7, 13, 6
2017/5/7, 22, , 2, 1, 7
2017/5/8, 8, , 12, 4, 6
2017/5/9, 24, , 11, 1, 6
2017/5/10, 24, , 14, 11, 5
2017/5/11, 38, , 12, 1, 5
2017/5/12, 36, , 5, , 
2017/5/13, 42, , 5, 3, 14
2017/5/14, 31, , 4, 1, 7
2017/5/15, 9, , 8, 8, 6
2017/5/16, 19, , 10, 14, 8
2017/5/17, 26, , 7, 8, 5
2017/5/18, 13, , 4, 1, 6
2017/5/19, 21, , 10, 7, 5
2017/5/20, 25, , 6, 1, 5
2017/5/21, 31, , 13, 2, 7
2017/5/22, 47, , 5, 3, 5
2017/5/23, 29, , 10, 2, 4
2017/5/24, 43, , 10, 7, 2
2017/5/25, 31, , 3, , 5
2017/5/26, 11, , 9, 11, 3
2017/5/27, 27, , 10, 1, 3
2017/5/28, 41, , 9, 9, 3
2017/5/29, 26, , 7, , 2
2017/5/30, 28, , 6, 1, 
2017/5/31, 43, , 9, 4, 3
2017/6/1, 60, , 10, 5, 2
2017/6/2, 39, , 6, 2, 2
2017/6/3, 26, , 7, 1, 2
2017/6/4, 25, , 5, 8, 2
2017/6/5, 24, , 3, 4, 1
2017/6/6, 17, , 10, 2, 1
2017/6/7, 29, , 5, 1, 1
2017/6/8, 31, , 6, , 1
2017/6/9, 39, , 12, 4, 2
2017/6/10, 28, , 5, 6, 2
2017/6/11, 8, , 5, 1, 2
2017/6/12, 20, , 7, 1, 2
2017/6/13, 19, , 11, 2, 3
2017/6/14, 28, , 12, 1, 2
2017/6/15, 41, , 4, 8, 3
2017/6/16, 12, , 7, 1, 3
2017/6/17, 26, , 4, 1, 3
2017/6/18, 14, , 7, 6, 2
2017/6/19, 25, , 9, 9, 2
2017/6/20, 31, , 6, 1, 1
2017/6/21, 18, , 4, 8, 1
2017/6/22, 14, , 2, , 4
2017/6/23, 8, , 8, 1, 4
2017/6/24, 26, , 7, 3, 3
2017/6/25, 23, , 7, 1, 2
2017/6/26, 47, , 6, 9, 1
2017/6/27, 43, , 3, 3, 2
2017/6/28, 15, , 6, 5, 4
2017/6/29, 14, , 9, 4, 4
2017/6/30, 26, , 8, 4, 2
2017/7/1, 29, , 8, 1, 3
2017/1/3, 45, , 25, 1, 6
2017/1/4, 47, , 18, 2, 6
2017/1/5, 30, , 16, 1, 6
2017/1/6, 32, , 5, 1, 5
2017/1/7, 17, , 8, , 
2017/1/8, 21, , 5, , 
2017/1/9, 22, , 14, 3, 6
2017/1/10, 40, , 23, 1, 5
2017/1/11, 25, , 14, 4, 2
2017/1/12, 11, , 23, , 2
2017/1/13, 25, , 35, 1, 3
2017/1/14, 40, , 21, 2, 3
2017/1/15, 27, , 20, 1, 3
2017/1/16, 35, , 26, , 3
2017/1/17, 14, , 29, 2, 4
2017/1/18, 28, , 26, 3, 4
2017/1/19, 14, , 29, 1, 4
2017/1/20, 25, , 22, 2, 3
2017/1/21, 23, , 21, , 4
2017/1/22, 67, , 8, 4, 
2017/1/23, 47, , 15, 1, 3
2017/1/24, 61, , 22, 5, 5
2017/1/25, 68, , 27, , 6
2017/1/26, 62, , 30, 3, 5
2017/1/27, 33, , 21, 4, 4
2017/1/28, 24, , 26, 1, 5
2017/1/29, 31, , 23, 1, 5
2017/1/30, 29, , 4, 1, 4
2017/1/31, 5, , 9, , 4
2017/2/1, 8, , 13, , 5
2017/2/2, 14, , 30, 1, 6
2017/2/3, 45, , 14, 1, 5
2017/2/4, 29, , 14, , 5
2017/2/5, 16, , 17, 1, 5
2017/2/6, 25, , 20, 2, 6
2017/2/7, 42, , 25, 1, 7
2017/2/8, 48, , 18, 2, 6
2017/2/9, 36, , 26, 4, 7
2017/2/10, 70, , 17, 1, 6
2017/2/11, 50, , 21, 4, 6
2017/2/12, 30, , 16, 2, 6
2017/2/13, 21, , 18, 6, 7
2017/2/14, 14, , 25, 1, 7
2017/2/15, 25, , 25, 5, 3
2017/2/16, 26, , 26, 1, 3
2017/2/17, 25, , 15, 1, 2
2017/2/18, 12, , 14, , 3
2017/2/19, 24, , 6, , 2
2017/2/20, 25, , 10, 4, 2
2017/2/21, 27, , 15, , 2
2017/2/22, 53, , 6, , 2
2017/2/23, 16, , 10, 2, 2
2017/2/24, 22, , 9, 2, 2
2017/2/25, 21, , 10, 5, 3
2017/2/26, 29, , 7, 1, 2
2017/2/27, 10, , 23, 3, 3
2017/2/28, 24, , 19, 1, 4
2017/3/1, 38, , 13, 1, 3
2017/3/2, 38, , 14, , 3
2017/3/3, 36, , 12, , 3
2017/3/4, 15, , 5, 3, 
2017/3/5, 15, , 11, 4, 3
2017/3/6, 36, , 8, 2, 3
2017/3/7, 22, , 9, 1, 3
2017/3/8, 17, , 13, 4, 
2017/3/9, 18, , 15, 5, 4
2017/3/10, 31, , 3, , 
2017/3/11, 17, , 2, 1, 
2017/3/12, 19, , 2, 2, 
2017/3/13, 18, , 6, 1, 4
2017/3/14, 29, , 30, 1, 6
2017/3/15, 69, , 22, 1, 6
2017/3/16, 36, , 21, , 4
2017/3/17, 28, , 13, , 2
2017/3/18, 24, , 4, , 
2017/3/19, 14, , 5, 8, 
2017/3/20, 7, , 6, 2, 2
2017/3/21, 17, , 2, 1, 
2017/3/22, 11, , 7, , 3
2017/3/23, 41, , 14, 4, 2
2017/3/24, 57, , 7, 1, 2
2017/3/25, 38, , 11, 7, 3
2017/3/26, 51, , 14, 8, 3
2017/3/27, 33, , 4, , 
2017/3/28, 24, , 12, 4, 3
2017/3/29, 46, , 17, 10, 4
2017/3/30, 71, , 9, 4, 4
2017/3/31, 46, , 14, 1, 3
2017/4/1, 39, , 21, 2, 4
2016/10/2, 11, , 4, 3, 2
2016/10/3, 11, , 14, 4, 2
2016/10/4, 48, , 9, 10, 3
2016/10/5, 26, , 6, 1, 2
2016/10/6, 20, , 8, 4, 2
2016/10/7, 23, , 3, 1, 2
2016/10/8, 10, , 1, , 
2016/10/9, 7, , 4, 3, 
2016/10/10, 7, , , , 
2016/10/12, 25, , 18, 2, 4
2016/10/13, 25, , 5, 1, 3
2016/10/14, 31, , 11, 2, 3
2016/10/15, 19, , 9, , 3
2016/10/16, 19, , 1, , 
2016/10/17, 13, , 7, , 4
2016/10/18, 15, , 9, , 4
2016/10/19, 24, , 14, 2, 5
2016/10/20, 40, , 13, 3, 5
2016/10/21, 27, , 14, 4, 5
2016/10/22, 24, , 3, 1, 4
2016/10/24, 29, , 3, , 3
2016/10/25, 34, , 7, 2, 2
2016/10/26, 18, , 8, 2, 2
2016/10/27, 17, , 7, 1, 2
2016/10/28, 43, , 7, 1, 2
2016/10/29, 32, , 6, , 
2016/10/30, 17, , 9, 5, 2
2016/10/31, 27, , 11, 1, 3
2016/11/1, 33, , 8, 1, 
2016/11/2, 11, , 7, , 3
2016/11/3, 46, , 15, 3, 4
2016/11/4, 24, , 18, 1, 3
2016/11/5, 25, , 22, 1, 5
2016/11/6, 38, , 17, 1, 4
2016/11/7, 22, , 13, , 4
2016/11/8, 22, , 21, 1, 5
2016/11/9, 24, , 16, 1, 4
2016/11/10, 21, , 14, 1, 4
2016/11/11, 22, , 6, , 
2016/11/13, 27, , 11, 1, 5
2016/11/14, 27, , 16, 1, 5
2016/11/15, 21, , 21, 2, 5
2016/11/16, 23, , 11, , 5
2016/11/17, 21, , 6, 2, 4
2016/11/18, 14, , 5, 1, 5
2016/11/19, 35, , 4, , 
2016/11/20, 24, , 3, 1, 
2016/11/21, 38, , 6, 1, 1
2016/11/22, 33, , 8, 3, 1
2016/11/23, 37, , 8, 1, 1
2016/11/24, 33, , 14, , 2
2016/11/25, 31, , 14, 3, 1
2016/11/26, 27, , 12, 2, 4
2016/11/27, 26, , 7, 1, 1
2016/11/28, 45, , 18, , 5
2016/11/29, 46, , 13, 1, 2
2016/11/30, 54, , 7, 3, 2
2016/12/1, 28, , 15, 1, 2
2016/12/2, 59, , 12, , 3
2016/12/3, 29, , 21, 8, 3
2016/12/4, 18, , 7, 3, 2
2016/12/5, 10, , 3, , 56
2016/12/6, 11, , 5, , 1
2016/12/7, 17, , 8, , 1
2016/12/8, 15, , 17, 2, 2
2016/12/9, 48, , 10, 4, 2
2016/12/10, 13, , 12, 1, 2
2016/12/11, 24, , 6, 1, 2
2016/12/12, 30, , 7, 1, 2
2016/12/13, 10, , 11, , 3
2016/12/14, 20, , 34, 1, 5
2016/12/15, 86, , 16, 1, 3
2016/12/16, 40, , 25, 1, 5
2016/12/17, 48, , 30, 1, 5
2016/12/18, 54, , 14, 3, 3
2016/12/19, 11, , 19, 5, 4
2016/12/20, 21, , 33, 3, 5
2016/12/21, 30, , 22, 1, 4
2016/12/22, 36, , 30, 1, 5
2016/12/23, 46, , 11, 2, 4
2016/12/24, 23, , 3, 1, 
2016/12/25, 17, , 5, 1, 4
2016/12/26, 16, , 18, 1, 5
2016/12/27, 37, , 23, 1, 5
2016/12/28, 21, , 15, 5, 5
2016/12/29, 14, , 20, , 5
2016/12/30, 8, , 18, 3, 6
2016/12/31, 33, , 6, 1, 5
2017/1/1, 5, , 10, 1, 6
2017/1/2, 19, , 29, 1, 7
2016/7/2, 23, , 4, 7, 3
2016/7/3, 34, , 2, 1, 3
2016/7/4, 24, , 5, 3, 3
2016/7/5, 9, , 7, 1, 3
2016/7/6, 13, , 10, 4, 2
2016/7/7, 40, , 8, 6, 2
2016/7/8, 38, , 8, 6, 2
2016/7/9, 32, , 10, 8, 2
2016/7/10, 34, , 7, 1, 2
2016/7/11, 27, , 6, , 2
2016/7/12, 29, , 6, , 2
2016/7/13, 28, , 5, 2, 2
2016/7/14, 25, , 10, 7, 2
2016/7/15, 39, , 8, 1, 2
2016/7/16, 34, , 9, 7, 2
2016/7/17, 41, , 5, 1, 3
2016/7/18, 52, , 6, , 2
2016/7/19, 32, , 10, 11, 3
2016/7/20, 36, , 9, 3, 3
2016/7/21, 38, , 7, 4, 5
2016/7/22, 17, , 6, 1, 
2016/7/23, 22, , 4, 7, 3
2016/7/24, 25, , 5, 2, 3
2016/7/25, 34, , 6, 3, 
2016/7/26, 8, , 5, 1, 
2016/7/27, 14, , 12, 5, 3
2016/7/28, 43, , 11, 1, 3
2016/7/29, 36, , 8, 4, 3
2016/7/30, 32, , 6, 8, 
2016/7/31, 26, , 2, 3, 3
2016/8/1, 18, , 3, 1, 4
2016/8/2, 10, , 7, 4, 4
2016/8/3, 27, , 7, 1, 4
2016/8/4, 31, , 8, 4, 4
2016/8/5, 37, , 3, 1, 4
2016/8/6, 13, , 2, , 
2016/8/7, 19, , 1, , 
2016/8/8, 17, , 9, 4, 5
2016/8/9, 41, , 3, 1, 4
2016/8/10, 23, , 8, 2, 5
2016/8/11, 36, , 4, , 4
2016/8/12, 19, , 7, 1, 4
2016/8/13, 23, , 8, 5, 4
2016/8/14, 38, , 6, 3, 4
2016/8/16, 25, , 9, 1, 1
2016/8/17, 41, , 9, , 
2016/8/18, 30, , 5, , 1
2016/8/19, 20, , 10, 1, 2
2016/8/20, 25, , 11, 2, 2
2016/8/21, 37, , 6, 12, 2
2016/8/22, 19, , 5, 2, 2
2016/8/23, 16, , 3, , 3
2016/8/24, 13, , 10, , 2
2016/8/25, 23, , 6, , 2
2016/8/26, 22, , 7, 1, 2
2016/8/27, 40, , 6, 1, 2
2016/8/29, 5, , 4, 1, 2
2016/8/30, 8, , 3, , 2
2016/8/31, 11, , 7, 1, 4
2016/9/1, 45, , 10, , 5
2016/9/2, 38, , 7, , 4
2016/9/3, 37, , 3, 1, 
2016/9/4, 6, , 3, 2, 3
2016/9/5, 11, , 2, 1, 
2016/9/6, 11, , 7, 2, 3
2016/9/7, 25, , 12, 7, 3
2016/9/8, 20, , 9, 1, 3
2016/9/9, 19, , 7, 4, 3
2016/9/10, 11, , 5, 3, 4
2016/9/11, 12, , 1, , 3
2016/9/12, 7, , 7, 3, 3
2016/9/13, 12, , 10, 3, 4
2016/9/14, 23, , 12, 7, 4
2016/9/15, 32, , 15, 1, 4
2016/9/16, 40, , 12, 2, 4
2016/9/17, 39, , 7, 1, 4
2016/9/18, 21, , 5, 3, 4
2016/9/19, 15, , 9, 1, 4
2016/9/20, 18, , 14, , 5
2016/9/21, 29, , 13, 7, 4
2016/9/22, 30, , 5, 1, 
2016/9/23, 17, , 3, , 5
2016/9/24, 26, , 7, , 4
2016/9/25, 18, , 11, 1, 5
2016/9/26, 23, , 12, 1, 5
2016/9/27, 19, , 12, , 5
2016/9/28, 36, , 12, 1, 6
2016/9/29, 32, , 7, 2, 4
2016/9/30, 21, , 8, 5, 1
2016/10/1, 29, , 7, 3, 1
2016/4/2, 24, , 7, 12, 7
2016/4/3, 18, , 3, 3, 
2016/4/4, 17, , 3, 3, 
2016/4/5, 20, , 6, 1, 7
2016/4/6, 23, , 4, 2, 7
2016/4/7, 13, , 13, 1, 7
2016/4/8, 29, , 5, 1, 
2016/4/9, 14, , 2, , 
2016/4/10, 9, , 4, 2, 3
2016/4/11, 15, , 6, 1, 2
2016/4/12, 16, , 12, 2, 3
2016/4/13, 23, , 10, 1, 
2016/4/14, 26, , 15, 2, 4
2016/4/15, 44, , 6, 1, 3
2016/4/16, 14, , 6, 3, 3
2016/4/17, 18, , 6, 2, 3
2016/4/18, 22, , 11, 1, 
2016/4/19, 29, , 14, 4, 4
2016/4/20, 47, , 6, 10, 4
2016/4/21, 30, , 3, 4, 
2016/4/22, 15, , 7, 4, 5
2016/4/23, 24, , 2, 4, 4
2016/4/24, 16, , 1, , 4
2016/4/25, 13, , 3, , 
2016/4/26, 38, , 7, 2, 5
2016/4/27, 52, , 6, , 5
2016/4/28, 41, , 10, 1, 5
2016/4/29, 24, , 5, , 6
2016/4/30, 22, , 8, 4, 5
2016/5/1, 21, , 7, 5, 6
2016/5/2, 25, , 13, 1, 6
2016/5/3, 42, , 10, 3, 6
2016/5/4, 38, , 13, 3, 7
2016/5/5, 61, , 4, 3, 6
2016/5/6, 46, , 15, 17, 7
2016/5/7, 73, , 9, 2, 7
2016/5/8, 33, , 2, 1, 
2016/5/9, 30, , 3, , 
2016/5/10, 26, , 9, 4, 7
2016/5/11, 25, , 9, 8, 8
2016/5/12, 46, , 12, 6, 9
2016/5/13, 82, , 11, 12, 8
2016/5/14, 47, , 12, 9, 8
2016/5/15, 60, , 7, 6, 9
2016/5/16, 59, , 6, 1, 9
2016/5/17, 64, , 6, 2, 9
2016/5/18, 26, , 21, 4, 8
2016/5/19, 48, , 7, 1, 4
2016/5/20, 84, , 3, , 2
2016/5/21, 19, , 1, , 2
2016/5/22, 8, , 2, , 3
2016/5/23, 8, , 3, 4, 2
2016/5/24, 17, , 4, 1, 2
2016/5/25, 11, , 6, 2, 3
2016/5/26, 27, , 11, 8, 3
2016/5/27, 60, , 7, 1, 
2016/5/28, 38, , 6, 2, 
2016/5/29, 16, , 4, 1, 
2016/5/30, 21, , 4, , 
2016/5/31, 6, , 6, 15, 3
2016/6/1, 14, , 7, 2, 3
2016/6/2, 23, , 14, 1, 4
2016/6/3, 38, , 7, 5, 
2016/6/4, 15, , 9, 1, 4
2016/6/5, 29, , 12, 1, 4
2016/6/6, 41, , 4, , 
2016/6/7, 28, , 13, 5, 4
2016/6/8, 44, , 9, 12, 4
2016/6/9, 46, , 5, 3, 4
2016/6/10, 36, , 4, 7, 4
2016/6/11, 15, , 2, 1, 4
2016/6/12, 11, , 5, 7, 
2016/6/13, 6, , 7, 1, 5
2016/6/14, 10, , 6, 3, 5
2016/6/15, 17, , 5, 2, 2
2016/6/16, 10, , 10, 4, 2
2016/6/17, 13, , 6, 6, 
2016/6/18, 8, , 7, 3, 2
2016/6/19, 12, , 4, 1, 2
2016/6/20, 23, , 10, 6, 2
2016/6/21, 31, , 12, 5, 2
2016/6/22, 41, , 9, 3, 2
2016/6/23, 29, , 9, 4, 3
2016/6/24, 31, , 7, 1, 
2016/6/25, 24, , 5, 2, 3
2016/6/26, 27, , 3, 1, 
2016/6/27, 14, , 11, 8, 3
2016/6/28, 37, , 13, 1, 3
2016/6/29, 39, , 15, 6, 4
2016/6/30, 51, , 3, , 4
2016/7/1, 27, , 6, 13, 3
2016/1/5, 56, , 26, 1, 13
2016/1/6, 72, , 23, 1, 13
2016/1/7, 85, , 10, , 7
2016/1/8, 29, , 16, 5, 2
2016/1/9, 33, , 16, 1, 3
2016/1/10, 60, , 22, 1, 3
2016/1/11, 32, , 11, 1, 3
2016/1/12, 23, , 26, 2, 5
2016/1/13, 42, , 36, 2, 6
2016/1/14, 63, , 13, 1, 4
2016/1/15, 52, , 12, 1, 4
2016/1/16, 46, , 4, 3, 4
2016/1/17, 19, , 10, 1, 
2016/1/18, 27, , 24, 1, 8
2016/1/19, 60, , 22, 1, 7
2016/1/20, 63, , 20, , 7
2016/1/21, 69, , 18, 1, 7
2016/1/22, 65, , 28, 1, 9
2016/1/23, 103, , 22, 1, 10
2016/1/24, 83, , 23, 1, 10
2016/1/25, 44, , 33, 2, 11
2016/1/26, 43, , 28, 3, 10
2016/1/27, 31, , 19, 2, 10
2016/1/28, 19, , 26, 3, 11
2016/1/29, 29, , 15, 4, 11
2016/1/30, 22, , 20, 1, 11
2016/1/31, 24, , 18, 1, 12
2016/2/1, 27, , 15, 1, 11
2016/2/2, 18, , 18, 2, 12
2016/2/3, 35, , 29, 2, 13
2016/2/4, 39, , 16, 1, 13
2016/2/5, 62, , 25, , 13
2016/2/6, 25, , 6, 4, 12
2016/2/7, 17, , 10, 2, 13
2016/2/8, 18, , 24, 2, 14
2016/2/9, 38, , 28, 2, 15
2016/2/10, 46, , 13, 1, 14
2016/2/11, 27, , 12, , 1
2016/2/12, 29, , 5, , 
2016/2/13, 26, , 14, 2, 2
2016/2/14, 31, , 19, 1, 3
2016/2/15, 22, , 13, 4, 2
2016/2/16, 24, , 21, 2, 3
2016/2/17, 24, , 20, , 3
2016/2/18, 38, , 8, , 
2016/2/19, 33, , 8, 7, 
2016/2/20, 22, , 7, 1, 3
2016/2/21, 25, , 13, 2, 4
2016/2/22, 22, , 17, 1, 4
2016/2/23, 23, , 10, 3, 4
2016/2/24, 14, , 19, 4, 5
2016/2/25, 31, , 19, 4, 5
2016/2/26, 37, , 29, 6, 6
2016/2/27, 52, , 14, 2, 7
2016/2/28, 28, , 11, 4, 6
2016/2/29, 21, , 8, , 6
2016/3/1, 17, , 21, 2, 7
2016/3/2, 30, , 10, 1, 6
2016/3/3, 38, , 7, 2, 6
2016/3/4, 44, , 7, 1, 6
2016/3/5, 41, , 17, 2, 8
2016/3/6, 30, , 13, 2, 7
2016/3/7, 53, , 12, 3, 7
2016/3/8, 45, , 9, 1, 8
2016/3/9, 49, , 14, 4, 7
2016/3/10, 41, , 9, 2, 3
2016/3/11, 24, , 16, 6, 3
2016/3/12, 21, , 8, 2, 2
2016/3/13, 13, , 8, , 4
2016/3/14, 16, , 9, 2, 3
2016/3/15, 34, , 8, , 3
2016/3/16, 14, , 8, , 3
2016/3/17, 15, , 5, 1, 4
2016/3/18, 7, , 16, 1, 5
2016/3/19, 18, , 3, , 5
2016/3/20, 15, , 7, 5, 4
2016/3/21, 18, , 7, 1, 4
2016/3/22, 31, , 5, 1, 4
2016/3/23, 12, , 15, 3, 5
2016/3/24, 38, , 9, 2, 5
2016/3/25, 40, , 8, 4, 5
2016/3/26, 28, , 8, 5, 6
2016/3/27, 13, , 2, 1, 
2016/3/28, 19, , 10, 2, 6
2016/3/29, 32, , 16, 1, 7
2016/3/30, 23, , 10, 1, 6
2016/3/31, 19, , 7, 11, 6
2016/4/1, 18, , 12, 1, 7
2015/10/2, 38, , 8, 4, 3
2015/10/3, 32, , 2, , 
2015/10/4, 6, , , , 
2015/10/6, 34, , 11, 1, 2
2015/10/7, 35, , 20, 1, 3
2015/10/8, 53, , 17, 2, 2
2015/10/9, 47, , 17, 1, 2
2015/10/10, 39, , 11, 1, 1
2015/10/11, 30, , 5, 2, 1
2015/10/12, 15, , 11, 3, 2
2015/10/13, 16, , 15, 3, 3
2015/10/14, 24, , 10, 2, 2
2015/10/15, 21, , 18, 2, 3
2015/10/16, 33, , 8, , 2
2015/10/17, 26, , 7, , 2
2015/10/18, 26, , 11, 1, 3
2015/10/19, 38, , 16, 1, 4
2015/10/20, 42, , 9, , 4
2015/10/21, 27, , 14, , 3
2015/10/22, 33, , 14, 1, 3
2015/10/23, 27, , 22, 1, 4
2015/10/24, 34, , 19, 1, 4
2015/10/25, 33, , 10, 1, 4
2015/10/26, 30, , 4, 1, 
2015/10/27, 19, , 8, 1, 5
2015/10/28, 14, , 14, 2, 5
2015/10/29, 22, , 17, 2, 6
2015/10/30, 39, , 16, 1, 5
2015/10/31, 29, , 10, 1, 5
2015/11/1, 23, , 2, 1, 5
2015/11/2, 21, , 8, , 5
2015/11/3, 23, , 15, 1, 6
2015/11/4, 47, , 17, , 6
2015/11/5, 62, , 14, , 
2015/11/6, 41, , 16, , 2
2015/11/7, 40, , 22, 3, 4
2015/11/8, 51, , 12, 1, 5
2015/11/9, 39, , 9, , 6
2015/11/10, 22, , 12, 1, 7
2015/11/11, 51, , 11, 1, 8
2015/11/12, 26, , 15, 4, 8
2015/11/13, 22, , 20, , 9
2015/11/14, 28, , 14, , 9
2015/11/15, 26, , 8, 2, 10
2015/11/16, 42, , 8, 1, 10
2015/11/17, 17, , 19, 2, 11
2015/11/18, 26, , 9, 1, 11
2015/11/19, 21, , 18, 2, 11
2015/11/20, 27, , 19, 1, 12
2015/11/21, 39, , 19, 2, 13
2015/11/22, 25, , 15, , 13
2015/11/23, 24, , 17, 6, 12
2015/11/24, 29, , 7, 1, 12
2015/11/25, 18, , 31, 1, 14
