date, pm25, o3, no2, co
2022/10/16, 27, 32, 3, 
2022/10/17, 21, 30, 11, 1
2022/10/18, 22, 31, 17, 2
2022/10/19, 35, 30, 17, 2
2022/10/20, 36, 31, 17, 2
2022/10/21, 35, 32, 16, 2
2022/10/22, 31, 36, 4, 
2022/10/23, 31, 25, 4, 
2022/10/24, 18, 25, 10, 1
2022/10/25, 22, 27, 10, 1
2022/10/26, 19, 27, 11, 1
2022/10/27, 27, 27, 12, 1
2022/10/28, 26, 25, 20, 3
2022/10/29, 46, 27, 21, 3
2022/10/30, 53, 32, 17, 2
2022/10/31, 48, 28, 21, 3
2022/11/1, 32, 35, 13, 1
2022/11/2, 21, 36, 8, 
2022/11/3, 21, 26, 12, 1
2022/11/4, 25, 25, 20, 1
2022/11/5, 24, 23, 10, 1
2022/11/6, 12, 30, 9, 1
2022/11/7, 14, 29, 6, 
2022/11/8, 14, 26, 14, 1
2022/11/9, 27, 32, 6, 
2022/11/10, 9, 28, 6, 1
2022/11/11, 19, 26, 14, 1
2022/11/12, 25, 21, 25, 3
2022/11/13, 43, 28, 20, 2
2022/11/14, 44, 28, 20, 2
2022/11/15, 37, 26, 22, 2
2022/11/16, 30, 23, 26, 3
2022/11/17, 29, 21, 29, 4
2022/11/18, 47, 24, 21, 2
2022/11/19, 43, 23, 24, 2
2022/11/20, 38, 20, 29, 4
2022/11/21, 61, 13, 36, 5
2022/11/22, 73, 11, 40, 5
2022/11/23, 80, 22, 34, 5
2022/11/24, 69, 26, 21, 3
2022/11/25, 46, 21, 27, 3
2022/11/26, 47, 16, 26, 3
2022/11/27, 62, 29, 17, 1
2022/11/28, 41, 24, 21, 3
2022/11/29, 18, 27, 10, 1
2022/11/30, 19, 24, 24, 3
2022/12/1, 26, 35, 6, 
2022/12/2, 19, 31, 11, 1
2022/12/3, 25, 14, 34, 4
2022/12/4, 46, 20, 31, 3
2022/12/5, 65, 19, 22, 3
2022/12/6, 32, 16, 25, 3
2022/12/7, 58, 14, 22, 2
2022/12/8, 70, 17, 26, 3
2022/12/9, 61, 21, 24, 2
2022/12/10, 29, 22, 20, 2
2022/12/11, 26, 31, 5, 
2022/12/12, 11, 33, 8, 1
2022/12/13, 15, 22, 12, 1
2022/12/14, 22, 21, 14, 2
2022/12/15, 19, 22, 15, 1
2022/12/16, 31, 19, 22, 3
2022/12/17, 36, 21, 26, 3
2022/12/18, 53, 18, 32, 4
2022/12/19, 65, 11, 41, 8
2022/12/20, 83, 8, 39, 7
2022/12/21, 91, 23, 26, 3
2022/12/22, 41, 28, 12, 1
2022/12/23, 18, 8, 30, 3
2022/12/24, 61, 7, 33, 5
2022/12/25, 106, 6, 35, 7
2022/12/26, 129, 13, 26, 5
2022/12/27, 72, 30, 8, 
2022/12/28, 15, 23, 15, 1
2022/12/29, 11, 27, 13, 1
2022/12/30, 11, 28, 12, 1
2022/12/31, 13, 30, 5, 
2023/1/1, 11, 25, 14, 1
2023/1/2, 28, 26, 8, 1
2022/7/2, 17, 34, 2, 
2022/7/3, 12, 34, 2, 
2022/7/4, 25, 40, 2, 
2022/7/5, 27, 36, 3, 
2022/7/6, 20, 39, 3, 
2022/7/7, 15, 42, 4, 
2022/7/8, 23, 44, 6, 9
2022/7/9, 25, 33, 6, 19
2022/7/10, 33, , , 
2022/7/11, 41, 56, , 
2022/7/12, 42, 58, 4, 1
2022/7/13, 37, , , 
2022/7/14, 33, , , 
2022/7/15, 14, , , 
2022/7/16, 28, , , 
2022/7/17, 22, , , 
2022/7/18, 33, , , 
2022/7/19, 31, , , 
2022/7/20, 36, , , 
2022/7/21, 32, , , 
2022/7/22, 25, , , 
2022/7/23, 32, , , 
2022/7/24, 30, , , 
2022/7/25, 27, , , 
2022/7/26, 29, , , 
2022/7/27, 32, 56, , 
2022/7/28, 16, 53, , 
2022/7/29, 23, 51, 1, 
2022/7/30, 21, 50, 3, 
2022/7/31, 23, 52, 3, 
2022/8/1, 29, 46, 4, 
2022/8/2, 24, 48, 5, 
2022/8/3, 28, 55, 5, 1
2022/8/4, 46, 67, 9, 1
2022/8/5, 32, 45, 7, 1
2022/8/6, 29, 36, 5, 
2022/8/7, 33, 46, 3, 
2022/8/8, 20, 38, 5, 1
2022/8/9, 27, 43, 7, 1
2022/8/10, 30, 52, 7, 
2022/8/11, 30, 47, 6, 
2022/8/12, 24, 47, 7, 1
2022/8/13, 26, 43, 3, 
2022/8/14, 21, 49, 2, 
2022/8/15, 17, 48, 4, 
2022/8/16, 20, 43, 5, 
2022/8/17, 17, 59, 4, 
2022/8/18, 20, 57, 5, 1
2022/8/19, 27, 37, 6, 
2022/8/20, 26, 38, 3, 
2022/8/21, 31, 49, 3, 
2022/8/22, 27, 48, 4, 
2022/8/23, 24, 59, 6, 1
2022/8/24, 28, 44, 6, 1
2022/8/25, 26, 52, 5, 
2022/8/26, 22, 51, 5, 
2022/8/27, 23, 44, 5, 1
2022/8/28, 19, 41, 3, 1
2022/8/29, 26, 54, 6, 1
2022/8/30, 36, 52, 9, 1
2022/8/31, 32, 58, 9, 1
2022/9/1, 32, 55, 9, 1
2022/9/2, 30, 51, 11, 1
2022/9/3, 37, 62, 8, 1
2022/9/4, 27, 56, 7, 1
2022/9/5, 30, 55, 6, 1
2022/9/6, 33, 52, 9, 1
2022/9/7, 33, 65, 10, 1
2022/9/8, 41, 44, 9, 1
2022/9/9, 46, 56, 8, 2
2022/9/10, 85, 59, 5, 2
2022/9/11, 92, 66, 7, 2
2022/9/12, 84, 58, 11, 2
2022/9/13, 73, 34, 5, 
2022/9/14, 30, 25, 7, 
2022/9/15, 27, 37, 6, 
2022/9/16, 20, 43, 3, 
2022/9/17, 17, 44, 6, 1
2022/9/18, 42, 35, 4, 
2022/9/19, 27, 37, 6, 
2022/9/20, 14, 33, 7, 1
2022/9/21, 21, 28, 5, 
2022/9/22, 21, 35, 5, 
2022/9/23, 18, 37, 5, 1
2022/9/24, 20, 39, 7, 1
2022/9/25, 25, 43, 6, 1
2022/9/26, 24, 48, 10, 1
2022/9/27, 25, 41, 11, 1
2022/9/28, 27, 33, 7, 
2022/9/29, 27, 35, 6, 
2022/9/30, 25, 34, 4, 
2022/10/1, 20, 35, 4, 
2022/4/2, 18, 34, 10, 1
2022/4/3, 19, 41, 6, 1
2022/4/4, 20, 33, 11, 1
2022/4/5, 20, 35, 3, 
2022/4/6, 17, 36, 15, 1
2022/4/7, 10, 40, 14, 2
2022/4/8, 20, 36, 12, 1
2022/4/9, 19, 40, 4, 1
2022/4/10, 21, 38, 2, 
2022/4/11, 10, 32, 8, 
2022/4/12, 20, 30, 6, 1
2022/4/13, 9, 34, 9, 1
2022/4/14, 10, 33, 9, 1
2022/4/15, 21, 33, 6, 
2022/4/16, 15, 27, 12, 1
2022/4/17, 23, 37, 5, 1
2022/4/18, 17, 38, 14, 1
2022/4/19, 31, 39, 4, 1
2022/4/20, 45, 42, 4, 1
2022/4/21, 15, 43, 6, 
2022/4/22, 55, 33, 4, 
2022/4/23, 25, 34, 5, 1
2022/4/24, 12, 37, 5, 1
2022/4/25, 15, 42, 9, 1
2022/4/26, 16, 43, 9, 1
2022/4/27, 30, 41, 13, 1
2022/4/28, 38, 41, 8, 1
2022/4/29, 35, 41, 2, 1
2022/4/30, 17, 42, 7, 1
2022/5/1, 13, 35, 7, 1
2022/5/2, 17, 38, 4, 
2022/5/3, 23, 40, 3, 
2022/5/4, 11, 33, 6, 1
2022/5/5, 13, 37, 9, 1
2022/5/6, 17, 38, 8, 1
2022/5/7, 48, 41, 1, 
2022/5/8, 64, 38, 3, 
2022/5/9, 22, 35, 2, 
2022/5/10, 17, 39, 8, 
2022/5/11, 19, 44, 9, 1
2022/5/12, 24, 37, 4, 
2022/5/13, 17, 34, 7, 1
2022/5/14, 18, 41, 6, 1
2022/5/15, 14, 44, 7, 1
2022/5/16, 22, 38, 7, 1
2022/5/17, 20, 35, 5, 
2022/5/18, 13, 42, 6, 
2022/5/19, 18, 38, 6, 1
2022/5/20, 33, 32, 2, 
2022/5/21, 10, 40, 1, 
2022/5/22, 10, 41, 2, 
2022/5/23, 15, 38, 5, 
2022/5/24, 8, 40, 6, 
2022/5/25, 14, 39, 4, 
2022/5/26, 22, 34, 11, 1
2022/5/27, 21, 49, 4, 
2022/5/28, 40, 33, 2, 
2022/5/29, 24, 34, 2, 
2022/5/30, 9, 26, 2, 
2022/5/31, 3, 32, 5, 
2022/6/1, 5, 45, 2, 
2022/6/2, 6, 52, 7, 1
2022/6/3, 18, 53, 7, 1
2022/6/4, 21, 40, 4, 
2022/6/5, 36, 31, 3, 
2022/6/6, 22, 41, 4, 
2022/6/7, 20, 47, 6, 
2022/6/8, 17, 57, 9, 1
2022/6/9, 23, 51, 7, 1
2022/6/10, 30, 54, 7, 1
2022/6/11, 32, 38, 4, 
2022/6/12, 33, 43, 3, 
2022/6/13, 49, 36, 2, 
2022/6/14, 25, 38, 4, 
2022/6/15, 19, 45, 4, 
2022/6/16, 25, 41, 6, 1
2022/6/17, 17, 42, 5, 
2022/6/18, 42, 36, 2, 
2022/6/19, 67, 44, 2, 
2022/6/20, 50, 36, 1, 
2022/6/21, 11, 48, 4, 
2022/6/22, 12, 57, 8, 1
2022/6/23, 23, 43, 5, 
2022/6/24, 39, 47, 3, 
2022/6/25, 35, 46, 4, 
2022/6/26, 19, 46, 3, 
2022/6/27, 14, 49, 5, 
2022/6/28, 21, 37, 5, 
2022/6/29, 24, 43, 3, 
2022/6/30, 30, 60, 4, 
2022/7/1, 30, 36, 2, 
2022/1/4, 53, 26, 23, 2
2022/1/5, 22, 14, 27, 4
2022/1/6, 28, 8, 26, 5
2022/1/7, 32, 29, 16, 2
2022/1/8, 15, 29, 11, 2
2022/1/9, 5, 22, 20, 2
2022/1/10, 13, 15, 27, 4
2022/1/11, 44, 10, 33, 5
2022/1/12, 81, 11, 33, 6
2022/1/13, 76, 5, 36, 7
2022/1/14, 86, 20, 25, 5
2022/1/15, 81, 21, 27, 4
2022/1/16, 64, 18, 28, 4
2022/1/17, 70, 9, 33, 5
2022/1/18, 84, 10, 37, 7
2022/1/19, 107, 12, 29, 5
2022/1/20, 88, 20, 22, 2
2022/1/21, 59, 21, 17, 2
2022/1/22, 35, 23, 18, 2
2022/1/23, 27, 21, 22, 3
2022/1/24, 44, 13, 29, 4
2022/1/25, 59, 27, 13, 1
2022/1/26, 44, 25, 21, 3
2022/1/27, 22, 26, 21, 2
2022/1/28, 26, 17, 30, 4
2022/1/29, 41, 19, 29, 4
2022/1/30, 58, 17, 33, 5
2022/1/31, 72, 25, 29, 4
2022/2/1, 55, 32, 16, 2
2022/2/2, 6, 30, 10, 1
2022/2/3, 13, 26, 19, 2
2022/2/4, 21, 23, 26, 3
2022/2/5, 47, 27, 26, 3
2022/2/6, 36, 29, 23, 3
2022/2/7, 34, 26, 27, 4
2022/2/8, 38, 20, 31, 5
2022/2/9, 52, 26, 27, 3
2022/2/10, 52, 28, 21, 3
2022/2/11, 40, 26, 21, 3
2022/2/12, 26, 31, 23, 3
2022/2/13, 36, 29, 24, 3
2022/2/14, 37, 29, 23, 4
2022/2/15, 22, 30, 12, 1
2022/2/16, 15, 27, 11, 1
2022/2/17, 17, 28, 18, 2
2022/2/18, 18, 28, 16, 2
2022/2/19, 26, 31, 17, 2
2022/2/20, 24, 32, 12, 1
2022/2/21, 12, 31, 6, 1
2022/2/22, 8, 31, 10, 1
2022/2/23, 14, 29, 3, 1
2022/2/24, 19, 30, 12, 1
2022/2/25, 31, 32, 8, 1
2022/2/26, 12, 31, 11, 1
2022/2/27, 20, 30, 20, 2
2022/2/28, 46, 25, 31, 4
2022/3/1, 53, 29, 28, 4
2022/3/2, 51, 25, 26, 4
2022/3/3, 52, 30, 18, 2
2022/3/4, 14, 38, 8, 1
2022/3/5, 11, 32, 4, 
2022/3/6, 24, 34, 6, 1
2022/3/7, 18, 35, 9, 1
2022/3/8, 14, 31, 10, 2
2022/3/9, 11, 32, 9, 1
2022/3/10, 14, 36, 7, 1
2022/3/11, 14, 34, 11, 1
2022/3/12, 21, 36, 9, 1
2022/3/13, 9, 34, 8, 1
2022/3/14, 11, 35, 12, 1
2022/3/15, 17, 32, 14, 2
2022/3/16, 21, 34, 10, 1
2022/3/17, 17, 36, 12, 1
2022/3/18, 19, 36, 13, 2
2022/3/19, 31, 41, 8, 1
2022/3/20, 28, 32, 9, 1
2022/3/21, 23, 35, 12, 1
2022/3/22, 17, 35, 11, 2
2022/3/23, 13, 38, 11, 1
2022/3/24, 15, 31, 14, 2
2022/3/25, 18, 33, 11, 1
2022/3/26, 26, 36, 8, 1
2022/3/27, 25, 38, 6, 1
2022/3/28, 18, 35, 2, 
2022/3/29, 15, 31, 3, 
2022/3/30, 28, 36, 11, 1
2022/3/31, 12, 31, 9, 1
2022/4/1, 15, 31, 11, 1
2021/10/2, 32, 41, 9, 2
2021/10/3, 25, 44, 8, 1
2021/10/4, 36, 35, 11, 2
2021/10/5, 31, 31, 10, 1
2021/10/6, 32, 29, 6, 1
2021/10/7, 15, 28, 8, 1
2021/10/8, 27, 25, 9, 1
2021/10/9, 24, 25, 6, 1
2021/10/10, 21, 29, 6, 1
2021/10/11, 33, 29, 7, 1
2021/10/12, 17, 19, 4, 1
2021/10/13, 6, 27, 7, 1
2021/10/14, 16, 23, 7, 1
2021/10/15, 13, 28, 12, 2
2021/10/16, 23, 32, 17, 3
2021/10/17, 36, 35, 13, 2
2021/10/18, 16, 31, 13, 2
2021/10/19, 13, 27, 10, 2
2021/10/20, 19, 28, 14, 2
2021/10/21, 20, 28, 19, 3
2021/10/22, 30, 29, 16, 3
2021/10/23, 19, 26, 8, 1
2021/10/24, 16, 30, 10, 1
2021/10/25, 35, 34, 3, 
2021/10/26, 13, 31, 7, 1
2021/10/27, 13, 26, 14, 2
2021/10/28, 19, 20, 15, 2
2021/10/29, 22, 22, 17, 3
2021/10/30, 29, 18, 16, 3
2021/10/31, 39, 21, 16, 4
2021/11/1, 49, 14, 20, 4
2021/11/2, 47, 24, 10, 1
2021/11/3, 23, 20, 13, 2
2021/11/4, 17, 20, 19, 3
2021/11/5, 27, 20, 21, 4
2021/11/6, 50, 30, 13, 2
2021/11/7, 15, 26, 7, 
2021/11/8, 14, 20, 16, 2
2021/11/9, 24, 25, 17, 2
2021/11/10, 36, 28, 14, 2
2021/11/11, 24, 18, 20, 3
2021/11/12, 32, 19, 18, 3
2021/11/13, 33, 20, 13, 3
2021/11/14, 24, 21, 14, 3
2021/11/15, 21, 14, 21, 4
2021/11/16, 21, 26, 10, 1
2021/11/17, 10, 27, 14, 2
2021/11/18, 11, 14, 24, 3
2021/11/19, 22, 10, 28, 5
2021/11/20, 56, 20, 17, 3
2021/11/21, 45, 21, 16, 3
2021/11/22, 23, 13, 24, 5
2021/11/23, 43, 17, 23, 4
2021/11/24, 42, 25, 11, 1
2021/11/25, 8, 23, 18, 3
2021/11/26, 26, 14, 25, 4
2021/11/27, 40, 15, 26, 5
2021/11/28, 50, 15, 25, 5
2021/11/29, 48, 10, 27, 6
2021/11/30, 57, 9, 30, 6
2021/12/1, 65, 12, 29, 6
2021/12/2, 55, 7, 27, 6
2021/12/3, 52, 10, 29, 7
2021/12/4, 63, 14, 24, 6
2021/12/5, 53, 22, 21, 4
2021/12/6, 32, 2, 36, 6
2021/12/7, 32, 13, 33, 7
2021/12/8, 47, 25, 17, 2
2021/12/9, 18, 22, 12, 1
2021/12/10, 18, 23, 11, 1
2021/12/11, 20, 21, 19, 2
2021/12/12, 19, 27, 14, 2
2021/12/13, 12, 25, 10, 1
2021/12/14, 15, 30, 6, 1
2021/12/15, 14, 32, 9, 2
2021/12/16, 12, 28, 17, 2
2021/12/17, 14, 24, 22, 3
2021/12/18, 30, 23, 23, 3
2021/12/19, 18, 15, 33, 5
2021/12/20, 60, 8, 43, 8
2021/12/21, 103, 10, 45, 8
2021/12/22, 105, 3, 49, 10
2021/12/23, 122, 29, 12, 1
2021/12/24, 25, 31, 7, 1
2021/12/25, 3, 34, 1, 
2021/12/26, 2, 35, 5, 
2021/12/27, 4, 31, 6, 1
2021/12/28, 5, 27, 13, 1
2021/12/29, 5, 32, 16, 2
2021/12/30, 22, 30, 4, 
2021/12/31, 4, 29, 10, 1
2022/1/1, 15, 27, 13, 1
2022/1/2, 16, 24, 24, 3
2022/1/3, 25, 11, 38, 6
2021/7/2, 23, 53, 4, 1
2021/7/3, 26, 53, 4, 
2021/7/4, 35, 53, 3, 
2021/7/5, 41, 44, 2, 
2021/7/6, 29, 48, 3, 
2021/7/7, 39, 50, 5, 1
2021/7/8, 34, 53, 7, 1
2021/7/9, 42, 48, 5, 1
2021/7/10, 51, 65, 6, 1
2021/7/11, 63, 74, 6, 2
2021/7/12, 88, 78, 9, 2
2021/7/13, 77, 46, 6, 1
2021/7/14, 51, 51, 4, 
2021/7/15, 34, 57, 4, 1
2021/7/16, 41, 60, 4, 
2021/7/17, 43, 58, 3, 
2021/7/18, 42, 67, 4, 
2021/7/19, 41, 47, 5, 
2021/7/20, 39, 56, 4, 
2021/7/21, 27, 55, 5, 
2021/7/22, 32, 42, 4, 
2021/7/23, 29, 55, 4, 
2021/7/24, 34, 68, 8, 1
2021/7/25, 72, 64, 6, 2
2021/7/26, 96, 73, 8, 2
2021/7/27, 77, 49, 5, 1
2021/7/28, 28, 52, 5, 1
2021/7/29, 24, 59, 5, 
2021/7/30, 34, 64, 4, 
2021/7/31, 23, 59, 4, 
2021/8/1, 26, 58, 2, 
2021/8/2, 21, 42, 5, 1
2021/8/3, 25, 55, 6, 1
2021/8/4, 49, 80, 6, 2
2021/8/5, 75, 53, 10, 2
2021/8/6, 66, 43, 4, 3
2021/8/7, 110, 66, 6, 3
2021/8/8, 132, 74, 7, 3
2021/8/9, 118, 43, 6, 2
2021/8/10, 90, 49, 8, 3
2021/8/11, 98, 41, 9, 2
2021/8/12, 44, 47, 9, 1
2021/8/13, 38, 57, 6, 1
2021/8/14, 46, 51, 6, 1
2021/8/15, 50, 58, 6, 4
2021/8/16, 119, 62, 7, 3
2021/8/17, 126, 43, 8, 2
2021/8/18, 89, 38, 7, 4
2021/8/19, 104, 44, 5, 4
2021/8/20, 105, 51, 7, 3
2021/8/21, 65, 45, , 1
2021/8/22, 47, 51, , 2
2021/8/23, 44, 49, 7, 1
2021/8/24, 25, 52, 6, 2
2021/8/25, 37, 42, 6, 1
2021/8/26, 46, 58, 7, 2
2021/8/27, 65, 50, 8, 3
2021/8/28, 97, 47, 7, 3
2021/8/29, 87, 72, 7, 3
2021/8/30, 81, 51, 12, 3
2021/8/31, 80, 39, 9, 2
2021/9/1, 56, 44, 6, 1
2021/9/2, 44, 43, 6, 1
2021/9/3, 51, 46, 4, 1
2021/9/4, 59, 54, 5, 2
2021/9/5, 70, 57, 4, 1
2021/9/6, 12, 52, 6, 1
2021/9/7, 34, 58, 10, 3
2021/9/8, 76, 73, 13, 3
2021/9/9, 68, 50, 12, 2
2021/9/10, 62, 39, 8, 2
2021/9/11, 43, 33, 7, 1
2021/9/12, 47, 46, 4, 1
2021/9/13, 29, 42, 7, 1
2021/9/14, 19, 48, 8, 1
2021/9/15, 47, 56, 11, 2
2021/9/16, 48, 36, 8, 1
2021/9/17, 46, 42, 11, 2
2021/9/18, 57, 36, 3, 1
2021/9/19, 24, 34, 1, 
2021/9/20, 18, 32, 3, 1
2021/9/21, 12, 40, 6, 1
2021/9/22, 15, 41, 13, 2
2021/9/23, 26, 41, 14, 2
2021/9/24, 39, 41, 10, 2
2021/9/25, 44, 46, 8, 2
2021/9/26, 44, 45, 8, 2
2021/9/27, 36, 47, 12, 2
2021/9/28, 38, 32, 6, 1
2021/9/29, 35, 33, 7, 2
2021/9/30, 8, 34, 11, 2
2021/10/1, 25, 38, 10, 2
2021/4/2, 39, 40, 16, 2
2021/4/3, 32, 43, 12, 2
2021/4/4, 28, 38, 8, 1
2021/4/5, 20, 32, 8, 1
2021/4/6, 30, 33, 3, 
2021/4/7, 8, 38, 10, 1
2021/4/8, 14, 35, 12, 1
2021/4/9, 21, 42, 8, 1
2021/4/10, 16, 37, 13, 2
2021/4/11, 21, 52, 4, 1
2021/4/12, 31, 45, 10, 1
2021/4/13, 20, 32, 1, 
2021/4/14, 11, 29, 2, 
2021/4/15, 11, 27, 7, 
2021/4/16, 18, 30, 5, 1
2021/4/17, 11, 38, 2, 1
2021/4/18, 9, 39, 8, 1
2021/4/19, 16, 33, 8, 1
2021/4/20, 21, 38, 3, 1
2021/4/21, 14, 38, 5, 1
2021/4/22, 11, 42, 5, 1
2021/4/23, 16, 40, 6, 1
2021/4/24, 17, 39, 8, 1
2021/4/25, 24, 34, 5, 1
2021/4/26, 21, 30, 6, 1
2021/4/27, 6, 33, 10, 1
2021/4/28, 12, 36, 10, 2
2021/4/29, 21, 40, 9, 1
2021/4/30, 16, 48, 11, 2
2021/5/1, 17, 37, 6, 2
2021/5/2, 16, 35, 2, 
2021/5/3, 21, 34, 1, 
2021/5/4, 8, 37, 5, 1
2021/5/5, 15, 42, 6, 1
2021/5/6, 19, 45, 8, 1
2021/5/7, 25, 40, 4, 1
2021/5/8, 33, 37, 2, 1
2021/5/9, 17, 36, 4, 1
2021/5/10, 11, 37, 2, 
2021/5/11, 16, 38, 5, 1
2021/5/12, 13, 44, 6, 1
2021/5/13, 23, 43, 7, 1
2021/5/14, 29, 43, 3, 
2021/5/15, 28, 47, 2, 
2021/5/16, 33, 41, 1, 
2021/5/17, 21, 39, 3, 
2021/5/18, 12, 40, 5, 1
2021/5/19, 23, 42, 7, 1
2021/5/20, 37, 39, 2, 
2021/5/21, 37, 45, 4, 1
2021/5/22, 40, 47, 1, 1
2021/5/23, 35, 39, 1, 
2021/5/24, 17, 39, 4, 1
2021/5/25, 8, 38, 6, 1
2021/5/26, 4, 37, 4, 
2021/5/27, 10, 46, 6, 1
2021/5/28, 14, 42, 6, 1
2021/5/29, 27, 46, 5, 1
2021/5/30, 26, 42, 4, 
2021/5/31, 16, 44, 2, 
2021/6/1, 21, 43, 6, 1
2021/6/2, 28, 51, 6, 1
2021/6/3, 23, 59, 7, 2
2021/6/4, 34, 56, 7, 1
2021/6/5, 33, 45, 2, 1
2021/6/6, 20, 51, 3, 1
2021/6/7, 51, 45, 4, 1
2021/6/8, 66, 44, 2, 
2021/6/9, 39, 39, 2, 
2021/6/10, 32, 39, 1, 
2021/6/11, 49, 51, 4, 1
2021/6/12, 20, 60, 5, 1
2021/6/13, 35, 45, 4, 1
2021/6/14, 34, 35, 7, 1
2021/6/15, 30, 26, 14, 1
2021/6/16, 40, 55, 9, 1
2021/6/17, 54, 61, 6, 1
2021/6/18, 55, 55, 7, 1
2021/6/19, 48, 50, 3, 
2021/6/20, 47, 35, 3, 
2021/6/21, 28, 55, 2, 
2021/6/22, 15, 48, 5, 1
2021/6/23, 34, 49, 6, 1
2021/6/24, 35, 36, 4, 
2021/6/25, 44, 41, 4, 
2021/6/26, 24, 45, 1, 
2021/6/27, 9, 42, 1, 
2021/6/28, 1, 35, 1, 
2021/6/29, 12, 44, 1, 
2021/6/30, 18, 39, 4, 
2021/7/1, 17, 50, 4, 
2021/1/5, 39, 27, 14, 2
2021/1/6, 23, 19, 25, 4
2021/1/7, 20, 18, 28, 5
2021/1/8, 41, 17, 26, 4
2021/1/9, 48, 23, 21, 3
2021/1/10, 45, 19, 23, 3
2021/1/11, 37, 15, 27, 3
