date, pm25, pm10, o3, no2, so2, co
2023/4/4, 90, 44, 15, 7, , 5
2023/4/5, 86, 57, 35, 15, 6, 10
2023/4/6, 98, 81, 46, 18, 8, 12
2023/4/7, 152, 71, 52, 14, 9, 11
2023/4/8, 133, 71, 53, 13, 6, 12
2023/4/9, 136, 81, 58, 16, 11, 16
2023/4/10, 144, 71, 56, 12, 9, 14
2023/4/11, 145, , , , , 
2023/1/3, 166, 119, 3, 7, 1, 13
2023/1/4, 185, , , , , 
2023/1/8, 200, 138, 5, 8, 1, 10
2023/1/9, 205, 130, 13, 10, 1, 10
2023/1/10, 191, 112, 20, 11, 3, 11
2023/1/11, 177, 137, 5, 9, 2, 10
2023/1/12, 205, 128, 15, 10, 2, 10
2023/1/13, 196, 109, 7, 10, 1, 9
2023/1/14, 180, 90, 6, 10, 1, 6
2023/1/15, 155, 107, 4, 10, 1, 13
2023/1/16, 176, 105, 13, 12, 1, 9
2023/1/17, 168, 115, 7, 9, 1, 11
2023/1/18, 184, 125, 2, 10, 1, 12
2023/1/19, 190, 133, 6, 11, 1, 13
2023/1/20, 195, 150, 4, 10, 1, 22
2023/1/21, 214, 177, 6, 10, 2, 27
2023/1/22, 247, 158, 7, 11, 1, 19
2023/1/23, 216, 119, 21, 10, 2, 17
2023/1/24, 186, 118, 11, 8, 1, 17
2023/1/25, 187, 118, 29, 7, 3, 18
2023/1/26, 183, 102, 9, 6, 2, 13
2023/1/27, 172, 111, 7, 7, 2, 16
2023/1/28, 175, 104, 5, 7, 2, 15
2023/1/29, 168, 97, 6, 7, 2, 12
2023/1/30, 163, 112, 11, 6, 2, 16
2023/1/31, 173, 133, 8, 6, 2, 21
2023/2/1, 180, 102, 13, 5, 3, 17
2023/2/2, 163, 83, 11, 4, 2, 12
2023/2/3, 158, 98, 12, 4, 2, 13
2023/2/4, 168, 128, 34, 3, 3, 21
2023/2/5, 190, 101, 8, 2, 2, 16
2023/2/6, 170, 103, 19, 1, 3, 17
2023/2/7, 169, 69, 7, , 2, 12
2023/2/8, 149, 70, 20, , 4, 11
2023/2/9, 130, 95, 15, , 2, 13
2023/2/10, 160, 129, 14, , 3, 20
2023/2/11, 178, 85, 13, , 3, 14
2023/2/12, 161, 79, 11, , 3, 12
2023/2/13, 148, 85, 10, , 3, 11
2023/2/14, 144, 119, 10, , 3, 17
2023/2/15, 172, 139, 10, , 3, 22
2023/2/16, 182, 134, 16, 3, 3, 21
2023/2/17, 181, 95, 15, 8, 2, 13
2023/2/18, 159, 78, 6, 13, 2, 11
2023/2/19, 152, 73, 12, 13, 2, 11
2023/2/20, 142, 64, 22, 12, 2, 9
2023/2/21, 125, 69, 23, 13, 3, 11
2023/2/22, 134, 69, 20, 13, 4, 10
2023/2/23, 135, 64, 25, 13, 2, 10
2023/2/24, 122, 71, 30, 13, 3, 10
2023/2/25, 137, 89, 19, 12, 3, 13
2023/2/26, 157, 102, 22, 11, 3, 14
2023/2/27, 169, 77, 23, 12, 3, 12
2023/2/28, 155, 85, 36, 11, 3, 12
2023/3/1, 155, 78, 36, 14, 3, 12
2023/3/2, 154, 82, 21, 34, 4, 14
2023/3/3, 147, 83, 26, 24, 4, 15
2023/3/4, 139, 96, 33, 16, 6, 15
2023/3/5, 160, 93, 21, 15, 4, 14
2023/3/6, 154, 84, 35, 17, 5, 14
2023/3/7, 156, 82, 26, 13, 4, 12
2023/3/8, 146, 88, 38, 17, 5, 13
2023/3/9, 160, 85, 32, 19, 3, 13
2023/3/10, 154, 97, 27, 20, 5, 15
2023/3/11, 165, 90, 25, 17, 4, 14
