date, pm25, pm10, o3, no2, so2, co
2023/4/2, 14, 26, 5, 18, 1, 4
2023/4/3, 14, 23, 10, 26, 1, 5
2023/4/4, 12, 33, 6, 23, 1, 6
2023/4/5, 19, 29, 6, 28, 1, 9
2023/4/6, 16, 14, 8, 19, 1, 7
2023/4/7, 46, 14, 6, 18, 1, 7
2023/4/8, 12, 14, 9, 28, 1, 7
2023/4/9, 3, 22, 12, 28, 1, 7
2023/4/10, 4, 28, 7, 27, , 6
2023/4/11, 12, 31, , 17, , 
2023/4/12, 25, , , , , 
2023/1/3, 57, 55, 1, 83, 6, 7
2023/1/4, 65, 69, 1, 72, 7, 9
2023/1/5, 109, 71, 1, 68, 5, 9
2023/1/6, 114, 48, 1, 52, 5, 6
2023/1/7, 67, 47, 1, 35, 5, 6
2023/1/8, 81, 37, 1, 34, 4, 5
2023/1/9, 64, 34, 1, 31, 4, 4
2023/1/10, 61, 24, 2, 25, 4, 3
2023/1/11, 34, 36, 2, 25, 4, 5
2023/1/12, 59, 24, 2, 46, 3, 6
2023/1/13, 25, 36, 3, 48, 3, 7
2023/1/14, 18, 47, 3, 52, 4, 8
2023/1/15, 20, 53, 3, 54, 3, 11
2023/1/16, 30, 54, 2, 62, 4, 13
2023/1/17, 38, 55, 3, 40, 3, 12
2023/1/18, 49, 19, 3, 24, 3, 10
2023/1/19, 9, 17, 2, 52, 3, 16
2023/1/20, 4, 37, 3, 45, 1, 14
2023/1/21, 20, 44, 3, 67, 1, 20
2023/1/22, 50, 46, 3, 55, 1, 13
2023/1/23, 29, 54, 3, 74, 2, 16
2023/1/24, 34, 58, 3, 71, 2, 16
2023/1/25, 38, 48, 3, 44, 1, 13
2023/1/26, 27, 48, 3, 52, 1, 14
2023/1/27, 25, 54, 3, 35, 2, 15
2023/1/28, 35, 54, 4, 22, 1, 8
2023/1/29, 18, 12, 3, 16, 1, 8
2023/1/30, 2, 13, 3, 28, 1, 10
2023/1/31, 3, 23, 3, 24, 1, 10
2023/2/1, 11, 17, 3, 25, 1, 11
2023/2/2, 12, 14, 3, 23, 1, 11
2023/2/3, 6, 17, 3, 30, 1, 11
2023/2/4, 3, 17, 3, 34, 1, 12
2023/2/5, 4, 31, 4, 39, 2, 13
2023/2/6, 16, 29, 4, 19, 1, 10
2023/2/7, 19, 11, 4, 10, 1, 10
2023/2/8, 1, 10, 3, 13, 5, 12
