date, pm25
2021/7/8, 100
2021/7/9, 117
2021/7/10, 135
2021/7/11, 193
2021/7/12, 168
2021/7/13, 207
2021/7/14, 101
2021/7/15, 110
2021/7/16, 146
2021/7/17, 138
2021/7/18, 119
2021/7/19, 118
2021/7/20, 121
2021/7/21, 160
2021/7/22, 129
2021/7/23, 115
2021/7/24, 110
2021/7/25, 95
2021/7/26, 166
2021/7/27, 139
2021/7/28, 173
2021/7/29, 202
2021/7/30, 167
2021/7/31, 167
2021/8/1, 132
2021/8/2, 113
2021/8/3, 97
2021/8/4, 103
2021/8/5, 134
2021/8/6, 177
2021/8/7, 134
2021/8/8, 98
2021/8/9, 115
2021/8/10, 107
2021/8/11, 117
2021/8/12, 121
2021/8/13, 116
2021/8/14, 139
2021/8/15, 152
2021/8/16, 134
2021/8/17, 138
2021/8/18, 170
2021/8/19, 137
2021/8/20, 183
2021/8/21, 176
2021/8/22, 122
2021/8/23, 177
2021/8/24, 132
2021/8/25, 124
2021/8/26, 126
2021/8/27, 138
2021/8/28, 134
2021/8/29, 130
2021/8/30, 118
2021/8/31, 107
2021/9/1, 100
2021/9/2, 116
2021/9/3, 125
2021/9/4, 157
2021/9/5, 170
2021/9/6, 135
2021/9/7, 125
2021/9/8, 144
2021/9/9, 150
2021/9/10, 142
2021/9/11, 205
2021/9/12, 159
2021/9/13, 202
2021/9/14, 150
2021/9/15, 162
2021/9/16, 135
2021/9/17, 138
2021/9/18, 128
2021/9/19, 118
2021/9/20, 132
2021/9/21, 131
2021/9/22, 195
2021/9/23, 143
2021/9/24, 118
2021/9/25, 118
2021/9/26, 135
2021/9/27, 129
2021/9/28, 158
2021/9/29, 234
2021/9/30, 206
2021/10/1, 181
2021/4/2, 98
2021/4/3, 85
2021/4/4, 65
2021/4/5, 84
2021/4/6, 88
2021/4/7, 90
2021/4/8, 65
2021/4/9, 63
2021/4/10, 67
2021/4/11, 64
2021/4/12, 76
2021/4/13, 78
2021/4/14, 70
2021/4/15, 111
2021/4/16, 73
2021/4/17, 70
2021/4/18, 77
2021/4/19, 63
2021/4/20, 75
2021/4/21, 87
2021/4/22, 82
2021/4/23, 109
2021/4/24, 82
2021/4/25, 66
2021/4/26, 71
2021/4/27, 70
2021/4/28, 128
2021/4/29, 100
2021/4/30, 80
2021/5/1, 177
2021/5/2, 153
2021/5/3, 125
2021/5/4, 133
2021/5/5, 134
2021/5/6, 110
2021/5/7, 67
2021/5/8, 94
2021/5/9, 76
2021/5/10, 67
2021/5/11, 117
2021/5/12, 90
2021/5/13, 88
2021/5/14, 98
2021/5/15, 105
2021/5/16, 114
2021/5/17, 122
2021/5/18, 89
2021/5/19, 82
2021/5/20, 61
2021/5/21, 70
2021/5/22, 71
2021/5/25, 84
2021/5/26, 159
2021/5/27, 99
2021/5/28, 118
2021/5/29, 124
