date, pm25, pm10, o3, no2, so2, co
2023/4/2, 56, 20, 44, 3, , 2
2023/4/3, 50, 7, 20, 3, , 2
2023/4/4, 48, 9, 21, 2, , 1
2023/4/5, 46, 10, 24, 2, , 1
2023/4/6, 48, 9, 26, 4, , 2
2023/4/7, 40, 5, 26, 2, , 1
2023/4/8, 19, 76, 19, 3, 1, 1
2023/4/9, 19, 4, 21, , , 1
2023/4/10, 16, 3, 28, 1, , 1
2023/4/11, 21, 2, 27, 1, , 1
2023/4/12, 29, , , , , 
2023/1/3, 32, , 19, , , 
2023/1/4, 41, , 32, , , 
2023/1/5, 36, , 32, , , 
2023/1/6, 43, , 36, , , 
2023/1/7, 48, 11, 36, 9, , 1
2023/1/8, 46, 7, 20, 9, , 1
2023/1/9, 34, 10, 27, 8, , 2
2023/1/10, 37, 8, 24, 12, , 3
2023/1/11, 48, 8, 20, 6, , 1
2023/1/12, 32, 14, 31, 4, , 
2023/1/13, 33, 7, 28, 5, 1, 
2023/1/14, 36, 7, 25, 4, 1, 
2023/1/15, 36, , 32, , , 
2023/1/16, 61, , 30, , , 
2023/1/17, 21, , 24, , , 
2023/1/18, 29, , 25, , , 
2023/1/19, 31, , 29, , , 
2023/1/20, 31, , 21, , , 
2023/1/21, 22, , 26, , , 
2023/1/22, 21, 6, 25, 3, , 1
2023/1/23, 23, 5, 25, 7, 1, 1
2023/1/24, 31, 6, 24, 4, , 1
2023/1/25, 32, 3, 28, 2, , 
2023/1/26, 16, 8, 29, 6, , 
2023/1/27, 24, 7, 31, 15, , 1
2023/1/28, 31, 9, 33, 8, 1, 
2023/1/29, 26, 8, 24, 5, , 
2023/1/30, 23, 8, 8, 12, , 
2023/1/31, 33, 10, 4, 5, 1, 
2023/2/1, 25, 5, 9, 3, , 2
2023/2/2, 17, 4, 8, 4, , 2
2023/2/3, 16, 7, 29, 6, 1, 1
2023/2/4, 28, 8, 30, 7, , 2
2023/2/5, 37, 12, 36, 12, , 3
2023/2/6, 43, 13, 38, 11, , 6
