date, pm25, pm10, o3, no2, so2, co
2023/4/2, 23, 9, , 27, , 3
2023/4/3, 22, , 27, , , 
2023/4/7, 17, 7, 35, 6, , 1
2023/4/8, 17, 13, 37, 7, , 2
2023/4/9, 33, 22, 43, 10, , 3
2023/4/10, 51, 23, 46, 18, , 2
2023/4/11, 49, 23, 31, 17, , 2
2023/4/12, 45, , , , , 
2023/1/3, 55, 17, , 8, , 2
2023/1/4, 46, 11, , 11, , 2
2023/1/5, 40, 17, , 12, , 2
2023/1/6, 57, 11, , 13, , 2
2023/1/7, 32, 12, , 10, , 2
2023/1/8, 40, 16, , 6, , 2
2023/1/9, 51, 28, , 14, , 3
2023/1/10, 64, 26, , 16, , 3
2023/1/11, 69, 33, , 15, , 3
2023/1/12, 86, 18, , 13, , 2
2023/1/13, 44, 10, , 14, , 2
2023/1/14, 18, 11, , 8, , 2
2023/1/15, 40, 13, , 7, , 1
2023/1/16, 47, 11, , 8, , 2
2023/1/17, 37, 11, , 6, , 2
2023/1/18, 32, 7, , 6, , 2
2023/1/19, 19, 7, , 9, , 2
2023/1/20, 19, 8, , 11, , 2
2023/1/21, 22, 12, , 7, , 2
2023/1/22, 40, 22, , 10, , 2
2023/1/23, 55, 19, , 9, , 2
2023/1/24, 49, 20, , 14, , 2
2023/1/25, 55, 20, , 16, , 3
2023/1/26, 56, 20, , 14, , 2
2023/1/27, 54, 20, , 10, , 2
2023/1/28, 40, 23, , 10, , 2
2023/1/29, 38, 29, , 8, , 2
2023/1/30, 29, 55, , 14, , 2
2023/1/31, 51, 50, , 19, , 2
2023/2/1, 55, 42, , 14, , 2
2023/2/2, 56, 35, , 10, , 2
2023/2/3, 48, 26, , 14, , 2
2023/2/4, 31, 20, , 9, , 2
2023/2/5, 41, 27, , 10, , 2
2023/2/6, 56, 25, , 14, , 3
2023/2/7, 66, 17, , 10, , 2
2023/2/8, 47, 18, , 21, , 3
2023/2/9, 45, 20, , 11, , 2
2023/2/10, 58, 19, , 12, , 2
2023/2/11, 24, 18, , 6, , 2
2023/2/12, 24, 15, , 7, , 2
2023/2/13, 28, 15, , 15, , 2
2023/2/14, 35, 16, , 15, , 2
2023/2/15, 33, 9, , 7, , 1
2023/2/16, 21, 8, , 9, , 1
2023/2/17, 14, 23, , 14, , 2
2023/2/18, 26, 27, , 10, , 2
2023/2/19, 38, 15, , 5, , 2
2023/2/20, 29, 18, , 12, , 2
2023/2/21, 51, 17, , 9, , 2
2023/2/22, 32, 8, , 4, , 1
2023/2/23, 25, 11, , 7, , 2
2023/2/24, 21, 16, , 9, , 1
2023/2/25, 19, 18, , 8, , 2
2023/2/26, 39, 24, , 6, , 2
2023/2/27, 40, 9, , 6, , 1
2023/2/28, 26, 10, , 12, , 2
2023/3/1, 30, 15, , 10, , 2
2023/3/2, 47, 8, , 8, , 1
2023/3/3, 23, 13, , 8, , 2
2023/3/4, 42, 19, , 8, , 2
2023/3/5, 59, 13, , 6, , 1
2023/3/6, 44, 12, , 7, , 1
2023/3/7, 39, 6, , 10, , 2
2023/3/8, 16, 7, , 7, , 1
2023/3/9, 18, 7, , 6, , 1
2023/3/10, 17, 5, , 11, , 2
2023/3/11, 12, 5, , 5, , 1
