date, pm25, pm10, o3, no2, so2, co
2023/4/2, 46, , 36, 20, 1, 6
2023/4/3, 51, , 30, 27, 1, 8
2023/4/4, 61, , 55, 24, 1, 7
2023/4/5, 73, , 42, 7, 1, 6
2023/4/6, 79, , 34, 6, 1, 7
2023/4/7, 58, , 47, 12, 1, 6
2023/4/8, 64, , 45, 12, 1, 10
2023/4/9, 75, , 38, 19, 1, 7
2023/4/10, 78, , 33, 15, 1, 6
2023/4/11, 89, , 39, 4, 1, 4
2023/4/12, 92, , , , , 
2023/1/3, 59, , 26, 15, 1, 5
2023/1/4, 64, , 23, 20, 1, 6
2023/1/5, 61, , 26, 22, 1, 6
2023/1/6, 63, , 24, 11, 1, 6
2023/1/7, 44, , 25, 9, 1, 6
2023/1/8, 48, , 25, 19, 1, 7
2023/1/9, 54, , 20, 27, 1, 6
2023/1/10, 51, , 22, 38, 1, 8
2023/1/11, 57, , 27, 31, 1, 8
2023/1/12, 63, , 26, 25, 1, 5
2023/1/13, 55, , 27, 11, 1, 
2023/1/14, 46, , 31, 6, 1, 
2023/1/15, 37, , 28, 13, 1, 7
2023/1/16, 34, , 27, 22, 1, 7
2023/1/17, 54, , 32, 25, 1, 8
2023/1/18, 54, , 29, 27, 1, 9
2023/1/19, 69, , 21, 32, 1, 9
2023/1/20, 60, , 29, 27, 1, 8
2023/1/21, 65, , 35, 19, 1, 9
2023/1/22, 73, , 31, 26, 1, 11
2023/1/23, 72, , 28, 29, 1, 10
2023/1/24, 82, , 37, 23, 3, 7
2023/1/25, 98, , 37, 25, 2, 10
2023/1/26, 87, , 37, 29, 3, 9
2023/1/27, 94, , 30, 26, 1, 9
2023/1/28, 97, , 37, 7, 1, 5
2023/1/29, 73, , 33, 18, 1, 8
2023/1/30, 83, , 36, 19, 1, 6
2023/1/31, 58, , 38, 5, 1, 5
2023/2/1, 29, , , , , 
2023/2/3, 47, , 24, 13, 1, 5
2023/2/4, 44, , 36, 5, 1, 4
2023/2/5, 33, , 35, 13, 1, 5
2023/2/6, 29, , 31, 6, 1, 4
2023/2/7, 50, , 30, 5, 1, 5
2023/2/8, 47, , 31, 10, 1, 5
2023/2/9, 33, , 29, 16, 1, 6
2023/2/10, 36, , 32, 11, 1, 6
2023/2/11, 50, , 30, 8, 1, 5
2023/2/12, 45, , 32, 18, 1, 6
2023/2/13, 60, , 35, 24, 2, 6
2023/2/14, 59, , 36, 31, 1, 7
2023/2/15, 71, , 29, 25, 1, 7
2023/2/16, 74, , 28, 23, 1, 6
2023/2/17, 50, , 39, 24, 1, 7
2023/2/18, 67, , 40, 15, 1, 7
2023/2/19, 64, , 39, 23, 1, 7
2023/2/20, 65, , 35, 17, 1, 7
2023/2/21, 70, , 33, 17, 1, 7
2023/2/22, 54, , 29, 26, 1, 7
2023/2/23, 57, , 30, 20, 1, 8
2023/2/24, 54, , 36, 17, 1, 8
2023/2/25, 61, , 33, 11, 1, 7
2023/2/26, 62, , 39, 21, 1, 6
2023/2/27, 66, , 35, 30, 2, 7
2023/2/28, 87, , 36, 33, 3, 5
2023/3/1, 118, , 32, 36, 2, 5
2023/3/2, 105, , 26, 44, 2, 8
2023/3/3, 112, , 46, 8, 1, 4
2023/3/4, 105, , 43, 13, 1, 4
2023/3/5, 106, , 38, 27, 2, 5
2023/3/6, 103, , 49, 6, 1, 3
2023/3/7, 97, , 38, 14, 1, 3
2023/3/8, 38, , 39, 7, 1, 3
2023/3/9, 27, , 35, 17, 1, 4
2023/3/10, 34, , 38, 20, 1, 5
2023/3/11, 48, , 47, 18, 1, 5
2023/3/12, 54, , 35, 31, 2, 6
2023/3/13, 59, , 40, 16, 1, 4
2023/3/14, 59, , 33, 19, 1, 5
2023/3/15, 70, , 36, 12, 1, 4
2023/3/16, 42, , 37, 19, 1, 4
2023/3/17, 44, , 38, 15, 2, 
2023/3/18, 53, , 39, 7, 1, 
2023/3/19, 49, , 38, 6, 1, 4
2023/3/20, 36, , 35, 11, 1, 4
2023/3/21, 42, , 30, 13, 1, 5
2023/3/22, 42, , 31, 18, 1, 6
2023/3/23, 39, , 25, 24, 1, 6
2023/3/24, 56, , 33, 21, 1, 7
2023/3/25, 66, , 30, 9, 1, 5
2023/3/26, 69, , 35, 7, 1, 5
2023/3/27, 66, , 32, 11, 1, 6
2023/3/28, 58, , 39, 22, 1, 7
2023/3/29, 64, , 38, 13, 1, 6
2023/3/30, 59, , 40, 5, 1, 5
2023/3/31, 48, , 38, 4, 1, 4
2023/4/1, 40, , 39, 7, 1, 5
2022/10/2, 58, , 27, 10, 1, 7
2022/10/3, 60, , 32, 11, 1, 6
2022/10/4, 62, , 47, 6, 1, 5
2022/10/5, 52, , 43, 4, 1, 6
2022/10/6, 57, , 35, 13, 1, 6
2022/10/7, 60, , 39, 7, 1, 5
2022/10/8, 49, , 39, 4, 2, 6
2022/10/9, 48, , 36, 8, 1, 
2022/10/10, 54, , 40, 8, 2, 
2022/10/11, 57, , 42, 16, 2, 6
2022/10/12, 59, , 40, 15, 1, 6
2022/10/13, 56, , 34, 11, 1, 6
2022/10/14, 56, , 34, 11, 1, 7
2022/10/15, 59, , 36, 7, 1, 6
2022/10/16, 58, , 39, 18, 2, 8
2022/10/17, 63, , 40, 8, 1, 6
2022/10/18, 70, , 37, 16, 1, 7
2022/10/19, 52, , 41, 17, 1, 8
2022/10/20, 59, , 35, 17, 1, 7
2022/10/21, 65, , 36, 8, 1, 6
2022/10/22, 66, , 35, 9, 2, 7
2022/10/23, 67, , 36, 18, 2, 8
2022/10/24, 75, , 40, 17, 2, 6
2022/10/25, 63, , 26, 24, 2, 7
2022/10/26, 83, , 26, 27, 2, 10
2022/10/27, 117, , 39, 20, 1, 8
2022/10/28, 95, , 46, 17, 1, 9
2022/10/29, 81, , 49, 13, 1, 8
2022/10/30, 87, , 43, 17, 1, 8
2022/10/31, 91, , 40, 13, 1, 7
2022/11/1, 76, , 35, 18, 1, 9
2022/11/2, 62, , 33, 19, 1, 7
2022/11/3, 69, , 48, 21, 1, 7
2022/11/4, 65, , 56, 19, 1, 8
2022/11/5, 73, , 73, 14, 2, 8
2022/11/6, 67, , 39, 17, 1, 8
2022/11/7, 65, , 42, 23, 2, 7
2022/11/8, 59, , 25, 17, 1, 7
2022/11/9, 62, , 24, 21, 1, 7
2022/11/10, 39, , 34, 23, 2, 8
2022/11/11, 50, , , 21, , 8
2022/11/12, 64, , 41, 17, 5, 8
2022/11/13, 77, , 31, 21, 3, 7
