date, pm25, pm10
2020/3/11, 115, 32
2020/3/12, 133, 36
2020/3/13, 111, 47
2020/3/14, 145, 18
2020/3/15, 109, 25
2020/3/16, 93, 24
2020/3/17, 90, 24
2020/3/21, 103, 11
2020/3/22, 102, 15
2020/3/23, 99, 34
2020/3/24, 70, 36
2020/3/25, 88, 43
2020/3/26, 105, 48
2020/3/27, 114, 49
2020/3/28, 113, 22
2020/3/29, 58, 29
2020/3/30, 80, 44
2020/3/31, 91, 48
2020/4/1, 117, 45
2019/10/2, 24, 
2019/10/3, 49, 10
2019/10/4, 66, 9
2019/10/5, 56, 
2019/10/6, 54, 
2019/10/7, 63, 
2019/10/8, 73, 
2019/10/9, 79, 
2019/10/13, 76, 
2019/10/14, 80, 
2019/10/15, 94, 10
2019/10/16, 97, 7
2019/10/17, 90, 7
2019/10/18, 84, 
2019/10/19, 86, 
2019/10/20, 94, 
2019/10/21, 100, 
2019/10/22, 108, 
2019/10/23, 108, 113
2019/10/24, 121, 84
2019/10/25, 113, 97
2019/10/26, 136, 76
2019/10/27, 114, 66
2019/10/29, 141, 
2019/10/30, 111, 
2019/10/31, 90, 56
2019/11/1, 87, 
2019/11/2, 108, 
2019/11/3, 117, 
2019/11/4, 117, 
2019/11/5, 101, 20
2019/11/6, 106, 28
2019/11/7, 146, 25
2019/11/8, 139, 27
2019/11/9, 142, 20
2019/11/10, 127, 18
2019/11/11, 105, 20
2019/11/12, 99, 22
2019/11/13, 116, 23
2019/11/14, 125, 35
2019/11/15, 124, 29
2019/11/16, 110, 28
2019/11/17, 100, 24
2019/11/18, 98, 29
2019/11/19, 122, 37
2019/11/20, 149, 38
2019/11/21, 160, 73
2019/11/22, 158, 88
2019/11/23, 154, 53
2019/11/24, 156, 25
2019/11/25, 158, 34
2019/11/26, 151, 45
2019/11/27, 157, 93
2019/11/28, 150, 70
2019/11/29, 134, 64
2019/11/30, 139, 
2019/12/1, 121, 51
2019/12/2, 120, 49
2019/12/3, 122, 40
2019/12/4, 125, 64
2019/12/5, 147, 71
2019/12/6, 161, 50
2019/12/7, 156, 
2019/12/8, 156, 61
2019/12/9, 140, 52
2019/12/10, 135, 55
2019/12/11, 139, 45
2019/12/12, 132, 45
2019/12/13, 155, 
2019/12/14, 144, 36
2019/12/15, 98, 55
2019/12/16, 121, 51
2019/12/17, 137, 45
2019/12/18, 123, 51
2019/12/19, 124, 60
2019/12/20, 149, 63
2019/12/21, 151, 60
2019/12/22, 163, 59
2019/12/23, 150, 49
2019/12/24, 153, 47
2019/12/25, 146, 47
2019/12/26, 155, 51
2019/12/27, 152, 36
2019/12/28, 158, 
2019/12/30, 265, 
2019/7/2, 95, 9
2019/7/3, 62, 
2019/7/4, 38, 
2019/7/5, 51, 7
2019/7/6, 52, 5
2019/7/7, 28, 4
2019/7/8, 34, 6
2019/7/9, 41, 6
2019/7/10, 34, 6
2019/7/11, 39, 5
2019/7/12, 15, 3
2019/7/13, 16, 4
2019/7/14, 36, 6
2019/7/15, 47, 7
2019/7/16, 82, 
2019/7/17, 79, 
2019/7/18, 76, 
2019/7/19, 48, 
2019/7/20, 55, 
2019/7/21, 61, 
2019/7/22, 67, 
2019/7/23, 66, 
2019/7/24, 61, 
2019/7/25, 58, 
2019/7/26, 40, 
2019/7/27, 38, 
2019/7/30, 52, 
2019/7/31, 35, 
2019/8/1, 45, 
2019/8/2, 45, 
2019/8/3, 51, 
2019/8/4, 47, 
2019/8/5, 44, 
2019/8/6, 36, 
2019/8/7, 41, 
2019/8/8, 28, 
2019/8/13, 46, 
2019/8/14, 33, 
2019/8/15, 42, 
2019/8/16, 36, 
2019/8/17, 36, 
2019/8/18, 30, 
2019/8/19, 51, 
2019/8/20, 44, 
2019/8/21, 50, 
2019/8/22, 64, 
2019/8/23, 54, 
2019/8/24, 63, 
2019/8/25, 33, 
2019/8/26, 41, 
2019/8/27, 59, 
2019/8/28, 59, 
2019/8/29, 54, 
2019/8/30, 55, 
2019/8/31, 51, 
2019/9/1, 30, 
2019/9/2, 47, 
2019/9/3, 56, 
2019/9/4, 53, 
2019/9/5, 37, 
2019/9/6, 41, 
2019/9/7, 30, 
2019/9/8, 33, 
2019/9/9, 39, 
2019/9/10, 44, 
2019/9/11, 42, 
2019/9/12, 64, 
2019/9/13, 58, 
2019/9/14, 37, 
2019/9/15, 43, 
2019/9/16, 56, 
2019/9/17, 60, 
2019/9/18, 52, 
2019/9/19, 43, 
2019/9/20, 53, 
2019/9/21, 66, 
2019/9/22, 51, 
2019/9/23, 60, 
2019/9/24, 58, 
2019/9/25, 68, 
2019/9/26, 36, 
2019/9/27, 27, 
2019/9/28, 32, 
2019/9/29, 22, 
2019/9/30, 38, 
2019/10/1, 52, 
2019/4/2, 90, 
2019/4/3, 83, 
2019/4/4, 141, 
2019/4/5, 158, 
2019/4/6, 169, 
2019/4/7, 134, 
2019/4/8, 78, 
2019/4/10, 113, 
2019/4/11, 105, 
2019/4/12, 103, 
2019/4/13, 121, 
2019/4/14, 130, 
2019/4/15, 126, 
2019/4/16, 110, 
2019/4/17, 123, 
2019/4/18, 71, 
2019/4/19, 90, 
2019/4/20, 103, 
2019/4/21, 103, 
2019/4/22, 144, 
2019/4/23, 152, 
2019/4/24, 145, 
2019/4/25, 154, 
2019/4/26, 138, 
2019/4/27, 129, 
2019/4/28, 157, 
2019/4/29, 150, 
2019/4/30, 158, 
2019/5/1, 159, 
2019/5/2, 141, 
2019/5/3, 121, 
2019/5/4, 134, 
2019/5/5, 94, 
2019/5/6, 106, 
2019/5/7, 146, 
2019/5/8, 165, 
2019/5/9, 171, 
2019/5/10, 176, 
2019/5/11, 174, 
2019/5/12, 161, 
2019/5/13, 128, 
2019/5/14, 132, 
2019/5/15, 134, 
2019/5/16, 114, 
2019/5/17, 122, 
2019/5/18, 108, 
2019/5/19, 141, 
2019/5/20, 128, 
2019/5/21, 214, 
2019/5/22, 162, 
2019/5/23, 145, 
2019/5/24, 124, 
2019/5/25, 171, 
2019/5/26, 113, 
2019/5/27, 87, 
2019/5/28, 130, 
2019/5/29, 128, 
2019/5/30, 140, 
2019/5/31, 134, 
2019/6/1, 122, 
2019/6/2, 102, 
2019/6/3, 80, 
2019/6/4, 78, 
2019/6/5, 84, 
2019/6/6, 84, 
2019/6/7, 78, 
2019/6/8, 47, 
2019/6/9, 64, 
2019/6/10, 81, 1
2019/6/11, 91, 18
2019/6/12, 102, 16
2019/6/13, 86, 16
2019/6/14, 90, 27
2019/6/15, 107, 1
2019/6/16, 98, 12
2019/6/17, 131, 23
2019/6/18, 116, 13
2019/6/19, 78, 18
2019/6/20, 94, 15
2019/6/21, 86, 14
2019/6/22, 77, 5
2019/6/23, 40, 6
2019/6/24, 47, 8
2019/6/25, 59, 10
2019/6/26, 66, 14
2019/6/27, 83, 9
2019/6/28, 65, 13
2019/6/29, 86, 14
2019/6/30, 90, 16
2019/7/1, 94, 15
2019/1/2, 168, 
2019/1/3, 161, 
2019/1/4, 149, 
2019/1/5, 152, 
2019/1/6, 179, 
2019/1/7, 181, 
2019/1/8, 163, 
2019/1/9, 155, 
2019/1/10, 163, 
2019/1/11, 166, 
2019/1/12, 179, 
2019/1/13, 188, 
2019/1/14, 184, 
2019/1/15, 158, 
2019/1/16, 170, 
2019/1/17, 166, 
2019/1/18, 173, 
2019/1/19, 170, 
2019/1/20, 160, 
2019/1/21, 163, 
2019/1/22, 176, 
2019/1/23, 172, 
2019/1/24, 98, 
2019/1/25, 141, 
2019/1/26, 149, 
2019/1/27, 122, 
2019/1/28, 170, 
2019/1/29, 145, 
2019/1/30, 131, 
2019/1/31, 143, 
2019/2/1, 160, 
2019/2/2, 171, 
2019/2/3, 162, 
2019/2/4, 151, 
2019/2/5, 153, 
2019/2/6, 170, 
2019/2/7, 160, 
2019/2/8, 149, 
2019/2/9, 102, 
2019/2/10, 61, 
2019/2/11, 107, 
2019/2/12, 136, 
2019/2/13, 140, 
2019/2/14, 145, 
2019/2/15, 167, 
2019/2/16, 148, 
2019/2/17, 110, 
2019/2/18, 97, 
2019/2/19, 115, 
2019/2/20, 134, 
2019/2/21, 127, 
2019/2/22, 132, 
2019/2/23, 141, 
2019/2/24, 125, 
2019/2/25, 129, 
2019/2/26, 83, 
2019/2/27, 100, 
2019/2/28, 98, 
2019/3/6, 115, 
2019/3/7, 127, 
2019/3/8, 136, 
2019/3/9, 133, 
2019/3/10, 136, 
2019/3/11, 137, 
2019/3/12, 137, 
2019/3/13, 131, 
2019/3/14, 149, 
2019/3/15, 132, 
2019/3/16, 115, 
2019/3/17, 130, 
2019/3/18, 146, 
2019/3/19, 147, 
2019/3/20, 146, 
2019/3/21, 126, 
2019/3/22, 108, 
2019/3/23, 126, 
2019/3/24, 141, 
2019/3/25, 185, 
2019/3/26, 201, 
2019/3/27, 110, 
2019/3/28, 92, 
2019/3/29, 126, 
2019/3/30, 153, 
2019/3/31, 170, 
2019/4/1, 144, 
2018/10/2, 101, 82
2018/10/3, 100, 79
2018/10/10, 97, 91
2018/10/11, 112, 90
2018/10/12, 101, 92
2018/10/13, 78, 72
2018/10/14, 55, 105
2018/10/15, 72, 96
2018/10/16, 96, 90
2018/10/17, 112, 73
2018/10/18, 124, 83
2018/10/19, 135, 74
2018/10/24, 108, 133
2018/10/25, 110, 105
2018/10/26, 112, 153
2018/10/27, 98, 144
2018/10/28, 100, 125
2018/10/29, 100, 108
2018/10/30, 100, 149
2018/10/31, 98, 197
2018/11/1, 109, 135
2018/11/2, 103, 121
2018/11/3, 107, 108
2018/11/4, 105, 146
2018/11/5, 120, 168
2018/11/6, 130, 132
2018/11/7, 125, 101
2018/11/8, 126, 94
2018/11/9, 138, 83
2018/11/10, 128, 77
2018/11/11, 112, 86
2018/11/12, 106, 93
2018/11/13, 113, 98
2018/11/14, 134, 104
2018/11/15, 137, 139
2018/11/16, 142, 154
2018/11/17, 138, 118
2018/11/18, 138, 63
2018/11/19, 142, 62
2018/11/20, 163, 63
2018/11/21, 168, 60
2018/11/22, 176, 130
2018/11/23, 166, 128
2018/11/24, 150, 119
2018/11/25, 150, 177
2018/11/26, 148, 120
2018/11/27, 138, 124
2018/11/28, 136, 129
2018/11/29, 153, 112
2018/11/30, 143, 93
2018/12/1, 133, 83
2018/12/2, 138, 87
2018/12/3, 142, 92
2018/12/4, 155, 89
2018/12/5, 162, 95
2018/12/6, 164, 81
2018/12/7, 149, 73
2018/12/8, 147, 75
2018/12/9, 148, 75
2018/12/10, 144, 60
2018/12/11, 142, 62
2018/12/12, 138, 58
2018/12/13, 129, 72
2018/12/14, 143, 72
2018/12/15, 145, 67
2018/12/16, 150, 68
2018/12/17, 151, 63
2018/12/18, 195, 52
2018/12/19, 161, 71
2018/12/20, 175, 63
2018/12/21, 180, 53
2018/12/22, 169, 
2018/12/23, 159, 
2018/12/24, 160, 
2018/12/25, 153, 
2018/12/26, 147, 
2018/12/27, 146, 
2018/12/29, 167, 
2018/12/30, 170, 
2018/12/31, 186, 
2018/7/2, 42, 
2018/7/4, 48, 
2018/7/5, 50, 
2018/7/6, 56, 
2018/7/10, 53, 
2018/7/11, 45, 
2018/7/12, 42, 
2018/7/13, 33, 
2018/7/14, 37, 
2018/7/15, 38, 
2018/7/16, 39, 
2018/7/17, 36, 
2018/7/18, 38, 
2018/7/19, 33, 
2018/7/20, 35, 
2018/7/21, 51, 
2018/7/22, 36, 
2018/7/23, 41, 
2018/7/24, 38, 
2018/7/25, 38, 
2018/7/26, 34, 
2018/7/27, 33, 
2018/7/28, 39, 
2018/7/29, 31, 
2018/7/30, 37, 
2018/7/31, 50, 
2018/8/1, 38, 
2018/8/2, 42, 
2018/8/3, 43, 
2018/8/4, 42, 
2018/8/5, 48, 
2018/8/6, 52, 
2018/8/7, 47, 
2018/8/8, 50, 
2018/8/9, 39, 
2018/8/10, 56, 
2018/8/11, 59, 
2018/8/12, 41, 
2018/8/13, 56, 
2018/8/14, 37, 
2018/8/15, 56, 
2018/8/16, 36, 
2018/8/17, 44, 
2018/8/18, 41, 
2018/8/19, 37, 
2018/8/20, 43, 69
2018/8/21, 47, 51
2018/8/22, 46, 46
2018/8/23, 42, 35
2018/8/24, 30, 38
2018/8/25, 34, 32
2018/8/26, 38, 52
2018/8/27, 45, 28
2018/8/28, 33, 30
2018/8/29, 41, 33
2018/8/30, 32, 35
2018/8/31, 39, 38
2018/9/1, 38, 38
2018/9/2, 43, 55
2018/9/3, 43, 55
2018/9/4, 44, 61
2018/9/5, 59, 54
2018/9/6, 56, 44
2018/9/7, 50, 50
2018/9/8, 41, 47
2018/9/9, 44, 48
2018/9/10, 51, 35
2018/9/11, 48, 38
2018/9/12, 39, 54
2018/9/13, 55, 61
2018/9/14, 58, 63
2018/9/15, 65, 60
2018/9/16, 64, 55
2018/9/17, 72, 57
2018/9/18, 71, 61
2018/9/19, 61, 58
2018/9/20, 69, 59
2018/9/21, 72, 38
2018/9/22, 47, 54
2018/9/23, 46, 56
2018/9/24, 54, 65
2018/9/25, 66, 73
2018/9/26, 83, 70
2018/9/27, 77, 69
2018/9/28, 74, 74
2018/9/29, 72, 71
2018/9/30, 76, 75
2018/10/1, 87, 89
2018/4/2, 172, 
2018/4/3, 161, 
2018/4/4, 134, 
2018/4/5, 127, 
2018/4/6, 111, 
2018/4/7, 125, 
2018/4/8, 107, 
2018/4/9, 132, 
2018/4/10, 137, 
2018/4/11, 125, 
2018/4/12, 120, 
2018/4/13, 100, 
2018/4/14, 100, 
2018/4/15, 124, 
2018/4/16, 156, 
2018/4/17, 163, 
2018/4/18, 149, 
2018/4/19, 126, 
2018/4/20, 129, 
2018/4/21, 138, 
2018/4/22, 115, 
2018/4/23, 134, 
2018/4/24, 163, 
2018/4/25, 188, 
2018/4/26, 168, 
2018/4/27, 172, 
2018/4/28, 142, 
2018/4/29, 126, 
2018/4/30, 112, 
2018/5/1, 93, 
2018/5/2, 99, 
2018/5/3, 112, 
2018/5/4, 89, 
2018/5/5, 106, 
2018/5/6, 96, 
2018/5/7, 113, 
2018/5/8, 127, 
2018/5/9, 125, 
2018/5/10, 91, 
2018/5/11, 111, 
2018/5/12, 121, 
2018/5/13, 130, 
2018/5/14, 122, 
2018/5/15, 77, 
2018/5/16, 93, 
2018/5/17, 102, 
2018/5/18, 78, 
2018/5/19, 112, 
2018/5/20, 115, 
2018/5/21, 109, 
2018/5/22, 119, 
2018/5/23, 110, 
2018/5/24, 93, 
2018/5/25, 76, 
2018/5/26, 109, 
2018/5/27, 140, 
2018/5/28, 147, 
2018/5/29, 111, 
2018/5/30, 117, 
2018/5/31, 101, 
2018/6/1, 120, 
2018/6/2, 107, 
2018/6/3, 81, 
2018/6/4, 103, 
2018/6/5, 101, 
2018/6/6, 64, 
2018/6/7, 62, 
2018/6/8, 59, 
2018/6/9, 71, 
2018/6/10, 77, 
2018/6/11, 49, 
2018/6/12, 57, 
2018/6/13, 72, 
2018/6/14, 97, 
2018/6/15, 89, 
2018/6/16, 138, 
2018/6/17, 109, 
2018/6/19, 142, 
2018/6/20, 127, 
2018/6/21, 119, 
2018/6/22, 101, 
2018/6/23, 114, 
2018/6/24, 112, 
2018/6/25, 103, 
2018/6/26, 91, 
2018/6/27, 77, 
2018/6/28, 63, 
2018/6/29, 44, 
2018/6/30, 54, 
2018/7/1, 35, 
2018/1/2, 146, 
2018/1/3, 135, 
2018/1/4, 141, 
2018/1/5, 142, 
2018/1/6, 140, 
2018/1/7, 150, 
2018/1/8, 152, 
2018/1/9, 155, 
2018/1/10, 169, 
2018/1/11, 187, 
2018/1/12, 176, 
2018/1/13, 185, 
2018/1/14, 175, 
2018/1/15, 163, 
2018/1/16, 160, 
2018/1/17, 146, 
2018/1/18, 158, 
2018/1/19, 158, 
2018/1/20, 169, 
2018/1/21, 166, 
2018/1/22, 157, 
2018/1/23, 167, 
2018/1/24, 166, 
2018/1/25, 148, 
2018/1/26, 150, 
2018/1/27, 163, 
2018/1/28, 156, 
2018/1/29, 169, 
2018/1/30, 177, 
2018/1/31, 181, 
2018/2/1, 182, 
2018/2/2, 185, 
2018/2/3, 185, 
2018/2/4, 181, 
2018/2/5, 162, 
2018/2/6, 162, 
2018/2/7, 165, 
2018/2/8, 169, 
2018/2/9, 141, 
2018/2/10, 145, 
2018/2/11, 133, 
2018/2/12, 150, 
2018/2/13, 202, 
2018/2/14, 177, 
2018/2/15, 171, 
2018/2/16, 142, 
2018/2/17, 161, 
2018/2/18, 167, 
2018/2/19, 168, 
2018/2/20, 172, 
2018/2/21, 171, 
2018/2/28, 112, 
2018/3/1, 161, 
2018/3/2, 167, 
2018/3/3, 152, 
2018/3/4, 115, 
2018/3/5, 148, 
2018/3/6, 128, 
2018/3/7, 122, 
2018/3/8, 148, 
2018/3/9, 168, 
2018/3/10, 158, 
2018/3/11, 159, 
2018/3/12, 177, 
2018/3/13, 161, 
2018/3/14, 159, 
2018/3/15, 167, 
2018/3/16, 166, 
2018/3/17, 94, 
2018/3/18, 136, 
2018/3/19, 170, 
2018/3/20, 188, 
2018/3/21, 190, 
2018/3/22, 192, 
2018/3/23, 184, 
2018/3/24, 169, 
2018/3/25, 178, 
2018/3/26, 195, 
2018/3/27, 205, 
2018/3/28, 178, 
2018/3/29, 196, 
2018/3/30, 143, 
2018/3/31, 118, 
2018/4/1, 109, 
2017/10/2, 46, 
2017/10/3, 48, 
2017/10/4, 60, 
2017/10/5, 51, 
2017/10/6, 59, 
2017/10/7, 52, 
2017/10/8, 62, 
2017/10/9, 65, 
2017/10/10, 76, 
2017/10/11, 76, 
2017/10/12, 77, 
2017/10/13, 72, 
2017/10/14, 69, 
2017/10/15, 89, 
2017/10/16, 147, 
2017/10/17, 148, 
2017/10/18, 134, 
2017/10/19, 114, 
2017/10/20, 105, 
2017/10/21, 93, 
2017/10/22, 66, 
2017/10/23, 78, 
2017/10/24, 124, 
2017/10/28, 137, 
2017/10/29, 123, 
2017/10/30, 80, 
2017/10/31, 73, 
2017/11/14, 156, 
2017/11/15, 131, 
2017/11/16, 134, 
2017/11/17, 165, 
2017/11/18, 129, 
2017/11/19, 114, 
2017/11/20, 102, 
2017/11/21, 139, 
2017/11/22, 122, 
2017/11/23, 117, 
2017/11/24, 121, 
2017/11/25, 123, 
2017/11/26, 139, 
2017/11/27, 137, 
2017/11/28, 130, 
2017/11/29, 144, 
2017/11/30, 160, 
2017/12/1, 172, 
2017/12/2, 164, 
2017/12/3, 154, 
2017/12/4, 147, 
2017/12/5, 142, 
2017/12/6, 132, 
2017/12/7, 132, 
2017/12/8, 125, 
2017/12/9, 132, 
2017/12/20, 154, 
2017/12/21, 160, 
2017/12/22, 155, 
2017/12/23, 145, 
2017/12/24, 145, 
2017/12/25, 154, 
2017/12/26, 157, 
2017/12/27, 156, 
2017/12/28, 167, 
2017/12/29, 160, 
2017/12/30, 163, 
2017/12/31, 170, 
2017/7/2, 57, 
2017/7/3, 58, 
2017/7/4, 60, 
2017/7/5, 38, 
2017/7/6, 50, 
2017/7/7, 63, 
2017/7/8, 59, 
2017/7/9, 61, 
2017/7/10, 60, 
2017/7/11, 63, 
2017/7/12, 54, 
2017/7/13, 53, 
2017/7/14, 61, 
2017/7/15, 62, 
2017/7/16, 42, 
2017/7/17, 50, 
2017/7/18, 54, 
2017/7/19, 45, 
2017/7/20, 51, 
2017/7/21, 45, 
2017/7/22, 47, 
2017/7/23, 35, 
2017/7/24, 36, 
2017/7/25, 30, 
2017/7/26, 36, 
2017/7/27, 39, 
2017/7/28, 50, 
2017/7/29, 65, 
2017/7/30, 57, 
2017/7/31, 49, 
2017/8/1, 60, 
2017/8/2, 51, 
2017/8/3, 46, 
2017/8/4, 43, 
2017/8/5, 45, 
2017/8/6, 47, 
2017/8/7, 58, 
2017/8/8, 46, 
2017/8/9, 57, 
2017/8/10, 62, 
2017/8/11, 59, 
2017/8/12, 50, 
2017/8/13, 44, 
2017/8/14, 49, 
2017/8/15, 58, 
2017/8/16, 48, 
2017/8/17, 55, 
2017/8/18, 56, 
2017/8/19, 55, 
2017/8/20, 50, 
2017/8/21, 47, 
2017/8/22, 50, 
2017/8/23, 52, 
2017/8/24, 63, 
2017/8/25, 65, 
2017/8/26, 55, 
2017/8/27, 40, 
2017/8/28, 48, 
2017/8/29, 44, 
2017/8/30, 56, 
2017/8/31, 51, 
2017/9/1, 47, 
2017/9/2, 55, 
2017/9/3, 44, 
2017/9/4, 49, 
2017/9/5, 57, 
2017/9/6, 77, 
2017/9/7, 73, 
2017/9/12, 72, 
2017/9/13, 67, 
2017/9/14, 63, 
2017/9/15, 81, 
2017/9/16, 95, 
2017/9/17, 105, 
2017/9/18, 90, 
2017/9/19, 43, 
2017/9/20, 56, 
2017/9/21, 61, 
2017/9/22, 46, 
2017/9/23, 68, 
2017/9/24, 67, 
2017/9/25, 75, 
2017/9/26, 79, 
2017/9/27, 90, 
2017/9/28, 88, 
2017/9/29, 101, 
2017/9/30, 82, 
2017/10/1, 57, 
2017/4/2, 133, 
2017/4/3, 113, 
2017/4/4, 111, 
2017/4/5, 128, 
2017/4/6, 133, 
2017/4/7, 134, 
2017/4/8, 130, 
2017/4/9, 96, 
2017/4/10, 128, 
2017/4/11, 147, 
2017/4/12, 179, 
2017/4/13, 194, 
2017/4/14, 213, 
2017/4/15, 192, 
2017/4/16, 124, 
2017/4/17, 150, 
2017/4/18, 149, 
2017/4/19, 156, 
2017/4/20, 170, 
2017/4/21, 132, 
2017/4/22, 124, 
2017/4/23, 117, 
2017/4/24, 84, 
2017/4/25, 99, 
2017/4/26, 121, 
2017/4/27, 134, 
2017/4/28, 147, 
2017/5/4, 144, 
2017/5/5, 125, 
2017/5/6, 137, 
2017/5/7, 157, 
2017/5/8, 176, 
2017/5/9, 158, 
2017/5/10, 91, 
2017/5/11, 105, 
2017/5/12, 134, 
2017/5/13, 115, 
2017/5/14, 93, 
2017/5/15, 92, 
2017/5/16, 93, 
2017/5/17, 106, 
2017/5/18, 101, 
2017/5/19, 104, 
2017/5/20, 106, 
2017/5/21, 110, 
2017/5/22, 115, 
2017/5/23, 105, 
2017/5/24, 116, 
2017/5/25, 129, 
2017/5/26, 132, 
2017/5/27, 119, 
2017/5/28, 79, 
2017/5/29, 81, 
2017/5/30, 95, 
2017/5/31, 103, 
2017/6/1, 102, 
2017/6/2, 86, 
2017/6/3, 94, 
2017/6/4, 115, 
2017/6/5, 125, 
2017/6/6, 131, 
2017/6/7, 104, 
2017/6/8, 115, 
2017/6/9, 114, 
2017/6/10, 103, 
2017/6/11, 101, 
2017/6/12, 100, 
2017/6/13, 110, 
2017/6/14, 98, 
2017/6/15, 139, 
2017/6/16, 119, 
2017/6/17, 99, 
2017/6/18, 86, 
2017/6/19, 99, 
2017/6/20, 109, 
2017/6/21, 102, 
2017/6/22, 68, 
2017/6/23, 68, 
2017/6/24, 78, 
2017/6/25, 80, 
2017/6/26, 60, 
2017/6/27, 59, 
2017/6/28, 65, 
2017/6/29, 76, 
2017/6/30, 44, 
2017/7/1, 58, 
2017/3/24, 145, 
2017/3/25, 149, 
2017/3/26, 104, 
2017/3/27, 159, 
2017/3/28, 158, 
2017/3/29, 162, 
2017/3/30, 157, 
2017/3/31, 144, 
2017/4/1, 149, 
2023/2/26, , 106
2023/2/27, , 17
2023/2/28, , 26
2023/3/1, , 20
2023/3/2, , 79
2023/3/3, , 83
2021/9/10, , 9
2021/9/13, , 7
2021/9/14, , 9
2021/9/15, , 8
2021/9/18, , 9
2021/9/19, , 7
2021/9/20, , 7
2021/9/21, , 5
2021/9/22, , 6
2021/9/23, , 7
2020/10/31, , 27
2020/11/1, , 24
2020/11/2, , 24
2020/1/19, , 44
2020/1/20, , 35
2020/1/21, , 53
2020/3/18, , 21
2020/3/19, , 22
2020/3/20, , 18
2019/10/28, , 64
2018/10/4, , 87
2018/10/5, , 90
2018/10/6, , 87
2018/10/7, , 92
2018/10/8, , 104
2018/10/9, , 87
2018/10/20, , 77
2018/10/21, , 75
2018/10/22, , 91
2018/10/23, , 103
