date, pm25, pm10, o3, no2, so2, co
2023/4/2, 33, 17, 33, 9, 5, 3
2023/4/3, 55, 11, 22, 9, 10, 3
2023/4/4, 38, 11, 31, 8, 13, 3
2023/4/5, 42, 17, 29, 9, 12, 3
2023/4/6, 59, 18, 41, 8, 14, 3
2023/4/7, 60, 27, 39, 15, 13, 5
2023/4/8, 79, 26, 49, 11, 14, 3
2023/4/9, 75, 25, 33, 7, 14, 2
2023/4/10, 79, 25, 28, 12, 30, 4
2023/4/11, 80, 33, 67, 11, 12, 6
2023/4/12, 96, , , , , 
2023/1/30, 85, 40, 26, 14, 21, 5
2023/1/31, 106, 56, 11, 22, 27, 8
2023/2/1, 145, 53, 16, 23, 23, 7
2023/2/2, 135, 76, 14, 29, 31, 4
2023/2/3, 173, 27, 19, 18, 22, 3
2023/2/4, 76, 31, 24, 15, 13, 2
2023/2/5, 88, 7, 27, 5, 6, 1
2023/2/6, 26, 15, 25, 7, 10, 2
2023/2/7, 45, 22, 22, 10, 13, 3
2023/2/8, 69, 33, 24, 11, 15, 4
2023/2/9, 96, 35, 28, 14, 12, 3
2023/2/10, 93, 51, 22, 18, 29, 5
2023/2/11, 129, 66, 31, 20, 30, 5
2023/2/12, 158, 94, 4, 29, 43, 10
2023/2/13, 197, 77, 17, 20, 29, 7
2023/2/14, 176, 89, 4, 29, 35, 6
2023/2/15, 193, 59, 28, 19, 20, 2
2023/2/16, 140, 64, 27, 23, 14, 3
2023/2/17, 156, 61, 30, 22, 16, 2
2023/2/18, 145, 59, 20, 21, 17, 2
2023/2/19, 145, 36, 39, 12, 8, 1
2023/2/20, 110, 35, 32, 17, 12, 
2023/2/21, 90, 42, 27, 17, 10, 
2023/2/22, 113, 41, 33, 17, 11, 
2023/2/23, 109, 38, 37, 16, 7, 
2023/2/24, 105, 39, 45, 15, 6, 
2023/2/25, 95, 18, 46, 9, 3, 
2023/2/26, 47, 9, 38, 8, 13, 
2023/2/27, 33, 14, 10, 12, 20, 
2023/2/28, 52, 25, 12, 14, 36, 
2023/3/1, 79, 38, 6, 13, 27, 1
2023/3/2, 103, 61, 7, 21, 23, 1
2023/3/3, 154, 64, 7, 20, 19, 
2023/3/4, 160, 54, 15, 18, 16, 
2023/3/5, 143, 43, 31, 13, 14, 
2023/3/6, 118, 47, 37, 17, 11, 
2023/3/7, 127, 25, 48, 16, 8, 
2023/3/8, 70, 21, 45, 14, 7, 
2023/3/9, 63, 19, 47, 13, 7, 
2023/3/10, 54, 29, 27, 16, 8, 
2023/3/11, 88, 17, 21, 14, 5, 
2023/3/12, 58, 18, 45, 10, 8, 
2023/3/13, 56, 32, 31, 15, 8, 
2023/3/14, 87, 30, 50, 14, 6, 
2023/3/15, 80, 7, 31, 9, 7, 1
2023/3/16, 27, 17, 32, 11, 8, 3
2023/3/17, 53, 36, 42, 15, 8, 3
2023/3/18, 95, 36, 46, 16, 9, 3
2023/3/19, 98, 29, 39, 12, 7, 3
2023/3/20, 82, 30, 34, 17, 9, 4
2023/3/21, 79, 29, 31, 14, 8, 4
2023/3/22, 75, 30, 36, 14, 8, 3
2023/3/23, 79, 28, 41, 13, 6, 2
2023/3/24, 74, 22, 49, 10, 4, 2
2023/3/25, 62, 17, 55, 11, 3, 2
2023/3/26, 48, 8, 67, 4, 2, 2
2023/3/27, 29, 4, 57, 5, 4, 1
2023/3/28, 13, 7, 40, 8, 7, 2
2023/3/29, 24, 20, 43, 12, 5, 3
2023/3/30, 61, 12, 44, 8, 3, 2
2023/3/31, 36, 15, 57, 10, 4, 2
2023/4/1, 43, 11, 56, 8, 5, 2
2022/10/2, 22, 11, 24, 6, 4, 1
2022/10/3, 35, 13, 24, 8, 1, 1
2022/10/4, 39, 16, 25, 7, 2, 1
2022/10/5, 45, 22, 22, 8, 2, 1
2022/10/6, 60, 25, 25, 10, 6, 2
2022/10/7, 65, 28, 21, 10, 7, 2
2022/10/8, 74, 29, 17, 8, 2, 2
2022/10/9, 78, 35, 29, 9, 10, 2
2022/10/10, 94, 40, 15, 9, 3, 3
2022/10/11, 102, 41, 15, 9, 10, 2
2022/10/12, 105, 37, 19, 6, 6, 2
2022/10/13, 98, , , , , 
2022/10/21, 63, 37, 8, 15, 6, 3
2022/10/22, 90, 55, 19, 16, 7, 2
2022/10/23, 128, 39, 23, 12, 4, 1
2022/10/24, 95, 50, 12, 15, 2, 2
2022/10/25, 97, 55, 3, 18, 4, 2
2022/10/26, 112, 55, 19, 14, 6, 1
2022/10/27, 127, 45, 15, 13, 7, 1
2022/10/28, 113, 39, 17, 12, 5, 1
2022/10/29, 100, 41, 21, 12, 5, 1
2022/10/30, 105, 49, 3, 13, 7, 1
2022/10/31, 119, 56, , 14, 8, 1
2022/11/1, 128, 63, 13, 17, 5, 1
2022/11/2, 134, 63, 9, 16, 8, 1
2022/11/3, 135, 62, 16, 17, 9, 1
2022/11/4, 135, 44, 32, 10, 4, 1
2022/11/5, 106, 7, 20, 7, 15, 1
2022/11/6, 29, 13, 13, 8, 18, 
2022/11/7, 46, 19, 8, 6, 6, 1
2022/11/8, 64, , 8, , , 
2022/11/11, 137, 45, 17, 17, 16, 2
2022/11/12, 113, 31, 21, 11, 6, 
2022/11/13, 90, 34, 11, 13, 7, 1
2022/11/14, 95, 66, 7, 17, 11, 2
2022/11/15, 159, 65, 2, 14, 8, 
2022/11/16, 161, 52, 2, 22, 10, 
2022/11/17, 135, 31, 12, 13, 7, 
2022/11/18, 86, 35, 21, 16, 9, 
2022/11/19, 93, 29, 5, 13, 8, 
2022/11/20, 89, 13, 10, 8, 20, 
2022/11/21, 51, 22, 15, 11, 11, 
2022/11/22, 68, 12, 25, 10, 5, 
2022/11/23, 40, 10, 20, 11, 12, 
2022/11/24, 37, 27, 7, 14, 17, 
2022/11/25, 80, 45, 6, 14, 6, 1
2022/11/26, 125, 50, 4, 15, 9, 1
2022/11/27, 135, 73, 2, 15, 21, 1
2022/11/28, 170, 50, 13, 14, 10, 
2022/11/29, 133, 53, 9, 15, 20, 
2022/11/30, 143, 39, 3, 12, 16, 
2022/12/1, 112, 25, 2, 9, 16, 
2022/12/2, 79, 33, 2, 10, 13, 
2022/12/3, 101, 65, 3, 16, 14, 
2022/12/4, 161, 50, 25, 11, 13, 
2022/12/5, 117, 56, 3, 19, 15, 5
2022/12/6, 141, 49, 6, 18, 15, 8
2022/12/7, 128, 48, 2, 18, 20, 15
2022/12/8, 130, 42, 4, 17, 9, 
2022/12/9, 114, 41, 36, 11, 7, 
2022/12/10, 102, 23, 33, 5, 1, 
2022/12/11, 44, 13, 12, 10, 18, 
2022/12/12, 42, 18, 12, 11, 27, 
2022/12/13, 59, 40, 6, 14, 15, 
2022/12/14, 112, 66, 3, 17, 15, 
2022/12/15, 165, 70, 2, 16, 6, 
2022/12/16, 170, , , , , 
2022/7/2, 47, 22, 47, 6, 19, 1
2022/7/3, 48, 19, 42, 4, 7, 1
2022/7/4, 49, 26, 30, 5, , 1
2022/7/5, 66, 22, 34, 9, 3, 1
2022/7/6, 54, 14, 34, 6, 5, 1
2022/7/7, 40, 11, 39, 5, 4, 1
2022/7/8, 31, 12, 31, 8, 6, 1
2022/7/9, 40, 8, 25, 4, 5, 1
2022/7/10, 24, 7, 31, 4, 5, 1
2022/7/11, 19, 6, 30, 5, 8, 1
2022/7/12, 15, 7, 29, 6, 5, 1
2022/7/13, 19, 9, 34, 6, 13, 1
2022/7/14, 22, 11, 43, 8, 6, 1
2022/7/15, 25, 15, 43, 10, 11, 1
2022/7/16, 35, 18, 48, 6, 5, 1
2022/7/17, 44, 13, 40, 4, 3, 1
2022/7/18, 36, 11, 39, 7, 6, 1
2022/7/19, 26, 13, 38, 7, 7, 1
2022/7/20, 27, 15, 40, 11, 5, 1
2022/7/21, 36, 18, 49, 13, 5, 1
2022/7/22, 42, 22, 62, 16, 11, 1
2022/7/23, 52, 27, 60, 14, 3, 1
2022/7/24, 62, 26, 57, 11, 10, 1
2022/7/25, 68, 17, 50, 10, 9, 1
2022/7/26, 49, 20, 47, 10, 7, 1
2022/7/27, 48, 17, 35, 4, , 1
2022/7/28, 49, 12, 34, 7, 13, 1
2022/7/29, 41, 15, 41, 8, 4, 1
2022/7/30, 48, 15, 35, 8, 4, 1
2022/7/31, 45, 9, 37, 5, 6, 1
2022/8/1, 29, 11, 30, 11, 7, 1
2022/8/2, 30, 13, 32, 11, 10, 1
2022/8/3, 38, 13, 39, 9, 9, 1
2022/8/4, 37, 19, 43, 9, 5, 1
2022/8/5, 54, 19, 49, 8, 3, 1
2022/8/6, 56, , , , , 
2022/8/11, 56, 11, 27, 6, 3, 1
2022/8/12, 31, 13, 26, 9, 3, 1
2022/8/13, 36, 10, 24, 7, 2, 1
2022/8/14, 35, 12, 35, 4, 23, 1
2022/8/15, 44, 15, 32, 7, 1, 1
2022/8/16, 45, 15, 32, 9, 8, 1
2022/8/17, 39, 14, 37, 8, 5, 1
2022/8/18, 38, 23, 47, 12, 2, 1
2022/8/19, 52, 34, 29, 10, 1, 1
2022/8/20, 61, 29, 24, 9, 5, 1
2022/8/21, 59, 9, 24, 6, 7, 1
2022/8/22, 29, 6, 28, 6, 21, 1
