date, pm25
2023/4/2, 85
2023/4/3, 100
2023/4/4, 104
2023/4/5, 108
2023/4/6, 128
2023/4/7, 111
2023/4/8, 75
2023/4/9, 102
2023/4/10, 139
2023/4/11, 129
2023/1/3, 152
2023/1/4, 162
2023/1/5, 165
2023/1/6, 114
2023/1/7, 146
2023/1/8, 189
2023/1/9, 134
2023/1/10, 175
2023/1/11, 96
2023/1/12, 99
2023/1/13, 156
2023/1/14, 168
2023/1/15, 181
2023/1/16, 123
2023/1/17, 171
2023/1/18, 177
2023/1/19, 95
2023/1/20, 95
2023/1/21, 105
2023/1/22, 183
2023/1/23, 151
2023/1/24, 149
2023/1/25, 165
2023/1/26, 150
2023/1/27, 158
2023/1/28, 169
2023/1/29, 155
2023/1/30, 123
2023/1/31, 127
2023/2/1, 133
2023/2/10, 112
2023/2/11, 89
2023/2/12, 126
2023/2/13, 97
2023/2/14, 87
2023/2/15, 126
2023/2/16, 90
2023/2/17, 88
2023/2/18, 103
2023/2/19, 92
2023/2/20, 114
2023/2/21, 155
2023/2/22, 175
2023/2/23, 153
2023/2/24, 107
2023/2/25, 124
2023/2/26, 166
2023/2/27, 139
2023/2/28, 122
2023/3/1, 116
2023/3/2, 119
2023/3/3, 157
2023/3/4, 146
2023/3/5, 136
2023/3/6, 157
2023/3/7, 126
2023/3/8, 105
2023/3/9, 146
2023/3/10, 91
2023/3/11, 83
2023/3/12, 137
2023/3/13, 136
2023/3/14, 101
2023/3/15, 113
2023/3/16, 125
2023/3/17, 50
2023/3/18, 76
2023/3/19, 103
2023/3/20, 108
2023/3/21, 117
2023/3/22, 76
2023/3/23, 105
2023/3/24, 135
2023/3/25, 131
2023/3/26, 114
2023/3/27, 116
2023/3/28, 108
2023/3/29, 79
2023/3/30, 105
2023/3/31, 95
2023/4/1, 134
2022/10/2, 133
2022/10/3, 156
2022/10/4, 158
2022/10/5, 153
2022/10/6, 158
2022/10/7, 184
2022/10/8, 165
2022/10/9, 195
2022/10/10, 189
2022/10/11, 151
2022/10/12, 163
2022/10/13, 175
2022/10/14, 213
2022/10/15, 222
2022/10/16, 205
2022/10/17, 203
2022/10/18, 241
2022/10/19, 262
2022/10/20, 209
2022/10/21, 221
2022/10/24, 170
2022/10/25, 153
2022/10/26, 135
2022/10/27, 147
2022/10/28, 160
2022/10/29, 170
2022/10/30, 155
2022/10/31, 153
2022/11/1, 134
2022/11/2, 157
2022/11/3, 157
2022/11/4, 120
2022/11/5, 103
2022/11/6, 158
2022/11/7, 166
2022/11/8, 176
2022/11/9, 158
2022/11/10, 152
2022/11/11, 166
2022/11/12, 148
2022/11/13, 120
2022/11/14, 150
2022/11/15, 144
2022/11/16, 157
2022/11/17, 131
2022/11/18, 133
2022/11/19, 147
2022/11/20, 139
