date, pm25, pm10, o3, no2, so2, co
2023/4/2, 48, 44, , 21, , 3
2023/4/3, 36, 40, , 31, 1, 4
2023/4/4, 36, 49, , 41, 2, 4
2023/4/5, 44, 42, , 49, 4, 6
2023/4/6, 53, 43, , 52, , 5
2023/4/7, 55, 33, , 40, 7, 4
2023/4/8, 52, 51, , 50, 6, 4
2023/4/9, 64, 55, , 50, 6, 5
2023/4/10, 112, 56, , 33, 4, 3
2023/4/11, 181, 32, , , 4, 1
2023/4/12, 176, , , , , 
2023/1/3, 152, 94, , , 20, 
2023/1/4, 134, , , , , 
2023/1/12, 49, 52, , 84, 4, 18
2023/1/13, 74, 82, , 89, 3, 22
2023/1/14, 108, 77, , 75, 2, 19
2023/1/15, 105, 83, , 69, 2, 20
2023/1/16, 133, 86, , 73, 2, 20
2023/1/17, 150, 76, , 48, 1, 16
2023/1/18, 118, 38, , 39, , 17
2023/1/19, 43, 43, , 42, 1, 33
2023/1/20, 46, 37, , 29, 2, 35
2023/1/21, 58, 47, , 27, 4, 36
2023/1/22, 61, 52, , 27, 3, 36
2023/1/23, 61, 51, , 26, 4, 37
2023/1/24, 57, 70, , 26, 2, 34
2023/1/25, 85, 74, , 21, 3, 29
2023/1/26, 103, 58, , 22, 7, 27
2023/1/27, 81, 65, , 20, 4, 28
2023/1/28, 85, 43, , 19, 21, 31
2023/1/29, 64, 62, , 20, 8, 32
2023/1/30, 82, 50, , 18, 2, 28
2023/1/31, 63, 44, , 18, 1, 26
2023/2/1, 59, 33, , 18, 9, 25
2023/2/2, 51, 57, , 17, 8, 28
2023/2/3, 75, 54, , 17, 5, 29
2023/2/4, 76, 57, , 15, 3, 31
2023/2/5, 81, 52, , 15, 3, 28
2023/2/6, 75, 23, , 14, 2, 26
2023/2/7, 29, 21, , 22, 2, 27
2023/2/8, 27, 23, , 37, 2, 27
2023/2/9, 38, 24, , 32, 6, 27
2023/2/10, 37, 27, , 17, 6, 28
2023/2/11, 46, 31, , 17, 10, 29
2023/2/12, 51, 49, , 18, 13, 33
2023/2/13, 72, 54, , 18, 13, 31
2023/2/14, 76, 51, , 20, 15, 34
2023/2/15, 61, 49, , 17, 11, 31
2023/2/16, 64, 34, , 18, 9, 31
2023/2/17, 47, 63, , 18, 20, 34
2023/2/18, 80, 63, , 26, 14, 36
2023/2/19, 78, 56, , 24, 9, 35
2023/2/20, 76, 49, , 25, 9, 38
2023/2/21, 67, 73, , , 32, 
2023/2/22, 90, 62, , 64, 15, 16
2023/2/23, 62, 66, , 77, 8, 18
2023/2/24, 72, 76, , 84, 7, 19
2023/2/25, 93, 67, , 42, , 15
2023/2/26, 83, 41, , 19, 2, 12
2023/2/27, 48, 44, , 32, , 11
2023/2/28, 44, 62, , 81, 5, 13
2023/3/1, 61, 87, , 71, 3, 14
2023/3/2, 86, 87, , 63, 4, 14
2023/3/3, 100, 74, , 51, 3, 13
2023/3/4, 82, 61, , 55, 1, 12
2023/3/5, 64, 54, , 42, , 12
2023/3/6, 63, 36, , 61, 1, 12
2023/3/7, 55, 39, , 45, 2, 10
2023/3/8, 50, 35, , 44, 4, 10
2023/3/9, 49, 42, , 52, 1, 11
2023/3/10, 50, 37, , 31, 2, 9
2023/3/11, 42, 35, , 27, 1, 9
2023/3/12, 41, 33, , 30, , 9
2023/3/13, 39, 28, , 33, 2, 5
2023/3/14, 38, 27, , 42, 3, 3
2023/3/15, 41, 49, , 55, 4, 6
2023/3/16, 64, 36, , 43, 3, 5
2023/3/17, 47, 31, , 50, 3, 6
2023/3/18, 49, 22, , 29, , 2
2023/3/19, 29, 20, , 27, , 2
2023/3/20, 26, 27, , 54, 1, 4
2023/3/21, 38, 59, , 87, 3, 11
2023/3/22, 71, 67, , 62, 2, 9
2023/3/23, 81, 50, , 56, 2, 8
2023/3/24, 56, 47, , 54, , 7
2023/3/25, 58, 54, , 60, 2, 8
2023/3/26, 69, 58, , 48, , 7
2023/3/27, 68, 53, , 35, 5, 7
2023/3/28, 65, 36, , 23, , 3
2023/3/29, 32, 25, , 30, 6, 1
2023/3/30, 20, 33, , 51, 18, 1
2023/3/31, 39, 45, , 41, 5, 1
2023/4/1, 53, 42, , 21, 1, 3
2022/10/2, 62, 72, , 18, 2, 9
2022/10/3, 59, 46, , 26, 3, 9
2022/10/4, 34, 38, , 14, 4, 10
2022/10/5, 37, 34, , 10, 2, 9
2022/10/6, 30, 38, , 16, 2, 12
2022/10/7, 31, 39, , 10, 2, 11
2022/10/8, 41, 33, , 13, 2, 11
2022/10/9, 35, 40, , 20, 3, 11
2022/10/10, 48, 54, , 33, 3, 10
2022/10/11, 61, 59, , 34, 3, 10
2022/10/12, 68, 73, , 30, 3, 10
2022/10/13, 86, 64, , 28, 4, 9
2022/10/14, 66, 56, , 28, 7, 11
2022/10/15, 60, 59, , 46, 10, 11
2022/10/16, 69, 49, , 31, 12, 9
2022/10/17, 62, 35, , 23, 14, 8
2022/10/18, 38, 37, , 30, 18, 11
2022/10/19, 38, 48, , 45, 10, 11
2022/10/20, 55, 62, , 52, 6, 9
2022/10/21, 70, 50, , 35, 12, 8
2022/10/22, 53, 42, , 52, 17, 9
2022/10/23, 36, 62, , 63, 23, 9
2022/10/24, 61, 69, 9, 75, 4, 9
2022/10/25, 74, 76, 9, 79, 5, 6
2022/10/26, 83, 73, 9, 84, 10, 9
2022/10/27, 77, 76, 10, 64, 14, 8
2022/10/28, 80, 61, 9, 58, 18, 9
2022/10/29, 66, 55, 9, 48, 20, 10
2022/10/30, 56, 55, 7, 58, 22, 9
2022/10/31, 61, 63, , 74, 31, 11
2022/11/1, 70, 69, , 74, 6, 11
2022/11/2, 74, 65, , 76, 3, 10
2022/11/3, 73, 73, , 89, 10, 9
2022/11/4, 81, 92, , 97, 11, 6
2022/11/5, 101, 101, , 70, 14, 4
2022/11/6, 108, 69, , 38, 15, 8
2022/11/7, 74, 55, , 54, 42, 11
2022/11/8, 57, 61, , 57, , 9
2022/11/9, 62, 61, , 71, 14, 15
2022/11/10, 56, 82, , 84, 12, 14
2022/11/11, 80, 72, , 89, 13, 10
2022/11/12, 86, 77, , 80, 19, 7
2022/11/13, 94, 86, , 90, 19, 10
2022/11/14, 110, 84, , 87, 18, 10
2022/11/15, 113, 78, , 88, 12, 11
2022/11/16, 98, 87, , 80, 7, 5
2022/11/17, 116, 72, , 56, 29, 8
2022/11/18, 100, 49, , 49, 9, 11
2022/11/19, 53, 61, , 46, 7, 12
2022/11/20, 62, 72, , 38, 14, 9
2022/11/21, 61, 76, , 46, 19, 9
2022/11/22, 59, 57, , 63, 19, 10
2022/11/23, 50, 32, , 52, 11, 11
2022/11/24, 35, 27, , 62, 3, 12
