date, pm10, o3, no2, so2
2014/1/14, 27, 15, , 23
2014/1/15, 22, 16, , 24
2014/1/16, 12, 15, , 30
2014/1/17, 18, 19, , 30
2014/1/18, 19, 7, , 28
2014/1/19, 19, 2, , 20
2014/1/20, 19, 1, , 19
2014/1/21, 21, , , 
2014/1/23, 18, 14, , 24
2014/1/24, 23, 24, , 21
2014/1/25, 17, 17, , 27
2014/1/26, 18, 28, , 16
2014/1/27, 18, 26, , 10
2014/1/28, 12, 25, , 20
2014/1/29, 13, 14, , 32
2014/1/30, 19, 4, , 33
2014/1/31, 28, 4, , 33
2014/2/1, 40, 16, , 36
2014/2/2, 44, 18, , 27
2014/2/3, 22, 12, , 19
2014/2/4, 13, 4, , 25
2014/2/5, 26, 25, , 30
2014/2/6, 37, 22, , 21
2014/2/7, 16, 25, , 30
2014/2/8, 20, 24, , 21
2014/2/9, 12, 30, , 14
2014/2/10, 10, 24, , 19
2014/2/11, 12, 23, , 20
2014/2/12, 12, 21, , 27
2014/2/13, 17, 33, , 25
2014/2/14, 14, 28, , 16
2014/2/15, 9, 28, , 27
2014/2/16, 15, 27, , 14
2014/2/17, 9, 23, , 18
2014/2/18, 10, 11, , 33
2014/2/19, 20, 8, , 36
2014/2/20, 31, 23, , 29
2014/2/21, 26, 24, , 22
2014/2/22, 18, 30, , 19
2014/2/23, 12, 27, , 12
2014/2/24, 9, 23, , 24
2014/2/25, 14, 30, , 34
2014/2/26, 21, 23, , 37
2014/2/27, 23, 24, , 23
2014/2/28, 14, 28, , 16
2014/3/1, 10, 28, , 16
2014/3/2, 8, 21, , 14
2014/3/3, 10, 26, , 20
2014/3/4, 15, 20, , 23
2014/3/5, 14, 23, , 25
2014/3/6, 15, 24, , 25
2014/3/7, 23, 25, , 28
2014/3/8, 40, 29, , 31
2014/3/9, 39, 29, , 23
2014/3/10, 43, 30, , 33
2014/3/11, 45, 25, , 34
2014/3/12, 45, 25, , 30
2014/3/13, 33, 26, , 37
2014/3/14, 46, 38, , 42
2014/3/15, 55, 32, , 38
2014/3/16, 59, 32, , 13
2014/3/17, 30, 32, , 18
2014/3/18, 17, 37, , 33
2014/3/19, 25, 31, , 25
2014/3/20, 21, 33, , 32
2014/3/21, 27, 38, , 38
2014/3/22, 29, 30, , 23
2014/3/23, 24, 29, , 11
2014/3/24, 10, 25, , 16
2014/3/25, 8, 27, , 23
2014/3/26, 13, 21, , 26
2014/3/27, 19, 30, , 28
2014/3/28, 29, 37, , 35
2014/3/29, 30, 39, , 34
2014/3/30, 25, 42, , 33
2014/3/31, 23, 44, , 33
2014/4/1, 22, 47, , 34
2023/2/12, , 23, 11, 
2023/2/13, , 14, 5, 
2023/2/14, , 5, 17, 
2021/11/29, , 23, 10, 
2021/12/31, , 13, 14, 
2020/12/3, , 17, 10, 
2020/12/4, , 7, 9, 
2020/12/5, , 15, 13, 
2020/12/6, , 16, 9, 
2020/12/7, , 18, 8, 
2020/12/8, , 15, 10, 
2020/12/9, , 9, 14, 
2020/8/11, , 59, 9, 
2015/1/1, , 13, , 29
2014/1/1, , 18, , 25
2014/1/22, , 8, , 23
