date, pm25
2023/4/2, 54
2023/4/3, 46
2023/4/4, 53
2023/4/5, 36
2023/4/6, 39
2023/4/7, 40
2023/4/8, 26
2023/4/9, 44
2023/4/10, 59
2023/4/11, 68
2023/4/12, 83
2023/1/3, 119
2023/1/4, 133
2023/1/5, 144
2023/1/6, 135
2023/1/7, 135
2023/1/8, 154
2023/1/9, 176
2023/1/10, 143
2023/1/11, 153
2023/1/12, 152
2023/1/13, 140
2023/1/14, 119
2023/1/15, 143
2023/1/16, 97
2023/1/17, 103
2023/1/18, 102
2023/1/19, 141
2023/1/20, 133
2023/1/21, 161
2023/1/22, 152
2023/1/23, 156
2023/1/24, 108
2023/1/25, 102
2023/1/26, 148
2023/1/27, 169
2023/1/28, 117
2023/1/29, 162
2023/1/30, 155
2023/1/31, 130
2023/2/1, 147
2023/2/2, 133
2023/2/3, 138
2023/2/4, 132
2023/2/5, 141
2023/2/6, 127
2023/2/7, 129
2023/2/8, 115
2023/2/9, 108
2023/2/10, 108
2023/2/11, 106
2023/2/12, 143
2023/2/13, 149
2023/2/14, 145
2023/2/15, 127
2023/2/16, 132
2023/2/17, 140
2023/2/18, 137
2023/2/20, 64
2023/2/21, 68
2023/2/22, 88
2023/2/23, 116
2023/2/24, 112
2023/2/25, 83
2023/2/26, 86
2023/2/27, 95
2023/2/28, 110
2023/3/1, 126
2023/3/2, 118
2023/3/3, 125
2023/3/4, 134
2023/3/5, 120
2023/3/6, 113
2023/3/7, 109
2023/3/8, 103
2023/3/9, 98
2023/3/10, 119
2023/3/11, 120
2023/3/12, 115
2023/3/13, 144
2023/3/14, 118
2023/3/15, 142
2023/3/16, 135
2023/3/17, 66
2023/3/18, 69
2023/3/19, 64
2023/3/20, 66
2023/3/21, 41
2023/3/22, 50
2023/3/23, 33
2023/3/24, 42
2023/3/25, 52
2023/3/26, 36
2023/3/27, 38
2023/3/28, 49
2023/3/29, 53
2023/3/30, 63
2023/3/31, 50
2023/4/1, 53
2022/10/2, 97
2022/10/3, 94
2022/10/4, 123
2022/10/5, 128
2022/10/6, 158
2022/10/7, 97
2022/10/8, 111
2022/10/9, 139
2022/10/10, 54
2022/10/11, 45
2022/10/12, 53
2022/10/13, 58
2022/10/14, 57
2022/10/15, 70
2022/10/16, 60
2022/10/17, 27
2022/10/18, 22
2022/10/19, 70
2022/10/20, 104
2022/10/21, 69
2022/10/22, 81
2022/10/23, 138
2022/10/24, 176
2022/10/25, 164
2022/10/26, 164
2022/10/27, 135
2022/10/28, 133
2022/10/29, 80
2022/10/30, 104
2022/10/31, 143
2022/11/1, 149
2022/11/2, 70
2022/11/3, 73
2022/11/4, 86
2022/11/5, 74
2022/11/6, 93
2022/11/7, 131
2022/11/8, 154
2022/11/9, 154
2022/11/10, 130
2022/11/11, 105
2022/11/12, 82
2022/11/13, 33
2022/11/14, 57
2022/11/15, 124
2022/11/16, 168
2022/11/17, 174
2022/11/18, 174
2022/11/19, 169
2022/11/20, 162
2022/11/21, 159
2022/11/22, 142
2022/11/23, 140
2022/11/24, 75
2022/11/25, 130
2022/11/26, 112
2022/11/27, 123
2022/11/28, 154
2022/11/29, 161
2022/11/30, 161
2022/12/1, 168
2022/12/2, 139
2022/12/3, 76
2022/12/4, 62
