date, pm25, pm10, o3, no2, so2, co
2023/4/2, 25, 7, 32, 2, 1, 
2023/4/3, 15, 9, 35, 11, 1, 
2023/4/4, 18, 11, 33, 21, 4, 
2023/4/5, 24, 20, 34, 26, 2, 
2023/4/6, 42, 21, 36, 30, 5, 
2023/4/7, 47, 21, 35, 6, 2, 
2023/4/8, 54, 16, 21, 5, , 
2023/4/9, 50, 42, 21, 8, 1, 
2023/4/10, 109, 30, 34, 11, 2, 
2023/4/11, 79, 16, 31, 17, , 
2023/4/12, 44, , , , , 
2023/1/3, 48, 10, 21, 17, 2, 
2023/1/4, 27, 12, 27, 13, 1, 
2023/1/5, 26, 9, 27, 13, 1, 
2023/1/6, 18, 13, 27, 19, 1, 
2023/1/7, 23, 13, 22, 15, 1, 
2023/1/8, 34, 8, 22, 12, 1, 
2023/1/9, 28, 9, 19, 22, 2, 
2023/1/10, 26, 17, 25, 18, 2, 
2023/1/11, 41, 13, 22, 20, 1, 
2023/1/12, 29, 11, 26, 19, 2, 
2023/1/13, 21, 10, 32, 15, 2, 
2023/1/14, 18, 10, 27, 11, 1, 
2023/1/16, 11, 7, 25, 19, 3, 
2023/1/17, 15, 6, 27, 18, 2, 
2023/1/18, 18, 19, 11, 26, 1, 
2023/1/19, 45, 21, 22, 21, 1, 
2023/1/20, 58, 21, 17, 21, 1, 
2023/1/21, 56, 27, 21, 7, 1, 
2023/1/22, 66, 8, 22, 3, 1, 
2023/1/23, 33, 9, 18, 9, 1, 
2023/1/24, 28, 19, 20, 18, 2, 
2023/1/25, 50, 23, 16, 20, 1, 
2023/1/26, 62, 28, 21, 16, 1, 
2023/1/27, 72, 7, 26, 7, 1, 
2023/1/28, 25, 8, 19, 18, 2, 
2023/1/29, 27, 21, 19, 11, 3, 
2023/1/30, 62, 19, 31, 11, 3, 
2023/1/31, 60, 11, 31, 14, 2, 
2023/2/1, 22, 15, 30, 15, 1, 
2023/2/2, 25, 13, 29, 18, , 
2023/2/3, 23, 16, 30, 8, , 
2023/2/4, 30, 9, 20, 12, 1, 
2023/2/5, 19, 8, 12, 15, 5, 
2023/2/6, 27, 24, 14, 20, 1, 
2023/2/7, 54, 26, 6, 24, 6, 
2023/2/8, 56, 33, 9, 24, 6, 
2023/2/9, 75, 46, 13, 24, 3, 
2023/2/10, 91, 41, 18, 18, 1, 
2023/2/11, 79, 27, 24, 9, 1, 
2023/2/12, 63, 13, 24, 12, 1, 
2023/2/13, 40, 17, 19, 20, 1, 
2023/2/14, 51, 28, 18, 21, 3, 
2023/2/15, 69, 31, 5, 19, 4, 
2023/2/16, 79, 39, 10, 24, 2, 
2023/2/17, 89, 29, 33, 13, 3, 
2023/2/18, 76, 14, 29, 14, 1, 
2023/2/19, 39, 9, 30, 11, 2, 
2023/2/20, 23, 10, 27, 11, 1, 
2023/2/21, 25, 10, 24, 14, 1, 
2023/2/22, 24, 15, 16, 19, 2, 
2023/2/23, 42, 23, 31, 15, 3, 
2023/2/24, 62, 19, 30, 15, 1, 
2023/2/25, 50, 9, 30, 4, 1, 
2023/2/26, 17, 9, 27, 10, 1, 
2023/2/27, 15, 11, 22, 19, 1, 
2023/2/28, 27, 16, 22, 33, 2, 
2023/3/1, 34, 27, 18, 22, 1, 
2023/3/2, 57, 18, 17, 13, 1, 
