date, pm25, pm10, o3, so2, co
2020/5/11, 69, , , , 
2020/5/12, 67, , , , 
2020/5/13, 73, , , , 
2020/5/14, 64, , , , 
2020/5/15, 51, , , , 
2020/5/16, 57, , , , 
2020/5/17, 68, , , , 
2020/5/18, 67, , , , 
2020/5/19, 75, , , , 
2020/5/20, 73, , , , 
2020/5/21, 68, , , , 
2020/5/22, 61, , , , 
2020/5/23, 65, , , , 
2020/5/24, 73, , , , 
2020/5/25, 82, , , , 
2020/5/26, 98, , , , 
2020/5/27, 104, , , , 
2020/5/28, 95, , , , 
2020/5/29, 89, , , , 
2020/5/30, 86, , , , 
2020/5/31, 74, , , , 
2020/6/1, 77, , , , 
2020/6/2, 70, , , , 
2020/6/3, 59, , , , 
2020/6/4, 71, , , , 
2020/6/5, 84, , , , 
2020/6/6, 75, , , , 
2020/6/7, 70, , , , 
2020/6/8, 74, , , , 
2020/6/9, 74, , , , 
2020/6/10, 60, , , , 
2020/6/11, 55, , , , 
2020/6/12, 67, , , , 
2020/6/13, 68, , , , 
2020/6/14, 69, , , , 
2020/6/15, 76, , , , 
2020/6/16, 75, , , , 
2020/6/17, 69, , , , 
2020/6/18, 63, , , , 
2020/6/19, 73, , , , 
2020/6/20, 77, , , , 
2020/6/21, 69, , , , 
2020/6/22, 83, , , , 
2020/6/23, 84, , , , 
2020/6/24, 71, , , , 
2020/6/25, 66, , , , 
2020/6/26, 69, , , , 
2020/6/27, 99, , , , 
2020/6/28, 79, , , , 
2020/6/29, 67, , , , 
2020/6/30, 66, , , , 
2020/7/1, 93, , , , 
2020/1/2, 131, , , , 
2020/1/3, 130, , , , 
2020/1/4, 135, , , , 
2020/1/5, 80, , , , 
2020/1/6, 82, , , , 
2020/1/7, 90, , , , 
2020/1/8, 69, , , , 
2020/1/9, 87, , , , 
2020/1/10, 68, , , , 
2020/1/11, 113, , , , 
2020/1/12, 113, , , , 
2020/1/13, 120, , , , 
2020/1/14, 73, , , , 
2020/1/15, 109, , , , 
2020/1/16, 149, , , , 
2020/1/17, 142, , , , 
2020/1/18, 137, , , , 
2020/1/19, 186, , , , 
2020/1/20, 179, , , , 
2020/1/21, 143, , , , 
2020/1/22, 144, , , , 
2020/1/23, 139, , , , 
2020/1/24, 112, , , , 
2020/1/25, 110, , , , 
2020/1/26, 135, , , , 
2020/1/27, 106, , , , 
2020/1/28, 140, , , , 
2020/1/29, 152, , , , 
2020/1/30, 124, , , , 
2020/1/31, 108, , , , 
2020/2/1, 103, , , , 
2020/2/2, 56, , , , 
2020/2/3, 68, , , , 
2020/2/4, 127, , , , 
2020/2/5, 101, , , , 
2020/2/6, 93, , , , 
2020/2/7, 121, , , , 
2020/2/8, 99, , , , 
2020/2/9, 68, , , , 
2020/2/10, 103, , , , 
2020/2/11, 92, , , , 
2020/2/12, 100, , , , 
2020/2/13, 125, , , , 
2020/2/14, 101, , , , 
2020/2/15, 87, , , , 
2020/2/16, 96, , , , 
2020/2/17, 65, , , , 
2020/2/18, 106, , , , 
2020/2/19, 75, , , , 
2020/2/20, 117, , , , 
2020/2/21, 147, , , , 
2020/2/22, 138, , , , 
2020/2/23, 92, , , , 
2020/2/24, 115, , , , 
2020/2/25, 107, , , , 
2020/2/26, 88, , , , 
2020/2/27, 79, , , , 
2020/2/28, 66, , , , 
2020/2/29, 131, , , , 
2020/3/1, 126, , , , 
2020/3/2, 123, , , , 
2020/3/3, 113, , , , 
2020/3/4, 96, , , , 
2020/3/5, 113, , , , 
2020/3/6, 84, , , , 
2020/3/7, 81, , , , 
2020/3/8, 96, , , , 
2020/3/9, 124, , , , 
2020/3/10, 131, , , , 
2020/3/11, 131, , , , 
2020/3/12, 132, , , , 
2020/3/13, 163, , , , 
2020/3/14, 138, , , , 
2020/3/15, 129, , , , 
2020/3/16, 91, , , , 
2020/3/17, 76, , , , 
2020/3/18, 102, , , , 
2020/3/19, 132, , , , 
2020/3/20, 98, , , , 
2020/3/21, 110, , , , 
2020/3/22, 87, , , , 
2020/3/23, 91, , , , 
2020/3/24, 147, , , , 
2020/3/25, 119, , , , 
2020/3/26, 110, , , , 
2020/3/27, 112, , , , 
2020/3/28, 125, , , , 
2020/3/29, 100, , , , 
2020/3/30, 95, , , , 
2020/3/31, 86, , , , 
2020/4/1, 90, , , , 
2019/10/2, 101, , , , 
2019/10/3, 122, , , , 
2019/10/4, 102, , , , 
2019/10/5, 118, , , , 
2019/10/6, 105, , , , 
2019/10/7, 127, , , , 
2019/10/8, 147, , , , 
2019/10/9, 114, , , , 
2019/10/10, 126, , , , 
2019/10/11, 140, , , , 
2019/10/12, 133, , , , 
2019/10/13, 141, , , , 
2019/10/14, 125, , , , 
2019/10/15, 106, , , , 
2019/10/16, 79, , , , 
2019/10/17, 90, , , , 
2019/10/18, 92, , , , 
2019/10/19, 88, , , , 
2019/10/20, 112, , , , 
2019/10/21, 119, , , , 
2019/10/22, 105, , , , 
2019/10/23, 105, , , , 
2019/10/24, 84, , , , 
2019/10/25, 93, , , , 
2019/10/26, 125, , , , 
2019/10/27, 144, , , , 
2019/10/28, 135, , , , 
2019/10/29, 132, , , , 
2019/10/30, 109, , , , 
2019/10/31, 91, , , , 
2019/11/1, 97, , , , 
2019/11/2, 73, , , , 
2019/11/3, 81, , , , 
2019/11/4, 125, , , , 
2019/11/5, 97, , , , 
2019/11/6, 75, , , , 
2019/11/7, 118, , , , 
2019/11/8, 135, , , , 
2019/11/9, 155, , , , 
2019/11/10, 173, , , , 
2019/11/11, 150, , , , 
2019/11/12, 121, , , , 
2019/11/13, 167, , , , 
2019/11/14, 178, , , , 
2019/11/15, 174, , , , 
2019/11/16, 170, , , , 
2019/11/17, 190, , , , 
2019/11/18, 186, , , , 
2019/11/19, 207, , , , 
2019/11/20, 202, , , , 
2019/11/21, 204, , , , 
2019/11/22, 149, , , , 
2019/11/23, 111, , , , 
2019/11/24, 112, , , , 
2019/11/25, 102, , , , 
2019/11/26, 107, , , , 
2019/11/27, 154, , , , 
2019/11/28, 182, , , , 
2019/11/29, 177, , , , 
2019/11/30, 167, , , , 
2019/12/1, 138, , , , 
2019/12/2, 91, , , , 
2019/12/3, 82, , , , 
2019/12/4, 78, , , , 
2019/12/5, 106, , , , 
2019/12/6, 151, , , , 
2019/12/7, 88, , , , 
2019/12/8, 149, , , , 
2019/12/9, 153, , , , 
2019/12/10, 160, , , , 
2019/12/11, 115, , , , 
2019/12/12, 95, , , , 
2019/12/13, 144, , , , 
2019/12/14, 76, , , , 
2019/12/15, 71, , , , 
2019/12/16, 110, , , , 
2019/12/17, 95, , , , 
2019/12/18, 91, , , , 
2019/12/19, 107, , , , 
2019/12/20, 119, , , , 
2019/12/21, 136, , , , 
2019/12/22, 68, , , , 
2019/12/23, 72, , , , 
2019/12/24, 96, , , , 
2019/12/25, 107, , , , 
2019/12/26, 78, , , , 
2019/12/27, 76, , , , 
2019/12/28, 115, , , , 
2019/12/29, 103, , , , 
2019/12/30, 101, , , , 
2019/7/2, 107, , , , 
2019/7/3, 116, , , , 
2019/7/4, 81, , , , 
2019/7/5, 88, , , , 
2019/7/6, 132, , , , 
2019/7/7, 143, , , , 
2019/7/8, 100, , , , 
2019/7/9, 138, , , , 
2019/7/10, 95, , , , 
2019/7/11, 117, , , , 
2019/7/12, 124, , , , 
2019/7/13, 114, , , , 
2019/7/14, 126, , , , 
2019/7/15, 85, , , , 
2019/7/16, 94, , , , 
2019/7/17, 133, , , , 
2019/7/18, 139, , , , 
2019/7/19, 117, , , , 
2019/7/20, 147, , , , 
2019/7/21, 139, , , , 
2019/7/22, 130, , , , 
2019/7/23, 122, , , , 
2019/7/24, 126, , , , 
2019/7/25, 107, , , , 
2019/7/26, 118, , , , 
2019/7/27, 127, , , , 
2019/7/28, 129, , , , 
2019/7/29, 132, , , , 
2019/7/30, 138, , , , 
2019/7/31, 143, , , , 
2019/8/1, 148, , , , 
2019/8/2, 128, , , , 
2019/8/3, 132, , , , 
2019/8/4, 105, , , , 
2019/8/5, 106, , , , 
2019/8/6, 122, , , , 
2019/8/7, 162, , , , 
2019/8/8, 162, , , , 
2019/8/9, 150, , , , 
2019/8/10, 125, , , , 
2019/8/11, 102, , , , 
2019/8/12, 134, , , , 
2019/8/13, 154, , , , 
2019/8/14, 90, , , , 
2019/8/15, 96, , , , 
2019/8/16, 94, , , , 
2019/8/17, 86, , , , 
2019/8/18, 79, , , , 
2019/8/19, 96, , , , 
2019/8/22, 131, , , , 
2019/8/23, 118, , , , 
2019/8/24, 115, , , , 
2019/8/25, 131, , , , 
2019/8/26, 124, , , , 
2019/8/27, 104, , , , 
2019/8/28, 101, , , , 
2019/8/29, 112, , , , 
2019/9/10, 85, , , , 
2019/9/11, 70, , , , 
2019/9/12, 76, , , , 
2019/9/13, 106, , , , 
2019/9/14, 126, , , , 
2019/9/15, 99, , , , 
2019/9/16, 91, , , , 
2019/9/17, 99, , , , 
2019/9/18, 109, , , , 
2019/9/19, 98, , , , 
2019/9/20, 120, , , , 
2019/9/21, 122, , , , 
2019/9/22, 140, , , , 
2019/9/23, 120, , , , 
2019/9/24, 112, , , , 
2019/9/25, 138, , , , 
2019/9/26, 145, , , , 
2019/9/27, 160, , , , 
2019/9/28, 164, , , , 
2019/9/29, 141, , , , 
2019/9/30, 119, , , , 
2019/10/1, 77, , , , 
2019/4/2, 49, , , , 
2019/4/3, 79, , , , 
2019/4/4, 54, , , , 
2019/4/5, 74, , , , 
2019/4/6, 67, , , , 
2019/4/7, 38, , , , 
2019/4/8, 67, , , , 
2019/4/9, 85, , , , 
2019/4/10, 69, , , , 
2019/4/11, 45, , , , 
2019/4/12, 83, , , , 
2019/4/13, 60, , , , 
2019/4/14, 78, , , , 
2019/4/15, 89, , , , 
2019/4/16, 57, , , , 
2019/4/17, 44, , , , 
2019/4/18, 60, , , , 
2019/4/19, 57, , , , 
2019/4/20, 7, , , , 
2019/6/4, 67, , , , 
2019/6/5, 73, , , , 
2019/6/6, 84, , , , 
2019/6/7, 75, , , , 
2019/6/8, 93, , , , 
2019/6/9, 80, , , , 
2019/6/10, 99, , , , 
2019/6/11, 71, , , , 
2019/6/12, 83, , , , 
2019/6/13, 96, , , , 
2019/6/14, 99, , , , 
2019/6/15, 106, , , , 
2019/6/16, 91, , , , 
2019/6/17, 144, , , , 
2019/6/18, 92, , , , 
2019/6/19, 67, , , , 
2019/6/20, 84, , , , 
2019/6/21, 102, , , , 
2019/6/22, 113, , , , 
2019/6/23, 106, , , , 
2019/6/24, 86, , , , 
2019/6/25, 97, , , , 
2019/6/26, 117, , , , 
2019/6/27, 131, , , , 
2019/6/28, 121, , , , 
2019/6/29, 98, , , , 
2019/6/30, 106, , , , 
2019/7/1, 104, , , , 
2019/1/2, 160, , , , 
2019/1/3, 146, , , , 
2019/1/4, 137, , , , 
2019/1/5, 104, , , , 
2019/1/6, 123, , , , 
2019/1/7, 77, , , , 
2019/1/8, 60, , , , 
2019/1/9, 77, , , , 
2019/1/10, 79, , , , 
2019/1/11, 58, , , , 
2019/1/12, 80, , , , 
2019/1/13, 74, , , , 
2019/1/14, 35, , , , 
2019/1/15, 27, , , , 
2019/1/16, 78, , , , 
2019/1/17, 135, , , , 
2019/1/18, 34, , , , 
2019/1/19, 49, , , , 
2019/1/20, 81, , , , 
2019/1/21, 62, , , , 
2019/1/22, 72, , , , 
2019/1/23, 125, , , , 
2019/1/24, 106, , , , 
2019/1/25, 120, , , , 
2019/1/26, 58, , , , 
2019/1/27, 84, , , , 
2019/1/28, 40, , , , 
2019/1/29, 32, , , , 
2019/1/30, 61, , , , 
2019/1/31, 133, , , , 
2019/2/1, 76, , , , 
2019/2/2, 106, , , , 
2019/2/3, 96, , , , 
2019/2/4, 57, , , , 
2019/2/5, 84, , , , 
2019/2/6, 126, , , , 
2019/2/7, 71, , , , 
2019/2/8, 100, , , , 
2019/2/9, 123, , , , 
2019/2/10, 118, , , , 
2019/2/11, 124, , , , 
2019/2/12, 79, , , , 
2019/2/13, 111, , , , 
2019/2/14, 134, , , , 
2019/2/15, 47, , , , 
2019/2/16, 73, , , , 
2019/2/17, 33, , , , 
2019/2/18, 60, , , , 
2019/2/19, 77, , , , 
2019/2/20, 81, , , , 
2019/2/21, 61, , , , 
2019/2/22, 125, , , , 
2019/2/23, 103, , , , 
2019/2/24, 78, , , , 
2019/2/25, 93, , , , 
2019/2/26, 123, , , , 
2019/2/27, 106, , , , 
2019/2/28, 85, , , , 
2019/3/1, 96, , , , 
2019/3/2, 84, , , , 
2019/3/3, 77, , , , 
2019/3/4, 70, , , , 
2019/3/5, 77, , , , 
2019/3/6, 114, , , , 
2019/3/7, 151, , , , 
2019/3/8, 164, , , , 
2019/3/9, 119, , , , 
2019/3/10, 66, , , , 
2019/3/11, 95, , , , 
2019/3/12, 90, , , , 
2019/3/13, 87, , , , 
2019/3/14, 52, , , , 
2019/3/15, 87, , , , 
2019/3/16, 60, , , , 
2019/3/17, 57, , , , 
2019/3/18, 84, , , , 
2019/3/19, 53, , , , 
2019/3/20, 78, , , , 
2019/3/21, 96, , , , 
2019/3/22, 86, , , , 
2019/3/23, 85, , , , 
2019/3/24, 92, , , , 
2019/3/25, 95, , , , 
2019/3/26, 78, , , , 
2019/3/27, 52, , , , 
2019/3/28, 61, , , , 
2019/3/29, 68, , , , 
2019/3/30, 61, , , , 
2019/3/31, 56, , , , 
2019/4/1, 90, , , , 
2018/11/27, 90, , , , 
2018/11/28, 90, , , , 
2018/11/29, 101, , , , 
2018/11/30, 116, , , , 
2018/12/1, 58, , , , 
2018/12/2, 74, , , , 
2018/12/3, 173, , , , 
2018/12/4, 201, , , , 
2018/12/5, 184, , , , 
2018/12/8, 126, , , , 
2018/12/9, 134, , , , 
2018/12/10, 120, , , , 
2018/12/11, 135, , , , 
2018/12/12, 99, , , , 
2018/12/13, 125, , , , 
2018/12/14, 32, , , , 
2018/12/15, 27, , , , 
2018/12/16, 25, , , , 
2018/12/18, 151, , , , 
2018/12/19, 78, , , , 
2018/12/20, 80, , , , 
2018/12/21, 82, , , , 
2018/12/22, 139, , , , 
2018/12/23, 129, , , , 
2018/12/24, 160, , , , 
2018/12/25, 156, , , , 
2018/12/26, 98, , , , 
2018/12/27, 147, , , , 
2018/12/28, 49, , , , 
2018/12/29, 38, , , , 
2018/12/30, 100, , , , 
2018/12/31, 67, , , , 
