date, pm25, pm10, o3, no2, co
2020/9/2, 105, , , , 
2020/9/3, 119, , , , 
2020/9/4, 139, , , , 
2020/9/5, 106, , , , 
2020/9/6, 97, , , , 
2020/9/7, 114, , , , 
2020/9/16, 138, , , , 
2020/9/17, 121, , , , 
2020/9/18, 125, , , , 
2020/9/19, 110, , , , 
2020/9/20, 128, , , , 
2020/9/21, 129, , , , 
2020/9/22, 123, , , , 
2020/9/23, 134, , , , 
2020/9/24, 114, , , , 
2020/9/25, 117, , , , 
2020/9/26, 116, , , , 
2020/9/27, 130, , , , 
2020/9/28, 136, , , , 
2020/9/29, 142, , , , 
2020/9/30, 125, , , , 
2020/10/1, 82, , , , 
2020/4/2, 52, 34, , , 
2020/4/3, 42, 54, , , 
2020/4/6, 21, 40, , , 
2020/4/7, 51, 43, , , 
2020/4/8, 59, 31, , , 
2020/4/9, 49, 29, , , 
2020/4/10, 36, 25, , , 
2020/4/11, 47, 35, , , 
2020/4/12, 66, 34, , , 
2020/4/13, 42, 33, , , 
2020/4/14, 40, 44, , , 
2020/4/15, 62, 52, , , 
2020/4/16, 84, 44, , , 
2020/4/17, 93, 39, , , 
2020/4/18, 66, 25, , , 
2020/4/19, 41, 32, , , 
2020/4/20, 59, 42, , , 
2020/4/21, 72, 47, , , 
2020/4/22, 68, 47, , , 
2020/4/23, 58, , , , 
2020/4/24, 78, , , , 
2020/4/25, 54, 64, , , 
2020/4/26, 80, 60, , , 
2020/4/27, 75, 46, , , 
2020/4/28, 58, 31, , , 
2020/4/29, 51, 48, , , 
2020/4/30, 51, 36, , , 
2020/5/1, 57, 31, , , 
2020/5/2, 41, 42, , , 
2020/5/3, 62, 37, , , 
2020/5/4, 55, 45, , , 
2020/5/5, 59, 57, , , 
2020/5/6, 68, 80, , , 
2020/5/7, 99, 69, , , 
2020/5/8, 56, , , , 
2020/5/9, 47, 42, , , 
2020/5/10, 58, 47, , , 
2020/5/11, 62, 95, , , 
2020/5/12, 100, 52, , , 
2020/5/13, 64, 38, , , 
2020/5/14, 55, 45, , , 
2020/5/15, 63, 153, , , 
2020/5/16, 59, 103, , , 
2020/5/17, 73, 61, , , 
2020/5/18, 76, 48, , , 
2020/5/19, 77, 80, , , 
2020/5/20, 87, 116, , , 
2020/5/21, 62, , , , 
2020/5/22, 104, , , , 
2020/5/23, 112, , , , 
2020/5/24, 83, , , , 
2020/5/25, 77, , , , 
2020/5/26, 71, , , , 
2020/5/27, 80, , , , 
2020/5/28, 81, , , , 
2020/5/29, 73, , , , 
2020/5/30, 57, , , , 
2020/5/31, 69, , , , 
2020/6/1, 74, , , , 
2020/6/2, 69, , , , 
2020/6/3, 76, , , , 
2020/6/4, 83, , , , 
2020/6/5, 72, , , , 
2020/6/6, 71, 59, , , 
2020/6/7, 72, 67, , , 
2020/6/8, 69, 78, , , 
2020/6/9, 81, 75, , , 
2020/6/10, 75, 59, , , 
2020/6/11, 64, 54, , , 
2020/6/12, 60, 55, , , 
2020/6/13, 62, 120, , , 
2020/6/14, 77, 55, , , 
2020/6/15, 75, 43, , , 
2020/6/16, 107, 53, , , 
2020/6/17, 117, 59, , , 
2020/6/18, 95, 66, , , 
2020/6/19, 112, 63, , , 
2020/6/20, 103, 65, , , 
2020/6/21, 110, 71, , , 
2020/6/22, 121, 60, , , 
2020/6/23, 113, 66, , , 
2020/6/24, 116, 151, , , 
2020/6/25, 141, , , , 
2020/6/26, 122, , , , 
2020/6/27, 143, , , , 
2020/6/28, 143, , , , 
2020/6/29, 137, , , , 
2020/6/30, 148, , , , 
2020/7/1, 128, , , , 
2020/1/2, 86, 50, , , 
2020/1/3, 80, 48, , , 
2020/1/4, 75, 51, , , 
2020/1/5, 77, 33, , , 
2020/1/6, 60, 36, , , 
2020/1/7, 61, 48, , , 
2020/1/8, 71, 55, , , 
2020/1/9, 84, 55, , , 
2020/1/10, 81, 41, , , 
2020/1/11, 63, 52, , , 
2020/1/12, 78, 44, , , 
2020/1/13, 71, 51, , , 
2020/1/14, 77, 52, , , 
2020/1/15, 82, 54, , , 
2020/1/16, 84, 54, , , 
2020/1/17, 81, 60, , , 
2020/1/18, 94, 42, , , 
2020/1/19, 63, 49, , , 
2020/1/20, 76, 44, , , 
2020/1/21, 73, 57, , , 
2020/1/22, 90, 54, , , 
2020/1/23, 81, 34, , , 
2020/1/24, 56, 34, , , 
2020/1/25, 57, 48, , , 
2020/1/26, 75, 47, , , 
2020/1/27, 76, 62, , , 
2020/1/28, 100, 59, , , 
2020/1/29, 93, 71, , , 
2020/1/30, 89, 69, , , 
2020/2/1, 102, 47, , , 
2020/2/2, 84, 33, , , 
2020/2/3, 53, 36, , , 
2020/2/4, 71, 52, , , 
2020/2/5, 106, 35, , , 
2020/2/6, 69, 35, , , 
2020/2/7, 66, 43, , , 
2020/2/8, 77, 48, , , 
2020/2/9, 81, 44, , , 
2020/2/10, 65, 56, , , 
2020/2/11, 79, 25, , , 
2020/2/12, 54, 30, , , 
2020/2/13, 66, 39, , , 
2020/2/14, 82, 37, , , 
2020/2/15, 73, 43, , , 
2020/2/16, 113, 60, , , 
2020/2/17, 108, 60, , , 
2020/2/18, 105, 73, , , 
2020/2/19, 149, 67, , , 
2020/2/20, 128, 44, , , 
2020/2/21, 83, 48, , , 
2020/2/22, 111, 46, , , 
2020/2/23, 100, 53, , , 
2020/2/24, 106, 58, , , 
2020/2/25, 98, 27, , , 
2020/2/26, 66, 21, , , 
2020/2/27, 51, 52, , , 
2020/2/28, 101, 65, , , 
2020/2/29, 148, 76, , , 
2020/3/1, 163, 69, , , 
2020/3/2, 141, 42, , , 
2020/3/3, 59, 46, , , 
2020/3/4, 52, 49, , , 
2020/3/5, 77, 60, , , 
2020/3/6, 111, 64, , , 
2020/3/7, 126, 55, , , 
2020/3/8, 88, 48, , , 
2020/3/9, 68, 45, , , 
2020/3/10, 67, 43, , , 
2020/3/11, 66, 48, , , 
2020/3/12, 84, 64, , , 
2020/3/13, 126, 52, , , 
2020/3/14, 87, 50, , , 
2020/3/15, 64, 52, , , 
2020/3/16, 68, 54, , , 
2020/3/17, 74, 44, , , 
2020/3/18, 54, 59, , , 
2020/3/19, 67, 46, , , 
2020/3/20, 57, 35, , , 
2020/3/21, 42, 34, , , 
2020/3/22, 39, 33, , , 
2020/3/23, 40, 22, , , 
2020/3/24, 38, 29, , , 
2020/3/25, 69, 38, , , 
2020/3/26, 76, 28, , , 
2020/3/27, 57, 34, , , 
2020/3/28, 50, 38, , , 
2020/3/29, 61, 34, , , 
2020/3/30, 49, 30, , , 
2020/3/31, 55, 22, , , 
2020/4/1, 26, 30, , , 
2019/10/2, 95, 68, , , 31
2019/10/3, 102, 65, , , 24
2019/10/4, 89, 66, , , 33
2019/10/5, 99, 65, , , 28
2019/10/6, 93, 57, , , 22
2019/10/7, 77, 63, , , 26
2019/10/8, 90, 69, , , 22
2019/10/9, 101, 64, , , 39
2019/10/10, 103, 59, , , 24
2019/10/11, 89, 59, , , 26
2019/10/12, 91, 58, , , 29
2019/10/13, 90, 67, , , 36
2019/10/14, 98, 65, , , 26
2019/10/15, 85, 61, , , 23
2019/10/16, 88, 61, , , 23
2019/10/17, 93, 61, , , 30
2019/10/18, 90, 61, , , 25
2019/10/19, 95, 57, , , 23
2019/10/20, 81, 63, , , 29
2019/10/21, 106, 58, , , 23
2019/10/22, 99, 49, , , 23
2019/10/23, 85, 44, , , 39
2019/10/24, 85, 58, , , 28
2019/10/25, 133, 59, , , 17
2019/10/26, 114, 61, , , 22
2019/10/27, 129, 56, , , 23
2019/10/28, 110, 44, , , 16
2019/10/29, 97, 40, , , 21
2019/10/30, 82, 55, , , 29
2019/10/31, 112, 50, , , 21
2019/11/1, 99, 43, , , 15
2019/11/2, 88, 50, , , 21
2019/11/3, 108, 58, , , 25
2019/11/4, 105, 56, , , 29
2019/11/5, 88, 59, , , 21
2019/11/6, 106, 74, , , 22
2019/11/7, 154, 75, , , 21
2019/11/8, 153, 79, , , 24
2019/11/9, 154, 66, , , 20
2019/11/10, 140, 63, , , 22
2019/11/11, 118, 69, , , 25
2019/11/12, 143, 75, , , 30
2019/11/13, 156, 71, , , 29
2019/11/14, 155, 86, , , 27
2019/11/15, 165, 81, , , 22
2019/11/16, 159, 51, , , 17
2019/11/17, 91, 39, , , 38
2019/11/18, 79, , , , 
2019/11/21, 103, 53, , , 28
2019/11/22, 119, 57, , , 23
2019/11/23, 124, 60, , , 17
2019/11/24, 150, 66, , , 21
2019/11/25, 150, 58, , , 16
2019/11/26, 139, 59, , , 18
2019/11/27, 150, 65, , , 21
2019/11/30, 178, 73, , , 24
2019/12/1, 169, 60, , , 24
2019/12/2, 141, 76, , , 25
2019/12/3, 166, 87, , , 23
2019/12/4, 157, 39, , , 25
2019/12/5, 90, 60, , , 24
2019/12/6, 126, 70, , , 23
2019/12/7, 144, 50, , , 17
2019/12/8, 96, 42, , , 24
2019/12/9, 83, 34, , , 
2019/12/10, 54, 36, , , 
2019/12/11, 62, 49, , , 
2019/12/12, 76, 44, , , 
2019/12/13, 71, 55, , , 
2019/12/14, 82, 63, , , 
2019/12/15, 103, 75, , , 
2019/12/16, 132, 82, , , 
2019/12/17, 148, 79, , , 
2019/12/18, 136, 41, , , 
2019/12/19, 72, 47, , , 
2019/12/20, 74, 54, , , 
2019/12/21, 85, 60, , , 
2019/12/22, 93, 74, , , 
2019/12/23, 124, 74, , , 
2019/12/24, 124, 72, , , 
2019/12/25, 128, 77, , , 
2019/12/26, 137, 79, , , 
2019/12/27, 140, 68, , , 
2019/12/28, 117, 76, , , 
2019/12/29, 111, 37, , , 
2019/12/30, 59, , , , 
2019/7/2, 110, 88, , , 27
2019/7/3, 94, 78, , , 22
2019/7/4, 103, 76, , , 34
2019/7/5, 96, 69, , , 51
2019/7/6, 92, 68, , , 48
2019/7/7, 94, 69, , , 28
2019/7/8, 84, 72, , , 33
2019/7/9, 91, 70, , , 30
2019/7/10, 94, 74, , , 24
2019/7/11, 99, 70, , , 28
2019/7/12, 100, 61, , , 23
2019/7/13, 76, 62, , , 35
2019/7/14, 81, 63, , , 45
2019/7/15, 89, 70, , , 43
2019/7/16, 102, 65, , , 27
2019/7/17, 90, 59, , , 18
2019/7/18, 72, 60, , , 29
2019/7/19, 78, 59, , , 48
2019/7/20, 81, 57, , , 39
2019/7/21, 74, 58, , , 28
2019/7/22, 66, 58, , , 29
2019/7/23, 68, 54, , , 28
2019/7/24, 70, 55, , , 26
2019/7/25, 69, 59, , , 39
2019/7/26, 74, 60, , , 42
2019/7/27, 76, 61, , , 41
2019/7/28, 87, 57, , , 29
2019/7/29, 81, 69, , , 40
2019/7/30, 101, 62, , , 52
2019/7/31, 93, 57, , , 35
2019/8/1, 73, 59, , , 37
2019/8/2, 80, 61, , , 43
2019/8/3, 83, 59, , , 31
2019/8/4, 70, 73, , , 41
2019/8/5, 99, 70, , , 40
2019/8/6, 88, 83, , , 42
2019/8/7, 131, 85, , , 44
2019/8/8, 128, 75, , , 41
2019/8/9, 110, 69, , , 29
2019/8/10, 95, 68, , , 33
2019/8/11, 96, 73, , , 45
2019/8/12, 110, 73, , , 35
2019/8/13, 106, 61, , , 32
2019/8/14, 93, 62, , , 28
2019/8/15, 85, 63, , , 28
2019/8/16, 83, 59, , , 37
2019/8/17, 89, 53, , , 38
2019/8/18, 80, 52, , , 41
2019/8/19, 67, 56, , , 37
2019/8/20, 70, 58, , , 40
2019/8/21, 82, 60, , , 40
2019/8/22, 77, 62, , , 42
2019/8/23, 84, 59, , , 37
2019/8/24, 83, 55, , , 36
2019/8/25, 73, 57, , , 38
2019/8/26, 78, 56, , , 38
2019/8/27, 74, 61, , , 47
2019/8/28, 83, 60, , , 39
2019/8/29, 80, 67, , , 41
2019/8/30, 93, 62, , , 34
2019/8/31, 90, 57, , , 29
2019/9/1, 82, 54, , , 26
2019/9/2, 68, 56, , , 31
2019/9/3, 77, 64, , , 38
2019/9/4, 80, 71, , , 28
2019/9/5, 99, 62, , , 41
2019/9/6, 87, 58, , , 38
2019/9/7, 79, 59, , , 34
2019/9/8, 74, 64, , , 44
2019/9/9, 80, 75, , , 36
2019/9/10, 94, 58, , , 29
2019/9/11, 64, 52, , , 29
2019/9/12, 65, 59, , , 34
2019/9/13, 72, 59, , , 33
2019/9/14, 71, 60, , , 33
2019/9/15, 68, 59, , , 30
2019/9/16, 76, 62, , , 35
2019/9/17, 79, 60, , , 32
2019/9/18, 73, 63, , , 44
2019/9/19, 90, 64, , , 55
2019/9/20, 97, , , , 56
2019/9/21, 99, , , , 50
2019/9/22, 92, 76, , , 42
2019/9/23, 108, 130, , , 48
2019/9/24, 137, 85, , , 46
2019/9/25, 112, 66, , , 46
2019/9/26, 104, 59, , , 36
2019/9/27, 80, 73, , , 56
2019/9/28, 104, 74, , , 53
2019/9/29, 114, 80, , , 51
2019/9/30, 113, 76, , , 36
2019/10/1, 109, 69, , , 29
2019/4/2, , , , , 
2019/4/3, , , , , 
2019/4/4, , , , , 
2019/4/5, , , , , 
2019/4/6, , , , , 
2019/4/7, , , , , 
2019/4/8, , , , , 
2019/4/9, , , , , 
2019/4/10, , , , , 
2019/4/11, , , , , 
2019/4/12, , , , , 
2019/4/13, , , , , 
2019/4/14, , , , , 
2019/4/15, , , , , 
2019/4/16, , , , , 
2019/4/17, , , , , 
2019/4/18, , , , , 
2019/4/19, , , , , 
2019/4/20, , , , , 
2019/4/21, , , , , 
2019/4/22, , , , , 
2019/4/23, , , , , 
2019/4/24, , , , , 
2019/4/25, , , , , 
2019/4/26, , , , , 
2019/4/27, , , , , 
2019/4/28, , , , , 
2019/4/29, , , , , 
2019/4/30, , , , , 
2019/5/1, , , , , 
2019/5/2, , , , , 
2019/5/3, , , , , 
2019/5/4, , , , , 
2019/5/5, , , , , 
2019/5/6, , , , , 
2019/5/7, , , , , 
2019/5/8, , , , , 
2019/5/9, , , , , 
2019/5/10, , , , , 
2019/5/11, , , , , 
2019/5/12, , , , , 
2019/5/13, , , , , 
2019/5/14, , , , , 
2019/5/15, , , , , 
2019/5/16, , , , , 
2019/5/17, , , , , 
2019/5/19, , , , , 
2019/5/20, , , , , 
2019/5/21, , , , , 
2019/5/22, , , , , 
2019/5/23, , , , , 
2019/5/24, , , , , 
2019/5/25, , , , , 
2019/5/26, , , , , 
2019/5/27, , , , , 
2019/5/28, , , , , 
2019/5/29, , , , , 
2019/5/30, , , , , 
2019/5/31, , , , , 
2019/6/1, , , , , 
2019/6/2, , , , , 
2019/6/3, , , , , 
2019/6/4, , , , , 
2019/6/5, , , , , 
2019/6/6, , , , , 
2019/6/7, , , , , 
2019/6/8, , , , , 
2019/6/9, , , , , 
2019/6/10, , , , , 
2019/6/11, , , , , 
2019/6/12, , , , , 
2019/6/13, , , , , 
2019/6/14, , , , , 
2019/6/15, , , , , 
2019/6/16, , , , , 
2019/6/17, , , , , 
2019/6/18, , , , , 
2019/6/19, , , , , 
2019/6/20, , , , , 
2019/6/21, , , , , 
2019/6/22, , , , , 
2019/6/23, , , , , 
2019/6/24, , , , , 
2019/6/25, , , , , 
2019/6/26, , , , , 
2019/6/27, , , , , 
2019/6/28, , 40, , , 26
2019/6/29, 64, 58, , , 32
2019/6/30, 64, 68, , , 42
2019/7/1, 94, 75, , , 41
2019/3/13, , , , , 
2019/3/14, , , , , 
2019/3/15, , , , , 
2019/3/16, , , , , 
2019/3/17, , , , , 
2019/3/18, , , , , 
2019/3/19, , , , , 
2019/3/20, , , , , 
2019/3/21, , , , , 
2019/3/22, , , , , 
2019/3/23, , , , , 
2019/3/24, , , , , 
2019/3/25, , , , , 
2019/3/26, , , , , 
2019/3/29, , , , , 
2019/3/30, , , , , 
2019/3/31, , , , , 
2019/4/1, , , , , 
2018/10/2, 72, 56, 24, , 32
2018/10/3, 73, 62, 24, , 34
2018/10/4, 71, 70, 17, , 39
2018/10/5, 73, 61, 10, , 35
2018/10/6, 68, 67, 11, , 28
2018/10/7, 72, 40, 11, , 34
2018/10/8, 46, 51, 11, , 24
2018/10/9, 53, 53, 10, , 23
2018/10/10, 51, 72, 11, , 30
2018/10/11, 80, 64, 10, , 31
2018/10/12, 71, 58, 10, , 26
2018/10/13, 66, 62, 10, , 26
2018/10/14, 63, 62, 14, , 30
2018/10/15, 72, 62, 14, 11, 28
2018/10/16, 68, 59, , 11, 23
2018/10/17, 67, 41, 15, 11, 24
2018/10/18, 46, 54, 15, 11, 26
2018/10/19, 53, 64, 15, 12, 27
2018/10/20, 69, 63, 15, 12, 24
2018/10/21, 68, 63, , 12, 33
2018/10/22, 73, 61, , 12, 29
2018/10/23, 74, 61, 14, 12, 36
2018/10/24, 74, 64, 15, 12, 31
2018/10/25, 72, 64, 15, , 25
2018/10/26, 73, 69, 15, , 42
2018/10/27, 88, 53, 15, , 30
2018/10/28, 67, 50, 15, , 28
2018/10/29, 52, 50, 15, 11, 22
2018/10/30, 50, 65, 15, 12, 27
2018/10/31, 72, 57, 15, 11, 25
2018/11/1, 66, 52, 14, 11, 28
2018/11/2, 54, 51, 14, 11, 21
2018/11/3, 52, 46, 16, , 23
2018/11/4, 55, 44, 17, , 42
2018/11/5, 58, 52, 17, , 28
2018/11/6, 58, 57, 16, , 31
2018/11/7, 62, 46, 15, 13, 36
2018/11/8, 54, 50, 14, 13, 29
2018/11/9, 53, 54, 15, 12, 28
2018/11/10, 59, 61, 15, 13, 33
2018/11/11, 82, 65, 14, , 28
2018/11/12, 109, 45, 36, 12, 33
2018/11/13, 72, 20, 36, 13, 100
2018/11/15, 48, 26, , , 25
2018/11/16, 61, 41, , , 33
2018/11/17, 70, 55, , , 40
2018/11/18, 95, 49, , 15, 32
2018/11/19, 76, 60, , 13, 29
2018/11/20, 97, 67, , 13, 30
2018/11/21, 113, 71, , , 31
2018/11/22, 117, 65, , , 40
2018/11/23, 105, 47, , , 28
2018/11/24, 68, 42, , , 31
2018/11/25, 64, 30, , , 27
2018/11/26, 58, 31, , , 22
2018/11/27, 55, 36, , , 21
2018/11/28, 46, 54, , , 28
2018/11/29, 64, 73, , , 33
2018/11/30, 110, 86, , , 43
2018/12/1, 129, 67, , , 35
2018/12/2, 100, 64, , , 30
2018/12/3, 86, 68, , , 26
2018/12/4, 94, 87, , , 30
2018/12/5, 128, 91, , , 31
2018/12/6, 132, 97, , , 31
2018/12/7, 139, 64, , , 32
2018/12/8, 99, 33, , , 29
2018/12/9, 46, 45, , , 29
2018/12/10, 53, 35, , , 27
2018/12/11, 64, , , , 
2018/12/13, 61, 58, , , 36
2018/12/15, 60, 57, , , 34
2018/12/16, 57, 68, , , 35
2018/12/17, 66, 72, , , 33
2018/12/18, 73, , , , 37
2018/12/19, 102, , , , 53
2018/12/20, 70, , , , 31
2018/12/21, 110, , , , 26
2018/12/22, 85, , , , 21
2018/12/23, 80, , , , 30
2018/12/24, 81, , , , 24
2018/12/25, 83, , , , 24
2018/12/26, 96, , , , 43
2018/12/27, 97, , , , 46
2018/12/28, 128, , , , 35
2018/12/29, 135, , , , 
2018/12/31, 45, , , , 
2018/9/13, 74, 69, 14, 12, 49
2018/9/14, 88, 69, 12, 13, 54
2018/9/15, 98, 63, 20, 13, 47
2018/9/16, 85, 63, 20, 13, 41
2018/9/17, 88, 62, 16, 13, 47
2018/9/18, 82, 62, 17, 12, 38
2018/9/19, 76, 86, 21, 12, 23
2018/9/20, 100, 68, 24, 12, 21
2018/9/21, 80, 48, 13, , 24
2018/9/22, 63, 38, 14, , 25
2018/9/23, 49, 49, 25, , 25
2018/9/24, 59, 60, 25, , 33
2018/9/25, 73, 56, 24, , 23
2018/9/26, 65, 52, 18, , 28
2018/9/27, 62, 50, 29, , 29
2018/9/28, 62, 41, 32, , 25
2018/9/29, 50, 41, 15, , 24
2018/9/30, 50, 49, 28, , 31
2018/10/1, 58, 56, 32, , 32
2020/4/4, , 43, , , 
2020/4/5, , 28, , , 
2020/1/1, , 55, , , 
2020/1/31, , 55, , , 
2019/11/20, , 49, , , 30
2019/11/28, , 87, , , 22
2019/5/18, , , , , 
2019/3/12, , , , , 
2019/3/27, , , , , 
2019/3/28, , , , , 
2018/11/14, , 36, , , 48
2018/12/12, , 64, , , 35
2018/12/14, , 61, , , 38
2018/9/12, , 60, , 102, 36
2019/11/29, , , , , 19
2018/12/30, , , , , 23
