date, pm25, pm10, o3, no2, so2, co
2022/10/2, 29, 8, 25, 3, 2, 3
2022/10/3, 19, 8, 22, 3, 2, 3
2022/10/4, 18, 9, 19, 8, 2, 3
2022/10/5, 22, 18, 23, 9, 2, 4
2022/10/6, 40, 24, 19, 17, 3, 5
2022/10/7, 55, 29, 28, 14, 2, 5
2022/10/8, 50, 41, 32, 13, 3, 4
2022/10/9, 49, , 29, 8, 2, 4
2022/10/10, 61, , 22, 12, 2, 4
2022/10/11, 29, 35, 25, 15, 3, 5
2022/10/12, 58, 38, 22, 14, 3, 6
2022/10/13, 68, 36, 2, 15, 3, 6
2022/10/14, 66, 39, , 17, 3, 5
2022/10/15, 68, 31, , 7, 3, 3
2022/10/16, 62, 23, , 8, 4, 3
2022/10/17, 51, 25, 31, 14, 4, 3
2022/10/18, 52, 60, 32, 16, 4, 3
2022/10/19, 59, 33, 24, 12, 2, 2
2022/10/20, 61, 23, 21, 14, 2, 3
2022/10/21, 45, 22, 20, 13, 3, 3
2022/10/22, 44, 32, 14, 12, 3, 3
2022/10/23, 58, , 17, 6, 2, 4
2022/10/24, 39, , 9, 5, 2, 4
2022/10/25, 30, , , , , 
2022/7/2, 52, 24, 40, 2, 2, 3
2022/7/3, 36, 15, 52, 4, 2, 3
2022/7/4, 27, 17, 48, 10, 2, 3
2022/7/5, 33, , , , , 
2022/7/7, 21, 14, 45, 4, 2, 2
2022/7/8, 24, 16, 41, 4, 2, 3
2022/7/9, 26, 11, 34, 3, 2, 2
2022/7/10, 18, 9, 30, 1, 2, 2
2022/7/11, 18, 11, 34, 3, 2, 2
2022/7/12, 21, 14, 32, 7, 2, 2
2022/7/13, 29, 30, 40, 6, 2, 2
2022/7/14, 20, 17, 47, 8, 2, 2
2022/7/15, 18, 18, 36, 5, 2, 3
2022/7/16, 27, 12, 44, 5, 2, 4
2022/7/17, 20, 11, 34, 2, 2, 3
2022/7/18, 25, 12, 45, 6, 2, 4
2022/7/19, 19, 20, 62, 10, 2, 4
2022/7/20, 22, 31, 64, 13, 2, 5
2022/7/21, 39, 25, 64, 13, 2, 5
2022/7/22, 40, 21, 71, 8, 2, 5
2022/7/23, 33, 35, 64, 9, 2, 5
2022/7/24, 49, 19, 47, 4, 2, 5
2022/7/25, 42, 16, 57, 5, 2, 4
2022/7/26, 32, 25, 35, 10, 2, 6
2022/7/27, 43, 16, 48, 4, 2, 5
2022/7/28, 32, 16, 31, 7, 2, 5
2022/7/29, 41, 18, 49, 4, 2, 4
2022/7/30, 27, 15, 32, 4, 1, 4
2022/7/31, 37, 7, 29, 4, 1, 3
2022/8/1, 21, 12, 45, 6, 2, 3
2022/8/2, 27, 15, 46, 7, 1, 3
2022/8/3, 30, 14, 49, 8, 2, 3
2022/8/4, 34, 19, 62, 8, 2, 3
2022/8/5, 33, 21, 62, 9, 2, 3
2022/8/6, 28, 25, 59, 9, 2, 4
2022/8/7, 43, 13, 19, 5, 1, 3
2022/8/8, 30, 15, 28, 6, 2, 4
2022/8/9, 45, 15, 40, 6, 2, 3
2022/8/10, 31, 12, 32, 6, 1, 2
2022/8/11, 24, 11, 31, 6, 1, 2
2022/8/12, 20, 9, 35, 7, 1, 2
2022/8/13, 15, 16, 45, 7, 2, 3
2022/8/14, 30, 15, 47, 8, 2, 3
2022/8/15, 33, 19, 49, 13, 2, 3
2022/8/16, 43, , , , , 
2022/8/18, 33, 25, 59, 11, 2, 3
2022/8/19, 43, 30, 51, 6, 2, 3
2022/8/20, 50, 22, 30, 6, 2, 3
2022/8/21, 46, 10, 25, 5, 1, 3
2022/8/22, 24, 11, 34, 6, 2, 3
2022/8/23, 20, 12, 33, 5, 1, 3
2022/8/24, 23, 12, 14, 6, 1, 3
2022/8/25, 26, 27, 49, 8, 2, 3
2022/8/26, 24, 35, 54, 8, 2, 3
2022/8/27, 48, 41, 68, 9, 2, 3
2022/8/28, 53, 26, 53, 4, 2, 3
2022/8/29, 40, 13, 38, 6, 1, 3
2022/8/30, 29, 17, 51, 9, 2, 3
2022/8/31, 33, 16, 45, 7, 2, 2
2022/9/1, 28, 14, 29, 6, 2, 2
2022/9/2, 31, , , , , 3
2022/9/6, 27, 16, 43, 6, , 3
2022/9/7, 32, 20, 46, 10, , 4
2022/9/8, 44, 30, 40, 10, , 3
2022/9/9, 53, 11, 36, 9, , 2
2022/9/10, 27, 10, 33, 4, , 2
2022/9/11, 24, 5, 29, 3, , 2
2022/9/12, 13, 7, 29, 4, , 2
2022/9/13, 22, 12, 33, 10, , 2
2022/9/14, 15, 18, 30, 9, , 2
2022/9/15, 29, 13, 27, 8, 2, 2
2022/9/16, 32, 11, 18, 7, 2, 2
2022/9/17, 25, 9, 21, 5, 2, 1
2022/9/18, 27, 7, 25, 2, 2, 1
2022/9/19, 17, 4, 22, 5, 2, 1
2022/9/20, 13, 5, 22, 5, 2, 2
2022/9/21, 11, 6, 23, 7, 2, 3
2022/9/22, 19, , , , , 
2022/9/24, 32, , , , , 
2022/9/27, 29, 14, 21, 8, 2, 4
2022/9/28, 35, 8, 27, 6, 2, 3
2022/9/29, 16, 9, 9, 9, 2, 4
2022/9/30, 27, 11, 14, 9, 2, 5
2022/10/1, 27, 14, 19, 7, 2, 4
