date, pm25, pm10, o3, so2
2016/9/18, 17, , 26, 
2016/9/19, 16, , 25, 
2016/9/20, 23, , 34, 
2016/9/21, 16, , 25, 
2016/9/22, 26, , 21, 
2016/9/23, 45, , 18, 
2016/9/24, 28, , 22, 
2016/9/25, 24, , 28, 
2016/9/26, 46, , 25, 
2016/9/27, 14, , 21, 
2016/9/28, 15, , 13, 
2016/9/29, 15, , 29, 
2016/9/30, 24, , 15, 
2016/10/1, 25, , 18, 
2016/4/2, 14, , , 
2016/4/3, 21, , , 
2016/4/4, 29, , , 
2016/4/5, 23, , , 
2016/4/6, 27, , , 
2016/4/7, 47, , , 
2016/4/8, 18, , , 
2016/4/9, 15, , , 
2016/4/10, 20, , , 
2016/4/11, 32, , , 
2016/4/12, 26, , , 
2016/4/13, 29, , , 
2016/4/14, 38, , 39, 
2016/4/15, 50, , 51, 
2016/4/16, 49, , 59, 
2016/4/17, 54, , 58, 
2016/4/18, 57, , 53, 
2016/4/19, 48, , 25, 
2016/4/20, 32, , 37, 1
2016/4/21, 36, , 35, 
2016/4/22, 18, , 27, 
2016/4/23, 29, , 36, 
2016/4/24, 26, , 38, 
2016/4/25, 51, , 40, 
2016/4/26, 38, , 26, 
2016/4/27, 29, , 32, 
2016/4/28, 23, , 29, 
2016/4/29, 30, , 31, 
2016/4/30, 33, , 28, 
2016/5/1, 44, , 34, 
2016/5/2, 18, , 31, 
2016/5/3, 24, , 40, 
2016/5/4, 23, , 33, 
2016/5/5, 16, , 32, 
2016/5/6, 18, , 43, 
2016/5/7, 25, , 32, 
2016/5/8, 25, , , 
2016/5/10, 51, , 24, 
2016/5/11, 22, , 26, 
2016/5/12, 53, , 24, 
2016/5/13, 33, , 26, 
2016/5/14, 24, , 26, 
2016/5/15, 13, , 34, 
2016/5/16, 20, , 35, 
2016/5/17, 25, , 34, 
2016/5/18, 13, , 41, 
2016/5/19, 22, , 46, 
2016/5/20, 41, , 15, 
2016/5/21, 32, , , 
2016/5/24, 43, , 47, 
2016/5/25, 39, , 46, 
2016/5/26, 42, , 52, 
2016/5/27, 19, , 33, 
2016/5/28, 29, , 39, 
2016/5/29, 20, , 38, 
2016/6/2, 14, , 34, 
2016/6/3, 13, , 44, 
2016/6/4, 25, , 43, 
2016/6/5, 22, , 36, 
2016/6/6, 16, , 33, 
2016/6/7, 17, , 28, 
2016/6/8, 14, , 37, 
2016/6/9, 22, , 34, 
2016/6/10, 27, , 49, 
2016/6/11, 41, , 42, 
2016/6/12, 22, , 33, 
2016/6/13, 16, , 49, 
2016/6/14, 24, , 55, 
2016/6/15, 46, , 41, 
2016/6/16, 17, , 33, 
2016/6/17, 25, , 46, 
2016/6/18, 35, , 52, 
2016/6/19, 44, , 60, 
2016/6/20, 52, , 42, 
2016/6/21, 34, , 38, 
2016/6/22, 18, , 35, 
2016/6/23, 29, , 36, 
2016/6/24, 45, , 53, 
2016/6/25, 36, , 44, 
2016/6/26, 46, , 35, 
2016/6/27, 18, , 33, 
2016/6/28, 19, , 32, 
2016/6/29, 18, , 34, 
2016/6/30, 20, , 40, 
2016/7/1, 27, , 25, 
2016/1/5, 25, , , 
2016/1/6, 42, , , 
2016/1/7, 54, , , 
2016/1/8, 61, , , 
2016/1/9, 71, , , 
2016/1/12, 57, , , 
2016/1/13, 49, , , 
2016/1/14, 47, , , 
2016/1/15, 68, , , 
2016/1/16, 64, , , 
2016/1/17, 34, , , 
2016/1/18, 26, , , 
2016/1/19, 37, , , 
2016/1/20, 48, , , 
2016/1/21, 55, , , 
2016/1/22, 65, , , 
2016/1/23, 46, , , 
2016/1/24, 40, , , 
2016/1/25, 60, , , 
2016/1/26, 79, , , 
2016/1/27, 43, , , 
2016/1/28, 26, , , 
2016/1/29, 33, , , 
2016/1/30, 30, , , 
2016/1/31, 52, , , 
2016/2/1, 57, , , 
2016/2/2, 52, , , 
2016/2/3, 61, , , 
2016/2/4, 29, , , 
2016/2/5, 30, , , 
2016/2/6, 61, , , 
2016/2/7, 58, , , 
2016/2/8, 25, , , 
2016/2/9, 25, , , 
2016/2/10, 25, , , 
2016/2/11, 25, , , 
2016/2/12, 28, , , 
2016/2/13, 31, , , 1
2016/2/14, 31, , , 
2016/2/15, 40, , , 
2016/2/16, 65, , , 
2016/2/17, 69, , , 
2016/2/18, 23, , , 1
2016/2/19, 56, , , 
2016/2/20, 26, , , 
2016/2/21, 22, , , 
2016/2/22, 32, , , 
2016/2/23, 47, , , 
2016/2/24, 65, , , 
2016/2/25, 53, , , 178
2016/2/26, 18, , , 1
2016/2/27, 29, , , 
2016/2/28, 36, , , 
2016/2/29, 26, , , 
2016/3/1, 22, , , 
2016/3/2, 23, , , 
2016/3/3, 37, , , 
2016/3/4, 61, , , 
2016/3/5, 70, , , 
2016/3/6, 54, , , 
2016/3/7, 45, , , 
2016/3/8, 48, , , 
2016/3/9, 37, , , 
2016/3/10, 31, , , 
2016/3/11, 27, , , 
2016/3/12, 50, , , 
2016/3/13, 62, , , 
2016/3/14, 45, , , 
2016/3/15, 44, , , 
2016/3/16, 55, , , 
2016/3/17, 17, , , 
2016/3/18, 18, , , 
2016/3/19, 27, , , 
2016/3/20, 24, , , 
2016/3/21, 23, , , 
2016/3/22, 33, , , 
2016/3/23, 58, , , 
2016/3/24, 29, , , 
2016/3/25, 23, , , 1
2016/3/26, 41, , , 
2016/3/27, 59, , , 
2016/3/28, 54, , , 
2016/3/29, 23, , , 
2016/3/30, 37, , , 
2016/3/31, 36, , , 
2016/4/1, 18, , , 
2015/10/2, 12, , 21, 
2015/10/3, 8, , 19, 
2015/10/4, 13, , 17, 
2015/10/5, 12, , 10, 
2015/10/6, 30, , 23, 
2015/10/7, 28, , 24, 
2015/10/8, 22, , 26, 
2015/10/9, 27, , 21, 
2015/10/10, 24, , 28, 
2015/10/11, 18, , 38, 
2015/10/12, 25, , 29, 
2015/10/13, 20, , 19, 
2015/10/14, 12, , 25, 
2015/10/15, 17, , 31, 
2015/10/16, 21, , 22, 
2015/10/17, 12, , , 
2015/10/18, 16, , , 
2015/10/19, 63, , , 
2015/10/20, 22, , , 
2015/10/21, 34, , , 
2015/10/22, 39, , , 
2015/10/23, 21, , , 
2015/10/24, 19, , , 
2015/10/25, 9, , , 
2015/10/26, 28, , , 
2015/10/27, 50, , , 
2015/11/3, 19, , , 
2015/11/4, 32, , , 
2015/11/5, 41, , , 
2015/11/6, 36, , , 
2015/11/7, 15, , , 
2015/11/8, 28, , , 
2015/11/9, 43, , , 
2015/11/10, 47, , , 1
2015/11/11, 60, , , 
2015/11/12, 55, , , 
2015/11/13, 24, , , 
2015/11/14, 19, , , 
2015/11/15, 37, , , 
2015/11/16, 30, , , 
2015/11/17, 28, , , 
2015/11/18, 22, , , 
2015/11/19, 16, , , 
2015/11/20, 13, , , 
2015/11/21, 15, , , 
2015/11/22, 16, , , 
2015/11/23, 36, , , 
2015/11/24, 43, , , 1
2015/11/25, 52, , , 
2015/11/26, 51, , , 
2015/11/28, 14, , , 
2015/11/29, 28, , , 
2015/11/30, 47, , , 
2015/12/1, 44, , , 
2015/12/2, 26, , , 
2015/12/3, 37, , , 
2015/12/4, 42, , , 1
2015/12/5, 54, , , 1
2015/12/6, 56, , , 
2015/12/7, 71, , , 
2015/12/8, 65, , , 
2015/12/9, 64, , , 
2015/12/10, 49, , , 
2015/12/11, 14, , , 
2015/12/12, 26, , , 
2015/12/13, 60, , , 
2015/12/14, 17, , , 
2015/12/15, 13, , , 
2015/12/16, 16, , , 
2015/12/17, 25, , , 
2015/12/18, 22, , , 
2015/12/19, 29, , , 
2015/12/20, 27, , , 
2015/12/21, 33, , , 
2015/12/22, 36, , , 
2015/12/23, 41, , , 
2015/12/24, 36, , , 
2015/12/25, 31, , , 
2015/12/26, 29, , , 
2015/12/27, 28, , , 
2015/12/28, 19, , , 
2015/12/29, 14, , , 
2015/12/30, 27, , , 
2015/12/31, 40, , , 
2016/1/1, 53, , , 
2016/1/4, 25, , , 
2015/7/2, 17, , 29, 
2015/7/3, 24, , 34, 
2015/7/4, 22, , 40, 
2015/7/5, 48, , 43, 
2015/7/6, 61, , 31, 
2015/7/7, 50, , 27, 
2015/7/8, 93, , 33, 
2015/7/9, 21, , 41, 
2015/7/10, 34, , 43, 
2015/7/11, 34, , 41, 
2015/7/12, 41, , 35, 
2015/7/13, 42, , 38, 
2015/7/14, 14, , 29, 
2015/7/15, 16, , 34, 
2015/7/16, 17, , 30, 1
2015/7/17, 21, , 35, 
2015/7/18, 26, , 39, 
2015/7/19, 18, , 28, 
2015/7/20, 13, , 30, 
2015/7/21, 12, , 28, 2
2015/7/22, 14, , 37, 
2015/7/23, 17, , 41, 
2015/7/24, 18, , 41, 
2015/7/25, 34, , 36, 
2015/7/26, 31, , 29, 1
2015/7/27, 27, , 45, 
2015/7/28, 37, , 38, 1
2015/7/29, 34, , 30, 
2015/7/30, 11, , 33, 
2015/7/31, 13, , 32, 
2015/8/1, 10, , 34, 
2015/8/2, 14, , 38, 
2015/8/3, 11, , 32, 
2015/8/4, 12, , 29, 
2015/8/5, 10, , 45, 
2015/8/6, 12, , 43, 
2015/8/7, 18, , 32, 1
2015/8/8, 38, , 25, 
2015/8/9, 27, , 34, 
2015/8/10, 44, , 28, 
2015/8/11, 29, , 27, 1
2015/8/12, 19, , 28, 
2015/8/13, 15, , 35, 
2015/8/14, 15, , 37, 
2015/8/15, 22, , 38, 
2015/8/16, 23, , 39, 
2015/8/17, 42, , 35, 
2015/8/18, 39, , 39, 
2015/8/19, 23, , 24, 
2015/8/20, 11, , 28, 
2015/8/21, 7, , 38, 
2015/8/22, 14, , 40, 
2015/8/23, 23, , 32, 
2015/8/24, 42, , 30, 
2015/8/25, 7, , 25, 
2015/8/26, 12, , 28, 
2015/8/27, 15, , 32, 
2015/8/28, 19, , 21, 
2015/8/29, 50, , 28, 
2015/8/30, 30, , 37, 
2015/8/31, 28, , 33, 
2015/9/1, 38, , 43, 
2015/9/2, 62, , 40, 
2015/9/3, 59, , 38, 
2015/9/4, 39, , 36, 
2015/9/5, 30, , 33, 
2015/9/6, 40, , 38, 
2015/9/7, 54, , 29, 
2015/9/8, 21, , 27, 
2015/9/9, 11, , 35, 
2015/9/10, 13, , 28, 
2015/9/11, 16, , 20, 
2015/9/12, 10, , 27, 
2015/9/13, 13, , 30, 
2015/9/14, 17, , 37, 
2015/9/15, 18, , 42, 
2015/9/16, 32, , 43, 
2015/9/17, 48, , 34, 
2015/9/18, 44, , 28, 
2015/9/19, 12, , 25, 
2015/9/20, 20, , 28, 
2015/9/21, 30, , 34, 1
2015/9/22, 26, , 35, 1
2015/9/23, 28, , 48, 1
2015/9/24, 40, , 43, 1
2015/9/25, 43, , 42, 
2015/9/26, 49, , 42, 
2015/9/27, 41, , 26, 
2015/9/28, 46, , 27, 
2015/9/29, 25, , 24, 
2015/9/30, 15, , 21, 
2015/10/1, 12, , 25, 
2015/4/2, 25, , , 
2015/4/3, 23, , , 
2015/4/4, 17, , , 
2015/4/5, 19, , , 
2015/4/6, 31, , 27, 
2015/4/7, 39, , 28, 
2015/4/8, 40, , 26, 
2015/4/9, 38, , 16, 
2015/4/10, 20, , 30, 
2015/4/11, 17, , 41, 
2015/4/12, 26, , 40, 
2015/4/13, 28, , 39, 
2015/4/14, 23, , 41, 
2015/4/15, 19, , 43, 
2015/4/16, 22, , 47, 
2015/4/17, 28, , 44, 
2015/4/18, 32, , 39, 
2015/4/19, 26, , 47, 1
2015/4/20, 19, , 27, 
2015/4/21, 17, , 30, 
2015/4/22, 11, , 33, 
2015/4/23, 11, , 39, 
2015/4/24, 10, , 35, 
2015/4/25, 39, , 37, 
2015/4/26, 24, , 34, 
2015/4/27, 17, , 39, 
2015/4/28, 19, , 40, 
2015/4/29, 14, , 39, 
2015/4/30, 24, , 35, 
2015/5/1, 10, , 42, 
2015/5/2, 16, , 54, 
2015/5/3, 25, , 47, 
2015/5/4, 33, , 44, 
2015/5/5, 26, , 29, 
2015/5/6, 28, , 39, 
2015/5/7, 58, , 49, 
2015/5/8, 51, , 29, 
2015/5/9, 17, , 25, 
2015/5/10, 17, , 14, 
2015/5/11, 17, , 23, 
2015/5/12, 20, , 27, 
2015/5/13, 8, , 40, 
2015/5/14, 12, , 32, 
2015/5/15, 20, , 29, 
2015/5/16, 31, , 26, 
2015/5/17, 36, , , 
2015/5/19, 11, , 32, 
2015/5/20, 10, , 28, 
2015/5/21, 15, , 42, 
2015/5/22, 19, , 40, 
2015/5/23, 16, , 52, 1
2015/5/24, 22, , 36, 
2015/5/25, 64, , 42, 
2015/5/26, 67, , 37, 
2015/5/27, 16, , 38, 
2015/5/28, 16, , 47, 
2015/5/29, 30, , 34, 
2015/5/30, 30, , 21, 
2015/5/31, 10, , 25, 1
2015/6/1, 9, , 36, 
2015/6/2, 13, , 54, 
2015/6/3, 15, , 47, 
2015/6/4, 37, , 37, 
2015/6/5, 22, , 35, 
2015/6/6, 38, , 41, 
2015/6/7, 19, , 36, 
2015/6/8, 25, , 45, 
2015/6/9, 27, , 59, 
2015/6/10, 55, , 44, 
2015/6/11, 36, , 23, 
2015/6/12, 58, , 30, 
2015/6/13, 11, , 23, 
2015/6/14, 26, , 32, 
2015/6/15, 13, , 32, 
2015/6/16, 15, , 36, 
2015/6/17, 14, , 44, 
2015/6/18, 11, , 36, 
2015/6/19, 28, , 35, 
2015/6/20, 10, , 32, 
2015/6/21, 29, , 39, 
2015/6/22, 21, , 27, 
2015/6/23, 29, , 35, 
2015/6/24, 12, , 39, 
2015/6/25, 22, , 39, 
2015/6/26, 30, , 37, 1
2015/6/27, 49, , 34, 1
2015/6/28, 30, , 31, 
2015/6/29, 45, , 41, 
2015/6/30, 26, , 34, 
2015/7/1, 55, , 32, 
2015/2/12, 43, , , 
2015/2/13, 20, , , 
2015/2/14, 44, , , 
2015/2/15, 31, , , 
2015/2/16, 25, , , 1
2015/2/17, 49, , , 
2015/2/18, 40, , , 1
2015/2/19, 39, , , 1
2015/2/20, 35, , , 1
2015/2/21, 49, , , 1
2015/2/22, 66, , , 2
2015/2/23, 35, , , 
2015/2/24, 38, , , 
2015/2/25, 24, , , 
2015/2/26, 15, , , 
2015/2/27, 31, , , 
2015/2/28, 45, , , 2
2015/3/1, 61, , , 
2015/3/2, 65, , , 
2015/3/3, 44, , , 
2015/3/4, 52, , , 
2015/3/5, 35, , , 
2015/3/6, 37, , , 
2015/3/7, 53, , , 
2015/3/8, 45, , , 
2015/3/9, 26, , , 
2015/3/10, 39, , , 
2015/3/11, 70, , , 
2015/3/12, 55, , , 1
2015/3/13, 36, , , 1
2015/3/14, 64, , , 
2015/3/15, 20, , , 
2015/3/16, 29, , , 
2015/3/17, 31, , , 
2015/3/18, 14, , , 
2015/3/19, 18, , , 2
2015/3/20, 36, , , 
2015/3/21, 38, , , 
2015/3/22, 19, , , 
2015/3/23, 26, , , 
2015/3/24, 17, , , 
2015/3/25, 38, , , 
2015/3/26, 36, , , 
2015/3/27, 15, , , 
2015/3/28, 8, , , 
2015/3/29, 27, , , 
2015/3/30, 26, , , 
2015/3/31, 13, , , 
2015/4/1, 24, , , 1
2023/4/6, , 9, 34, 
2019/5/5, , 11, 33, 
2019/1/1, , 3, , 
2019/2/5, , 6, , 
2019/2/24, , 8, , 
2018/10/30, , 15, , 
2018/12/11, , 27, , 
2018/9/19, , 9, 17, 
2021/10/11, , , 18, 
2018/8/2, , , 31, 
2018/4/20, , , 45, 
2018/5/3, , , 24, 
2018/5/4, , , 43, 
2018/5/5, , , 46, 1
2018/5/6, , , 41, 
2018/5/7, , , 45, 
2018/5/8, , , 53, 
2018/5/22, , , 30, 
2017/10/7, , , 25, 1
2017/8/1, , , 40, 1
2017/9/10, , , 32, 
2017/5/13, , , 45, 1
2017/5/14, , , 37, 
2017/5/15, , , 44, 1
2017/5/16, , , 47, 1
2017/5/17, , , 43, 1
2017/5/18, , , 30, 
2016/10/11, , , 38, 
2016/5/9, , , 35, 
2016/5/23, , , 51, 
2016/5/30, , , 30, 
2016/5/31, , , 40, 
2016/6/1, , , 37, 
2015/5/18, , , 24, 
2020/1/1, , , , 
