date, pm25, pm10, o3, so2, co
2019/4/27, 33, , 42, 1, 2
2019/4/28, 44, , 44, 1, 
2019/4/29, 48, , 31, , 
2019/4/30, 48, , 34, 1, 
2019/5/1, 44, , 26, , 
2019/5/2, 43, , 28, , 
2019/5/3, 33, , 34, 1, 
2019/5/4, 33, , 31, , 
2019/5/5, 26, , 33, , 
2019/5/6, 24, , 40, 1, 2
2019/5/7, 34, , 34, 1, 
2019/5/8, 40, , 26, 1, 
2019/5/9, 33, , 23, , 1
2019/5/10, 20, , 21, , 
2019/5/11, 35, , 26, , 
2019/5/12, 36, , 29, , 
2019/5/13, 21, , 34, 1, 2
2019/5/14, 25, , 37, 1, 2
2019/5/15, 34, , 41, 1, 3
2019/5/16, 48, , 42, 1, 1
2019/5/17, 57, , 42, 1, 
2019/5/18, 53, , 26, , 
2019/5/19, 43, , 38, , 
2019/5/20, 22, , 24, , 
2019/5/21, 37, , 29, 1, 
2019/5/22, 46, , 20, 1, 
2019/5/23, 44, , 25, 1, 
2019/5/24, 39, , 29, 1, 
2019/5/25, 38, , 36, 1, 
2019/5/26, 41, , 37, 1, 
2019/5/27, 55, , 33, 1, 
2019/5/28, 55, , 32, 1, 
2019/5/29, 47, , 35, 1, 
2019/5/30, 52, , 31, 1, 
2019/5/31, 52, , 35, 1, 
2019/6/1, 47, , 43, 1, 1
2019/6/2, 59, , 42, 1, 2
2019/6/3, 65, , 48, 1, 1
2019/6/4, 64, , 34, 1, 
2019/6/5, 73, , 21, 1, 
2019/6/6, 41, , 18, 1, 
2019/6/7, 25, , 34, 1, 1
2019/6/8, 24, , 28, 1, 
2019/6/9, 28, , 32, 1, 1
2019/6/10, 35, , 40, 1, 
2019/6/11, 41, , 39, 1, 
2019/6/12, 27, , 42, 1, 1
2019/6/13, 38, , 42, 1, 1
2019/6/14, 37, , 39, 1, 1
2019/6/15, 41, , 30, 1, 
2019/6/16, 39, , 16, 1, 
2019/6/17, 45, , 15, 1, 
2019/6/18, 31, , 32, 1, 
2019/6/19, 33, , 36, 1, 
2019/6/20, 41, , 29, 1, 
2019/6/21, 33, , 18, 1, 
2019/6/22, 61, , 21, 1, 
2019/6/23, 66, , 19, 1, 
2019/6/24, 63, , 29, 1, 
2019/6/25, 32, , 26, 1, 
2019/6/26, 45, , 22, 1, 1
2019/6/27, 57, , 29, 1, 
2019/6/28, 56, , 29, 1, 1
2019/6/29, 40, , 34, 1, 
2019/6/30, 35, , 35, 1, 
2019/7/1, 44, , 32, 1, 
2019/1/3, 11, , 14, , 
2019/1/4, 11, , 12, 1, 
2019/1/5, 20, , 15, 1, 
2019/1/6, 43, , 21, 2, 3
2019/1/7, 51, , 28, 1, 5
2019/1/8, 39, , 30, 1, 
2019/1/9, 27, , 32, 17, 
2019/1/10, 16, , 31, 1, 
2019/1/11, 25, , 26, , 
2019/1/12, 33, , 25, , 1
2019/1/13, 39, , 26, , 1
2019/1/14, 24, , 18, , 1
2019/1/15, 47, , 24, , 1
2019/1/16, 47, , 24, 1, 1
2019/1/17, 53, , 19, , 3
2019/1/18, 44, , 18, , 2
2019/1/19, 44, , 19, , 1
2019/1/20, 22, , 26, , 1
2019/1/21, 26, , 32, 1, 1
2019/1/22, 21, , 30, 1, 1
2019/1/23, 36, , 27, , 1
2019/1/24, 24, , 26, 1, 1
2019/1/25, 39, , 28, 1, 1
2019/1/26, 58, , 24, 1, 4
2019/1/27, 56, , 35, 1, 4
2019/1/28, 52, , 33, 1, 3
2019/1/29, 44, , 38, , 2
2019/1/30, 19, , 31, 1, 
2019/1/31, 33, , 27, , 2
2019/2/1, 27, , 30, 1, 1
2019/2/2, 37, , 29, 1, 1
2019/2/3, 52, , 26, , 3
2019/2/4, 38, , 27, , 1
2019/2/5, 38, , 17, , 1
2019/2/6, 33, , 13, , 1
2019/2/7, 43, , 20, , 
2019/2/8, 32, , 27, , 
2019/2/9, 26, , 25, , 1
2019/2/10, 20, , 26, , 1
2019/2/11, 52, , 26, , 1
2019/2/12, 33, , 22, , 1
2019/2/13, 22, , 25, 1, 
2019/2/14, 21, , 31, 1, 2
2019/2/15, 26, , 35, 1, 1
2019/2/16, 48, , 24, , 1
2019/2/17, 44, , 3, , 
2019/2/18, 33, , 1, , 
2019/2/19, 23, , 1, , 1
2019/2/20, 19, , 19, , 1
2019/2/21, 27, , 18, , 
2019/2/22, 20, , 18, , 1
2019/2/23, 35, , 11, , 1
2019/2/24, 41, , 22, , 
2019/2/25, 19, , 35, , 1
2019/2/26, 18, , 34, , 1
2019/2/27, 34, , 30, , 1
2019/2/28, 42, , 28, , 1
2019/3/1, 35, , 21, , 
2019/3/2, 50, , 10, , 1
2019/3/3, 33, , 11, , 1
2019/3/4, 39, , 29, , 1
2019/3/5, 37, , 32, , 1
2019/3/6, 19, , 36, 1, 1
2019/3/7, 33, , 36, 1, 2
2019/3/8, 49, , 39, , 1
2019/3/9, 29, , 34, , 
2019/3/10, 35, , 28, , 
2019/3/11, 29, , 30, , 
2019/3/12, 24, , 28, , 1
2019/3/13, 26, , 29, , 
2019/3/14, 34, , 23, , 
2019/3/15, 56, , 29, , 
2019/3/16, 16, , 39, , 
2019/3/17, 16, , 36, , 1
2019/3/18, 23, , 40, 1, 1
2019/3/19, 43, , 43, , 2
2019/3/20, 35, , 42, 1, 1
2019/3/21, 68, , 53, 1, 2
2019/3/22, 30, , 44, 1, 1
2019/3/23, 48, , 43, 1, 2
2019/3/24, 82, , 43, 1, 2
2019/3/25, 79, , 44, , 1
2019/3/26, 42, , 36, , 
2019/3/27, 43, , 40, , 1
2019/3/28, 32, , 42, 1, 1
2019/3/29, 58, , 44, , 2
2019/3/30, 47, , 39, , 1
2019/3/31, 34, , 33, , 
2019/4/1, 22, , 32, , 
2018/10/2, 34, , 28, 1, 
2018/10/3, 39, , 30, 1, 1
2018/10/4, 46, , 31, 1, 1
2018/10/5, 47, , 33, 1, 1
2018/10/6, 52, , 25, 1, 
2018/10/7, 47, , 28, 1, 
2018/10/8, 46, , 27, 1, 
2018/10/9, 39, , 17, 1, 
2018/10/10, 34, , 21, 1, 
2018/10/11, 29, , 25, , 
2018/10/12, 17, , 37, 1, 
2018/10/13, 29, , 32, , 2
2018/10/14, 50, , 33, , 
2018/10/15, 28, , 26, , 
2018/10/16, 29, , 5, , 
2018/10/17, 20, , 16, , 
2018/10/18, 18, , 29, 1, 
2018/10/19, 24, , 21, 1, 1
2018/10/20, 32, , , , 
2018/10/21, 32, , , , 
2018/10/22, 24, , 25, 1, 1
2018/10/23, 29, , 24, 1, 
2018/10/24, 47, , 32, , 
2018/10/25, 43, , 21, , 
2018/10/26, 34, , 19, , 
2018/10/27, 23, , 29, , 2
2018/10/28, 34, , 34, 1, 
2018/10/29, 43, , 37, 1, 1
2018/10/30, 50, , 36, 1, 
2018/10/31, 52, , 36, 1, 
2018/11/1, 44, , 26, , 
2018/11/2, 22, , 27, , 
2018/11/3, 14, , 34, 1, 
2018/11/4, 28, , 25, , 
2018/11/5, 23, , 19, , 
2018/11/6, 29, , 26, , 
2018/11/7, 35, , 16, 1, 
2018/11/8, 36, , 13, , 
2018/11/9, 34, , 21, , 
2018/11/10, 31, , 23, , 
2018/11/11, 32, , 24, , 
2018/11/12, 37, , 26, , 
2018/11/13, 17, , 13, , 
2018/11/14, 45, , 16, , 
2018/11/15, 53, , 27, 1, 2
2018/11/16, 45, , 32, 1, 3
2018/11/17, 43, , 34, 1, 3
2018/11/18, 62, , 34, 1, 6
2018/11/19, 86, , 8, 1, 1
2018/11/20, 68, , 22, , 
2018/11/21, 42, , 23, 1, 1
2018/11/22, 51, , 27, 1, 1
2018/11/23, 27, , 19, 1, 
2018/11/24, 27, , 24, , 1
2018/11/25, 27, , 22, , 
2018/11/26, 27, , 24, 1, 
2018/11/27, 32, , 23, 1, 2
2018/11/28, 42, , 26, 1, 1
2018/11/29, 46, , 25, , 
2018/11/30, 30, , 27, , 
2018/12/1, 29, , 24, , 
2018/12/2, 42, , 32, , 1
2018/12/3, 37, , 25, , 
2018/12/4, 20, , 22, , 
2018/12/5, 29, , 23, 1, 1
2018/12/6, 52, , 23, , 1
2018/12/7, 49, , 15, 1, 
2018/12/8, 52, , 25, , 
2018/12/9, 28, , 21, , 
2018/12/10, 29, , 21, , 
2018/12/11, 55, , 19, 1, 4
2018/12/12, 69, , 22, 1, 1
2018/12/13, 40, , 21, , 
2018/12/14, 29, , 20, , 
2018/12/15, 31, , 11, , 
2018/12/16, 22, , 21, 1, 1
2018/12/17, 39, , 22, 1, 7
2018/12/18, 75, , 3, 1, 10
2018/12/19, 99, , 20, 1, 2
2018/12/20, 63, , 19, , 
2018/12/21, 33, , 21, 1, 5
2018/12/22, 34, , 28, 1, 
2018/12/23, 31, , 31, 1, 
2018/12/24, 28, , 26, , 
2018/12/25, 35, , 26, 1, 
2018/12/26, 41, , 31, 1, 
2018/12/27, 44, , 27, , 
2018/12/28, 22, , 18, , 
2018/12/29, 33, , 13, , 
2018/12/30, 31, , 10, , 
2018/7/2, 81, , 26, 1, 1
2018/7/3, 86, , 29, 1, 1
2018/7/4, 38, , 31, 1, 
2018/7/5, 41, , 26, 1, 
2018/7/6, 46, , 29, 1, 
2018/7/7, 33, , 32, 1, 
2018/7/8, 30, , 26, 1, 
2018/7/9, 26, , 24, 2, 
2018/7/10, 30, , 30, 1, 
2018/7/11, 39, , 34, 1, 
2018/7/12, 40, , 40, 1, 
2018/7/13, 40, , 32, 1, 
2018/7/14, 45, , 37, 1, 
2018/7/15, 48, , 25, 1, 
2018/7/16, 48, , 29, 1, 
2018/7/17, 51, , 27, 1, 
2018/7/18, 62, , 35, 1, 
2018/7/19, 64, , 35, 1, 
2018/7/20, 62, , 36, 1, 
2018/7/21, 59, , 32, 1, 
2018/7/22, 60, , 33, 1, 
2018/7/23, 56, , 38, 1, 
2018/7/24, 44, , 37, 1, 
2018/7/25, 52, , 43, 1, 1
2018/7/26, 72, , 41, 1, 2
2018/7/27, 75, , 46, 1, 2
2018/7/28, 70, , 39, 1, 1
2018/7/29, 56, , 36, 1, 
2018/7/30, 52, , 40, 1, 
2018/7/31, 54, , 33, 1, 
2018/8/1, 51, , 40, 1, 
2018/8/2, 40, , 40, 1, 
2018/8/3, 43, , 35, 1, 1
2018/8/4, 42, , 29, 1, 
2018/8/5, 27, , 26, 1, 
2018/8/6, 33, , 34, 1, 
2018/8/7, 31, , 29, 1, 
2018/8/8, 33, , 28, 1, 
2018/8/9, 29, , 30, 1, 
2018/8/10, 30, , 30, 1, 
2018/8/11, 28, , 36, 1, 
2018/8/12, 34, , 29, 1, 
2018/8/13, 34, , 22, 1, 
2018/8/14, 68, , 27, 1, 1
2018/8/15, 81, , 30, 1, 1
2018/8/16, 86, , 28, 1, 
2018/8/17, 60, , 26, 1, 
2018/8/18, 44, , 24, 1, 
2018/8/19, 36, , 22, 1, 
2018/8/20, 32, , 25, 1, 
2018/8/21, 31, , 34, 1, 1
2018/8/22, 46, , 36, 1, 1
2018/8/23, 55, , 38, 1, 1
2018/8/24, 77, , 47, 1, 2
2018/8/25, 83, , 52, 1, 2
2018/8/26, 94, , 31, 1, 
2018/8/27, 51, , 24, 1, 
2018/8/28, 37, , 26, 1, 
2018/8/29, 23, , 27, 1, 
2018/8/30, 25, , 29, 1, 
2018/8/31, 26, , 24, 1, 
2018/9/1, 26, , 22, 1, 
2018/9/2, 28, , 17, 1, 
2018/9/3, 37, , 21, 1, 
2018/9/4, 29, , 19, 1, 
2018/9/5, 30, , 18, 1, 
2018/9/6, 18, , 25, 1, 
2018/9/7, 31, , 22, 1, 
2018/9/8, 37, , 27, 1, 
2018/9/9, 35, , 20, 1, 
2018/9/10, 34, , 16, 1, 
2018/9/11, 23, , 22, 1, 
2018/9/12, 31, , 26, 1, 
2018/9/13, 25, , 27, 1, 
2018/9/14, 37, , 32, 1, 1
2018/9/15, 44, , 33, 1, 
2018/9/16, 41, , 29, 1, 1
2018/9/19, 35, , 33, 1, 
2018/9/20, 48, , 37, 1, 
2018/9/21, 59, , 23, 1, 
2018/9/22, 37, , 25, 1, 
2018/9/23, 33, , 26, 1, 
2018/9/24, 33, , 22, 2, 
2018/9/25, 30, , 22, 1, 
2018/9/26, 26, , 14, 1, 
2018/9/27, 24, , 16, 1, 
2018/9/28, 23, , 19, 1, 2
2018/9/29, 28, , 25, 1, 2
2018/9/30, 38, , 22, 1, 
2018/10/1, 41, , 25, 1, 
2018/4/2, 34, , 42, 1, 
2018/4/3, 39, , 33, 2, 
2018/4/4, 36, , 36, 1, 
2018/4/5, 25, , 40, 1, 
2018/4/6, 25, , 30, , 
2018/4/7, 33, , 27, , 
2018/4/8, 27, , 35, , 
2018/4/9, 37, , 37, , 
2018/4/10, 28, , 40, , 
2018/4/11, 28, , 39, , 
2018/4/12, 45, , 42, 1, 1
2018/4/13, 46, , 36, , 
2018/4/14, 40, , 29, , 1
2018/4/15, 42, , 28, , 1
2018/4/16, 27, , 17, , 8
2018/4/17, 30, , 44, , 12
2018/4/18, 34, , 37, , 12
2018/4/19, 36, , 39, , 5
2018/4/20, 27, , 36, , 1
2018/4/21, 32, , 39, , 1
2018/4/22, 60, , 36, , 
2018/4/23, 33, , 26, , 1
2018/4/24, 36, , 34, , 1
2018/4/25, 35, , 45, , 1
2018/4/26, 46, , 31, , 
2018/4/27, 31, , 41, , 1
2018/4/28, 49, , 47, , 2
2018/4/29, 47, , 39, , 1
2018/4/30, 33, , 46, , 1
2018/5/1, 31, , 35, , 1
2018/5/2, 46, , 37, , 
2018/5/3, 50, , 35, , 
2018/5/4, 48, , 34, , 1
2018/5/5, 56, , 30, , 1
2018/5/6, 34, , 44, , 2
2018/5/7, 38, , 41, , 2
2018/5/8, 45, , 59, , 3
2018/5/9, 57, , 53, , 1
2018/5/10, 57, , 50, 2, 
2018/5/11, 56, , 46, , 
2018/5/12, 54, , 43, , 
2018/5/13, 61, , 38, , 
2018/5/14, 73, , 43, , 1
2018/5/15, 67, , 44, , 1
2018/5/16, 69, , 41, 1, 
2018/5/17, 58, , 41, , 
2018/5/18, 42, , 44, , 1
2018/5/19, 46, , 42, 1, 
2018/5/20, 59, , 41, 2, 
2018/5/21, 54, , 38, , 
2018/5/22, 41, , 29, , 
2018/5/23, 44, , 46, , 
2018/5/24, 42, , 41, , 
2018/5/25, 33, , 39, , 
2018/5/26, 32, , 33, 1, 
2018/5/27, 26, , 28, , 
2018/5/28, 25, , 24, , 
2018/5/29, 29, , 31, , 
2018/5/30, 28, , 36, 1, 
2018/5/31, 49, , 28, 2, 
2018/6/1, 34, , 26, 2, 
2018/6/2, 45, , 28, 1, 
2018/6/3, 53, , 40, 2, 1
2018/6/4, 44, , 51, 1, 1
2018/6/5, 30, , 39, 1, 1
2018/6/6, 40, , 47, , 1
2018/6/7, 47, , 52, 1, 2
2018/6/8, 58, , 52, 1, 2
2018/6/9, 62, , 45, 1, 
2018/6/10, 62, , 25, 1, 
2018/6/11, 46, , 19, 1, 
2018/6/12, 39, , 20, 1, 
2018/6/13, 36, , 26, 2, 
2018/6/14, 30, , 30, , 
2018/6/15, 36, , 34, 1, 
2018/6/16, 38, , 35, 1, 
2018/6/17, 41, , 20, , 
2018/6/18, 57, , 18, , 
2018/6/19, 68, , 19, 1, 
2018/6/20, 64, , 23, 1, 
2018/6/21, 50, , 18, 1, 
2018/6/22, 49, , 28, 1, 
2018/6/23, 44, , 17, 1, 
2018/6/24, 46, , 20, 1, 
2018/6/25, 38, , 21, 2, 
2018/6/26, 38, , 27, 1, 
2018/6/27, 46, , 25, 1, 1
2018/6/28, 39, , 30, 1, 1
2018/6/29, 34, , 29, 1, 
2018/6/30, 33, , 32, 1, 
2018/7/1, 51, , 27, 1, 
2018/1/11, 33, , 23, , 2
2018/1/12, 21, , 33, , 2
2018/1/13, 22, , 22, , 2
2018/1/14, 36, , 24, , 1
2018/1/15, 28, , 27, , 2
2018/1/16, 53, , 26, 2, 7
2018/1/17, 38, , 28, 1, 3
2018/1/18, 47, , 27, 1, 2
2018/1/19, 58, , 22, 2, 5
2018/1/20, 58, , 20, 2, 7
2018/1/21, 27, , 30, , 2
2018/1/22, 35, , 32, , 2
2018/1/23, 38, , 29, , 2
2018/1/24, 14, , 31, , 2
2018/1/25, 28, , 30, 1, 3
2018/1/26, 39, , 29, 1, 5
2018/1/27, 63, , 29, 1, 3
2018/1/28, 42, , 24, , 2
2018/1/29, 37, , 20, , 2
2018/1/30, 22, , 29, , 2
2018/1/31, 53, , 25, 2, 4
2018/2/1, 38, , 33, 1, 2
2018/2/2, 39, , 27, 1, 2
2018/2/3, 16, , 29, , 2
2018/2/4, 26, , 26, , 2
2018/2/5, 39, , 29, , 2
2018/2/6, 54, , 17, , 2
2018/2/7, 45, , 20, , 2
2018/2/8, 27, , 17, , 2
2018/2/9, 41, , 24, 1, 2
2018/2/10, 38, , 14, 1, 3
2018/2/11, 34, , 16, , 2
2018/2/12, 31, , 16, , 2
2018/2/13, 47, , 18, , 2
2018/2/14, 49, , 13, , 2
2018/2/15, 36, , 17, , 2
2018/2/16, 39, , 25, , 2
2018/2/17, 35, , 23, 1, 2
2018/2/18, 29, , 19, , 2
2018/2/19, 30, , 16, , 2
2018/2/20, 39, , 25, , 2
2018/2/21, 35, , 21, , 2
2018/2/22, 37, , 19, , 2
2018/2/23, 48, , 19, , 1
2018/2/24, 42, , 18, , 1
2018/2/25, 37, , 24, , 1
2018/2/26, 18, , 35, , 1
2018/2/27, 13, , 28, , 2
2018/2/28, 25, , 28, , 2
2018/3/1, 44, , 23, , 1
2018/3/2, 26, , 26, , 1
2018/3/3, 31, , 35, , 2
2018/3/4, 24, , 35, , 2
2018/3/5, 31, , 35, , 2
2018/3/6, 50, , 32, , 2
2018/3/7, 21, , 37, , 1
2018/3/8, 27, , 33, , 2
2018/3/9, 41, , 37, , 2
2018/3/10, 48, , 43, 1, 2
2018/3/11, 47, , 37, , 2
2018/3/12, 35, , 30, , 2
2018/3/13, 35, , 36, , 1
2018/3/14, 43, , 38, , 1
2018/3/15, 36, , 39, , 2
2018/3/16, 55, , 42, , 
2018/3/17, 42, , 37, , 
2018/3/18, 49, , 30, , 
2018/3/19, 50, , 13, , 
2018/3/20, 44, , 31, , 
2018/3/21, 24, , 29, 1, 
2018/3/22, 35, , 37, , 
2018/3/23, 36, , 37, 1, 
2018/3/24, 46, , 47, , 
2018/3/25, 38, , 38, , 
2018/3/26, 46, , 27, , 
2018/3/27, 54, , 27, , 
2018/3/28, 52, , 26, , 
2018/3/29, 45, , 30, , 
2018/3/30, 20, , 30, , 
2018/3/31, 18, , 34, 1, 
2018/4/1, 30, , 38, 2, 
2016/10/2, 51, , 39, , 3
2016/10/3, 51, , 40, , 2
2016/10/4, 59, , 36, , 3
2016/10/5, 34, , 35, , 1
2016/10/6, 31, , 34, , 1
2016/10/7, 41, , 42, , 1
2016/10/8, 45, , 35, , 1
2016/10/9, 38, , 34, , 1
2016/10/10, 19, , 40, 7, 1
2016/10/11, 36, , 37, 1, 1
2016/10/12, 46, , 40, , 2
2016/10/13, 50, , 32, , 2
2016/10/14, 49, , 38, 2, 2
2016/10/15, 57, , 29, , 10
2016/10/16, 84, , 29, , 1
2016/10/17, 40, , 23, , 1
2016/10/18, 38, , 28, , 1
2016/10/19, 43, , 22, 2, 1
2016/10/20, 43, , 24, 1, 1
2016/10/21, 37, , 29, , 1
2016/10/22, 41, , 31, , 2
2016/10/23, 35, , 36, 1, 4
2016/10/24, 40, , 41, 1, 2
2016/10/25, 49, , 54, 1, 5
2016/10/26, 57, , 40, 1, 3
2016/10/27, 59, , 37, 2, 4
2016/10/28, 49, , 45, 1, 5
2016/10/29, 58, , 36, , 3
2016/10/30, 60, , 41, , 3
2016/10/31, 54, , 33, 1, 5
2016/11/1, 52, , 36, 1, 2
2016/11/2, 63, , 34, , 2
2016/11/3, 57, , 30, 1, 3
2016/11/4, 63, , 31, 1, 1
2016/11/5, 61, , 33, , 1
2016/11/6, 41, , 36, , 1
2016/11/7, 50, , 23, , 2
2016/11/8, 53, , 19, , 2
2016/11/9, 65, , 28, , 1
2016/11/10, 72, , 28, , 1
2016/11/11, 42, , 28, 2, 4
2016/11/12, 54, , 31, 1, 3
2016/11/13, 63, , 29, , 3
2016/11/14, 65, , 43, 1, 7
2016/11/15, 78, , , , 
2016/11/19, 33, , 30, , 1
2016/11/20, 30, , 29, , 2
2016/11/21, 30, , 26, 1, 5
2016/11/22, 45, , 33, 1, 3
2016/11/23, 35, , 29, , 1
2016/11/24, 29, , 23, , 2
2016/11/25, 44, , 24, , 1
2016/11/26, 39, , 22, , 1
2016/11/27, 60, , 28, 1, 2
2016/11/28, 35, , 30, , 1
2016/11/29, 22, , 19, , 2
2016/11/30, 38, , 24, , 1
2016/12/1, 23, , 28, 1, 4
2016/12/2, 36, , 28, 2, 5
2016/12/3, 40, , 28, , 1
2016/12/4, 34, , 19, , 1
2016/12/5, 41, , 13, , 2
2016/12/6, 26, , 18, , 2
2016/12/7, 15, , 14, , 2
2016/12/8, 29, , 22, , 1
2016/12/9, 31, , 22, , 1
2016/12/10, 22, , 25, , 1
2016/12/11, 37, , 18, , 2
2016/12/12, 59, , 15, , 2
2016/12/13, 45, , 15, , 2
2016/12/14, 48, , 15, , 1
2016/12/15, 49, , 24, 1, 1
2016/12/16, 36, , 26, , 2
2016/12/17, 31, , 19, , 1
2016/12/18, 31, , 22, , 1
2016/12/19, 57, , 22, , 1
2016/12/20, 44, , 13, , 3
2016/12/21, 59, , 15, 1, 3
2016/12/22, 63, , 21, 1, 3
2016/12/23, 77, , 27, , 2
2016/7/15, 43, , 26, 1, 1
2016/7/16, 44, , 42, , 1
2016/7/17, 55, , 46, , 1
2016/7/18, 55, , 30, 2, 1
2016/7/19, 37, , 33, , 1
2016/7/20, 39, , 38, 1, 1
2016/7/21, 44, , 27, 1, 2
2016/7/22, 54, , 39, 1, 2
2016/7/23, 52, , 39, 1, 1
2016/7/24, 44, , , , 1
2016/7/25, 46, , , 1, 1
2016/7/26, 38, , , 2, 1
2016/7/27, 35, , , 1, 1
2016/7/28, 35, , , , 1
2016/7/29, 42, , 15, 1, 1
2016/7/30, 39, , 29, 1, 1
2016/7/31, 50, , 26, , 1
2016/8/1, 41, , 28, , 1
2016/8/2, 42, , 37, , 1
2016/8/3, 61, , 28, , 1
2016/8/4, 63, , 29, , 1
2016/8/5, 58, , 29, , 1
2016/8/6, 42, , 32, , 1
2016/8/10, 38, , 31, , 1
2016/8/11, 24, , 23, , 1
2016/8/12, 17, , 22, , 1
2016/8/13, 14, , 19, 1, 1
2016/8/14, 23, , 21, , 1
2016/8/15, 13, , 21, 1, 
2016/8/16, 19, , 21, , 1
2016/8/17, 21, , 18, , 1
2016/8/18, 22, , 21, 4, 1
2016/8/19, 21, , 25, 3, 1
2016/8/20, 27, , 17, 1, 1
2016/8/21, 32, , 14, , 1
2016/8/22, 33, , 20, , 1
2016/8/23, 28, , 26, , 1
2016/8/24, 51, , 27, , 1
2016/8/25, 49, , 28, 1, 2
2016/8/31, 43, , 29, , 2
2016/9/1, 47, , 35, , 2
2016/9/2, 52, , 40, , 1
2016/9/3, 46, , 34, , 1
2016/9/4, 41, , 37, 2, 1
2016/9/5, 41, , 31, 1, 1
2016/9/6, 24, , 25, 2, 1
2016/9/7, 21, , 29, 2, 1
2016/9/8, 31, , 29, , 1
2016/9/9, 36, , 37, , 1
2016/9/10, 31, , 34, , 1
2016/9/11, 22, , 29, , 1
2016/9/12, 18, , 27, , 1
2016/9/13, 27, , 29, 3, 1
2016/9/14, 37, , 28, 1, 1
2016/9/15, 43, , 27, , 1
2016/9/16, 43, , 30, , 1
2016/9/17, 38, , 21, 15, 1
2016/9/18, 16, , 17, , 1
2016/9/19, 21, , 25, , 1
2016/9/20, 27, , 36, , 1
2016/9/21, 36, , 39, , 1
2016/9/22, 46, , 42, 1, 1
2016/9/23, 55, , 45, 1, 2
2016/9/24, 53, , 38, , 2
2016/9/25, 59, , 43, , 3
2016/9/26, 53, , 39, , 2
2016/9/27, 46, , 37, , 1
2016/9/28, 33, , 33, , 1
2016/9/29, 47, , 45, 1, 1
2016/9/30, 36, , 27, , 1
2016/10/1, 48, , 37, , 1
2016/4/2, 28, , 33, , 2
2016/4/3, 15, , 41, 1, 4
2016/4/4, 40, , 44, , 4
2016/4/5, 47, , 37, , 5
2016/4/6, 51, , 41, 3, 3
2016/4/7, 53, , 39, , 2
2016/4/8, 46, , 37, , 2
2016/4/9, 22, , 45, 2, 5
2016/4/10, 49, , 43, 1, 2
2016/4/11, 48, , 34, 4, 2
2016/4/12, 34, , 29, 1, 2
2016/4/13, 14, , 20, 2, 2
2016/4/14, 32, , 16, 1, 2
2016/4/15, 37, , 22, 1, 2
2016/4/16, 24, , 21, , 1
2016/4/17, 26, , 32, , 1
2016/4/18, 28, , 39, 2, 2
2016/4/19, 35, , 28, 7, 2
2016/4/21, 38, , 32, , 2
2016/4/22, 27, , 40, , 1
2016/4/23, 31, , 41, 1, 2
2016/4/24, 27, , 43, 2, 4
2016/1/5, 57, , 24, 2, 2
2016/1/6, 34, , 25, 2, 2
2016/1/7, 33, , 19, 2, 2
2016/1/8, 34, , 16, 2, 2
2016/1/9, 41, , 25, 2, 2
2016/1/10, 26, , 28, , 1
2016/1/11, 21, , 25, 3, 4
2016/1/12, 30, , 26, 2, 5
2016/1/13, 43, , 21, 3, 6
2016/1/14, 68, , 29, 3, 3
2016/1/15, 78, , 27, 1, 3
2016/1/16, 74, , 25, 1, 2
2016/1/27, 32, , 23, , 1
2016/1/28, 33, , 27, , 2
2016/1/29, 42, , 30, 2, 4
2016/1/30, 39, , 39, 2, 2
2016/1/31, 37, , 33, , 2
2016/2/1, 23, , 27, , 2
2016/2/2, 46, , 24, 3, 2
2016/2/3, 30, , 29, , 2
2016/2/4, 26, , 26, , 2
2016/2/5, 22, , 32, 2, 4
2016/2/6, 38, , 35, 3, 4
2016/2/7, 38, , 36, 2, 3
2016/2/8, 42, , 30, 1, 1
2016/2/9, 31, , 27, 1, 1
2016/2/10, 13, , 30, , 2
2016/2/11, 29, , 38, , 3
2016/2/12, 33, , 38, , 3
2016/2/13, 56, , 32, , 2
2016/2/14, 44, , 35, 4, 2
2016/2/15, 50, , 30, , 2
2016/2/16, 35, , 33, , 2
2016/2/17, 20, , 29, , 2
2016/2/18, 16, , 31, 6, 2
2016/2/19, 35, , 38, 1, 2
2016/2/20, 39, , 35, , 2
2016/2/21, 40, , 29, , 3
2016/2/22, 42, , 17, , 2
2016/2/23, 41, , 17, 1, 2
2016/2/24, 21, , 26, , 2
2016/2/25, 16, , 33, , 2
2016/2/26, 32, , 30, , 2
2016/2/27, 32, , 36, 2, 5
2016/2/28, 49, , 42, 2, 2
2016/2/29, 44, , 35, , 2
2016/3/1, 52, , 29, , 4
2016/3/2, 37, , 29, 13, 2
2016/3/3, 16, , 25, 1, 2
2016/3/4, 30, , 30, , 2
2016/3/5, 35, , 37, 2, 3
2016/3/6, 39, , 37, 1, 3
2016/3/7, 32, , 36, 3, 2
2016/3/8, 39, , 34, 2, 2
2016/3/9, 40, , 30, 1, 2
2016/3/10, 34, , 24, 1, 2
2016/3/11, 14, , 23, 2, 2
2016/3/12, 14, , 21, 2, 2
2016/3/13, 25, , 36, 1, 2
2016/3/14, 25, , 35, 1, 2
2016/3/15, 34, , 35, , 2
2016/3/16, 51, , 37, 2, 3
2016/3/17, 42, , 33, 3, 3
2016/3/18, 39, , 28, 2, 2
2016/3/19, 37, , 30, , 2
2016/3/20, 24, , 29, , 2
2016/3/21, 20, , 28, , 2
2016/3/22, 16, , 43, , 2
2016/3/23, 36, , 39, 3, 2
2016/3/24, 30, , 34, , 2
