date, pm25, pm10, o3, so2, co
2021/5/30, 31, 12, 26, , 
2021/5/31, 38, 13, 36, , 
2021/6/1, 35, 20, 28, 1, 
2021/6/2, 44, 15, 20, 1, 
2021/6/3, 34, 15, 34, , 
2021/6/4, 37, 17, 30, , 1
2021/6/5, 43, 12, 23, , 
2021/6/6, 29, 9, 19, 1, 
2021/6/7, 18, 14, 19, 5, 
2021/6/8, 31, 14, 16, 3, 
2021/6/9, 28, 16, 22, , 
2021/6/10, 36, 13, 20, 8, 
2021/6/11, 31, 18, 19, 1, 
2021/6/12, 41, 19, 25, , 
2021/6/13, 47, 19, 29, , 
2021/6/14, 49, 18, 41, 1, 1
2021/6/15, 45, 24, 4, , 3
2021/6/16, 55, 17, 39, , 
2021/6/17, 42, 24, 44, , 2
2021/6/18, 58, 25, 34, , 
2021/6/19, 56, 14, 18, , 
2021/6/20, 28, 14, 24, , 
2021/6/21, 29, 15, 24, 1, 
2021/6/22, 27, 14, 32, , 
2021/6/23, 32, 17, 29, , 1
2021/6/24, 43, 22, 30, 2, 
2021/6/25, 51, 18, 19, , 
2021/6/26, 35, 13, 21, , 
2021/6/27, 30, 13, 14, , 
2021/6/28, 29, 13, 18, , 
2021/6/29, 30, 14, 18, , 
2021/6/30, 29, 14, 24, , 
2021/7/1, 29, 18, 28, , 
2021/1/5, 39, 21, 27, 1, 4
2021/1/6, 47, 15, 24, 1, 1
2021/1/7, 36, 11, 24, , 1
2021/1/8, 34, 12, 22, 1, 1
2021/1/9, 47, 11, 24, 1, 1
2021/1/10, 42, 11, 23, 1, 1
2021/1/11, 45, 12, 19, 1, 1
2021/1/12, 50, 18, 22, 2, 1
2021/1/13, 57, 21, 27, 1, 4
2021/1/14, 55, 16, 30, 1, 2
2021/1/15, 39, 25, 29, 1, 1
2021/1/16, 25, 18, 24, 1, 2
2021/1/17, 28, 22, 30, 1, 2
2021/1/18, 39, 14, 29, 1, 2
2021/1/19, 27, 32, 28, 1, 2
2021/1/20, 49, 17, 21, 1, 2
2021/1/21, 43, 18, 17, 1, 1
2021/1/22, 44, 9, 14, 1, 2
2021/1/23, 24, 13, 20, 1, 2
2021/1/24, 36, 13, 16, 1, 1
2021/1/25, 35, 15, 27, 1, 1
2021/1/26, 40, 19, 26, 1, 2
2021/1/27, 29, 11, 25, 1, 1
2021/1/28, 25, 13, 26, 1, 2
2021/1/29, 40, 14, 28, 1, 2
2021/1/30, 36, 13, 29, 1, 1
2021/1/31, 33, 27, 23, 1, 1
2021/2/1, 45, 14, 29, 1, 1
2021/2/2, 49, 13, 28, 1, 1
2021/2/3, 45, 19, 28, 1, 2
2021/2/4, 53, 19, 31, 1, 1
2021/2/5, 44, 10, 24, 1, 2
2021/2/6, 29, 7, 25, 1, 1
2021/2/7, 20, 5, 25, 1, 1
2021/2/8, 14, 9, 25, 1, 2
2021/2/9, 24, 19, 28, 1, 3
2021/2/10, 49, 19, 23, 1, 2
2021/2/11, 53, 14, 17, 1, 2
2021/2/12, 43, 17, 21, 1, 1
2021/2/13, 59, 18, 22, 1, 1
2021/2/14, 64, 17, 18, 1, 1
2021/2/15, 58, 12, 26, 1, 1
2021/2/16, 37, 13, 29, 1, 1
2021/2/17, 45, 14, 24, 1, 1
2021/2/18, 52, 15, 34, 1, 1
2021/2/19, 54, 13, 37, 1, 1
2021/2/20, 47, 20, 32, 1, 3
2021/2/21, 66, 14, 33, 1, 1
2021/2/22, 39, 15, 33, 1, 2
2021/2/23, 40, 19, 37, 1, 3
2021/2/24, 38, 21, 33, 1, 1
2021/2/25, 43, 19, 24, 1, 1
2021/2/26, 53, 17, 24, 1, 1
2021/2/27, 45, 14, 20, 1, 
2021/2/28, 37, 18, 23, 1, 
2021/3/1, 43, 10, 24, 1, 
2021/3/2, 24, 6, 25, 1, 1
2021/3/3, 18, 10, 34, 1, 1
2021/3/4, 28, 21, 38, 1, 5
2021/3/5, 44, 24, 30, 1, 5
2021/3/6, 51, 13, 37, 1, 1
2021/3/7, 35, 21, 38, 1, 2
2021/3/8, 50, 28, 37, 1, 3
2021/3/9, 63, 33, 40, 1, 2
2021/3/10, 71, 23, 34, 1, 1
2021/3/11, 40, 23, 32, 1, 
2021/3/12, 38, 26, 30, 1, 1
2021/3/13, 45, 24, 32, 1, 1
2021/3/14, 56, 21, 31, , 1
2021/3/15, 51, 17, 27, , 
2021/3/16, 39, 15, 21, 1, 
2021/3/17, 37, 18, 22, 1, 
2021/3/18, 40, 13, 31, 1, 1
2021/3/19, 20, 7, 26, 1, 1
2021/3/20, 18, 16, 25, 1, 
2021/3/21, 50, 16, 42, 1, 
2021/3/22, 42, 23, 34, 1, 1
2021/3/23, 55, 14, 28, 1, 1
2021/3/24, 33, 23, 30, 1, 1
2021/3/25, 45, 21, 29, 1, 
2021/3/26, 45, 18, 31, 1, 1
2021/3/27, 40, 19, 20, 1, 
2021/3/28, 42, 11, 34, 1, 
2021/3/29, 26, 10, 37, 1, 1
2021/3/30, 24, 16, 22, 1, 1
2021/3/31, 40, 18, 31, 1, 
2021/4/1, 36, 14, 40, , 1
2020/10/2, 36, 23, 31, 1, 1
2020/10/3, 31, 19, 29, 1, 2
2020/10/4, 38, 32, 35, 1, 3
2020/10/5, 66, 25, 29, 1, 1
2020/10/6, 58, 26, 35, 1, 2
2020/10/7, 59, 23, 24, 1, 1
2020/10/8, 55, 23, 19, 1, 1
2020/10/9, 60, 19, 20, 1, 
2020/10/10, 52, 7, 20, 1, 
2020/10/11, 16, 11, 15, 1, 
2020/10/12, 26, 19, 22, 1, 
2020/10/13, 45, 26, 31, 1, 1
2020/10/14, 35, 18, 34, 1, 2
2020/10/15, 35, 28, 37, 1, 1
2020/10/16, 54, 13, 29, 1, 1
2020/10/17, 29, 13, 30, 1, 1
2020/10/18, 26, 18, 32, 1, 1
2020/10/19, 45, 21, 23, 1, 1
2020/10/20, 50, 21, 28, 1, 1
2020/10/21, 49, 18, 24, 1, 1
2020/10/22, 45, 18, 22, 1, 1
2020/10/23, 42, 21, 25, 1, 1
2020/10/24, 44, 9, 12, 1, 
2020/10/25, 24, 8, 10, 1, 1
2020/10/26, 21, 15, 15, 1, 1
2020/10/27, 38, 18, 15, 1, 1
2020/10/28, 52, 12, 12, , 
2020/10/29, 23, 9, 26, 1, 1
2020/10/30, 21, 13, 22, 1, 1
2020/10/31, 41, 21, 26, 1, 3
2020/11/1, 61, 21, 30, 1, 3
2020/11/2, 50, 19, 29, 1, 2
2020/11/3, 34, 38, 28, 1, 6
2020/11/4, 69, 32, 30, 1, 5
2020/11/5, 61, 34, 34, 1, 3
2020/11/6, 69, 23, 25, 1, 2
2020/11/7, 61, 20, 25, 1, 1
2020/11/8, 56, 12, 20, 1, 
2020/11/9, 34, 13, 18, 1, 1
2020/11/10, 31, 13, 12, 1, 1
2020/11/11, 30, 14, 18, 1, 1
2020/11/12, 36, 20, 27, 1, 1
2020/11/13, 41, 32, 31, 1, 4
2020/11/14, 67, 25, 33, 1, 1
2020/11/15, 62, 18, 31, 1, 
2020/11/16, 37, 19, 27, 1, 4
2020/11/17, 35, 28, 30, 1, 5
2020/11/18, 53, 13, 28, 1, 1
2020/11/19, 27, 22, 30, 1, 1
2020/11/20, 53, 21, 28, 1, 1
2020/11/21, 51, 33, 27, 1, 5
2020/11/22, 72, 23, 29, 1, 2
2020/11/23, 55, 9, 26, 1, 1
2020/11/24, 23, 18, 28, 1, 1
2020/11/25, 44, 17, 25, 1, 
2020/11/26, 35, 13, 21, , 1
2020/11/27, 36, 16, 12, 1, 1
2020/11/28, 43, 18, 13, 2, 1
2020/11/29, 52, 12, 28, 1, 1
2020/11/30, 36, 9, 26, 1, 1
2020/12/1, 23, 13, 22, 1, 3
2020/12/2, 33, 17, 25, 1, 3
2020/12/3, 43, 11, 22, 1, 1
2020/12/4, 31, 11, 23, , 2
2020/12/5, 36, 19, 23, 1, 3
2020/12/6, 58, 22, 13, 1, 3
2020/12/7, 65, 26, 26, 2, 2
2020/12/8, 70, 30, 27, 1, 5
2020/12/9, 68, 32, 29, 1, 6
2020/12/10, 61, 29, 39, 1, 4
2020/12/11, 56, 25, 27, 1, 2
2020/12/12, 57, 14, 24, 1, 2
2020/12/13, 39, 16, 19, 1, 1
2020/12/14, 45, 7, 18, 1, 4
2020/12/15, 27, 11, 18, , 1
2020/12/16, 41, 9, 16, 1, 1
2020/12/17, 32, 17, 24, 1, 2
2020/12/18, 55, 20, 24, 1, 3
2020/12/19, 56, 13, 25, 1, 1
2020/12/20, 42, 15, 22, , 1
2020/12/21, 45, 19, 24, 1, 4
2020/12/22, 47, 27, 27, 2, 5
2020/12/23, 56, 13, 24, 1, 
2020/12/24, 31, 11, 27, 1, 1
2020/12/25, 16, 8, 29, 1, 2
2020/12/26, 22, 12, 28, 1, 2
2020/12/27, 32, 8, 31, 1, 1
2020/12/28, 21, 16, 24, 1, 1
2020/12/29, 37, 14, 28, 1, 1
2020/12/30, 41, 15, 26, , 
2020/12/31, 34, 18, 22, 1, 
2021/1/1, 41, 10, 28, , 
2021/1/2, 24, 10, 20, , 1
2021/1/3, 35, 10, 27, , 1
2021/1/4, 29, 15, 30, 1, 2
2020/7/2, 68, 29, 18, 1, 
2020/7/3, 44, 19, 29, 1, 
2020/7/4, 38, 18, 27, 1, 
2020/7/5, 42, 14, 29, 1, 
2020/7/6, 34, 15, 29, 1, 
2020/7/7, 36, 18, 24, 1, 
2020/7/8, 38, 25, 14, 1, 
2020/7/9, 42, 48, 20, 1, 
2020/7/10, 68, 36, 23, 1, 
2020/7/11, 64, 21, 43, 1, 
2020/7/12, 46, 20, 32, 1, 
2020/7/13, 47, 20, 40, 1, 1
2020/7/14, 41, 22, 35, 1, 1
2020/7/15, 51, 32, 22, 1, 
2020/7/16, 53, 25, 24, 1, 
2020/7/17, 42, 18, 29, 1, 
2020/7/18, 38, 18, 31, 1, 1
2020/7/19, 45, 16, 29, 1, 
2020/7/20, 43, 15, 26, 1, 
2020/7/21, 29, 17, 23, 1, 
2020/7/22, 27, 15, 20, 1, 
2020/7/23, 26, 12, 24, 1, 
2020/7/24, 24, 11, 18, 1, 
2020/7/25, 20, 10, 19, 1, 
2020/7/26, 20, 12, 16, 1, 
2020/7/27, 25, 10, 22, 1, 
2020/7/28, 23, 9, 27, 1, 
2020/7/29, 20, 15, 20, 1, 
2020/7/30, 26, 38, 15, 1, 
2020/7/31, 57, 31, 25, 1, 
2020/8/1, 47, 14, 30, 1, 
2020/8/2, 33, 13, 30, 1, 1
2020/8/3, 33, 18, 32, 1, 2
2020/8/4, 45, 21, 36, 1, 1
2020/8/5, 49, 18, 34, 1, 1
2020/8/6, 47, 17, 42, 1, 1
2020/8/7, 39, 23, 42, 1, 1
2020/8/8, 50, 22, 36, 1, 2
2020/8/9, 55, 21, 39, 1, 2
2020/8/10, 57, 30, 31, 1, 1
2020/8/11, 53, 49, 27, 1, 1
2020/8/12, 64, 23, 25, 1, 
2020/8/13, 41, 11, 25, 1, 
2020/8/14, 24, 14, 23, 1, 1
2020/8/15, 28, 16, 29, 1, 1
2020/8/16, 35, 18, 31, 1, 1
2020/8/17, 42, 19, 30, 1, 1
2020/8/18, 41, 19, 34, 1, 1
2020/8/19, 38, 20, 36, 1, 1
2020/8/20, 40, 17, 29, 1, 1
2020/8/21, 45, 11, 36, 1, 
2020/8/22, 26, 14, 34, 1, 
2020/8/23, 33, 13, 29, 1, 
2020/8/24, 37, 13, 19, 1, 
2020/8/25, 30, 9, 13, 1, 
2020/8/26, 19, 26, 17, 1, 
2020/8/27, 43, 20, 17, 1, 
2020/8/28, 37, 15, 17, 1, 
2020/8/29, 34, 19, 25, 1, 
2020/8/30, 35, 13, 19, 1, 
2020/8/31, 27, 15, 18, 1, 
2020/9/1, 35, 46, 18, 1, 
2020/9/2, 66, 60, 17, 1, 
2020/9/3, 78, 55, 13, 1, 
2020/9/4, 71, 39, 23, 1, 
2020/9/5, 60, 17, 27, 1, 
2020/9/6, 36, 15, 34, 1, 1
2020/9/7, 30, 18, 36, 1, 1
2020/9/8, 45, 20, 28, 1, 1
2020/9/9, 45, 20, 32, 1, 
2020/9/10, 48, 17, 30, 1, 
2020/9/11, 41, 13, 22, 1, 
2020/9/12, 31, 10, 18, 1, 
2020/9/13, 21, 8, 18, 1, 
2020/9/14, 18, 12, 18, 1, 
2020/9/15, 26, 11, 20, 1, 
2020/9/16, 27, 11, 22, 1, 
2020/9/17, 29, 18, 41, 1, 
2020/9/18, 37, 24, 35, , 1
2020/9/19, 55, 25, 27, 1, 1
2020/9/20, 60, 20, 31, 1, 1
2020/9/21, 54, 16, 27, 1, 
2020/9/22, 33, 17, 23, 1, 
2020/9/23, 36, 15, 18, 1, 
2020/9/24, 36, 7, 16, 2, 
2020/9/25, 16, 10, 19, 1, 1
2020/9/26, 23, 12, 22, 1, 1
2020/9/27, 30, 15, 29, 1, 1
2020/9/28, 43, 15, 25, 1, 1
2020/9/29, 36, 17, 26, 1, 1
2020/9/30, 24, 21, 28, 1, 2
2020/10/1, 37, 27, 32, 1, 1
2020/4/2, 33, , 36, 1, 1
2020/4/3, 42, , 38, 1, 1
2020/4/4, 59, , 28, 1, 1
2020/4/5, 62, , 37, 1, 
2020/4/6, 55, , 30, 1, 1
2020/4/7, 57, , 25, 1, 
2020/4/8, 52, , 20, 1, 
2020/4/9, 64, , 32, 1, 
2020/4/10, 51, , 37, , 
2020/4/11, 29, , 36, 1, 
2020/4/12, 31, , 41, 1, 
2020/4/13, 48, , 25, 1, 
2020/4/14, 24, , 32, 1, 
2020/4/15, 27, , 35, 1, 
2020/4/16, 28, , 38, 1, 1
2020/4/17, 36, , 35, 1, 
2020/4/18, 48, , 25, 1, 
2020/4/19, 32, , 27, 1, 
2020/4/20, 42, , 29, 1, 
2020/4/21, 25, , 37, 1, 1
2020/4/22, 37, , 30, 1, 
2020/4/23, 33, , 36, 1, 
2020/4/24, 34, , 41, 1, 1
2020/4/25, 33, , 33, 1, 
2020/4/26, 29, , 38, 1, 
2020/4/27, 26, , 35, 1, 
2020/4/28, 25, , 33, 1, 
2020/4/29, 28, , 37, 1, 
2020/4/30, 19, , 39, 1, 1
2020/5/1, 26, , 42, 1, 1
2020/5/2, 42, , 42, 1, 
2020/5/3, 40, , 36, 1, 
2020/5/4, 40, , 29, 1, 
2020/5/5, 42, , 34, 1, 
2020/5/6, 43, , 39, 1, 
2020/5/7, 22, , 41, 1, 
2020/5/8, 23, , 30, 1, 
2020/5/9, 26, , 32, , 
2020/5/10, 22, , 36, 1, 1
2020/5/11, 29, , 34, 1, 1
2020/5/12, 29, , 37, 1, 
2020/5/13, 36, , 34, 1, 
2020/5/14, 43, , 27, 1, 
2020/5/15, 41, , 25, 1, 
2020/5/16, 34, , 22, 1, 
2020/5/17, 36, , 34, 1, 
2020/5/18, 27, , 37, 1, 
2020/5/19, 20, , 30, 1, 1
2020/5/20, 24, , 36, 1, 
2020/5/21, 19, , 28, 1, 
2020/5/22, 39, , 28, 1, 
2020/5/23, 41, , 22, 1, 
2020/5/24, 50, , 24, 1, 
2020/5/25, 36, , 26, 1, 
2020/5/26, 33, , 21, 1, 
2020/5/27, 29, , 36, 1, 
2020/5/28, 22, , 35, 1, 
2020/5/29, 31, , 38, 1, 
2020/5/30, 28, , 40, 1, 
2020/5/31, 34, , 37, 1, 
2020/6/1, 40, , 37, 1, 
2020/6/2, 40, , 36, 1, 
2020/6/3, 53, , 24, 1, 
2020/6/4, 46, , 22, 1, 
2020/6/5, 37, , 32, 1, 
2020/6/6, 35, , 23, 1, 
2020/6/7, 35, , 16, 1, 
2020/6/8, 20, , 21, 1, 
2020/6/9, 12, , 17, 1, 
2020/6/10, 42, , 37, 1, 
2020/6/11, 31, , 34, 1, 
2020/6/12, 28, , 43, 1, 
2020/6/13, 32, , 40, 1, 
2020/6/14, 35, , 36, 1, 
2020/6/15, 56, , 39, 1, 1
2020/6/16, 60, , 42, 1, 
2020/6/17, 41, , 42, 1, 1
2020/6/18, 56, , 44, 1, 2
2020/6/19, 59, , 42, 1, 1
2020/6/20, 62, , 35, 1, 
2020/6/21, 62, , 23, 1, 
2020/6/22, 37, , 20, , 
2020/6/23, 22, , 27, 1, 
2020/6/24, 22, , 23, 1, 
2020/6/25, 24, , 17, 1, 
2020/6/26, 54, 107, 15, 1, 
2020/6/27, 110, 45, 14, 1, 
2020/6/28, 68, 20, 15, 1, 
2020/6/29, 43, 27, 18, 1, 
2020/6/30, 50, 47, 14, 1, 
2020/7/1, 67, 50, 21, 1, 
2020/1/2, 72, , 22, 1, 1
2020/1/3, 15, , 22, 1, 1
2020/1/4, 19, , 28, 1, 1
2020/1/5, 26, , 28, 1, 2
2020/1/6, 32, , 31, 1, 1
2020/1/7, 27, , 31, 1, 2
2020/1/8, 32, , 26, 2, 5
2020/1/9, 44, , 29, 1, 1
2020/1/10, 46, , 28, , 
2020/1/11, 34, , 24, , 
2020/1/12, 19, , 17, 1, 1
2020/1/13, 29, , 12, 1, 2
2020/1/14, 47, , 20, , 
2020/1/15, 18, , 18, 1, 1
2020/1/16, 31, , 23, 1, 
2020/1/17, 34, , 24, 1, 1
2020/1/18, 26, , 25, , 
2020/1/19, 30, , 31, , 
2020/1/20, 11, , 26, 1, 1
2020/1/21, 20, , 25, 1, 1
2020/1/22, 32, , 27, 1, 1
2020/1/23, 47, , 23, 1, 1
2020/1/24, 53, , 24, 1, 1
2020/1/25, 25, , 25, 1, 3
2020/1/26, 41, , 24, 1, 1
2020/1/27, 37, , 28, 1, 1
2020/1/28, 34, , 22, 1, 3
2020/1/29, 41, , 20, 1, 1
2020/1/30, 31, , 23, 1, 2
2020/1/31, 47, , 19, , 1
2020/2/1, 49, , 26, 1, 1
2020/2/2, 37, , 33, 1, 1
2020/2/3, 29, , 38, 1, 
2020/2/4, 26, , 27, , 
2020/2/5, 32, , 20, , 
2020/2/6, 38, , 20, , 
2020/2/7, 11, , 30, , 1
2020/2/8, 21, , 31, , 1
2020/2/9, 22, , 32, , 
2020/2/10, 26, , 28, , 
2020/2/11, 24, , 14, , 
2020/2/12, 18, , 16, , 
2020/2/13, 20, , 28, , 
2020/2/14, 13, , 28, , 1
2020/2/15, 19, , 33, , 1
2020/2/16, 21, , 28, , 
2020/2/17, 28, , 21, , 
2020/2/18, 26, , 15, , 
2020/2/19, 33, , 18, , 
2020/2/20, 25, , 27, 5, 1
2020/2/21, 13, , 30, , 1
2020/2/22, 27, , 33, , 1
2020/2/23, 31, , 28, , 1
2020/2/24, 41, , 30, , 
2020/2/25, 37, , 26, 1, 1
2020/2/26, 27, , 30, , 1
2020/2/27, 18, , 31, , 1
2020/2/28, 19, , 35, , 2
2020/2/29, 36, , 37, , 2
2020/3/1, 35, , 40, 1, 1
2020/3/2, 42, , 29, , 
2020/3/3, 33, , 24, 1, 1
2020/3/4, 57, , 35, 1, 
2020/3/5, 43, , 34, 1, 
2020/3/6, 19, , 34, 2, 1
2020/3/7, 20, , 32, 1, 1
2020/3/8, 27, , 37, 1, 1
2020/3/9, 46, , 30, 1, 
2020/3/10, 44, , 27, 1, 
2020/3/11, 38, , 27, , 
2020/3/12, 43, , 28, 1, 
2020/3/13, 38, , 21, 1, 
2020/3/14, 41, , 23, 1, 
2020/3/15, 43, , 21, 1, 
2020/3/16, 39, , 26, 1, 
2020/3/17, 44, , 31, 1, 1
2020/3/18, 58, , 25, , 
2020/3/19, 42, , 26, , 
2020/3/20, 48, , 27, , 
2020/3/21, 39, , 17, , 
2020/3/22, 34, , 21, , 
2020/3/23, 29, , 17, , 
2020/3/24, 45, , 22, 1, 
2020/3/25, 54, , 28, 1, 
2020/3/26, 47, , 40, 1, 
2020/3/27, 54, , 32, 1, 
2020/3/28, 55, , 32, 1, 
2020/3/29, 58, , 33, 1, 1
2020/3/30, 35, , 29, 1, 
2020/3/31, 28, , 33, 1, 
2020/4/1, 27, , 38, 1, 1
2019/10/2, 51, , 38, 1, 1
2019/10/3, 59, , 38, 1, 1
2019/10/4, 61, , 26, 1, 
2019/10/5, 52, , 49, 1, 1
2019/10/6, 43, , 26, 1, 
2019/10/7, 36, , 23, 1, 
2019/10/8, 23, , 30, 1, 
2019/10/9, 25, , 32, 1, 
2019/10/10, 36, , 27, 1, 
2019/10/11, 32, , 23, 1, 
2019/10/12, 27, , 26, 1, 2
2019/10/13, 27, , 27, 1, 1
2019/10/14, 23, , 15, 1, 1
2019/10/15, 29, , 19, 1, 
2019/10/16, 15, , 25, 1, 
2019/10/17, 23, , 26, 1, 2
2019/10/18, 29, , 29, 1, 1
2019/10/19, 30, , 23, 1, 2
2019/10/20, 42, , 29, 1, 2
2019/10/21, 49, , 35, 1, 
2019/10/22, 29, , 27, 1, 2
2019/10/23, 26, , 30, 2, 3
2019/10/24, 33, , 31, 1, 2
2019/10/25, 42, , 21, , 1
2019/10/26, 32, , 15, , 
2019/10/27, 18, , 20, , 
2019/10/28, 23, , 14, , 1
2019/10/29, 35, , 18, 1, 1
2019/10/30, 46, , 15, , 
2019/10/31, 18, , 23, , 
2019/11/1, 13, , 26, 1, 2
2019/11/2, 25, , 31, 1, 1
2019/11/3, 21, , 27, 1, 2
2019/11/4, 34, , 21, 1, 1
2019/11/5, 41, , 28, 1, 2
2019/11/6, 58, , 33, , 2
2019/11/7, 60, , 18, 1, 1
2019/11/8, 69, , 18, , 1
2019/11/9, 34, , 28, 1, 2
2019/11/10, 41, , 30, 2, 4
2019/11/11, 55, , 23, 1, 1
2019/11/12, 39, , 26, , 
2019/11/13, 27, , 23, , 1
2019/11/14, 35, , 21, , 1
2019/11/15, 52, , 32, 1, 1
2019/11/16, 47, , 29, 1, 1
2019/11/17, 55, , 30, 1, 5
2019/11/18, 58, , 30, 1, 6
2019/11/19, 69, , 32, 1, 4
2019/11/20, 51, , 29, 1, 4
2019/11/21, 44, , 32, 1, 1
2019/11/22, 52, , 25, , 1
2019/11/23, 47, , 18, , 
2019/11/24, 23, , 25, 1, 3
2019/11/25, 42, , 29, 1, 2
2019/11/26, 44, , 28, 1, 
2019/11/27, 33, , 31, , 
2019/11/28, 30, , 26, , 1
2019/11/29, 21, , 23, , 1
2019/11/30, 37, , 26, 1, 
2019/12/1, 38, , 29, , 
2019/12/2, 16, , 25, , 1
2019/12/3, 20, , 25, 1, 4
2019/12/4, 46, , 31, 1, 4
2019/12/5, 48, , 28, 2, 4
2019/12/6, 51, , 31, 1, 1
2019/12/7, 48, , 26, , 1
2019/12/8, 61, , 15, 1, 2
2019/12/9, 72, , 27, , 1
2019/12/10, 61, , 24, , 1
2019/12/11, 27, , 28, , 2
2019/12/12, 18, , 19, 1, 1
2019/12/13, 31, , 8, 1, 3
2019/12/14, 48, , 22, 2, 5
2019/12/15, 68, , 31, 1, 2
2019/12/16, 51, , 20, 17, 1
2019/12/17, 32, , 1, , 1
2019/12/18, 28, , 14, 1, 1
2019/12/19, 34, , 25, 2, 5
2019/12/20, 60, , 27, 1, 3
2019/12/21, 47, , 18, 1, 1
2019/12/22, 48, , 23, , 1
2019/12/23, 9, , 23, , 
2019/12/24, 18, , 23, 1, 3
2019/12/25, 29, , 21, 1, 3
2019/12/26, 34, , 18, , 1
2019/12/27, 36, , 17, , 1
2019/12/28, 41, , 19, , 1
2019/12/29, 35, , 27, , 
2019/12/30, 21, , , , 
2019/7/2, 52, , 47, 1, 1
2019/7/3, 54, , 22, 1, 
2019/7/4, 29, , 17, 1, 
2019/7/5, 58, , 24, 1, 
2019/7/6, 79, , 22, 1, 
2019/7/7, 69, , 27, 1, 
2019/7/8, 54, , 58, 1, 
2019/7/9, 46, , 57, 1, 
2019/7/10, 59, , 34, 1, 
2019/7/11, 47, , 28, 1, 
2019/7/12, 37, , 26, 1, 
2019/7/13, 26, , 22, 1, 
2019/7/14, 28, , 23, 1, 
2019/7/15, 32, , 17, 1, 
2019/7/16, 30, , 19, 1, 
2019/7/17, 37, , 12, 1, 
2019/7/18, 51, , 14, 1, 
2019/7/19, 47, , 16, 1, 
2019/7/20, 32, , 15, 1, 
2019/7/21, 25, , 19, 1, 
2019/7/22, 23, , 23, 1, 
2019/7/23, 27, , 29, 1, 
2019/7/24, 27, , 37, 1, 
2019/7/25, 37, , 40, 1, 
2019/7/26, 48, , 40, 1, 1
2019/7/27, 53, , 38, 1, 
2019/7/28, 55, , 36, 1, 
2019/7/29, 47, , 28, 1, 
2019/7/30, 36, , 21, 1, 
2019/7/31, 37, , 36, 1, 
2019/8/1, 32, , 32, 1, 
2019/8/2, 36, , 31, 1, 
2019/8/3, 42, , 39, 1, 
2019/8/4, 37, , 31, 1, 
2019/8/5, 39, , 36, 1, 
2019/8/6, 40, , 34, 1, 
2019/8/7, 49, , 26, 1, 
2019/8/8, 38, , 24, 1, 
2019/8/9, 45, , 27, 1, 
2019/8/10, 46, , 23, 1, 
2019/8/11, 44, , 25, 1, 
2019/8/12, 44, , 29, 1, 
2019/8/13, 45, , 27, 1, 
2019/8/14, 45, , 28, 1, 
2019/8/15, 37, , 35, 1, 
2019/8/16, 36, , 39, 1, 1
2019/8/17, 47, , 49, 1, 
2019/8/18, 52, , 16, 1, 
2019/8/19, 38, , 18, 1, 
2019/8/20, 31, , 30, 1, 1
2019/8/21, 30, , 24, 1, 
2019/8/22, 33, , 19, 1, 
2019/8/23, 46, , 23, 1, 
2019/8/24, 31, , 24, 1, 
2019/8/25, 20, , 19, 1, 
2019/8/26, 18, , 16, 1, 1
2019/8/27, 23, , 22, 1, 1
2019/8/28, 42, , 31, 1, 1
2019/8/29, 28, , 31, 1, 1
2019/8/30, 30, , 42, 1, 1
2019/8/31, 30, , 40, 1, 1
2019/9/1, 44, , 24, 1, 1
2019/9/2, 32, , 22, 1, 1
2019/9/3, 25, , 33, 1, 1
2019/9/4, 42, , 35, 1, 2
2019/9/5, 48, , 42, 1, 1
2019/9/6, 56, , 37, 1, 1
2019/9/7, 49, , 43, 1, 2
2019/9/8, 65, , 45, 1, 2
2019/9/9, 73, , 37, 1, 1
2019/9/10, 57, , 32, 1, 1
2019/9/11, 41, , 29, 1, 1
2019/9/12, 43, , 40, 1, 2
2019/9/13, 56, , 44, 1, 1
2019/9/14, 60, , 22, 1, 1
2019/9/15, 52, , 35, 1, 1
2019/9/16, 50, , 34, 1, 1
2019/9/17, 51, , 40, 1, 1
2019/9/18, 45, , 39, 1, 1
2019/9/19, 44, , 35, 1, 1
2019/9/20, 37, , 33, 1, 1
2019/9/21, 37, , 32, 1, 1
2019/9/22, 33, , 30, 1, 
2019/9/23, 28, , 32, 1, 1
2019/9/24, 33, , 32, 1, 1
2019/9/25, 41, , 37, 1, 1
2019/9/26, 43, , 38, 1, 1
2019/9/27, 46, , 37, 1, 1
2019/9/28, 49, , 34, 1, 1
2019/9/29, 46, , 31, 1, 1
2019/9/30, 42, , 29, 1, 1
2019/10/1, 40, , 37, 1, 2
2019/4/2, 23, , 45, , 1
2019/4/3, 27, , 43, 1, 2
2019/4/4, 49, , 31, , 1
2019/4/5, 45, , 32, , 1
2019/4/6, 46, , 24, , 1
2019/4/7, 48, , 26, , 
2019/4/8, 44, , 34, , 
2019/4/9, 26, , 34, 1, 
2019/4/10, 27, , 36, 1, 2
2019/4/11, 35, , 44, 1, 1
2019/4/12, 38, , 36, , 
2019/4/13, 25, , 36, , 
2019/4/14, 32, , 27, , 
2019/4/15, 21, , 37, 1, 1
2019/4/16, 27, , 41, 1, 1
2019/4/17, 36, , 35, , 
2019/4/18, 30, , 34, , 
2019/4/19, 30, , 36, , 
2019/4/20, 14, , 40, 1, 1
2019/4/21, 22, , 43, 1, 1
2019/4/22, 32, , 42, , 1
2019/4/23, 27, , 38, 1, 
2019/4/24, 32, , 32, 1, 
2019/4/25, 35, , 34, , 
2019/4/26, 26, , 43, 1, 
