date, pm25, pm10, o3, no2, so2, co
2023/4/2, 27, 25, 21, 19, 10, 
2023/4/3, 56, 35, 26, 16, 11, 
2023/4/4, 71, 29, 22, 18, 11, 
2023/4/5, 57, 44, 25, 13, 11, 
2023/4/6, 75, 34, 24, 11, 11, 
2023/4/7, 58, 19, 29, 14, 10, 
2023/4/8, 38, 19, 46, 15, 11, 
2023/4/9, 42, 11, 48, 9, 10, 
2023/4/10, 26, 24, 29, 18, 10, 
2023/4/11, 52, 27, 30, 19, 10, 
2023/4/12, 69, , , , , 
2023/1/3, 69, 33, 11, 26, , 
2023/1/4, 76, 59, 20, 18, , 
2023/1/5, 137, 33, 24, 10, , 
2023/1/6, 71, 38, 15, 19, , 
2023/1/7, 91, 29, 17, 9, , 
2023/1/8, 75, 12, 19, 11, , 
2023/1/9, 37, 14, 13, 5, , 
2023/1/10, 51, 15, 12, 4, , 
2023/1/11, 52, 19, 12, 5, , 
2023/1/12, 62, 16, 12, 5, , 
2023/1/13, 57, 27, 11, 7, , 
2023/1/14, 78, 42, 13, 9, , 
2023/1/15, 105, 52, 12, 15, , 
2023/1/16, 127, 74, 8, 10, , 
2023/1/17, 162, 86, 8, 10, , 
2023/1/18, 169, 99, 9, 17, , 
2023/1/19, 183, 98, 10, 18, , 
2023/1/20, 181, 100, 13, 17, , 
2023/1/21, 186, 72, 16, 14, , 
2023/1/22, 165, 74, 11, 19, , 
2023/1/23, 166, 69, 15, 26, , 
2023/1/24, 158, 60, 15, 14, , 
2023/1/25, 146, 57, 12, 13, , 
2023/1/26, 133, 62, 13, 11, , 
2023/1/27, 148, 65, 14, 14, , 
2023/1/28, 151, 72, 10, 22, 1, 
2023/1/29, 159, 85, 14, 31, 1, 
2023/1/30, 168, 66, 16, 27, , 
2023/1/31, 153, 56, 10, 29, , 
2023/2/1, 125, 65, 13, 28, 1, 
2023/2/2, 159, 63, 17, 24, , 
2023/2/3, 149, 24, 21, 12, , 
2023/2/4, 57, 21, 16, 20, , 
2023/2/5, 51, 42, 14, 30, 1, 
2023/2/6, 80, 39, 14, 26, , 
2023/2/7, 86, 39, 17, 22, 1, 
2023/2/8, 105, 17, 22, 9, , 
2023/2/9, 45, 11, 20, 9, , 
2023/2/10, 28, 17, 10, 6, , 
2023/2/11, 53, 23, 14, 6, , 
2023/2/12, 68, 36, 16, 13, , 
2023/2/13, 88, 31, 21, 8, , 
2023/2/14, 74, 11, 22, 5, , 
2023/2/15, 24, 18, 19, 11, 1, 
2023/2/16, 44, 14, 20, 7, , 
2023/2/17, 33, 11, 19, 6, , 
2023/2/18, 23, 17, 20, 12, , 
2023/2/19, 43, 22, 23, 19, , 
2023/2/20, 60, 13, 19, 19, , 
2023/2/21, 38, 12, 22, 9, , 
2023/2/22, 33, 8, 20, 15, , 
2023/2/23, 18, 10, 21, 13, , 
2023/2/24, 22, 10, 22, 7, , 
2023/2/25, 25, 18, 19, 9, , 
2023/2/26, 53, 44, 20, 16, , 
2023/2/27, 99, 48, 18, 31, , 
2023/2/28, 93, 48, 21, 29, , 
2023/3/1, 86, 43, 21, 24, , 
2023/3/2, 73, 40, 23, 14, , 
2023/3/3, 67, 21, 12, 19, , 
2023/3/4, 45, 24, 18, 15, , 
2023/3/5, 63, 18, 15, 19, 1, 
2023/3/6, 47, 24, 22, 20, , 
2023/3/7, 63, 18, 24, 5, , 
2023/3/8, 39, 36, 17, 19, , 
2023/3/9, 72, 52, 13, 27, , 
2023/3/10, 100, 57, 22, 22, , 
2023/3/11, 106, 33, 22, 19, , 
2023/3/12, 60, 51, 23, 23, , 
2023/3/13, 90, 53, 20, 24, , 
2023/3/14, 76, 53, 22, 13, , 
2023/3/15, 83, 59, 22, 15, , 
2023/3/16, 99, 64, 20, 28, , 
2023/3/17, 120, 66, 19, 19, , 
2023/3/18, 134, 36, 18, 15, , 
2023/3/19, 71, 36, 17, 18, , 
2023/3/20, 74, 53, 15, 22, , 
2023/3/21, 114, 24, 17, 9, , 
2023/3/22, 46, 19, 21, 12, , 
2023/3/23, 30, 39, 22, 20, , 
2023/3/24, 64, 47, 25, 18, , 
2023/3/25, 74, 29, 24, 11, 11, 
2023/3/26, 55, 48, 27, 19, 11, 
2023/3/27, 85, 36, 24, 12, 11, 
2023/3/28, 68, 15, 25, 13, 10, 
2023/3/29, 32, 29, 23, 16, 11, 
2023/3/30, 56, 20, 23, 4, 11, 
2023/3/31, 31, 10, 25, 8, 11, 
2023/4/1, 17, 12, 28, 9, 10, 
2022/10/2, 60, 41, 46, 20, 7, 
2022/10/3, 65, 58, 64, 20, 7, 
2022/10/4, 80, 38, 45, 19, 7, 
2022/10/5, 57, 57, 25, 17, 6, 
2022/10/6, 84, 43, 3, 11, 7, 
2022/10/7, 61, 47, 7, 10, 6, 
2022/10/8, 58, 60, 12, 9, 7, 
2022/10/9, 66, 38, 7, 14, 7, 
2022/10/10, 60, 26, 13, 12, 7, 
2022/10/11, 62, 13, 15, 7, 7, 
2022/10/12, 29, 17, 12, 11, 7, 
2022/10/13, 38, 22, 8, 18, 8, 
2022/10/14, 47, 28, 8, 13, 8, 
2022/10/15, 63, 26, 1, 15, 9, 
2022/10/16, 69, 34, , 13, 9, 
2022/10/17, 85, 26, 1, 14, 8, 
2022/10/18, 61, 36, 6, 11, 9, 
2022/10/19, 76, 24, 9, 11, 9, 
2022/10/20, 54, 25, 12, 11, 10, 
2022/10/21, 52, 14, 15, 7, 10, 
2022/10/22, 28, 11, 11, 10, 10, 
2022/10/23, 22, 22, 10, 15, 10, 
2022/10/24, 49, 31, 12, 14, 11, 
2022/10/25, 61, 17, 14, 10, 11, 
2022/10/26, 28, 25, 8, 20, 11, 
2022/10/27, 50, 35, 13, 15, 12, 
2022/10/28, 70, 17, 14, 8, 15, 
2022/10/29, 28, 14, 12, 14, 12, 
2022/10/30, 23, 23, 13, 17, 13, 
2022/10/31, 49, 35, 16, 16, 14, 
2022/11/1, 69, 20, 16, 5, 13, 
2022/11/2, 28, 17, 16, 9, 13, 
2022/11/3, 20, 17, 15, 13, 14, 
2022/11/4, 29, 19, 13, 16, 14, 
2022/11/5, 35, 27, 10, 17, 16, 
2022/11/6, 63, 24, 10, 16, 17, 
2022/11/7, 58, 27, 8, 11, 16, 
2022/11/8, 63, 20, 10, 12, 15, 
2022/11/9, 53, 31, 10, 16, 16, 
2022/11/10, 69, 48, 11, 19, 18, 
2022/11/11, 89, 45, 8, 20, 19, 
2022/11/12, 91, 49, 8, 16, 21, 
2022/11/13, 105, 49, 19, 12, 23, 
2022/11/14, 102, 25, 21, 6, 24, 
2022/11/15, 40, 11, 17, 12, 24, 
2022/11/16, 18, 22, 6, 20, 22, 
2022/11/17, 52, 37, 18, 18, 22, 
2022/11/18, 84, 42, 17, 21, 25, 
2022/11/19, 87, 38, 19, 22, 22, 
2022/11/20, 79, 57, 21, 18, 23, 
2022/11/21, 117, 60, 29, 22, 28, 
2022/11/22, 117, 82, 30, 18, 27, 
2022/11/23, 159, 68, 29, 17, 32, 
2022/11/24, 152, 65, 26, 18, 34, 
2022/11/25, 149, 70, 23, 23, 31, 
2022/11/26, 155, 83, 17, 19, 28, 
2022/11/27, 163, 53, 22, 12, 32, 
2022/11/28, 122, 13, 21, 16, 32, 
2022/11/29, 26, 34, 21, 19, 34, 
2022/11/30, 75, 32, 27, 13, 37, 
2022/12/1, 74, 13, 24, 14, 38, 
2022/12/2, 39, 15, 27, 16, 35, 
2022/12/3, 47, 25, 27, 16, , 
2022/12/4, 62, 12, 32, 16, , 
2022/12/5, 43, 14, 33, 17, , 
2022/12/6, 50, 17, 29, 18, , 
2022/12/7, 59, 26, 35, 16, , 
2022/12/8, 74, 33, 27, 18, , 
2022/12/9, 78, 47, 20, 18, , 
2022/12/10, 98, 40, 20, 18, , 
2022/12/11, 97, 49, 23, 16, , 
2022/12/12, 122, 47, 34, 18, , 
2022/12/13, 119, 46, 32, 16, , 
2022/12/14, 119, 56, 28, 15, 7, 
2022/12/15, 145, 55, 16, 14, 8, 
2022/12/16, 123, 52, 7, 18, 10, 
2022/12/17, 128, 39, 7, 17, 14, 
2022/12/18, 93, 44, 7, 17, 17, 
2022/12/19, 103, 51, 8, 20, 20, 
2022/12/20, 109, 18, 10, 18, , 
