date, pm25, pm10, o3, no2, so2, co
2023/4/2, 37, 8, 34, 1, , 
2023/4/3, 26, 8, 33, 5, , 
2023/4/4, 23, 11, 30, 8, , 
2023/4/5, 31, 17, 31, 15, , 
2023/4/6, 44, 39, 28, 18, , 
2023/4/7, 72, 18, 26, 6, , 
2023/4/8, 54, 24, 23, 4, , 
2023/4/9, 71, 32, 23, 9, , 
2023/4/10, 86, 28, 33, 8, , 
2023/4/11, 74, , , , , 
2023/1/3, 43, 20, 20, 18, , 
2023/1/4, 50, 12, 18, 9, , 
2023/1/5, 39, 7, 20, 7, , 
2023/1/6, 21, 13, 12, 13, , 
2023/1/7, 41, 15, 13, 13, , 
2023/1/8, 49, 16, 13, 9, , 
2023/1/9, 53, 16, 15, 14, , 
2023/1/10, 50, 17, 15, 15, , 
2023/1/11, 49, 12, 17, 12, , 
2023/1/12, 35, 10, 19, 8, , 
2023/1/13, 31, 8, 23, 8, , 
2023/1/14, 24, 10, 22, 6, , 
2023/1/15, 32, 7, 26, 5, , 
2023/1/16, 22, 11, 21, 12, , 
2023/1/17, 30, 14, 18, 14, , 
2023/1/18, 38, 23, 8, 20, , 
2023/1/19, 61, 28, 7, 18, , 
2023/1/20, 72, 29, 19, 15, , 
2023/1/21, 75, 14, 23, 3, , 
2023/1/22, 46, 14, 19, 3, , 
2023/1/23, 47, 22, 12, 6, , 
2023/1/24, 66, 27, 14, 7, , 
2023/1/25, 76, 24, 11, 12, , 
2023/1/26, 69, 18, 7, 11, , 
2023/1/27, 57, 11, 21, 6, , 
2023/1/28, 40, 13, 22, 9, , 
2023/1/29, 38, 21, 18, 8, , 
2023/1/30, 63, 14, 26, 10, , 
2023/1/31, 43, 12, 23, 11, , 
2023/2/1, 39, 10, 22, 12, , 
2023/2/2, 31, 13, 23, 11, , 
2023/2/3, 34, 13, 25, 10, , 
2023/2/4, 41, 7, 23, 4, , 
2023/2/5, 22, 18, 13, 16, , 
2023/2/6, 50, 25, 10, 16, , 
2023/2/7, 72, 46, 3, 27, , 
2023/2/8, 101, 45, 13, 20, , 
2023/2/9, 100, 31, 15, 15, , 
2023/2/10, 72, 36, 12, 14, , 
2023/2/11, 85, 27, 15, 11, , 
2023/2/12, 77, 15, 17, 11, , 
2023/2/13, 47, 18, 20, 14, , 
2023/2/14, 52, 31, 20, 13, , 
2023/2/15, 72, 43, 8, 18, , 
2023/2/16, 93, 38, 13, 19, , 
2023/2/17, 85, 21, 25, 9, , 
2023/2/18, 61, 9, 25, 8, , 
2023/2/19, 29, 10, 26, 8, , 
2023/2/20, 30, 14, 18, 11, , 
2023/2/21, 45, 13, 20, 9, , 
2023/2/22, 37, 26, 18, 17, , 
2023/2/23, 57, 35, 14, 13, , 
2023/2/24, 85, 16, 22, 10, , 
2023/2/25, 48, 8, 24, 5, , 
2023/2/26, 24, 7, 28, 4, , 
2023/2/27, 24, 12, 23, 13, , 
2023/2/28, 34, 23, 25, 17, , 
2023/3/1, 52, 34, 22, 25, , 
2023/3/2, 72, 30, 14, 13, , 
2023/3/3, 75, 27, 17, 13, , 
2023/3/4, 71, 17, 25, 8, , 
2023/3/5, 47, 12, 26, 9, , 
2023/3/6, 33, 15, 18, 16, , 
2023/3/7, 43, 15, 19, 11, , 
2023/3/8, 47, 15, 23, 8, , 
2023/3/9, 48, 24, 22, 11, , 
2023/3/10, 71, 17, 13, 10, , 
2023/3/11, 57, 14, 25, 8, , 
2023/3/12, 43, 14, 26, 8, , 
2023/3/13, 43, 13, 15, 8, , 
2023/3/14, 40, 9, 24, 8, , 
2023/3/15, 24, 14, 20, 15, , 
2023/3/16, 35, 17, 23, 15, , 
2023/3/17, 39, 24, 23, 12, , 
2023/3/18, 51, 27, 20, 15, , 
2023/3/19, 60, 29, 19, 16, , 
2023/3/20, 72, 24, 18, 16, , 
2023/3/21, 61, 30, 18, 14, , 
2023/3/22, 73, 20, 26, 12, , 
2023/3/23, 54, 12, 23, 12, , 
2023/3/24, 33, 14, 22, 14, , 
2023/3/25, 41, 8, 28, 7, , 
2023/3/26, 24, 9, 31, 7, , 
2023/3/27, 28, 11, 27, 9, , 
2023/3/28, 28, 9, 29, 10, , 
2023/3/29, 25, 25, 25, 17, , 
2023/3/30, 57, 19, 25, 14, , 
2023/3/31, 51, 12, 22, 12, , 
2023/4/1, 33, 11, 28, 7, , 
2022/10/2, 52, 12, 17, 9, , 
2022/10/3, 36, 11, 19, 5, , 
2022/10/4, 32, 14, 14, 14, , 
2022/10/5, 37, 19, 17, 15, , 
2022/10/6, 45, 15, 19, 15, , 
2022/10/7, 36, 23, 19, 20, , 
2022/10/8, 52, 17, 17, 14, , 
