date, pm25, pm10, o3, no2, so2, co
2023/4/2, 25, 10, 28, 9, , 
2023/4/3, 40, 7, 32, 4, , 
2023/4/4, 25, 10, 33, 5, , 
2023/4/5, 35, 13, 35, 7, , 
2023/4/6, 48, 19, 35, 14, , 
2023/4/7, 58, 32, 36, 16, , 
2023/4/8, 92, 28, 34, 9, , 
2023/4/9, 87, 14, 27, 4, , 
2023/4/10, 55, 15, 36, 6, , 
2023/4/11, 59, , , , , 
2023/1/3, 49, 20, 17, 13, , 
2023/1/4, 69, 27, 14, 15, , 
2023/1/5, 86, 22, 9, 12, , 
2023/1/6, 74, 32, 10, 14, , 
2023/1/7, 97, 32, 12, 12, , 
2023/1/8, 100, 16, 24, 9, , 
2023/1/9, 57, 14, 21, 12, , 
2023/1/10, 51, 6, 21, 10, , 
2023/1/11, 25, 24, 12, 21, , 
2023/1/12, 76, 43, 7, 21, , 
2023/1/13, 122, 60, 3, 18, , 
2023/1/14, 154, 50, 9, 16, , 
2023/1/15, 141, 34, 7, 13, , 
2023/1/16, 105, 20, 19, 12, , 
2023/1/17, 66, 18, 16, 13, , 
2023/1/18, 65, 23, 9, 19, , 
2023/1/19, 79, 21, 15, 13, , 
2023/1/20, 72, 34, 14, 16, , 
2023/1/21, 92, 33, 18, 7, , 
2023/1/22, 79, 13, 17, 4, , 
2023/1/23, 48, 13, 15, 7, , 
2023/1/24, 53, 23, 13, 12, , 
2023/1/25, 77, 25, 13, 8, , 
2023/1/26, 81, 24, 18, 7, , 
2023/1/27, 79, , , , , 
2023/2/2, 111, 32, 28, 14, , 
2023/2/3, 93, 21, 19, 17, , 
2023/2/4, 63, 16, 27, 8, , 
2023/2/5, 50, 7, 25, 4, , 
2023/2/6, 29, 22, 20, 10, , 
2023/2/7, 73, 45, 15, 21, , 
2023/2/8, 123, 47, 18, 16, , 
2023/2/9, 126, 38, 27, 17, , 
2023/2/10, 109, 61, 18, 32, , 
2023/2/11, 150, 54, 25, 22, , 
2023/2/12, 141, 47, 18, 20, , 
2023/2/13, 127, 35, 20, 21, , 
2023/2/14, 102, 47, 21, 20, , 
2023/2/15, 128, 50, 21, 21, , 
2023/2/16, 137, 64, 16, 29, , 
2023/2/17, 157, 35, 32, 12, , 
2023/2/18, 104, 40, 32, 9, , 
2023/2/19, 115, 21, 33, 5, , 
2023/2/20, 72, 25, 25, 16, , 
2023/2/21, 81, 28, 23, 14, , 
2023/2/22, 86, 45, 21, 24, , 
2023/2/23, 125, 61, 14, 26, , 
2023/2/24, 153, 32, 26, 13, , 
2023/2/25, 93, 13, 29, 7, , 
2023/2/26, 46, 11, 27, 5, , 
2023/2/27, 39, 19, 25, 7, , 
2023/2/28, 62, 24, 23, 7, , 
2023/3/1, 78, 26, 15, 8, , 
2023/3/2, 84, 34, 16, 12, , 
2023/3/3, 103, 44, 11, 14, , 
2023/3/4, 124, 40, 20, 16, , 
2023/3/5, 112, 32, 27, 14, , 
2023/3/6, 97, 32, 24, 17, , 
2023/3/7, 93, 24, 36, 10, , 
2023/3/8, 78, 10, 33, 8, , 
2023/3/9, 38, 11, 31, 9, , 
2023/3/10, 33, 23, 22, 19, , 
2023/3/11, 72, 12, 28, 9, , 
2023/3/12, 42, 14, 32, 10, , 
2023/3/13, 49, 31, 32, 14, , 
2023/3/14, 89, 9, 31, 12, , 
2023/3/15, 32, 7, 28, 9, , 
2023/3/16, 25, 15, 31, 15, , 
2023/3/17, 49, 35, 32, 19, , 
2023/3/18, 98, 26, 36, 15, , 
2023/3/19, 78, 26, 39, 12, , 
2023/3/20, 80, 19, 29, 12, , 
2023/3/21, 65, 30, 32, 18, , 
2023/3/22, 89, 35, 30, 21, , 
2023/3/23, 99, 28, 30, 19, , 
2023/3/24, 81, 15, 39, 7, , 
2023/3/25, 47, 8, 32, 9, , 
2023/3/26, 34, 19, 31, 12, , 
2023/3/27, 65, 3, 31, 7, , 
2023/3/28, 13, 10, 32, 12, , 
2023/3/29, 34, 27, 24, 18, , 
2023/3/30, 76, 10, 35, 7, , 
2023/3/31, 33, 11, 35, 7, , 
2023/4/1, 37, 6, 34, 7, , 
2022/10/2, 37, 11, 20, 9, , 
2022/10/3, 41, 10, 20, 12, , 
2022/10/4, 37, 13, 19, 15, , 
2022/10/5, 44, 16, 17, 14, , 
2022/10/6, 55, 22, 18, 18, , 
2022/10/7, 68, 24, 25, 17, , 
2022/10/8, 72, 35, 17, 16, , 
2022/10/9, 102, 25, 24, 10, , 
2022/10/10, 77, 27, 17, 15, , 
2022/10/11, 81, 34, 18, 16, , 
2022/10/12, 97, 37, 10, 19, , 
2022/10/13, 101, , , , , 
2022/10/17, 116, 42, 20, 19, , 
2022/10/18, 112, 48, 18, 21, , 
2022/10/19, 128, 48, 8, 19, , 
2022/10/20, 135, 19, 16, 14, , 
2022/10/21, 62, 27, 19, 14, , 
2022/10/22, 82, 12, 21, 11, , 
2022/10/23, 44, 13, 22, 8, , 
2022/10/24, 50, 22, 19, 15, , 
2022/10/25, 66, 11, 13, 13, , 
2022/10/26, 45, 24, 5, 15, , 
2022/10/27, 78, 20, 7, 11, , 
2022/10/28, 70, 14, 6, 8, , 
2022/10/29, 53, 14, 6, 6, , 
2022/10/30, 53, 18, 3, 8, , 
2022/10/31, 65, 26, 3, 10, , 
2022/11/1, 85, 29, 6, 11, , 
2022/11/2, 93, 34, 11, 15, , 
2022/11/3, 101, 26, 17, 14, , 
2022/11/4, 82, 30, 13, 14, , 
2022/11/5, 95, 9, 21, 9, , 
2022/11/6, 35, 12, 23, 8, , 
2022/11/7, 42, 35, 13, 15, , 
2022/11/8, 104, 47, 6, 15, , 
2022/11/9, 132, 37, 15, 14, , 
2022/11/10, 105, 27, 16, 12, , 
2022/11/11, 85, 33, 3, 12, , 
2022/11/12, 103, 33, 1, 10, , 
2022/11/13, 105, 38, 14, 9, , 
2022/11/14, 115, 37, 3, 12, , 
2022/11/15, 113, 30, 4, 11, , 
2022/11/16, 96, 34, 2, 11, , 
2022/11/17, 105, 21, 4, 10, , 
2022/11/18, 74, 19, 2, 12, , 
2022/11/19, 69, 21, 8, 7, , 
2022/11/20, 74, 18, 9, 10, , 
2022/11/21, 61, 16, 9, 9, , 
2022/11/22, 60, 15, 12, 7, , 
2022/11/23, 58, 16, 12, 13, , 
2022/11/24, 51, 38, 6, 15, , 
2022/11/25, 111, 48, 1, 17, , 
2022/11/26, 136, 48, 2, 15, , 
2022/11/27, 137, 42, 11, 12, , 
2022/11/28, 122, 41, 12, 11, , 
2022/11/29, 115, 34, 11, 7, , 
2022/11/30, 103, 23, 11, 8, , 
2022/12/1, 78, 23, 10, 8, , 
2022/12/2, 78, 31, 7, 11, , 
2022/12/3, 98, 39, 3, 8, , 
2022/12/4, 118, 35, 3, 7, , 
2022/12/5, 107, 29, 2, 7, , 
2022/12/6, 93, 31, 3, 15, , 
2022/12/7, 98, 46, , 12, , 
2022/12/8, 133, 34, 4, 10, , 
2022/12/9, 105, 33, 3, 10, , 
2022/12/10, 104, 18, 11, 8, , 
2022/12/11, 66, 16, 14, 7, , 
2022/12/12, 59, 29, 16, 15, , 
2022/12/13, 89, 57, 2, 20, , 
2022/12/14, 155, 57, 5, 14, , 
2022/12/15, 157, 61, 3, 13, , 
2022/12/16, 161, 46, 3, 13, , 
2022/12/17, 135, 36, 4, 13, , 
2022/12/18, 109, 40, 15, 15, , 
2022/12/19, 117, 44, 10, 14, , 
2022/12/20, 127, 32, 12, 9, , 
2022/12/21, 97, 42, 3, 10, , 
2022/12/22, 123, 55, 2, 16, , 
2022/12/23, 147, 44, 8, 18, , 
2022/12/24, 123, 26, 14, 13, , 
2022/12/25, 80, 63, 4, 12, , 
2022/12/26, 162, 23, 15, 7, , 
2022/12/27, 78, 17, 15, 12, , 
2022/12/28, 64, 29, 15, 19, , 
2022/12/29, 88, 49, 8, 17, , 
2022/12/30, 129, 24, 17, 19, , 
2022/12/31, 80, 19, 17, 8, , 
2023/1/1, 67, 17, 18, 5, , 
2023/1/2, 64, 12, 23, 6, , 
2022/7/2, 41, 10, 89, 5, , 
2022/7/3, 16, 14, 101, 10, , 
2022/7/4, 31, 23, 46, 14, , 
2022/7/5, 48, 12, 37, 8, , 
2022/7/6, 28, 16, 40, 9, , 
2022/7/7, 31, 12, 38, 11, , 
2022/7/8, 33, 11, 24, 7, , 
2022/7/9, 31, 8, 30, 9, , 
2022/7/10, 22, 9, 30, 9, , 
2022/7/11, 28, 9, 28, 9, , 
2022/7/12, 22, 11, 32, 11, , 
2022/7/13, 29, 8, 34, 10, , 
2022/7/14, 20, 13, 36, 14, , 
2022/7/15, 30, 16, 39, 7, , 
2022/7/16, 39, 14, 43, 6, , 
2022/7/17, 32, 11, 38, 4, , 
2022/7/18, 22, 18, 43, 12, , 
2022/7/19, 30, 21, 45, 16, , 
2022/7/20, 34, 21, 43, 17, , 
2022/7/21, 36, 23, 51, 21, , 
2022/7/22, 40, 27, 57, 20, , 
2022/7/23, 51, 26, 52, 15, , 
2022/7/24, 60, 15, 53, 8, , 
2022/7/25, 47, 16, 50, 14, , 
2022/7/26, 47, 17, 32, 13, , 
2022/7/27, 52, 18, 40, 11, , 
2022/7/28, 57, 17, 44, 13, , 
2022/7/29, 47, 23, 47, 17, , 
2022/7/30, 53, 14, 28, 11, , 
2022/7/31, 46, 12, 44, 10, , 
2022/8/1, 38, 15, 41, 15, , 
