date, pm25, o3, so2
2020/2/4, 24, , 
2020/2/5, 13, , 2
2020/2/6, 28, , 
2020/2/7, 45, , 
2020/2/8, 38, , 
2020/2/9, 20, , 
2020/2/10, 33, , 
2020/2/11, 47, , 
2020/2/12, 55, , 1
2020/2/13, 41, , 
2020/2/14, 14, , 1
2020/2/15, 36, , 
2020/2/16, 35, , 
2020/2/17, 37, , 
2020/2/18, 30, , 
2020/2/19, 25, , 
2020/2/20, 21, , 
2020/2/21, 29, , 1
2020/2/22, 42, , 
2020/2/23, 44, , 1
2020/2/24, 48, , 
2020/2/25, 24, , 
2020/2/26, 13, , 
2020/2/27, 13, , 
2020/2/28, 14, , 
2020/2/29, 17, , 1
2020/3/1, 23, , 
2020/3/2, 50, , 
2020/3/3, 30, , 
2020/3/4, 35, , 
2020/3/5, 23, , 
2020/3/6, 28, , 
2020/3/7, 13, , 
2020/3/8, 34, , 
2020/3/9, 55, 22, 
2020/3/10, 42, 27, 
2020/3/11, 26, 20, 
2020/3/12, 41, 28, 
2020/3/13, 55, 35, 
2020/3/14, 16, 27, 
2020/3/15, 16, 33, 
2020/3/16, 16, 23, 1
2020/3/17, 37, 36, 
2020/3/18, 29, 32, 
2020/3/19, 47, 21, 
2020/3/20, 46, 31, 
2020/3/21, 13, 32, 
2020/3/22, 16, 32, 
2020/3/23, 38, 24, 
2020/3/24, 59, 25, 
2020/3/25, 64, 25, 
2020/3/26, 66, 24, 
2020/3/27, 29, 20, 
2020/3/28, 36, 29, 
2020/3/29, 27, 26, 
2020/3/30, 20, , 
2019/10/2, 22, 14, 
2019/10/3, 8, 15, 
2019/10/4, 8, 24, 
2019/10/5, 11, 21, 
2019/10/6, 18, 24, 1
2019/10/7, 15, 23, 
2019/10/8, 19, 30, 
2019/10/9, 27, 39, 
2019/10/10, 30, 32, 
2019/10/11, 30, 26, 
2019/10/12, 18, 27, 
2019/10/13, 17, 20, 1
2019/10/14, 12, 17, 
2019/10/15, 19, 16, 
2019/10/16, 27, 21, 
2019/10/17, 12, 7, 
2019/10/18, 18, , 
2019/10/19, 32, , 
2019/10/20, 41, , 
2019/10/21, 40, , 
2019/10/22, 27, , 1
2019/10/23, 8, , 
2019/10/24, 14, , 
2019/10/25, 14, , 
2019/10/26, 24, , 
2019/10/27, 41, , 1
2019/10/28, 42, , 
2019/10/29, 22, , 
2019/10/30, 29, , 
2019/10/31, 30, , 
2019/11/1, 18, , 
2019/11/2, 35, , 
2019/11/3, 31, , 
2019/11/4, 25, , 
2019/11/5, 40, , 
2019/11/6, 18, , 
2019/11/7, 30, , 
2019/11/8, 13, , 
2019/11/9, 22, , 
2019/11/10, 41, , 
2019/11/11, 31, , 
2019/11/12, 11, , 
2019/11/13, 14, , 
2019/11/14, 28, , 
2019/11/15, 49, , 
2019/11/16, 50, , 
2019/11/17, 30, , 
2019/11/18, 62, , 
2019/11/19, 54, , 
2019/11/20, 48, , 
2019/11/21, 61, , 
2019/11/22, 32, , 
2019/11/23, 16, , 
2019/11/24, 34, , 
2019/11/25, 45, , 
2019/11/26, 44, , 
2019/11/27, 15, , 
2019/11/28, 13, , 
2019/11/29, 6, , 
2019/11/30, 12, , 
2019/12/1, 21, , 
2019/12/2, 9, , 
2019/12/3, 17, , 
2019/12/4, 45, , 
2019/12/5, 36, , 
2019/12/6, 40, , 
2019/12/7, 23, , 
2019/12/8, 45, , 
2019/12/9, 62, , 
2019/12/10, 30, , 
2019/12/11, 21, , 1
2019/12/12, 41, , 
2019/12/13, 56, , 
2019/12/14, 62, , 
2019/12/15, 74, , 
2019/12/16, 32, , 
2019/12/17, 44, , 
2019/12/18, 55, , 
2019/12/19, 23, , 
2019/12/20, 47, , 
2019/12/21, 78, , 
2019/12/22, 71, , 1
2019/12/23, 62, , 
2019/12/24, 45, , 
2019/12/25, 71, , 
2019/12/26, 88, , 
2019/12/27, 61, , 
2019/12/28, 48, , 
2019/12/29, 60, , 
2019/12/30, 32, , 
2019/7/2, 34, 28, 
2019/7/3, 25, 37, 
2019/7/4, 38, 42, 
2019/7/5, 43, 35, 
2019/7/6, 30, 25, 
2019/7/7, 76, 31, 
2019/7/9, 63, 71, 
2019/7/10, 58, 39, 
2019/7/11, 42, 30, 
2019/7/12, 19, 39, 
2019/7/13, 29, 24, 
2019/7/14, 35, 32, 
2019/7/15, 30, 33, 
2019/7/16, 32, 33, 
2019/7/17, 27, 32, 
2019/7/18, 44, 31, 
2019/7/19, 33, 37, 
2019/7/20, 31, 24, 
2019/7/21, 20, 24, 
2019/7/22, 27, 22, 
2019/7/23, 21, 27, 
2019/7/24, 35, 31, 
2019/7/25, 48, 41, 1
2019/7/26, 57, 39, 
2019/7/27, 52, 34, 
2019/7/28, 50, 40, 
2019/7/29, 43, 33, 
2019/7/30, 26, 19, 
2019/7/31, 14, 34, 
2019/8/1, 16, 40, 
2019/8/2, 24, 42, 
2019/8/3, 32, 32, 
2019/8/4, 33, 33, 
2019/8/5, 36, 36, 
2019/8/6, 36, 23, 
2019/8/7, 29, 32, 1
2019/8/8, 33, 20, 
2019/8/9, 18, 21, 
2019/8/10, 23, 22, 
2019/8/11, 21, 35, 
2019/8/12, 33, 36, 
2019/8/13, 42, 23, 
2019/8/14, 20, 18, 
2019/8/15, 14, 28, 
2019/8/16, 24, 28, 
2019/8/17, 22, 34, 
2019/8/18, 33, 29, 
2019/8/19, 26, 30, 
2019/8/20, 23, 37, 
2019/8/21, 29, 22, 
2019/8/22, 20, 18, 
2019/8/23, 17, 21, 
2019/8/24, 15, 26, 
2019/8/25, 21, 31, 
2019/8/26, 24, 21, 
2019/8/27, 19, 26, 
2019/8/28, 19, 23, 
2019/8/29, 15, 27, 
2019/8/30, 19, 27, 
2019/8/31, 18, 28, 
2019/9/1, 32, 33, 
2019/9/2, 38, 22, 
2019/9/3, 23, 26, 
2019/9/4, 21, 14, 
2019/9/5, 13, 26, 
2019/9/6, 27, 19, 
2019/9/7, 23, 17, 
2019/9/8, 21, 16, 
2019/9/9, 12, 20, 
2019/9/10, 19, 30, 
2019/9/11, 32, 12, 
2019/9/12, 17, 12, 
2019/9/13, 22, 20, 
2019/9/14, 12, 22, 
2019/9/15, 19, 25, 
2019/9/16, 28, 26, 
2019/9/17, 37, 35, 
2019/9/18, 29, 45, 
2019/9/19, 43, 30, 
2019/9/20, 28, 33, 
2019/9/21, 27, 22, 
2019/9/22, 43, 23, 
2019/9/23, 23, 21, 
2019/9/24, 19, 33, 
2019/9/25, 21, 27, 
2019/9/26, 20, 22, 
2019/9/27, 15, 22, 
2019/9/28, 22, 22, 
2019/9/29, 13, 19, 
2019/9/30, 12, 28, 
2019/10/1, 37, 19, 
2019/4/2, 40, 35, 1
2019/4/3, 46, 39, 1
2019/4/4, 18, 36, 
2019/4/5, 16, 25, 1
2019/4/6, 45, 26, 
2019/4/7, 67, 34, 
2019/4/8, 54, 39, 1
2019/4/9, 30, 33, 1
2019/4/10, 10, 34, 
2019/4/11, 14, 37, 
2019/4/12, 15, 29, 
2019/4/13, 21, 33, 1
2019/4/14, 12, 38, 
2019/4/15, 10, 42, 2
2019/4/16, 20, 38, 
2019/4/17, 37, 28, 
2019/4/18, 35, 32, 1
2019/4/19, 15, 38, 1
2019/4/20, 19, 40, 1
2019/4/21, 32, 47, 4
2019/4/22, 40, 36, 1
2019/4/23, 27, 36, 
2019/4/24, 17, 42, 
2019/4/25, 18, 30, 1
2019/4/26, 38, 37, 1
2019/4/27, 23, 35, 
2019/4/28, 14, 37, 1
2019/4/29, 27, 30, 
2019/4/30, 19, 29, 
2019/5/1, 17, 30, 
2019/5/2, 14, 27, 1
2019/5/3, 23, 29, 1
2019/5/4, 17, 42, 1
2019/5/5, 30, 43, 
2019/5/6, 37, 34, 
2019/5/7, 16, 32, 
2019/5/8, 11, 31, 
2019/5/9, 16, 30, 
2019/5/10, 21, 32, 
2019/5/11, 13, 37, 
2019/5/12, 22, 35, 
2019/5/13, 26, 40, 
2019/5/14, 19, 45, 
2019/5/15, 30, 44, 
2019/5/16, 27, 41, 
2019/5/17, 32, 30, 
2019/5/18, 13, 22, 
2019/5/19, 14, 19, 
2019/5/20, 12, 27, 
2019/5/21, 13, 27, 
2019/5/22, 15, 38, 
2019/5/23, 33, 29, 
2019/5/24, 18, 31, 
2019/5/25, 13, 41, 
2019/5/26, 29, 31, 
2019/5/27, 19, 23, 
2019/5/28, 19, 33, 
2019/5/29, 18, 38, 
2019/6/4, 24, 44, 
2019/6/5, 42, 33, 
2019/6/6, 49, 41, 
2019/6/7, 41, 43, 
2019/6/8, 39, 44, 
2019/6/9, 43, 26, 
2019/6/10, 54, 30, 
2019/6/11, 23, 39, 
2019/6/12, 33, 29, 
2019/6/13, 27, 26, 
2019/6/14, 28, 32, 
2019/6/15, 33, 27, 
2019/6/16, 28, 22, 
2019/6/17, 29, 33, 
2019/6/18, 33, 27, 
2019/6/19, 41, 27, 
2019/6/20, 31, 25, 
2019/6/21, 39, 28, 
2019/6/22, 35, 33, 
2019/6/23, 29, 39, 
2019/6/24, 42, 27, 
2019/6/25, 38, 37, 
2019/6/26, 30, 42, 
2019/6/27, 35, 48, 1
2019/6/28, 34, 46, 
2019/6/29, 25, 36, 
2019/6/30, 43, 29, 
2019/7/1, 49, 31, 
2019/1/2, 19, , 3
2019/1/3, 37, , 2
2019/1/4, 32, , 1
2019/1/5, 43, , 2
2019/1/6, 48, , 1
2019/1/7, 15, , 
2019/1/8, 25, , 1
2019/1/9, 37, , 
2019/1/10, 18, , 1
2019/1/11, 18, , 
2019/1/12, 36, , 
2019/1/13, 40, , 
2019/1/14, 17, , 1
2019/1/15, 49, , 1
2019/1/16, 40, , 4
2019/1/17, 19, , 1
2019/1/18, 32, , 1
2019/1/19, 25, , 
2019/1/20, 13, , 2
2019/1/21, 17, , 
2019/1/23, 47, , 1
2019/1/24, 33, , 1
2019/1/25, 42, , 
2019/1/26, 27, , 2
2019/1/27, 52, , 1
2019/1/28, 33, , 1
2019/1/29, 16, , 
2019/1/30, 20, , 1
2019/1/31, 23, , 1
2019/2/1, 43, , 1
2019/2/2, 46, , 1
2019/2/3, 90, , 3
2019/2/4, 64, , 
2019/2/6, 14, , 1
2019/2/7, 17, , 1
2019/2/8, 17, , 
2019/2/9, 18, , 7
2019/2/10, 46, , 2
2019/2/11, 33, , 
2019/2/12, 15, , 
2019/2/13, 16, , 1
2019/2/14, 18, , 1
2019/2/15, 51, , 
2019/2/16, 23, , 
2019/2/17, 26, , 
2019/2/18, 12, , 1
2019/2/19, 22, , 1
2019/2/20, 55, , 1
2019/2/21, 42, , 3
