date, pm25, pm10, o3, no2
2022/10/15, 18, 6, , 6
2022/10/16, 12, 4, , 6
2022/10/17, 9, 8, , 8
2022/10/18, 18, 10, , 15
2022/10/19, 18, 12, , 20
2022/10/20, 19, 20, , 19
2022/10/21, 37, 13, , 13
2022/10/22, 32, 9, , 14
2022/10/23, 27, 11, , 11
2022/10/24, 29, 8, , 11
2022/10/25, 21, 7, , 7
2022/10/26, 12, 14, , 4
2022/10/27, 33, 16, , 7
2022/10/28, 34, 10, , 7
2022/10/29, 23, 13, , 9
2022/10/30, 32, 14, , 2
2022/10/31, 32, 16, , 5
2022/11/1, 35, 8, , 7
2022/11/2, 19, 11, , 5
2022/11/3, 22, 8, , 10
2022/11/4, 19, 5, , 9
2022/11/5, 13, 7, , 9
2022/11/6, 23, 15, , 10
2022/11/7, 45, 12, , 10
2022/11/8, 30, 15, , 6
2022/11/9, 29, 6, , 5
2022/11/10, 14, 6, , 2
2022/11/11, 13, 8, , 3
2022/11/12, 20, 7, , 11
2022/11/13, 17, 14, , 5
2022/11/14, 45, 25, , 9
2022/11/15, 59, 24, , 7
2022/11/16, 57, 18, , 11
2022/11/17, 32, 23, , 10
2022/11/18, 48, 24, , 6
2022/11/19, 55, 21, , 
2022/11/20, 40, 11, , 8
2022/11/21, 28, 9, , 9
2022/11/22, 24, 10, , 13
2022/11/23, 24, 11, , 8
2022/11/24, 24, 14, , 4
2022/11/25, 29, 7, , 6
2022/11/26, 17, 16, , 1
2022/11/27, 37, 17, , 
2022/11/28, 40, 15, , 12
2022/11/29, 38, 8, , 9
2022/11/30, 25, 10, , 10
2022/12/1, 32, 7, , 7
2022/12/2, 23, 11, , 7
2022/12/3, 27, 10, , 8
2022/12/4, 15, 11, , 13
2022/12/5, 21, 11, , 15
2022/12/6, 17, 8, , 13
2022/12/7, 17, 8, , 11
2022/12/8, 17, 9, , 11
2022/12/9, 20, 6, , 11
2022/12/10, 14, 9, , 12
2022/12/11, 15, 8, , 9
2022/12/12, 21, 8, , 8
2022/12/13, 26, 8, , 11
2022/12/14, 21, 7, , 11
2022/12/15, 14, 6, , 12
2022/12/16, 17, 6, , 12
2022/12/17, 21, 6, , 11
2022/12/18, 18, 11, , 5
2022/12/19, 30, 12, , 5
2022/12/20, 29, 10, , 7
2022/12/21, 24, 8, , 7
2022/12/22, 19, 7, , 21
2022/12/23, 19, 19, , 22
2022/12/24, 25, 11, , 8
2022/12/25, 25, 6, , 6
2022/12/26, 15, 4, , 7
2022/12/27, 11, 7, , 12
2022/12/28, 17, 10, , 20
2022/12/29, 22, 4, , 8
2022/12/30, 11, 6, , 4
2022/12/31, 15, 10, , 16
2023/1/1, 29, 10, , 10
2023/1/2, 29, 6, , 12
2022/7/2, 14, 4, , 4
2022/7/3, 8, 3, , 3
2022/7/4, 6, 4, , 5
2022/7/5, 8, 6, , 8
2022/7/6, 9, 4, , 3
2022/7/7, 6, 8, , 6
2022/7/8, 13, 6, , 9
2022/7/9, 11, 6, , 5
2022/7/10, 14, 8, , 9
2022/7/11, 19, 10, , 4
2022/7/12, 17, 9, , 8
2022/7/13, 19, 5, , 4
2022/7/14, 10, 7, , 9
2022/7/15, 14, 6, , 8
2022/7/16, 11, 7, , 5
2022/7/17, 16, 8, , 3
2022/7/18, 25, 14, , 9
2022/7/19, 36, 20, , 25
2022/7/20, 43, 10, , 14
2022/7/21, 23, 8, , 7
2022/7/22, 14, 7, , 11
2022/7/23, 14, 10, , 3
2022/7/24, 25, 6, , 1
2022/7/25, 15, 7, , 7
2022/7/26, 12, 4, , 8
2022/7/27, 7, 5, , 5
2022/7/28, 9, 9, , 12
2022/7/29, 20, 14, , 4
2022/7/30, 30, 11, , 5
2022/7/31, 23, 8, , 5
2022/8/1, 16, 11, , 3
2022/8/2, 19, 5, , 1
2022/8/3, 9, 6, , 5
2022/8/4, 12, 4, , 7
2022/8/5, 9, 7, , 7
2022/8/6, 16, 7, , 3
2022/8/7, 22, 5, , 5
2022/8/8, 11, 8, , 11
2022/8/9, 18, 6, , 5
2022/8/10, 10, 9, , 7
2022/8/11, 15, 12, , 9
2022/8/12, 19, 9, , 15
2022/8/13, 26, 10, , 3
2022/8/14, 31, 11, , 7
2022/8/15, 29, 13, , 20
2022/8/16, 34, 7, , 11
2022/8/17, 14, 9, , 7
2022/8/18, 14, 11, , 3
2022/8/19, 22, 6, , 2
2022/8/20, 12, 7, , 1
2022/8/21, 13, 4, , 4
2022/8/22, 9, 11, , 8
2022/8/23, 24, 14, , 6
2022/8/24, 33, 7, , 6
2022/8/25, 19, 10, , 8
2022/8/26, 20, 6, , 8
2022/8/27, 12, 8, , 10
2022/8/28, 18, 6, , 9
2022/8/29, 16, 6, , 14
2022/8/30, 11, 8, , 15
2022/8/31, 13, 8, , 15
2022/9/1, 14, 11, , 4
2022/9/2, 16, 11, , 17
2022/9/3, 22, 25, , 20
2022/9/4, 50, 23, , 14
2022/9/5, 53, 29, , 18
2022/9/6, 61, 28, , 21
2022/9/7, 60, 19, , 15
2022/9/8, 44, 20, , 22
2022/9/9, 46, 26, , 17
2022/9/10, 44, 9, , 7
2022/9/11, 21, 7, , 2
2022/9/12, 18, 6, , 8
2022/9/13, 12, 6, , 9
2022/9/14, 10, 6, , 8
2022/9/15, 12, 6, , 7
2022/9/16, 11, 8, , 6
2022/9/17, 14, 5, , 6
2022/9/18, 11, 4, , 7
2022/9/19, 9, 7, , 5
2022/9/20, 13, 8, , 6
2022/9/21, 20, 10, , 5
2022/9/22, 24, 9, , 11
2022/9/23, 17, 8, , 10
2022/9/24, 15, 7, , 8
2022/9/25, 15, 5, , 2
2022/9/26, 12, 11, , 6
2022/9/27, 23, 5, , 9
2022/9/28, 11, 8, , 12
2022/9/29, 18, 14, , 17
2022/9/30, 32, 14, , 4
2022/10/1, 31, 7, , 4
2022/4/2, 17, 33, , 16
2022/4/3, 37, 4, , 4
2022/4/4, 9, 6, , 10
2022/4/5, 9, 6, , 18
2022/4/6, 14, 3, , 7
2022/4/7, 7, 8, , 10
2022/4/8, 15, 14, , 8
2022/4/9, 20, 11, , 10
2022/4/10, 18, 8, , 8
2022/4/11, 12, 21, , 8
2022/4/12, 32, 30, , 16
2022/4/13, 55, 12, , 13
2022/4/14, 27, 14, , 13
2022/4/15, 21, 18, , 6
2022/4/16, 45, 32, , 5
2022/4/17, 72, 29, , 6
2022/4/18, 70, 14, , 5
2022/4/19, 29, 12, , 10
2022/4/20, 18, 17, , 12
2022/4/21, 33, 23, , 15
2022/4/22, 53, 23, , 14
2022/4/23, 48, 20, , 11
2022/4/24, 50, 16, , 8
2022/4/25, 42, 15, , 16
2022/4/26, 34, 14, , 16
2022/4/27, 22, 16, , 13
2022/4/28, 26, 16, , 8
2022/4/29, 31, 14, , 15
2022/4/30, 31, 11, , 3
2022/5/1, 34, 11, , 5
2022/5/2, 34, 14, , 16
2022/5/3, 32, 18, , 5
2022/5/4, 36, 11, , 14
2022/5/5, 26, 4, , 5
2022/5/6, 10, 5, , 6
2022/5/7, 10, 17, , 10
2022/5/8, 32, 18, , 2
2022/5/9, 39, 21, , 4
2022/5/10, 50, 6, , 2
2022/5/11, 12, 7, , 5
2022/5/12, 10, 5, , 4
2022/5/13, 10, 8, , 3
2022/5/14, 17, 12, , 8
2022/5/15, 28, 20, , 8
2022/5/16, 53, 21, , 23
2022/5/17, 51, 17, , 9
2022/5/18, 45, 12, , 3
2022/5/19, 26, 9, , 3
2022/5/20, 20, 10, , 5
2022/5/21, 19, 4, , 2
2022/5/22, 8, 7, , 1
2022/5/23, 18, 7, , 7
2022/5/24, 13, 6, , 8
2022/5/25, 10, 5, , 6
2022/5/26, 8, 8, , 5
2022/5/27, 13, 9, , 9
2022/5/28, 12, 10, , 9
2022/5/29, 18, 13, , 6
2022/5/30, 16, 4, , 10
2022/5/31, 7, 8, , 14
2022/6/1, 16, 9, , 13
2022/6/2, 23, 8, , 14
2022/6/3, 18, 10, , 12
2022/6/4, 26, 10, , 4
2022/6/5, 33, 8, , 8
2022/6/6, 28, 9, , 15
2022/6/7, 21, 12, , 15
2022/6/8, 30, 14, , 17
2022/6/9, 35, 10, , 7
2022/6/10, 25, 11, , 3
2022/6/11, 22, 6, , 1
2022/6/12, 15, 4, , 4
2022/6/13, 10, 7, , 9
2022/6/14, 14, 4, , 4
2022/6/15, 9, 9, , 5
2022/6/16, 17, 7, , 4
2022/6/17, 15, 8, , 4
2022/6/18, 17, 6, , 2
2022/6/19, 13, 7, , 5
2022/6/20, 14, 14, , 9
2022/6/21, 28, 9, , 15
2022/6/22, 19, 10, , 10
2022/6/23, 16, 13, , 11
2022/6/24, 24, 15, , 13
2022/6/25, 43, 18, , 5
2022/6/26, 39, 17, , 1
2022/6/27, 33, 11, , 3
2022/6/28, 17, 19, , 3
2022/6/29, 38, 14, , 5
2022/6/30, 34, 11, , 13
2022/7/1, 26, 7, , 11
2022/1/4, 14, 5, , 
2022/1/5, 14, 10, , 4
2022/1/6, 25, 7, , 5
2022/1/7, 16, 7, , 13
2022/1/8, 11, 8, , 8
2022/1/9, 25, 11, , 13
2022/1/10, 35, 10, , 8
2022/1/11, 27, 10, , 12
2022/1/12, 24, 7, , 12
2022/1/13, 15, 4, , 17
2022/1/14, 11, 5, , 20
2022/1/15, 18, 9, , 10
2022/1/16, 31, 7, , 7
2022/1/17, 18, 13, , 19
2022/1/18, 32, 10, , 10
2022/1/19, 34, 11, , 8
2022/1/20, 20, 19, , 14
2022/1/21, 28, 21, , 24
2022/1/22, 40, 8, , 10
2022/1/23, 25, 5, , 5
2022/1/24, 14, 13, , 12
2022/1/25, 35, 11, , 10
2022/1/26, 29, 5, , 13
2022/1/27, 15, 6, , 13
2022/1/28, 17, 6, , 11
2022/1/29, 16, 8, , 3
2022/1/30, 19, 11, , 6
2022/1/31, 22, 10, , 7
2022/2/1, 21, 10, , 6
2022/2/2, 24, 8, , 13
2022/2/3, 20, 4, , 7
2022/2/4, 9, 5, , 10
2022/2/5, 11, 5, , 5
2022/2/6, 16, 5, , 4
2022/2/7, 10, 7, , 8
2022/2/8, 16, 10, , 10
2022/2/9, 19, 6, , 6
2022/2/10, 11, 5, , 8
2022/2/11, 13, 10, , 10
2022/2/12, 20, 8, , 2
2022/2/13, 18, 9, , 8
2022/2/14, 19, 9, , 14
2022/2/15, 21, 10, , 8
2022/2/16, 19, 6, , 13
2022/2/17, 13, 3, , 9
2022/2/18, 7, 7, , 16
2022/2/19, 16, 5, , 8
2022/2/20, 10, 7, , 4
2022/2/21, 15, 11, , 13
2022/2/22, 23, 10, , 7
2022/2/23, 22, 5, , 2
2022/2/24, 13, 3, , 3
2022/2/25, 6, 13, , 9
2022/2/26, 18, 18, , 3
2022/2/27, 33, 25, , 2
2022/2/28, 52, 19, , 8
2022/3/1, 39, 16, , 17
2022/3/2, 26, 22, , 9
2022/3/3, 44, 43, , 11
2022/3/4, 103, 6, , 23
2022/3/5, 16, 17, , 13
2022/3/6, 25, 10, , 4
2022/3/7, 23, 10, , 7
2022/3/8, 22, 35, , 4
2022/3/9, 68, 39, , 6
2022/3/10, 84, 32, , 7
2022/3/11, 70, 52, , 8
2022/3/12, 105, 24, , 4
2022/3/13, 50, 31, , 3
2022/3/14, 66, 13, , 8
2022/3/15, 26, 13, , 8
2022/3/16, 25, 11, , 20
2022/3/17, 30, 7, , 8
2022/3/18, 15, 21, , 7
2022/3/19, 39, 23, , 4
2022/3/20, 52, 28, , 3
2022/3/21, 56, 41, , 12
2022/3/22, 85, 48, , 15
2022/3/23, 105, 54, , 16
2022/3/24, 122, 46, , 20
2022/3/25, 92, 23, , 15
2022/3/26, 52, 13, , 11
2022/3/27, 34, 18, , 14
2022/3/28, 37, 29, , 14
2022/3/29, 57, 27, , 18
2022/3/30, 52, 21, , 14
2022/3/31, 22, 9, , 14
2022/4/1, 13, 12, , 19
2021/10/2, 11, 9, , 3
2021/10/3, 20, 3, , 1
2021/10/4, 7, 4, , 6
2021/10/5, 10, 5, , 6
2021/10/6, 11, 5, , 6
2021/10/7, 9, 8, , 3
2021/10/8, 16, 5, , 5
2021/10/9, 12, 6, , 5
2021/10/10, 16, 4, , 6
2021/10/11, 10, 5, , 11
2021/10/12, 12, 8, , 9
2021/10/13, 13, 4, , 7
2021/10/14, 12, 4, , 5
2021/10/15, 10, 7, , 8
2021/10/16, 15, 4, , 5
2021/10/17, 13, 6, , 12
2021/10/18, 20, 11, , 7
2021/10/19, 30, 5, , 5
2021/10/20, 10, 5, , 5
2021/10/21, 10, 7, , 5
2021/10/22, 15, 9, , 9
2021/10/23, 21, 6, , 2
2021/10/24, 13, 9, , 2
2021/10/25, 21, 4, , 5
2021/10/26, 10, 5, , 5
2021/10/27, 14, 5, , 8
2021/10/28, 10, 6, , 11
2021/10/29, 15, 8, , 9
2021/10/30, 19, 9, , 8
2021/10/31, 19, 9, , 8
2021/11/1, 22, 3, , 7
2021/11/2, 11, 3, , 13
2021/11/3, 11, 4, , 11
2021/11/4, 10, 6, , 10
2021/11/5, 12, 7, , 15
2021/11/6, 25, 3, , 4
2021/11/7, 11, 8, , 5
2021/11/8, 20, 8, , 8
2021/11/9, 19, 10, , 10
2021/11/10, 15, 5, , 10
2021/11/11, 13, 8, , 17
2021/11/12, 17, 11, , 8
2021/11/13, 30, 6, , 12
2021/11/14, 20, 7, , 3
2021/11/15, 19, 6, , 12
2021/11/16, 19, 5, , 7
2021/11/17, 14, 5, , 12
2021/11/18, 15, 3, , 8
2021/11/19, 7, 4, , 7
2021/11/20, 8, 3, , 7
2021/11/21, 11, 6, , 8
2021/11/22, 14, 5, , 15
2021/11/23, 8, 10, , 15
2021/11/24, 25, 5, , 12
2021/11/25, 13, 10, , 9
2021/11/26, 23, 6, , 7
2021/11/27, 16, 10, , 13
2021/11/28, 23, 6, , 11
2021/11/29, 13, 7, , 12
2021/11/30, 20, 6, , 19
2021/12/1, 17, 7, , 14
2021/12/2, 16, 10, , 15
2021/12/3, 25, 6, , 14
2021/12/4, 19, 6, , 12
2021/12/5, 15, 14, , 10
2021/12/6, 32, 7, , 10
2021/12/7, 18, 10, , 12
2021/12/8, 22, 20, , 17
2021/12/9, 39, 7, , 16
2021/12/10, 18, 6, , 17
2021/12/11, 18, 6, , 8
2021/12/12, 18, 10, , 8
2021/12/13, 26, 6, , 8
2021/12/14, 14, 4, , 6
2021/12/15, 12, 7, , 18
2021/12/16, 18, 8, , 17
2021/12/17, 25, 9, , 11
2021/12/18, 35, 9, , 11
2021/12/19, 36, 7, , 6
2021/12/20, 29, 9, , 15
2021/12/21, 28, 5, , 11
2021/12/22, 18, 11, , 11
2021/12/23, 40, 12, , 15
2021/12/24, 43, 16, , 17
2021/12/25, 25, 12, , 6
2021/12/26, 19, 15, , 1
2021/12/27, 29, 10, , 8
2021/12/28, 28, 9, , 11
2021/12/29, 32, 9, , 12
2021/12/30, 22, 7, , 15
2021/12/31, 18, 15, , 22
2022/1/1, 47, 15, , 2
2022/1/2, 40, 8, , 1
2022/1/3, 18, 5, , 2
2021/7/2, 23, 10, 21, 6
2021/7/3, 28, 16, 25, 5
2021/7/4, 44, 10, 30, 11
2021/7/5, 33, 15, 24, 15
2021/7/6, 39, 9, , 11
2021/7/7, 23, 6, , 7
2021/7/8, 14, 7, , 6
2021/7/9, 17, 9, , 13
2021/7/10, 23, 11, , 8
2021/7/11, 30, 13, , 2
2021/7/12, 43, 12, , 14
2021/7/13, 34, 7, , 8
2021/7/14, 15, 8, , 7
2021/7/15, 15, 9, 20, 6
2021/7/16, 15, 7, 17, 5
2021/7/17, 11, 6, 13, 3
2021/7/18, 10, 8, 15, 4
2021/7/19, 19, 11, 19, 11
2021/7/20, 29, 15, 15, 14
2021/7/21, 21, 12, 20, 5
2021/7/22, 31, 12, 17, 9
2021/7/23, 31, 11, 20, 9
2021/7/24, 29, 7, 22, 3
2021/7/25, 17, 11, 32, 10
2021/7/26, 32, 12, 31, 9
2021/7/27, 32, 18, 30, 23
2021/7/28, 47, 11, 31, 25
2021/7/29, 29, 5, 24, 7
2021/7/30, 12, 7, 24, 12
2021/7/31, 15, 7, 20, 7
2021/8/1, 13, 6, 21, 5
2021/8/2, 9, 7, 15, 7
2021/8/3, 13, 8, 13, 5
2021/8/4, 17, 12, 15, 2
2021/8/5, 20, 17, 19, 7
2021/8/6, 40, 20, 15, 14
2021/8/7, 47, 14, 7, 5
2021/8/8, 29, 10, 8, 10
2021/8/9, 23, 6, 16, 5
2021/8/10, 11, 10, 21, 11
2021/8/11, 24, 9, 19, 7
2021/8/12, 21, 9, , 2
2021/8/13, 17, 7, , 1
2021/8/14, 15, 7, , 4
2021/8/15, 15, 6, , 4
2021/8/16, 15, 6, , 5
2021/8/17, 12, 7, , 6
2021/8/18, 16, 8, , 5
2021/8/19, 21, 8, , 9
2021/8/20, 13, 7, , 10
2021/8/21, 16, 7, 11, 4
2021/8/22, 21, 8, 25, 6
2021/8/23, 27, 9, 17, 7
2021/8/24, 23, 9, 19, 7
2021/8/25, 24, 7, 18, 3
2021/8/26, 16, 10, 30, 9
2021/8/27, 25, 9, 27, 12
2021/8/28, 21, 8, 26, 7
2021/8/29, 22, 3, 26, 7
2021/8/30, 8, 6, 32, 11
2021/8/31, 14, 7, 28, 10
2021/9/1, 18, 11, 28, 7
2021/9/2, 30, 17, 27, 12
2021/9/3, 45, 8, 27, 12
2021/9/4, 22, 4, 26, 7
2021/9/5, 10, 8, 31, 2
2021/9/6, 24, 10, 23, 6
2021/9/7, 30, 8, 17, 14
2021/9/8, 21, 18, 36, 12
2021/9/9, 45, 22, 37, 23
2021/9/10, 65, 19, 24, 24
2021/9/11, 55, 10, 28, 9
2021/9/12, 40, 5, 28, 10
2021/9/13, 10, 5, 27, 7
2021/9/14, 10, 8, 22, 7
2021/9/15, 19, 6, 24, 7
2021/9/16, 14, 9, 27, 11
2021/9/17, 22, 11, 20, 5
2021/9/18, 26, 6, 24, 12
2021/9/19, 14, 12, 23, 5
2021/9/20, 33, 4, 16, 6
2021/9/21, 10, 10, , 7
2021/9/22, 24, 4, , 12
2021/9/23, 9, 10, , 9
2021/9/24, 21, 5, , 5
2021/9/25, 12, 4, , 4
2021/9/26, 9, 8, , 2
2021/9/27, 25, 7, , 8
2021/9/28, 23, 6, , 7
2021/9/29, 13, 4, , 8
2021/9/30, 7, 7, , 7
2021/10/1, 14, 4, , 5
2021/4/2, 23, 15, 29, 9
2021/4/3, 27, 18, 27, 9
2021/4/4, 40, 11, 32, 5
2021/4/5, 26, 12, 30, 4
2021/4/6, 20, 14, 31, 5
2021/4/7, 22, 12, 30, 9
2021/4/8, 17, 7, 30, 5
2021/4/9, 12, 10, 30, 8
2021/4/10, 12, 10, 31, 9
2021/4/11, 15, 13, 33, 7
2021/4/12, 15, 12, 31, 9
2021/4/13, 14, 11, 30, 9
2021/4/14, 15, 10, 29, 7
2021/4/15, 15, 38, 29, 7
2021/4/16, 20, 15, 30, 9
2021/4/17, 27, 15, 32, 7
2021/4/18, 39, 15, 33, 4
2021/4/19, 37, 14, 31, 10
2021/4/20, 25, 15, 32, 14
2021/4/21, 27, 20, 25, 14
2021/4/22, 30, 13, , 15
2021/4/23, 27, 12, 31, 16
2021/4/24, 25, 11, 32, 11
2021/4/25, 26, 8, 29, 5
2021/4/26, 21, 11, 31, 15
2021/4/27, 24, 10, 32, 24
2021/4/28, 22, 9, 33, 19
2021/4/29, 15, 9, 34, 18
2021/4/30, 16, 10, 27, 17
2021/5/1, 15, 7, 28, 12
2021/5/2, 10, 5, 23, 12
2021/5/3, 12, 9, 37, 12
2021/5/4, 21, 9, 33, 9
2021/5/5, 18, 6, 27, 11
2021/5/6, 13, 8, 29, 17
2021/5/7, 15, 8, 22, 12
2021/5/8, 13, 10, , 13
2021/5/9, 29, 9, , 5
2021/5/10, 23, 15, , 16
2021/5/11, 29, 13, , 6
2021/5/12, 26, 18, 31, 30
2021/5/13, 46, 14, 34, 27
2021/5/14, 31, 15, 27, 20
2021/5/15, 17, 8, 27, 9
2021/5/16, 18, 7, 31, 4
2021/5/17, 21, 8, 28, 7
2021/5/18, 19, 7, 22, 14
2021/5/19, 15, 9, 27, 22
2021/5/20, 15, 10, 29, 18
2021/5/21, 23, 7, , 10
2021/5/22, 20, 7, , 10
2021/5/23, 11, 9, , 4
2021/5/24, 18, 8, , 11
2021/5/25, 16, 11, 34, 16
2021/5/26, 24, 7, 28, 12
2021/5/27, 16, 11, 23, 11
2021/5/28, 22, 15, 28, 16
2021/5/29, 36, 7, 32, 5
2021/5/30, 22, 6, 32, 3
2021/5/31, 20, 11, 29, 6
2021/6/1, 27, 17, 27, 10
2021/6/2, 36, 19, 33, 25
2021/6/3, 46, 17, 29, 14
2021/6/4, 39, 14, 27, 5
2021/6/5, 24, 9, 27, 6
2021/6/6, 19, 6, 24, 9
2021/6/7, 11, 11, 24, 9
2021/6/8, 30, 10, 23, 4
2021/6/9, 21, 8, 13, 6
2021/6/10, 14, 12, 15, 4
2021/6/11, 21, 6, 25, 7
2021/6/12, 13, 9, 25, 7
2021/6/13, 20, 5, 20, 2
2021/6/14, 12, 4, 23, 5
2021/6/15, 11, 14, 24, 6
2021/6/16, 33, 12, 23, 6
2021/6/17, 20, 11, , 13
2021/6/18, 19, 14, 19, 14
2021/6/19, 19, 10, 22, 8
2021/6/20, 26, 7, 21, 5
2021/6/21, 18, 9, 20, 9
2021/6/22, 17, 10, 20, 8
2021/6/23, 21, 9, 16, 10
2021/6/24, 18, 8, 19, 11
2021/6/25, 14, 8, 20, 12
2021/6/26, 18, 10, 24, 15
2021/6/27, 22, 8, 17, 5
2021/6/28, 20, 9, 20, 10
2021/6/29, 24, 11, 22, 10
2021/6/30, 29, 8, 22, 12
2021/7/1, 18, 10, 25, 13
2021/1/5, 19, 7, 18, 14
2021/1/6, 20, 7, 6, 9
2021/1/7, 25, 5, 28, 13
2021/1/8, 11, 7, 28, 12
2021/1/9, 16, 4, 26, 10
2021/1/10, 15, 8, 24, 14
2021/1/11, 23, 6, 27, 16
2021/1/12, 12, 8, 26, 13
2021/1/13, 18, 10, 23, 18
2021/1/14, 32, 15, 24, 6
2021/1/15, 26, 5, 21, 6
2021/1/16, 15, 11, 22, 6
2021/1/17, 30, 7, 26, 6
2021/1/18, 17, 5, 24, 8
2021/1/19, 14, 12, 11, 11
2021/1/20, 39, 9, 23, 14
2021/1/21, 29, 3, 23, 5
2021/1/22, 11, 6, 24, 7
2021/1/23, 16, 11, 21, 9
2021/1/24, 32, 6, 25, 6
2021/1/25, 22, 8, 25, 12
2021/1/26, 22, 17, 14, 8
2021/1/27, 45, 10, 19, 13
2021/1/28, 33, 9, 31, 12
2021/1/29, 20, 10, 29, 12
2021/1/30, 21, 10, 22, 13
2021/1/31, 26, 10, 15, 8
2021/2/1, 33, 9, 19, 13
