date, pm25, o3, no2, so2, co
2022/6/6, 60, , 15, 18, 30
2022/6/25, 174, , 15, 42, 29
2022/6/26, 89, , 14, 42, 30
2022/6/27, 217, , 15, 21, 33
2022/6/28, 113, , 15, 21, 35
2022/6/29, 140, , 15, 41, 38
2022/6/30, 155, , 15, 25, 36
2022/7/1, 131, , 15, 20, 34
2022/1/4, 40, , 14, 11, 
2022/1/5, 39, , 14, 13, 
2022/1/6, 65, , 14, 11, 
2022/1/7, 54, , 14, 14, 
2022/1/8, 74, , 13, 19, 
2022/1/9, 93, , 13, 16, 
2022/1/10, 79, , 14, 16, 
2022/1/11, 102, , 14, 16, 
2022/1/12, 103, , 14, 14, 
2022/1/13, 65, , 14, 16, 
2022/1/14, 74, , 14, 13, 
2022/1/15, 65, , 14, 11, 
2022/1/16, 49, , 14, 11, 
2022/1/17, 52, , 14, 12, 
2022/1/18, 48, , 14, 13, 
2022/1/19, 49, , 14, 13, 28
2022/1/20, 51, , 14, 11, 22
2022/1/21, 32, , 14, 11, 25
2022/1/22, 42, , 14, 14, 22
2022/1/23, 65, , 13, 18, 35
2022/1/24, 75, , 13, 16, 31
2022/1/25, 78, , 14, 14, 28
2022/1/26, 79, , 14, 14, 29
2022/1/27, 79, , 14, 14, 30
2022/1/28, 79, , 14, 13, 14
2022/1/29, 86, , 14, 13, 25
2022/1/30, 75, , 14, 13, 27
2022/1/31, 84, , 14, 15, 30
2022/2/1, 97, , 14, 11, 20
2022/2/2, 88, , 14, 12, 26
2022/2/3, 80, , 14, 15, 36
2022/2/4, 76, , 14, 16, 28
2022/2/5, 88, , 14, 12, 23
2022/2/6, 89, , 14, 12, 21
2022/2/7, 66, , 14, 12, 21
2022/2/8, 58, , 14, 12, 23
2022/2/9, 53, , 13, 16, 32
2022/2/10, 58, , 13, 14, 31
2022/2/11, 65, , 14, 13, 27
2022/2/12, 61, , 14, 12, 20
2022/2/13, 65, , 14, 11, 20
2022/2/14, 66, , 14, 13, 27
2022/2/15, 70, , 14, 12, 22
2022/2/16, 66, , 14, 13, 21
2022/2/17, 56, , 14, 13, 19
2022/2/18, 58, , 14, 13, 18
2022/2/19, 66, , 14, 16, 32
2022/2/20, 76, , 14, 15, 31
2022/2/21, 76, , 14, 12, 20
2022/2/22, 91, , 14, 14, 30
2022/2/23, 112, , 14, 15, 29
2022/2/24, 78, , 14, 13, 25
2022/2/25, 58, , 14, 14, 25
2022/2/26, 68, , 14, 13, 26
2022/2/27, 78, , 14, 14, 23
2022/2/28, 74, , 14, 16, 23
2022/3/1, 72, , 14, 15, 24
2022/3/2, 61, , 14, 15, 30
2022/3/3, 61, , 14, 15, 31
2022/3/4, 78, , 14, 13, 19
2022/3/5, 89, , 14, 13, 25
2022/3/6, 91, , 14, 14, 25
2022/3/7, 132, , 14, 14, 26
2022/3/8, 127, , 14, 15, 26
2022/3/9, 140, , 14, 16, 29
2022/3/10, 94, , 14, 15, 28
2022/3/11, 114, , 14, 13, 17
2022/3/12, 90, , 14, 16, 31
2022/3/13, 136, , 14, 15, 30
2022/3/14, 98, , 14, 15, 32
2022/3/15, 93, , 14, 15, 26
2022/3/16, 90, , 14, 14, 17
2022/3/17, 101, , 14, 13, 21
2022/3/18, 65, , 14, 14, 19
2022/3/19, 65, , 14, 14, 33
2022/3/20, 100, , 14, 13, 30
2022/3/21, 94, , 14, 13, 27
2022/3/22, 97, , 14, 13, 26
2022/3/23, 138, , 14, 13, 29
2022/3/24, 129, , 14, 14, 30
2022/3/25, 111, , 14, 14, 24
2022/3/26, 98, , 14, 13, 24
2022/3/27, 75, , 14, 13, 25
2022/3/28, 62, , 14, 13, 24
2022/3/29, 59, , 14, 14, 28
2022/3/30, 54, , 14, 14, 28
2022/3/31, 63, , 14, 13, 27
2022/4/1, 68, , 14, 13, 23
2021/10/2, 69, , 14, 15, 37
2021/10/3, 80, , 14, 14, 33
2021/10/4, 87, , , 14, 30
2021/10/5, 91, , , 13, 25
2021/10/6, 78, , , 12, 29
2021/10/7, 82, , , 12, 24
2021/10/8, 93, , , 12, 24
2021/10/9, 80, , , 13, 28
2021/10/10, 66, , , 14, 36
2021/10/11, 62, , , 14, 32
2021/10/12, 91, , 14, 15, 32
2021/10/13, 157, , 14, 14, 28
2021/10/14, 118, , , 15, 34
2021/10/15, 75, , , 17, 39
2021/10/16, 97, , 13, 15, 36
2021/10/17, 110, , 13, 18, 33
2021/10/18, 135, , 14, 14, 27
2021/10/19, 93, , , 14, 28
2021/10/20, 59, , , 15, 32
2021/10/21, 88, , , 14, 29
2021/10/22, 73, , , 13, 29
2021/10/23, 58, , 14, 14, 30
2021/10/24, 71, , 14, 14, 28
2021/10/25, 68, , 14, 14, 29
2021/10/26, 71, , 14, 14, 28
2021/10/27, 63, , , 14, 30
2021/10/28, 67, , , 16, 37
2021/10/29, 71, , , 14, 28
2021/10/30, 90, , 14, 15, 33
2021/10/31, 91, , 13, 17, 39
2021/11/1, 107, , 13, 17, 39
2021/11/2, 105, , 13, 16, 34
2021/11/3, 94, , 14, 16, 32
2021/11/4, 85, , 14, 16, 32
2021/11/5, 91, , 14, 12, 23
2021/11/6, 68, , 14, 14, 32
2021/11/7, 71, , 14, 15, 30
2021/11/8, 83, , 14, 15, 29
2021/11/9, 83, , 14, 14, 32
2021/11/10, 77, , 14, 15, 32
2021/11/11, 83, , 14, 15, 31
2021/11/12, 88, , 14, 15, 30
2021/11/13, 90, , 14, 14, 30
2021/11/14, 84, , 13, 17, 42
2021/11/15, 65, , 13, 17, 36
2021/11/16, 75, , 14, 16, 31
2021/11/17, 86, , 14, 14, 28
2021/11/18, 83, , 14, 13, 30
2021/11/19, 68, , 14, 13, 26
2021/11/20, 87, , 14, 15, 29
2021/11/21, 91, , 14, 14, 31
2021/11/22, 72, , 14, 16, 37
2021/11/23, 87, , 14, 16, 38
2021/11/24, 88, , 14, 14, 33
2021/11/25, 75, , 14, 15, 37
2021/11/26, 73, , 14, 15, 33
2021/11/27, 79, , 14, 15, 35
2021/11/28, 84, , 14, 15, 32
2021/11/29, 92, , 14, 15, 32
2021/11/30, 75, , 14, 16, 36
2021/12/1, 79, , 14, 17, 32
2021/12/2, 90, , 14, 15, 29
2021/12/3, 81, , 14, 13, 23
2021/12/4, 93, , 14, 14, 31
2021/12/5, 80, , 14, 18, 39
2021/12/6, 81, , 14, 17, 34
2021/12/7, 78, , 13, 18, 40
2021/12/8, 88, , 14, 19, 40
2021/12/9, 92, , 14, 18, 40
2021/12/10, 101, , 14, 17, 36
2021/12/11, 99, , 14, 17, 37
2021/12/12, 76, , 13, 19, 42
2021/12/13, 74, , 13, 19, 41
2021/12/14, 90, , 14, 17, 32
2021/12/15, 95, , 14, 19, 
2021/12/16, 105, , 14, 18, 
2021/12/17, 98, , 14, 14, 
2021/12/18, 107, , 14, 16, 
2021/12/19, 130, , 14, 14, 
2021/12/20, 85, , 14, 14, 
2021/12/21, 86, , 14, 12, 
2021/12/22, 68, , 14, 14, 
2021/12/23, 64, , 14, 14, 
2021/12/24, 72, , 14, 15, 
2021/12/25, 80, , 14, 12, 
2021/12/26, 79, , 14, 13, 
2021/12/27, 74, , 13, 16, 
2021/12/28, 59, , 13, 16, 
2021/12/29, 75, , 14, 14, 
2021/12/30, 62, , 14, 11, 
2021/12/31, 75, , 14, 11, 
2022/1/1, 47, , 14, 13, 
2022/1/2, 63, , , 12, 
2022/1/3, 77, , 14, 12, 
2021/8/2, 189, , 15, 13, 29
2021/8/3, 157, , , 11, 29
2021/8/4, 134, , , 11, 24
2021/8/5, 124, , , , 
2021/8/15, 132, , 14, 13, 34
2021/8/16, 104, , 14, 11, 30
2021/8/17, 95, , 14, 11, 31
2021/8/18, 95, , 14, 10, 25
2021/8/19, 105, , 14, 10, 27
2021/8/20, 103, , 14, 10, 25
2021/8/21, 101, , 14, 10, 27
2021/8/22, 96, , 14, 12, 32
2021/8/23, 89, , 14, 12, 30
2021/8/24, 103, , 14, 12, 31
2021/8/25, 93, , 14, 11, 35
2021/8/26, 84, , 14, 12, 36
2021/8/27, 71, , 14, 13, 31
2021/8/28, 69, , 14, 14, 32
2021/8/29, 71, , 14, 13, 32
2021/8/30, 66, , 14, 14, 32
2021/8/31, 61, , 14, 13, 31
2021/9/1, 55, , 14, 15, 35
2021/9/2, 61, , 14, 14, 30
2021/9/3, 66, , 14, 12, 22
2021/9/4, 88, , 14, 14, 30
2021/9/5, 89, , 14, 14, 29
2021/9/6, 78, , 14, 14, 34
2021/9/7, 75, , 14, 14, 33
2021/9/8, 67, , 14, 15, 36
2021/9/9, 56, , 14, 15, 35
2021/9/10, 62, , 14, 13, 30
2021/9/11, 70, , 14, 13, 37
2021/9/12, 70, , 14, 14, 34
2021/9/13, 72, , 14, 13, 29
2021/9/14, 78, , 14, 15, 32
2021/9/15, 92, , 14, 15, 30
2021/9/16, 73, , 14, 13, 28
2021/9/17, 80, , 14, 12, 24
2021/9/18, 85, , 14, 14, 29
2021/9/19, 79, , 14, 14, 29
2021/9/20, 83, , 14, 14, 30
2021/9/21, 72, , 14, 13, 32
2021/9/22, 68, , 14, 14, 30
2021/9/23, 73, , 14, 14, 33
2021/9/24, 74, , 14, 13, 26
2021/9/25, 75, , 14, 14, 31
2021/9/26, 81, , 14, 14, 32
2021/9/27, 70, , 14, 12, 28
2021/9/28, 71, , 14, 14, 29
2021/9/29, 90, , , 14, 29
2021/9/30, 74, , , 13, 30
2021/10/1, 68, , 14, 13, 28
2021/4/2, 124, , 14, 12, 21
2021/4/3, 117, , 14, 15, 31
2021/4/4, 117, , 14, 13, 31
2021/4/5, 58, , 14, 14, 27
2021/4/6, 64, , 14, 14, 29
2021/4/7, 78, , 14, 13, 28
2021/4/8, 69, , 14, 14, 29
2021/4/9, 84, , 14, 12, 24
2021/4/10, 99, , 14, 14, 29
2021/4/11, 127, , 14, 13, 27
2021/4/12, 126, , 14, 14, 29
2021/4/13, 101, , 14, 13, 29
2021/4/14, 98, , 14, 11, 27
2021/4/15, 71, , 14, 11, 25
2021/4/16, 61, , 14, 11, 22
2021/4/17, 74, , 14, 13, 27
2021/4/18, 61, , 14, 13, 27
2021/4/19, 76, , 14, 13, 30
2021/4/20, 63, , 14, 13, 30
2021/4/21, 70, , 14, 13, 27
2021/4/22, 77, , 14, 13, 27
2021/4/23, 80, , 14, 14, 22
2021/4/24, 88, , 14, 15, 27
2021/4/25, 85, , 14, 14, 32
2021/4/26, 92, , 14, 13, 31
2021/4/27, 82, , 14, 14, 28
2021/4/28, 110, , 14, 14, 27
2021/4/29, 106, , 14, 13, 27
2021/4/30, 77, , 14, 12, 23
2021/5/1, 74, , 14, 13, 28
2021/5/2, 72, , 14, 14, 27
2021/5/3, 92, , 14, 13, 26
2021/5/4, 83, , 14, 12, 23
2021/5/5, 60, , 14, 13, 28
2021/5/6, 68, , 14, 13, 27
2021/5/7, 78, , 14, 13, 22
2021/5/8, 80, , 14, 13, 28
2021/5/9, 86, , 14, 13, 25
2021/5/10, 93, , 14, 13, 26
2021/5/11, 75, , 14, 13, 28
2021/5/12, 83, , 14, 14, 29
2021/5/13, 79, , 14, 13, 27
2021/5/14, 79, , , 12, 20
2021/5/15, 60, , , 13, 29
2021/5/16, 82, , , 15, 33
2021/5/17, 114, , , 15, 29
2021/5/18, 139, , , 14, 23
2021/5/19, 130, , , , 
2021/1/5, 75, , 14, 13, 36
2021/1/6, 77, , 15, 12, 34
2021/1/7, 72, , 14, 13, 36
2021/1/8, 70, , 13, 14, 35
2021/1/9, 76, , 14, 15, 39
2021/1/10, 76, , 14, 16, 40
2021/1/11, 91, , 13, 18, 41
2021/1/12, 98, , 14, 17, 41
2021/1/13, 120, , 14, 18, 40
2021/1/14, 103, , 14, 17, 41
2021/1/15, 92, , 14, 14, 33
2021/1/16, 90, , 14, 14, 35
2021/1/17, 59, , 14, 13, 30
2021/1/18, 68, , 14, 13, 32
2021/1/19, 61, , 14, 14, 35
2021/1/20, 53, , 14, 14, 36
2021/1/21, 70, , 14, 12, 27
2021/1/22, 72, , 14, 11, 28
2021/1/23, 59, , 14, 12, 32
2021/1/24, 89, , 14, 14, 34
2021/1/25, 97, , 14, 13, 32
2021/1/26, 72, , 14, 13, 32
2021/1/27, 67, , 14, 13, 33
2021/1/28, 76, , 14, 16, 35
2021/1/29, 78, , 14, 14, 34
2021/1/30, 69, , 14, 12, 29
2021/1/31, 73, , 14, 12, 30
2021/2/1, 57, , 14, 14, 38
2021/2/2, 49, , 14, 15, 36
2021/2/3, 77, , 14, 15, 36
2021/2/4, 75, , 14, 14, 35
2021/2/5, 70, , 14, 14, 31
2021/2/6, 70, , 14, 16, 39
2021/2/7, 81, , 14, 12, 30
2021/2/8, 72, , 14, 14, 37
2021/2/9, 80, , 14, 14, 38
2021/2/10, 65, , 14, 13, 33
2021/2/11, 75, , 14, 14, 34
2021/2/12, 74, , 14, 11, 26
2021/2/13, 53, , 14, 15, 33
2021/2/14, 57, , 14, 15, 38
2021/2/15, 58, , 14, 14, 34
2021/2/16, 60, , 14, 13, 31
2021/2/17, 55, , 14, 14, 34
2021/2/18, 63, , 14, 12, 29
2021/2/19, 72, , 14, 10, 25
2021/2/20, 52, , 14, 12, 31
2021/2/21, 54, , 14, 11, 28
2021/2/22, 63, , 14, 11, 30
2021/2/23, 58, , 14, 12, 31
2021/2/24, 60, , 14, 14, 30
2021/2/25, 61, , 14, 10, 27
2021/2/26, 47, , 14, 10, 26
2021/2/27, 60, , 14, 11, 30
2021/2/28, 55, , 14, 12, 29
2021/3/1, 64, , 14, 12, 33
2021/3/2, 78, , 14, 12, 35
2021/3/3, 87, , 14, 14, 34
2021/3/4, 64, , 14, 12, 31
2021/3/5, 75, , 14, 12, 29
2021/3/6, 83, , 14, 12, 31
2021/3/7, 68, , 14, 12, 31
2021/3/8, 39, , 14, 12, 30
2021/3/9, 48, , 14, 12, 31
2021/3/10, 77, , 14, 13, 33
2021/3/11, 64, , 14, 12, 29
2021/3/12, 85, , 14, 12, 25
2021/3/13, 118, , 14, 11, 29
2021/3/14, 191, , 14, 14, 34
2021/3/15, 135, , 14, 13, 33
2021/3/16, 83, , 14, 14, 35
2021/3/17, 137, , 14, 13, 35
2021/3/18, 180, , 14, 14, 40
2021/3/19, 140, , 14, 13, 35
2021/3/20, 134, , 14, 12, 31
2021/3/21, 75, , 14, 11, 21
2021/3/22, 55, , 14, 11, 25
2021/3/23, 69, , 14, 11, 25
2021/3/24, 83, , 14, 12, 31
2021/3/25, 100, , 14, 15, 37
2021/3/26, 126, , 14, 13, 29
2021/3/27, 137, , 14, 14, 32
2021/3/28, 109, , 14, 12, 27
2021/3/29, 89, , 14, 13, 29
2021/3/30, 73, , 14, 13, 27
2021/3/31, 79, , 14, 12, 27
2021/4/1, 89, , 14, 12, 25
2020/10/2, 99, , 15, 10, 27
2020/10/3, 90, , 15, 14, 31
2020/10/4, 85, , 15, 11, 32
2020/10/5, 101, , 14, 13, 33
2020/10/6, 89, , 15, 11, 31
2020/10/7, 86, , 15, 11, 33
2020/10/8, 85, , 15, 11, 27
2020/10/9, 78, , 15, 11, 26
2020/10/10, 86, , 15, 13, 34
2020/10/11, 87, , 14, 12, 37
2020/10/12, 70, , 14, 13, 40
2020/10/13, 89, , 14, 14, 42
2020/10/15, 71, , 14, 16, 42
2020/10/16, 93, , 14, 13, 32
2020/10/17, 77, , 14, 13, 35
2020/10/18, 91, , 14, 15, 40
2020/10/19, 89, , 14, 14, 37
2020/10/20, 82, , 14, 12, 29
2020/10/21, 125, , 14, , 
2020/10/23, 74, , 14, 16, 47
2020/10/24, 99, , 14, 18, 62
2020/10/25, 95, , 14, 14, 38
2020/10/26, 114, , 15, 13, 41
2020/10/27, 60, , 15, 14, 38
2020/10/28, 96, , 14, 15, 47
2020/10/29, 92, , 14, 16, 47
2020/10/30, 81, , 14, 12, 33
2020/10/31, 71, , 15, 12, 39
2020/11/1, 86, , 15, 12, 37
2020/11/2, 89, , 15, 12, 37
2020/11/3, 84, , 15, 12, 37
2020/11/4, 106, , 15, 13, 40
2020/11/5, 104, , 15, 14, 44
2020/11/6, 110, , 14, 13, 36
2020/11/7, 131, , 14, 14, 39
2020/11/8, 135, , 15, 13, 34
2020/11/9, 133, , , 12, 37
2020/11/10, 131, , 15, 14, 43
2020/11/11, 153, , 15, 12, 32
2020/11/12, 162, , , , 
2020/11/17, 193, , , , 
2020/11/18, 96, , , , 
2020/11/19, 97, , , , 
2020/11/20, 83, , , , 
2020/11/21, 102, , 15, 11, 38
2020/11/22, 107, , 15, 11, 37
2020/11/23, 155, , 15, 10, 30
2020/11/24, 120, , 14, 11, 34
2020/11/25, 77, , 14, 11, 36
2020/11/26, 76, , 15, 14, 38
2020/11/27, 162, , 15, 11, 27
2020/11/29, 71, , 14, 13, 35
2020/11/30, 71, , 14, 12, 36
2020/12/1, 58, , 14, 12, 37
2020/12/2, 82, , 15, 11, 33
2020/12/3, 67, , 15, 11, 32
2020/12/4, 54, , 15, 10, 28
2020/12/5, 63, , 14, 12, 37
