date, pm25, pm10, o3, no2, so2, co
2023/4/2, 19, , 30, 2, , 2
2023/4/3, 13, , 29, 2, , 1
2023/4/4, 9, , 30, 5, , 2
2023/4/5, 14, , 28, 7, , 2
2023/4/6, 19, , 30, 9, , 2
2023/4/7, 25, , 25, 3, , 2
2023/4/8, 26, , 26, 3, , 1
2023/4/9, 14, , 37, 7, , 2
2023/4/10, 22, , 34, 14, 1, 3
2023/4/11, 37, , , , , 
2023/1/3, 22, , 25, 7, , 2
2023/1/4, 18, , 27, 4, , 1
2023/1/5, 15, , 31, 5, , 2
2023/1/6, 23, , 22, 5, , 2
2023/1/7, 29, , 28, 2, , 1
2023/1/8, 15, , 24, 3, , 1
2023/1/9, 23, , 21, 9, , 2
2023/1/10, 24, , 30, 4, , 1
2023/1/11, 20, , 24, 2, , 1
2023/1/12, 17, , 22, 5, , 2
2023/1/13, 27, , 27, 5, , 2
2023/1/14, 13, , 26, 4, , 1
2023/1/15, 25, , 24, 5, , 2
2023/1/16, 16, , 26, 7, , 2
2023/1/17, 29, , 16, 14, , 5
2023/1/18, 29, , 23, 10, , 3
2023/1/19, 30, , 21, 12, , 3
2023/1/20, 27, , 23, 15, 1, 4
2023/1/21, 32, , 16, 18, , 6
2023/1/22, 47, , 24, 10, 1, 5
2023/1/23, 74, , 26, 6, , 1
2023/1/24, 14, , 19, 18, 1, 5
2023/1/25, 42, , 27, 13, 1, 5
2023/1/26, 40, , 21, 16, 1, 4
2023/1/27, 25, , 18, 16, 1, 4
2023/1/28, 34, , 26, 9, , 3
2023/1/29, 45, , 24, 3, , 2
2023/1/30, 14, , 25, 7, , 1
2023/1/31, 21, , 22, 23, , 5
2023/2/1, 31, , 14, 23, 1, 6
2023/2/2, 45, , 24, 19, 1, 5
2023/2/3, 40, , 23, 13, , 3
2023/2/4, 23, , 25, 8, , 3
2023/2/5, 36, , 27, 4, , 2
2023/2/6, 16, , 22, 12, , 4
2023/2/7, 18, , 16, 15, 1, 4
2023/2/8, 35, , 18, 19, 1, 6
2023/2/9, 53, , 20, 19, 1, 6
2023/2/10, 55, , 29, 11, , 5
2023/2/11, 37, , 25, 7, , 2
2023/2/12, 22, , 24, 14, , 4
2023/2/13, 36, , 27, 9, , 5
2023/2/14, 52, , 27, 5, , 1
2023/2/15, 20, , 26, 11, , 2
2023/2/16, 15, , 26, 14, , 3
2023/2/17, 29, , 23, 19, , 5
2023/2/18, 47, , 29, 18, , 5
2023/2/19, 44, , 26, 17, 1, 5
2023/2/20, 47, , 27, 18, 1, 5
2023/2/21, 48, , 29, 11, , 5
2023/2/22, 44, , 29, 3, , 1
2023/2/23, 26, , 27, 8, , 1
2023/2/24, 21, 1, 27, 7, 45, 2
2023/2/25, 12, , 27, 9, , 2
2023/2/26, 26, , 24, 5, , 2
2023/2/27, 12, , 24, 12, , 2
2023/2/28, 24, , 27, 6, , 2
2023/3/1, 13, , 28, 5, , 1
2023/3/2, 15, , 27, 12, , 3
2023/3/3, 22, , 26, 11, , 3
2023/3/4, 31, , 31, 6, , 2
2023/3/5, 37, , 31, 6, , 2
2023/3/6, 19, , 27, 9, , 2
2023/3/7, 22, , 20, 10, , 2
2023/3/8, 17, , , , , 
2023/3/19, 54, , 33, 1, , 1
2023/3/20, 10, , 34, 3, , 1
2023/3/21, 13, , 27, 4, , 2
2023/3/22, 12, , 28, 3, , 1
2023/3/23, 13, , 32, 3, , 1
2023/3/24, 19, , 31, 6, , 2
2023/3/25, 17, , 31, 4, , 2
2023/3/26, 20, , 33, 6, , 2
2023/3/27, 22, , 34, 10, , 2
2023/3/28, 23, , 30, 5, , 2
2023/3/29, 13, , 29, 6, , 2
2023/3/30, 13, , 32, 10, , 3
2023/3/31, 19, , 32, 9, , 3
2023/4/1, 26, , 34, 8, , 2
2022/10/2, 36, , 31, 1, , 1
2022/10/3, 24, , 30, 6, , 1
2022/10/4, 30, , 31, 3, , 1
2022/10/5, 38, , 29, 9, , 2
2022/10/6, 47, , 28, 12, , 3
2022/10/7, 44, , 35, 10, 1, 3
2022/10/8, 42, , 30, 9, , 3
2022/10/9, 41, , 24, 4, , 2
2022/10/10, 41, , 26, 7, , 2
2022/10/11, 45, , 28, 8, , 3
2022/10/12, 63, , 24, 6, , 2
2022/10/13, 57, , 26, 4, , 1
2022/10/14, 34, , 26, 6, , 2
2022/10/15, 45, , 28, 3, , 2
2022/10/16, 39, , 27, 4, , 2
2022/10/17, 38, , 29, 10, , 3
2022/10/18, 36, , 34, 20, 1, 6
2022/10/19, 57, , 42, 23, 1, 6
2022/10/20, 59, , 28, 17, 1, 6
2022/10/21, 57, , 26, 9, , 3
2022/10/22, 62, , 29, 5, , 2
2022/10/23, 43, , 27, 7, , 2
2022/10/24, 23, , 28, 13, 1, 4
2022/10/25, 31, , 25, 10, 1, 3
2022/10/26, 29, , 29, 10, , 3
2022/10/27, 29, , 27, 15, , 4
2022/10/28, 33, , 26, 15, 1, 4
2022/10/29, 36, , 26, 12, 1, 4
2022/10/30, 44, , 24, 8, , 3
2022/10/31, 58, , 20, 11, 1, 3
2022/11/1, 61, , 26, 7, , 2
2022/11/2, 32, , 28, 9, , 2
2022/11/3, 18, , 23, 10, 1, 3
2022/11/4, 20, , 22, 12, , 3
2022/11/5, 24, , 21, 8, , 2
2022/11/6, 28, , 28, 2, , 1
2022/11/7, 19, , 27, 5, , 1
2022/11/8, 14, , 25, 5, , 1
2022/11/9, 16, , 23, 9, , 2
2022/11/10, 23, , 21, 11, 1, 5
2022/11/11, 35, , 16, 16, 1, 6
2022/11/12, 51, , 26, 10, 1, 4
2022/11/13, 39, , 24, 11, 1, 3
2022/11/14, 24, , 19, 18, 1, 5
2022/11/15, 37, , 19, 18, 1, 6
2022/11/16, 53, , 17, 22, 1, 8
2022/11/17, 48, , 14, 22, 1, 6
2022/11/18, 56, , 20, 19, 1, 6
2022/11/19, 65, , 22, 19, , 5
2022/11/20, 58, , 23, 21, 1, 6
2022/11/21, 63, , 20, 26, 1, 7
2022/11/22, 68, , 21, 25, 1, 8
2022/11/23, 58, , 20, 23, 1, 8
2022/11/24, 65, , 24, 20, 1, 7
2022/11/25, 72, , 21, 24, 1, 7
2022/11/26, 72, , 25, 24, 1, 8
2022/11/27, 74, , 24, 20, 1, 6
2022/11/28, 64, , 26, 12, 1, 6
2022/11/29, 44, , 21, 15, , 4
2022/11/30, 25, , 20, 17, , 4
2022/12/1, 42, , 24, 10, , 3
2022/12/2, 26, , 14, 18, 1, 6
2022/12/3, 47, , 2, 16, , 5
2022/12/4, 40, , 24, 8, , 2
2022/12/5, 19, , 21, 10, , 3
2022/12/6, 23, , 19, 11, , 4
2022/12/7, 28, , 19, 12, 1, 5
2022/12/8, 40, , 22, 9, 1, 3
2022/12/9, 23, , 20, 10, , 2
2022/12/10, 22, , 24, 3, , 1
2022/12/11, 21, , 26, 3, , 1
2022/12/12, 12, , 24, 8, , 3
2022/12/13, 13, , 16, 14, , 6
2022/12/14, 43, , 11, 16, 1, 6
2022/12/15, 44, , 10, 18, 1, 9
2022/12/16, 66, , 10, 19, 1, 8
2022/12/17, 74, , 14, 17, 1, 8
2022/12/18, 84, , 17, 17, 1, 7
2022/12/19, 85, , 6, 19, 1, 6
2022/12/20, 89, , 11, 17, 1, 5
2022/12/21, 85, , 13, 20, 1, 8
2022/12/22, 79, , 8, 21, 1, 7
2022/12/23, 84, , 7, 18, 1, 6
2022/12/24, 101, , 12, 16, 1, 8
2022/12/25, 103, , 12, 15, 1, 8
2022/12/26, 91, , 16, 14, 1, 6
2022/12/27, 82, , 17, 10, , 2
2022/12/28, 28, , 23, 15, 1, 5
2022/12/29, 41, , 21, 4, , 1
2022/12/30, 16, , 14, 3, , 1
2022/12/31, 23, , 27, 3, , 1
2023/1/1, 10, , 23, 5, , 1
2023/1/2, 17, , 23, 8, , 2
2022/7/2, 31, , 21, 1, , 1
2022/7/3, 15, , 23, 1, , 
2022/7/4, 11, , 17, 1, , 1
2022/7/5, 20, , 16, 1, , 1
2022/7/6, 29, , 17, 1, , 1
2022/7/7, 10, , 18, 1, , 1
2022/7/8, 13, , 20, 4, , 1
2022/7/9, 20, , 19, 2, 1, 1
2022/7/10, 18, , 28, 3, 1, 1
2022/7/11, 28, , 30, 5, 1, 1
2022/7/12, 42, , 29, 2, 1, 1
2022/7/13, 27, , 26, 1, , 1
2022/7/14, 19, , 24, 3, 1, 1
2022/7/15, 41, , 23, 2, 1, 1
2022/7/16, 36, , 28, 2, 1, 1
2022/7/17, 29, , 25, 2, 1, 1
2022/7/18, 47, , 33, 4, 1, 1
2022/7/19, 55, , 27, 2, 1, 1
2022/7/20, 38, , 27, 2, , 1
2022/7/21, 29, , 27, 2, 1, 1
2022/7/22, 27, , 30, 3, 1, 1
2022/7/23, 40, , 27, 2, 1, 1
2022/7/24, 32, , 30, 1, 1, 1
2022/7/25, 23, , 29, 2, 1, 1
2022/7/26, 23, , 31, 2, 1, 1
2022/7/27, 23, , 26, 3, , 1
2022/7/28, 17, , 21, 1, , 1
2022/7/29, 19, , 18, 1, , 1
2022/7/30, 17, , 19, 1, 1, 1
2022/7/31, 16, , 18, 1, , 1
2022/8/1, 14, , 25, 4, 1, 1
2022/8/2, 26, , 32, 4, 1, 1
2022/8/3, 34, , 28, 3, 1, 1
2022/8/4, 27, , 31, 3, 1, 1
2022/8/5, 37, , 24, 2, , 1
2022/8/6, 26, , 25, 1, , 1
2022/8/7, 20, , 24, 1, , 1
2022/8/8, 21, , 23, 1, , 1
2022/8/9, 19, , 24, 1, , 1
2022/8/10, 23, , 22, 4, , 1
2022/8/11, 22, , 21, 2, , 1
2022/8/12, 22, , 25, 3, , 1
2022/8/13, 30, , 30, 4, 1, 1
2022/8/14, 38, , 33, 3, 1, 1
2022/8/15, 42, , 39, 6, 1, 2
2022/8/16, 55, , 44, 11, 1, 2
2022/8/17, 64, , 29, 8, 1, 2
2022/8/18, 40, , 31, 3, 1, 1
2022/8/19, 35, , 26, 4, 1, 1
2022/8/20, 38, , 37, 4, 1, 1
2022/8/21, 37, , 28, 1, 1, 1
2022/8/22, 29, , 19, 4, 1, 1
2022/8/23, 23, , 22, 4, 1, 1
2022/8/24, 27, , 27, 4, 1, 1
2022/8/25, 28, , 27, 2, 1, 1
2022/8/26, 21, , 29, 4, 1, 1
2022/8/27, 33, , 26, 2, , 1
2022/8/28, 27, , 28, 1, , 1
2022/8/29, 41, , 28, 4, 1, 1
2022/8/30, 48, , 35, 5, 1, 2
2022/8/31, 57, , 37, 3, , 2
2022/9/1, 46, , 40, 7, 1, 2
2022/9/2, 42, , 38, 3, 1, 2
2022/9/3, 53, , 25, 6, 1, 2
2022/9/4, 40, , 35, 8, 1, 2
2022/9/5, 34, , 56, 15, 1, 4
2022/9/6, 51, , 58, 18, 1, 4
2022/9/7, 58, , 44, 9, 1, 2
2022/9/8, 60, , 42, 10, 1, 3
2022/9/9, 56, , 38, 7, 1, 2
2022/9/10, 71, , 24, 4, , 2
2022/9/11, 63, , 31, 3, 1, 2
2022/9/12, 57, , 29, 3, 1, 1
2022/9/13, 55, , 26, 2, , 1
2022/9/14, 24, , 31, 4, , 1
2022/9/15, 35, , 27, 5, , 1
2022/9/16, 39, , 27, 4, , 1
2022/9/17, 36, , 24, 3, , 1
2022/9/18, 25, , 20, 1, , 1
2022/9/19, 14, , 22, 3, , 1
2022/9/20, 23, , 27, 6, , 1
2022/9/21, 16, , 25, 5, , 1
2022/9/22, 24, , 33, 6, , 2
2022/9/23, 35, , 40, 12, 1, 3
2022/9/24, 32, , 49, 11, 1, 3
2022/9/25, 42, , 34, 4, , 1
2022/9/26, 46, , 33, 3, , 1
2022/9/27, 41, , 37, 2, , 1
2022/9/28, 37, , 23, 5, , 1
2022/9/29, 17, , 30, 9, 1, 2
2022/9/30, 33, , 37, 13, 1, 3
2022/10/1, 38, , 29, 3, , 1
2022/4/2, 48, , 35, 6, 1, 2
2022/4/3, 47, , 36, 5, 1, 2
2022/4/4, 44, , 32, 3, , 1
2022/4/5, 27, , 36, 3, 1, 1
2022/4/6, 32, , 41, 11, 1, 3
2022/4/7, 40, , 65, 13, 1, 4
2022/4/8, 45, , 35, 11, 1, 3
2022/4/9, 55, , 36, 3, , 1
2022/4/10, 56, , 35, 6, 1, 1
2022/4/11, 33, , 33, 2, , 1
2022/4/12, 22, , 33, 3, , 1
2022/4/13, 23, , 37, 5, , 1
2022/4/14, 27, , 26, 2, , 1
2022/4/15, 26, , 27, 3, , 1
2022/4/16, 19, , 30, 1, , 1
2022/4/17, 21, , 36, 4, , 1
2022/4/18, 25, , 24, 3, , 1
2022/4/19, 30, , 38, 2, , 1
2022/4/20, 15, , 32, 4, , 1
2022/4/21, 35, , 38, 2, , 1
2022/4/22, 33, , 33, 2, , 1
2022/4/23, 21, , 33, 4, , 2
2022/4/24, 29, , 29, 3, , 2
2022/4/25, 35, , 41, 6, 1, 2
2022/4/26, 46, , 36, 3, , 1
2022/4/27, 48, , 34, 3, , 1
2022/4/28, 32, , 37, 2, , 1
2022/4/29, 29, , 38, 7, , 2
2022/4/30, 34, , 36, 6, , 2
2022/5/1, 31, , 38, 2, , 1
2022/5/2, 32, , 35, 3, , 1
2022/5/3, 29, , 39, 5, 1, 2
2022/5/4, 36, , 34, 7, 1, 2
2022/5/5, 41, , 35, 2, , 1
2022/5/6, 32, , 21, 3, , 1
2022/5/7, 25, , 32, 1, , 1
2022/5/8, 27, , 34, 1, , 1
2022/5/9, 25, , 33, 3, , 1
2022/5/10, 32, , 32, 4, , 1
2022/5/11, 20, , 27, 5, , 2
2022/5/12, 23, , 33, 5, 1, 2
2022/5/13, 18, , 29, 5, , 2
2022/5/14, 22, , 24, 3, 1, 1
2022/5/15, 20, , 23, 1, , 1
2022/5/16, 24, , 30, 1, , 1
2022/5/17, 18, , 32, 4, 1, 1
2022/5/18, 43, , 35, 5, 1, 2
2022/5/19, 51, , 34, 2, , 1
2022/5/20, 51, , 38, 4, 1, 1
2022/5/21, 40, , 34, 5, , 2
2022/5/22, 47, , 32, 3, 1, 1
2022/5/23, 52, , 34, 3, 1, 1
2022/5/24, 47, , 51, 8, 1, 2
2022/5/25, 50, , 41, 12, 1, 3
2022/5/26, 52, , 39, 2, , 1
2022/5/27, 27, , 31, 1, , 1
2022/5/28, 29, , 27, 1, , 1
2022/5/29, 11, , 29, 1, , 1
2022/5/30, 15, , 30, 1, , 1
2022/5/31, 34, , 33, 3, , 1
2022/6/1, 39, , 35, 4, 1, 1
2022/6/2, 43, , 29, 2, , 1
2022/6/3, 31, , 19, 2, , 1
2022/6/4, 20, , 30, 1, , 1
2022/6/5, 22, , 15, 1, , 1
2022/6/6, 14, , 27, 1, , 1
2022/6/7, 20, , 24, 5, , 1
2022/6/8, 35, , 23, 4, , 1
2022/6/9, 22, , 33, 4, 1, 1
2022/6/10, 38, , 22, 6, 1, 2
2022/6/11, 33, , 18, 4, 1, 1
2022/6/12, 24, , 23, 1, , 1
2022/6/13, 13, , 28, 1, , 1
2022/6/14, 26, , 34, 4, 1, 1
2022/6/15, 45, , 31, 4, 1, 2
2022/6/16, 54, , 29, 3, 1, 1
2022/6/17, 22, , 26, 1, , 1
2022/6/18, 17, , 28, 2, , 1
2022/6/19, 23, , 30, 2, 1, 1
2022/6/20, 24, , 35, 5, 1, 2
