date, pm25, pm10, o3, no2, so2
2022/11/5, 40, 12, 15, 3, 
2022/11/6, 21, 6, 20, 5, 1
2022/11/7, 18, 9, 19, 6, 1
2022/11/8, 26, 7, 18, 4, 
2022/11/9, 16, 13, 15, 7, 
2022/11/10, 32, 13, 21, 6, 
2022/11/11, 34, 7, 20, 5, 
2022/11/12, 20, 8, 25, 2, 
2022/11/13, 16, 16, 23, 4, 
2022/11/14, 20, 17, 21, 8, 
2022/11/15, 24, 13, 16, 6, 
2022/11/16, 14, 26, 14, 9, 
2022/11/17, 25, 28, 20, 11, 
2022/11/18, 29, 31, 20, 12, 
2022/11/19, 34, 17, 19, 7, 
2022/11/20, 28, 4, 18, 3, 
2022/11/21, 19, 9, 17, 4, 
2022/11/22, 27, 11, 16, 10, 
2022/11/23, 31, 9, 18, 10, 
2022/11/24, 21, 10, 15, 12, 
2022/11/25, 25, 12, 17, 9, 
2022/11/26, 38, 13, 8, 10, 
2022/11/27, 39, 13, 4, 12, 
2022/11/28, 44, 13, 12, 9, 
2022/11/29, 38, 12, 5, 6, 
2022/11/30, 31, 9, 5, 7, 
2022/12/1, 26, 16, 4, 10, 
2022/12/2, 39, 30, 10, 12, 
2022/12/3, 64, 20, 7, 16, 
2022/12/4, 56, 16, 12, 10, 
2022/12/5, 54, 17, 16, 13, 
2022/12/6, 46, 7, 11, 4, 
2022/12/7, 25, 12, 14, 9, 
2022/12/8, 30, 10, 13, 9, 
2022/12/9, 31, 11, 19, 28, 
2022/12/10, 30, 7, 23, 7, 
2022/12/11, 22, 8, 21, 6, 
2022/12/12, 26, 16, 18, 8, 
2022/12/13, 25, 9, 16, 14, 
2022/12/14, 25, 6, 16, 16, 
2022/12/15, 16, 11, 1, 25, 
2022/12/16, 32, 17, 13, 26, 
2022/12/17, 51, 14, 21, 16, 
2022/12/18, 49, 6, 23, 5, 
2022/12/19, 18, 6, 25, 9, 
2022/12/20, 19, 19, 20, 8, 
2022/12/21, 58, 5, 23, 7, 
2022/12/22, 15, 7, 23, 7, 1
2022/12/23, 20, 7, 25, 7, 2
2022/12/24, 20, 3, 24, 4, 
2022/12/25, 8, 2, 25, 16, 
2022/12/26, 17, , 22, 9, 
2022/12/27, 36, , , 7, 
2022/12/28, 9, 5, 20, 11, 
2022/12/29, 12, 8, 17, 10, 
2022/12/30, 29, 7, 20, 5, 
2022/12/31, 23, 7, 24, 4, 
2023/1/1, 22, 7, 26, 4, 
2023/1/2, 19, 7, 27, 12, 
2022/7/2, 53, 26, 38, 8, 
2022/7/3, 54, 11, 35, 2, 
2022/7/4, 21, 14, 34, 7, 
2022/7/5, 26, 16, 32, 6, 
2022/7/6, 26, 11, 27, 6, 
2022/7/7, 17, 11, 27, 6, 
2022/7/8, 18, 11, 26, 6, 
2022/7/9, 17, 7, 30, 6, 
2022/7/10, 19, 9, 35, 5, 
2022/7/11, 16, 17, 30, 7, 
2022/7/12, 28, 20, 27, 6, 
2022/7/13, 38, 27, 22, 9, 
2022/7/14, 45, 11, 23, 4, 
2022/7/15, 18, 11, 22, 4, 
2022/7/16, 15, 5, 20, 1, 
2022/7/17, 10, 5, 17, 1, 
2022/7/18, 11, 7, 25, 4, 
2022/7/19, 12, 11, 26, 5, 
2022/7/20, 25, 9, 24, 4, 
2022/7/21, 14, 21, 24, 17, 
2022/7/22, 40, 33, 63, 9, 
2022/7/23, 59, 14, 48, 4, 
2022/7/24, 42, 7, 24, 7, 
2022/7/25, 17, 11, 33, 5, 
2022/7/26, 21, 20, 31, 10, 
2022/7/27, 35, 9, 24, 4, 
2022/7/28, 20, 8, 22, 4, 
2022/7/29, 13, 7, 22, 4, 1
2022/7/30, 11, 6, 19, 3, 1
2022/7/31, 11, 7, 25, 9, 
2022/8/1, 18, 16, 28, 11, 
2022/8/2, 29, 10, 35, 5, 
2022/8/3, 19, 14, 29, 7, 
2022/8/4, 24, 21, 45, 10, 
2022/8/5, 35, 25, 35, 12, 
2022/8/6, 45, 13, 30, 4, 
2022/8/7, 28, 4, 24, 2, 
2022/8/8, 9, 22, 29, 9, 
2022/8/9, 26, 16, 26, 14, 
2022/8/10, 24, 13, 33, 7, 
2022/8/11, 19, 11, 30, 4, 
2022/8/12, 22, 14, 35, 6, 
2022/8/13, 31, 14, 25, 9, 
2022/8/14, 31, 17, 34, 14, 
2022/8/15, 43, 25, 58, 11, 
2022/8/16, 47, 29, 47, 16, 
2022/8/17, 63, 31, 34, 10, 
2022/8/18, 62, 38, 55, 13, 
2022/8/19, 68, 37, 44, 14, 
2022/8/20, 70, 35, 35, 6, 
2022/8/21, 61, 37, 30, 6, 
2022/8/22, 57, 23, 29, 5, 
2022/8/23, 37, 18, 28, 11, 
2022/8/24, 33, 27, 26, 10, 
2022/8/25, 50, 15, 24, 8, 
2022/8/26, 24, 18, 22, 9, 
2022/8/27, 36, 21, 34, 12, 
2022/8/28, 48, 24, 34, 12, 
2022/8/29, 58, 15, 17, 6, 
2022/8/30, 20, 16, 21, 10, 
2022/8/31, 17, 13, 20, 6, 
2022/9/1, 16, 12, 20, 6, 
2022/9/2, 14, 12, 20, 7, 
2022/9/3, 14, 9, 17, 5, 
2022/9/4, 13, 7, 22, 5, 
2022/9/5, 12, 12, 21, 8, 
2022/9/6, 15, 10, 23, 6, 
2022/9/7, 14, 14, 23, 8, 
2022/9/8, 19, 17, 23, 9, 
2022/9/9, 24, 19, 26, 11, 
2022/9/10, 27, 12, 24, 6, 
2022/9/11, 23, 13, 26, 9, 
2022/9/12, 26, 21, 28, 13, 
2022/9/13, 30, 16, 21, 8, 
2022/9/14, 22, 13, 18, 7, 
2022/9/15, 26, 8, 26, 10, 
2022/9/16, 17, 7, 21, 9, 
2022/9/17, 15, 10, 27, 7, 
2022/9/18, 18, 6, 21, 3, 
2022/9/19, 13, 14, 17, 6, 
2022/9/20, 17, 14, 13, 6, 
2022/9/21, 19, 17, 16, 7, 
2022/9/22, 21, 22, 17, 11, 
2022/9/23, 24, 19, 22, 13, 
2022/9/24, 28, 14, 17, 8, 
2022/9/25, 25, 14, 19, 7, 
2022/9/26, 23, 20, 23, 9, 
2022/9/27, 25, 17, 21, 6, 
2022/9/28, 25, 14, 16, 9, 
2022/9/29, 26, 10, 9, 9, 
2022/9/30, 20, 6, 12, 9, 
2022/10/1, 17, 9, 21, 6, 
2022/4/2, 32, 31, 31, 10, 
2022/4/3, 37, 16, 30, 4, 
2022/4/4, 16, 20, 30, 6, 
2022/4/5, 22, 12, 32, 5, 
2022/4/6, 23, 6, 32, 6, 
2022/4/7, 14, 8, 28, 8, 
2022/4/8, 20, 8, 29, 6, 
2022/4/9, 19, 8, 33, 3, 
2022/4/10, 16, 7, 32, 3, 1
2022/4/11, 17, 22, 33, 5, 1
2022/4/12, 21, 30, 28, 9, 
2022/4/13, 26, 33, 33, 9, 
2022/4/14, 25, 21, 28, 11, 
2022/4/15, 24, 25, 33, 5, 
2022/4/16, 24, 29, 34, 5, 
2022/4/17, 27, 25, 31, 6, 
2022/4/18, 27, 31, 34, 6, 
2022/4/19, 30, 76, 31, 15, 1
2022/4/20, 57, 66, 32, 10, 
2022/4/21, 45, 42, 31, 8, 
2022/4/22, 33, 48, 27, 15, 
2022/4/23, 39, 43, 33, 11, 
2022/4/24, 43, 25, 31, 5, 
2022/4/25, 23, 34, 29, 12, 
2022/4/26, 31, 31, 33, 6, 
2022/4/27, 25, 29, 29, 7, 1
2022/4/28, 24, 22, 29, 5, 1
2022/4/29, 21, 19, 30, 7, 
2022/4/30, 19, 14, 31, 5, 1
2022/5/1, 16, 13, 30, 5, 
2022/5/2, 19, 21, 35, 3, 1
2022/5/3, 19, 18, 29, 4, 
2022/5/4, 17, 14, 29, 4, 
2022/5/5, 17, 17, 33, 7, 
2022/5/6, 21, 25, 32, 10, 
2022/5/7, 35, 13, 30, 5, 
2022/5/8, 30, 12, 30, 2, 
2022/5/9, 14, 19, 32, 3, 
2022/5/10, 19, 21, 36, 5, 2
2022/5/11, 18, 19, 31, 7, 
2022/5/12, 32, 20, 28, 6, 
2022/5/13, 31, 15, 26, 4, 
2022/5/14, 17, 16, 30, 6, 
2022/5/15, 23, 13, 25, 1, 
2022/5/16, 12, 18, 27, 3, 
2022/5/17, 16, 21, 21, 5, 
2022/5/18, 17, 18, 33, 4, 
2022/5/19, 20, 31, 28, 8, 1
2022/5/20, 35, 35, 28, 5, 
2022/5/21, 41, 25, 29, 2, 
2022/5/22, 33, 19, 29, 6, 
2022/5/23, 28, 29, 34, 6, 
2022/5/24, 32, 27, 35, 14, 
2022/5/25, 33, 41, 30, 22, 
2022/5/26, 48, 15, 23, 10, 
2022/5/27, 34, 10, 26, 12, 
2022/5/28, 27, 7, 27, 5, 
2022/5/29, 19, 12, 24, 6, 
2022/5/30, 25, 19, 29, 11, 
2022/5/31, 28, 23, 25, 6, 1
2022/6/1, 33, 23, 32, 8, 2
2022/6/2, 37, 14, 30, 8, 
2022/6/3, 29, 11, 29, 4, 
2022/6/4, 28, 11, 26, 4, 
2022/6/5, 29, 10, 25, 4, 
2022/6/6, 18, 18, 27, 6, 
2022/6/7, 18, 25, 28, 11, 
2022/6/8, 29, 26, 38, 10, 
2022/6/9, 38, 17, 37, 8, 
2022/6/10, 39, 17, 33, 10, 
2022/6/11, 31, 17, 35, 8, 
2022/6/12, 36, 14, 31, 4, 
2022/6/13, 30, 17, 25, 4, 
2022/6/14, 26, 18, 25, 6, 
2022/6/15, 26, 32, 22, 4, 
2022/6/16, 19, 19, 22, 4, 
2022/6/17, 16, 22, 26, 7, 
2022/6/18, 26, 10, 38, 7, 
2022/6/19, 28, 10, 29, 2, 
2022/6/20, 26, 15, 18, 6, 
2022/6/21, 22, 19, 16, 11, 
2022/6/22, 30, 18, 25, 7, 
2022/6/23, 26, 14, 28, 7, 
2022/6/24, 32, 10, 27, 3, 
2022/6/25, 28, 13, 25, 13, 
2022/6/26, 30, 19, 36, 15, 
2022/6/27, 43, 31, 28, 14, 
2022/6/28, 55, 40, 49, 13, 
2022/6/29, 68, 27, 41, 7, 
2022/6/30, 42, 31, 41, 12, 
2022/7/1, 43, 37, 41, 15, 
2022/1/4, 16, 11, 23, 8, 
2022/1/5, 19, 38, 22, 12, 
2022/1/6, 32, 4, 25, 7, 
2022/1/7, 18, 6, 25, 7, 2
2022/1/8, 19, 7, 20, 9, 
2022/1/9, 24, 15, 13, 9, 
2022/1/10, 56, 11, 18, 17, 
2022/1/11, 38, 16, 22, 19, 
2022/1/12, 34, 13, 26, 4, 
2022/1/13, 29, 7, 31, 5, 
2022/1/14, 12, 8, 31, 3, 
2022/1/15, 12, 13, 27, 3, 
2022/1/16, 16, 4, 26, 2, 
2022/1/17, 10, 6, 25, 8, 1
2022/1/18, 18, 7, 25, 9, 
2022/1/19, 15, 6, , 3, 
2022/1/20, 10, , , , 
2022/1/30, 13, 3, 23, 5, 
2022/1/31, 17, 7, 21, 10, 
2022/2/1, 26, 14, 15, 16, 
2022/2/2, 42, 22, 7, 20, 
2022/2/3, 54, 19, 5, 18, 
2022/2/4, 55, 12, 24, 7, 
2022/2/5, 32, 7, 26, 4, 
2022/2/6, 24, 5, 25, 6, 
2022/2/7, 13, 16, 26, 15, 
2022/2/8, 24, 16, 23, 8, 
2022/2/9, 22, 9, 27, 8, 
2022/2/10, 18, 7, 27, 7, 
2022/2/11, 14, 6, 26, 9, 
2022/2/12, 15, 5, 28, 4, 
2022/2/13, 14, 8, 27, 4, 1
2022/2/14, 26, 51, 21, 7, 2
2022/2/15, 63, 26, 22, 10, 1
2022/2/16, 64, 14, 23, 8, 
2022/2/17, 37, 9, 20, 12, 
2022/2/18, 22, 4, 25, 5, 
2022/2/19, 13, 6, 25, 6, 
2022/2/20, 20, 5, 22, 6, 
2022/2/21, 14, 21, 26, 7, 
2022/2/22, 20, 8, 22, 11, 
2022/2/23, 21, 11, 26, 17, 
2022/2/24, 32, 9, 28, 6, 1
2022/2/25, 26, 14, 27, 8, 
2022/2/26, 37, 5, 27, 7, 
2022/2/27, 23, 6, 25, 8, 3
2022/2/28, 17, 7, 26, 7, 
2022/3/1, 20, 7, 27, 5, 
2022/3/2, 23, 13, 26, 6, 
2022/3/3, 45, 16, 28, 11, 
2022/3/4, 21, 48, 28, 15, 
2022/3/5, 33, 26, 29, 17, 
2022/3/6, 25, 6, 32, 3, 
2022/3/7, 10, 19, 29, 10, 
2022/3/8, 21, 19, 29, 8, 
2022/3/9, 25, 17, 31, 12, 
2022/3/10, 34, 9, 32, 5, 2
2022/3/11, 18, 9, 31, 7, 
2022/3/12, 25, 14, 23, 10, 
2022/3/13, 42, 24, 26, 11, 
2022/3/14, 47, 52, 25, 17, 
2022/3/15, 50, 45, 22, 22, 
2022/3/16, 67, 48, 27, 21, 
2022/3/17, 73, 30, 24, 23, 
2022/3/18, 51, 26, 29, 9, 
2022/3/19, 48, 16, 23, 5, 
2022/3/20, 46, 17, 30, 7, 
2022/3/21, 22, 26, 37, 12, 
2022/3/22, 41, 34, 37, 8, 
2022/3/23, 72, 37, 34, 11, 
2022/3/24, 75, 28, 34, 9, 
2022/3/25, 49, 25, 34, 10, 
2022/3/26, 47, 30, 34, 3, 
2022/3/27, 23, 20, 31, 3, 
2022/3/28, 16, 12, 30, 4, 
2022/3/29, 14, 42, 30, 8, 
2022/3/30, 34, 15, 31, 5, 
2022/3/31, 18, 17, 30, 9, 
2022/4/1, 23, 30, 26, 14, 
2021/10/2, 47, 27, 23, 5, 
2021/10/3, 49, 20, 25, 4, 
2021/10/4, 49, 40, 26, 6, 
2021/10/5, 57, 29, 26, 9, 
2021/10/6, 53, 38, 22, 7, 
2021/10/7, 53, 30, 24, 7, 
2021/10/8, 54, 21, 25, 5, 
2021/10/9, 49, 15, 30, 3, 
2021/10/10, 45, 15, 25, 4, 2
2021/10/11, 44, 20, 29, 6, 2
2021/10/12, 47, 12, 25, 10, 
2021/10/13, 26, 15, 14, 13, 
2021/10/14, 24, 46, 27, 10, 
2021/10/15, 28, 10, 28, 5, 
2021/10/16, 15, 4, 26, 5, 
2021/10/17, 9, 3, 27, 2, 
2021/10/18, 8, 6, 24, 4, 2
2021/10/19, 11, 7, 23, 8, 
2021/10/20, 11, 14, 23, 5, 1
2021/10/21, 16, 8, 27, 5, 
2021/10/22, 21, 3, 28, 5, 
2021/10/23, 11, 4, 21, 4, 
2021/10/24, 16, 7, 21, 6, 
2021/10/25, 16, 9, 28, 4, 
2021/10/26, 24, 16, 25, 6, 
2021/10/27, 42, 7, 20, 6, 
2021/10/28, 17, 9, 20, 9, 
2021/10/29, 20, 17, 22, 4, 
2021/10/30, 49, 30, 25, 6, 
2021/10/31, 81, 32, 22, 6, 
2021/11/1, 83, 37, 19, 9, 
2021/11/2, 76, 31, 20, 7, 
2021/11/3, 68, 120, 22, 8, 
2021/11/4, 91, 12, 21, 6, 
2021/11/5, 26, 19, 19, 10, 
2021/11/6, 34, 4, 17, 4, 
2021/11/7, 11, 6, 20, 7, 
2021/11/8, 13, 11, 21, 7, 
2021/11/9, 23, 17, 23, 12, 
2021/11/10, 20, 4, 19, 5, 
2021/11/11, 12, 6, 25, 6, 1
2021/11/12, 13, 12, 24, 5, 
2021/11/13, 14, 17, 22, 9, 
2021/11/14, 20, 23, 15, 11, 
2021/11/15, 27, 17, 17, 9, 1
2021/11/16, 24, 9, 22, 7, 
2021/11/17, 18, 12, 21, 6, 
2021/11/18, 34, 7, 21, 6, 
2021/11/19, 16, 8, 19, 10, 
2021/11/20, 15, 8, 27, 4, 
2021/11/21, 12, 13, 23, 5, 
2021/11/22, 14, 19, 21, 12, 1
2021/11/23, 23, 9, 26, 11, 
2021/11/24, 16, 7, 25, 10, 
2021/11/25, 13, 4, 22, 8, 
2021/11/26, 9, 14, 19, 11, 
2021/11/27, 16, 27, 19, 9, 
2021/11/28, 34, 24, 19, 7, 
2021/11/29, 27, 25, 19, 10, 
2021/11/30, 26, 7, 18, 9, 
2021/12/1, 13, 14, 21, 10, 1
2021/12/2, 24, 24, 19, 17, 
2021/12/3, 29, 24, 19, 12, 
2021/12/4, 31, 13, 24, 8, 
2021/12/5, 23, 22, 21, 8, 
2021/12/6, 25, 8, 19, 8, 
2021/12/7, 22, 26, 10, 23, 
2021/12/8, 42, 24, 2, 26, 
2021/12/9, 45, 28, 17, 15, 
2021/12/10, 42, 14, 18, 8, 1
2021/12/11, 27, 8, 12, 8, 
2021/12/12, 29, 5, 5, 8, 
2021/12/13, 20, 9, 13, 8, 
2021/12/14, 28, 13, 18, 6, 1
2021/12/15, 24, 15, 21, 7, 1
2021/12/16, 18, 7, 21, 6, 2
2021/12/17, 15, 11, 20, 9, 1
2021/12/18, 16, 3, 25, 5, 1
2021/12/19, 9, 7, 26, 5, 1
2021/12/20, 11, 45, 20, 10, 
2021/12/21, 49, 39, 20, 11, 
2021/12/22, 38, 25, 12, 13, 
2021/12/23, 31, 4, 23, 6, 
2021/12/24, 9, 3, 26, 5, 
2021/12/25, 10, 3, 20, 4, 
2021/12/26, 15, 4, 18, 4, 1
2021/12/27, 24, 12, 11, 17, 
2021/12/28, 39, 20, 25, 14, 
2021/12/29, 40, 9, 22, 5, 
2021/12/30, 27, 13, 19, 8, 1
2021/12/31, 46, 7, 15, 6, 1
2022/1/1, 26, 8, 21, 5, 1
2022/1/2, 32, 4, 25, 4, 
2022/1/3, 10, 9, 21, 9, 1
2021/7/2, 44, 24, 24, 9, 
2021/7/3, 44, 25, 26, 11, 
2021/7/4, 36, 22, 39, 8, 
2021/7/5, 34, 23, 34, 8, 
2021/7/6, 43, 35, 33, 9, 
2021/7/7, 49, 33, 99, 7, 
2021/7/8, 56, 26, 39, 10, 
2021/7/9, 50, 37, 29, 9, 
2021/7/10, 39, 40, 39, 10, 
2021/7/11, 61, 19, 34, 3, 
2021/7/12, 35, 18, 33, 4, 
2021/7/13, 29, 32, 35, 8, 
2021/7/14, 33, 32, 33, 13, 
2021/7/15, 48, 38, 43, 11, 
2021/7/16, 59, 29, 36, 8, 
2021/7/17, 47, 29, 26, 5, 
2021/7/18, 37, 21, 29, 3, 
2021/7/19, 38, 12, 21, 3, 
2021/7/20, 11, 17, 21, 3, 
2021/7/21, 21, 12, 21, 4, 
2021/7/22, 12, 16, 24, 3, 
2021/7/23, 15, 16, 22, 5, 
2021/7/24, 21, 18, 23, 4, 
2021/7/25, 18, 22, 26, 3, 
2021/7/26, 38, 31, 26, 9, 
2021/7/27, 44, 44, 31, 10, 
2021/7/28, 50, 47, 42, 9, 
2021/7/29, 61, 50, 40, 5, 
2021/7/30, 52, 13, 33, 6, 
2021/7/31, 22, 9, 30, 3, 
2021/8/1, 20, 10, 32, 4, 
2021/8/2, 25, 12, 27, 6, 
2021/8/3, 20, 10, 22, 4, 
2021/8/4, 16, 11, 24, 4, 
2021/8/5, 15, 18, 25, 9, 
2021/8/6, 19, 25, 29, 12, 
2021/8/7, 30, 13, 25, 4, 
2021/8/8, 25, 12, 33, 5, 
2021/8/9, 22, 14, 27, 8, 
2021/8/10, 29, 13, 30, 6, 
2021/8/11, 26, 20, 29, 12, 
2021/8/12, 26, 24, 31, 10, 
2021/8/13, 34, 17, 32, 4, 
2021/8/14, 29, 10, 33, 2, 
2021/8/15, 26, 8, 26, 2, 
2021/8/16, 19, 13, 23, 6, 
2021/8/17, 19, 28, 34, 8, 
2021/8/18, 40, 10, 25, 4, 
2021/8/19, 18, 12, 25, 4, 
2021/8/20, 18, 8, 24, 4, 
2021/8/21, 14, 7, 28, 5, 
2021/8/22, 18, 6, 16, 2, 
2021/8/23, 10, 11, 28, 5, 
2021/8/24, 15, 13, 21, 6, 
2021/8/25, 19, 9, 21, 5, 
2021/8/26, 16, 14, 22, 4, 
2021/8/27, 28, 21, 12, 5, 
2021/8/28, 34, 22, 21, 4, 
2021/8/29, 43, 17, 25, 5, 1
2021/8/30, 33, 41, 22, 11, 
2021/8/31, 47, 27, 26, 10, 
2021/9/1, 38, 32, 22, 8, 
2021/9/2, 23, 23, 24, 5, 
2021/9/3, 16, 15, 23, 5, 
2021/9/4, 15, 9, 25, 4, 
2021/9/5, 11, 7, 24, 3, 
2021/9/6, 12, 16, 24, 8, 
2021/9/7, 19, 16, 29, 7, 
2021/9/8, 22, 12, 24, 4, 
2021/9/9, 29, 14, 24, 6, 
2021/9/10, 30, 21, 21, 7, 
2021/9/11, 27, 16, 15, 9, 
2021/9/12, 34, 11, 30, 5, 
2021/9/13, 40, 7, 25, 3, 
2021/9/14, 17, 8, 26, 2, 
2021/9/15, 10, 11, 18, 6, 
2021/9/16, 16, 28, 19, 9, 
2021/9/17, 35, 18, 18, 7, 
2021/9/18, 24, 12, 18, 5, 
2021/9/19, 25, 12, 21, 4, 
2021/9/20, 24, 20, 20, 8, 
2021/9/21, 23, 22, 16, 10, 
2021/9/22, 25, 24, 19, 11, 
2021/9/23, 29, 31, 23, 10, 
2021/9/24, 34, 16, 14, 6, 
2021/9/25, 26, 6, 18, 4, 
2021/9/26, 14, 9, 16, 7, 
2021/9/27, 15, 29, 14, 12, 
2021/9/28, 36, 28, 20, 11, 
2021/9/29, 40, 37, 12, 7, 
2021/9/30, 45, 34, 20, 7, 
2021/10/1, 42, 21, 17, 6, 
2021/4/2, 20, 12, 29, 2, 
2021/4/3, 14, 21, 32, 3, 
2021/4/4, 19, 19, 37, 2, 1
2021/4/5, 14, 10, 32, 4, 2
2021/4/6, 22, 11, 30, 5, 2
2021/4/7, 15, 20, 27, 5, 
2021/4/8, 28, 17, 32, 4, 
2021/4/9, 18, 9, 31, 4, 
2021/4/10, 21, 11, 33, 2, 
2021/4/11, 31, 16, 30, 5, 
2021/4/12, 28, 32, 32, 11, 
2021/4/13, 45, 23, 34, 8, 
2021/4/14, 33, 23, 31, 7, 
2021/4/15, 25, 37, 33, 10, 
2021/4/16, 31, 32, 31, 9, 
2021/4/17, 26, 21, 34, 4, 
2021/4/18, 20, 25, 33, 5, 
2021/4/19, 28, 24, 30, 8, 
2021/4/20, 25, 29, 36, 8, 
2021/4/21, 32, 25, 36, 9, 
2021/4/22, 45, 19, 31, 8, 1
