date, pm25, pm10, o3, no2, so2, co, psi
2018/2/14, 55, 37, 18, 8, 2, 5, 
2018/2/15, 60, 53, 25, 6, 2, 5, 
2018/2/16, 67, 37, 31, 10, 4, 5, 
2018/2/17, 81, 34, 24, 5, 6, 6, 
2018/2/18, 66, 34, 29, 6, 2, , 
2018/2/19, 84, 36, 19, 8, 2, 4, 
2018/2/20, 63, 31, 20, 7, 2, 4, 
2018/2/21, 57, 35, 19, 5, , 3, 
2018/2/22, 55, 27, 21, 5, 2, 4, 
2018/2/23, 46, 30, 9, 7, 1, 4, 
2018/2/24, 53, 30, 10, 6, 1, 5, 
2018/2/25, 42, 27, 13, 6, 1, 4, 
2018/2/26, 53, 37, 15, 6, , 4, 
2018/2/27, 60, 36, 13, 5, 1, 3, 
2018/2/28, 59, 33, 20, 7, 2, 4, 
2018/3/1, 57, 33, 14, 6, 3, 4, 
2018/3/2, 47, 28, 13, 8, 2, 5, 
2018/3/3, 52, 33, 14, 7, 2, 4, 
2018/3/4, 50, 31, 20, 8, 3, 5, 
2018/3/5, 50, 27, 16, 3, 3, 4, 
2018/3/6, 42, 30, 16, 8, 2, 4, 
2018/3/7, 56, 28, 8, 6, 4, 4, 
2018/3/8, 37, 23, 8, 4, 3, 5, 
2018/3/9, 43, 29, 14, 4, 2, 4, 
2018/3/10, 49, 31, 14, 3, 2, 4, 
2018/3/11, 50, 39, 21, 4, 2, 4, 
2018/3/12, 60, 39, 17, 5, 1, 5, 
2018/3/13, 61, 39, 19, 5, 1, , 
2018/3/14, 55, 38, 21, 5, 1, 4, 
2018/3/15, 57, 35, 24, 7, 2, 3, 
2018/3/16, 57, 35, 20, 6, 4, 4, 
2018/3/17, 55, 32, 22, 4, 2, 3, 
2018/3/18, 51, 29, 21, 5, 2, , 
2018/3/19, 39, 27, 19, 7, 2, 4, 
2018/3/20, 48, 31, 18, 8, 3, 4, 
2018/3/21, 51, 39, 24, 11, 4, 5, 
2018/3/22, 72, 33, 21, 6, 3, 4, 
2018/3/23, 44, 28, 17, 8, 2, , 
2018/3/24, 40, 28, 18, 6, 2, 4, 
2018/3/25, 55, 31, 18, 9, 2, 3, 
2018/3/26, 54, 22, 13, 11, 3, 4, 
2018/3/27, 47, 23, 5, 9, 3, 6, 
2018/3/28, 41, 29, 28, 17, 5, 7, 
2018/3/29, 71, 39, 6, 15, 7, 7, 
2018/3/30, 63, , , , , , 
2017/10/2, 60, 25, 11, 9, 10, 4, 
2017/10/3, 54, 28, 6, 16, 12, 5, 
2017/10/4, 80, 27, 6, 11, 11, 4, 
2017/10/5, 37, 20, 16, 10, 11, 4, 
2017/10/6, 45, 20, 11, 11, 7, 4, 
2017/10/7, 49, 28, 30, 15, 6, 5, 
2017/10/8, 72, 28, 16, 14, 7, 4, 
2017/10/9, 64, 28, 10, 11, 10, 5, 
2017/10/10, 58, 19, 10, 7, 16, 3, 
2017/10/11, 37, 18, 14, 9, 10, 3, 
2017/10/12, 39, 20, 2, 9, 19, 3, 
2017/10/13, 44, 19, 6, 9, 18, , 
2017/10/14, 39, 19, 2, 9, 5, 3, 
2017/10/15, 45, 31, 3, 4, 2, 5, 
2017/10/16, 77, 25, 3, 8, 3, 4, 
2017/10/17, 58, 26, 11, 11, 6, 3, 
2017/10/18, 57, 26, 21, 5, 13, 4, 
2017/10/19, 53, 29, 15, 8, 9, 3, 
2017/10/20, 74, 38, 11, 13, 12, 4, 
2017/10/21, 99, 36, 16, 10, 12, 3, 
2017/10/22, 76, 39, 10, 6, 6, 5, 
2017/10/23, 81, 31, 7, 11, 6, 5, 
2017/10/24, 70, 39, 11, 18, 6, 6, 
2017/10/25, 95, 46, 37, 17, 7, 6, 
2017/10/26, 96, 34, 22, 17, 6, 5, 
2017/10/27, 73, 40, 13, 18, 10, 6, 
2017/10/28, 85, 28, 24, 10, 7, 6, 
2017/10/29, 60, 23, 18, 12, 5, 6, 
2017/10/30, 51, 19, 12, 9, 3, 6, 
2017/10/31, 38, 18, 14, 9, 5, 6, 
2017/11/1, 44, 31, 21, 14, 3, 7, 
2017/11/2, 76, 27, 12, 13, 8, 4, 
2017/11/3, 56, 27, 11, 12, 16, 3, 
2017/11/4, 51, 23, 20, 10, 12, 4, 
2017/11/5, 58, 23, 17, 6, 9, 4, 
2017/11/6, 37, 20, 10, 14, 6, 4, 
2017/11/7, 52, 29, 9, 15, 7, 6, 
2017/11/8, 60, 31, 18, 8, 5, 6, 
2017/11/9, 41, 19, 26, 8, 3, 5, 
2017/11/10, 47, 19, 11, 11, 2, 5, 
2017/11/11, 36, 20, 8, 15, 6, 7, 
2017/11/12, 55, 25, 10, 11, 13, 6, 
2017/11/13, 43, 19, 17, 12, 11, 5, 
2017/11/14, 47, 26, 5, 9, 9, 4, 
2017/11/15, 36, 18, 11, 11, 5, 5, 
2017/11/16, 47, 32, 25, 16, 6, 6, 
2017/11/17, 85, 25, 8, 10, 4, 4, 
2017/11/18, 52, 23, 25, 10, 8, 5, 
2017/11/19, 51, 20, 22, 9, 5, 5, 
2017/11/20, 44, 25, 14, 14, 6, 6, 
2017/11/21, 56, 26, 5, 15, 5, 9, 
2017/11/22, 57, 30, 5, 9, 2, 8, 
2017/11/23, 60, 23, 4, 6, 2, 6, 
2017/11/24, 31, 17, 4, 6, 5, 5, 
2017/11/25, 24, 17, 4, 8, 7, 6, 
2017/11/26, 35, 19, 4, 8, 3, 6, 
2017/11/27, 32, 16, 3, 10, 2, 6, 
2017/11/28, 26, 14, 3, 9, 2, 6, 
2017/11/29, 32, 16, 3, 8, 2, 5, 
2017/11/30, 31, 16, 4, 4, 2, , 
2017/12/1, 27, 20, 9, 6, 2, 6, 
2017/12/2, 40, 21, 5, 7, 2, 5, 
2017/12/3, 37, 24, 4, 6, 2, 5, 
2017/12/4, 41, 26, 15, 18, 2, 5, 
2017/12/5, 52, 33, 14, 23, 4, 5, 
2017/12/6, 68, 28, 30, 24, 9, 4, 
2017/12/7, 59, 26, 12, 20, 9, 3, 
2017/12/8, 37, 21, 14, 11, 3, 4, 
2017/12/9, 24, 12, 12, 15, 1, 4, 
2017/12/10, 34, 33, 30, 14, 1, 5, 
2017/12/11, 67, 33, 24, 16, 2, 4, 
2017/12/12, 56, 27, 19, 21, 1, 5, 
2017/12/13, 53, 25, 21, 19, 1, 6, 
2017/12/14, 50, 25, 29, 21, 3, 5, 
2017/12/15, 57, 27, 23, 20, 5, 4, 
2017/12/16, 57, 23, 18, 17, 2, 5, 
2017/12/17, 58, 25, 23, 9, 1, 4, 
2017/12/18, 40, 27, 30, 9, 1, 4, 
2017/12/19, 53, 29, 25, 13, 2, 5, 
2017/12/20, 47, 23, 27, 13, 1, 6, 
2017/12/21, 54, 29, 31, 9, 1, 4, 
2017/12/22, 59, 28, 25, 15, 2, 4, 
2017/12/23, 55, 21, 33, 11, 3, 5, 
2017/12/24, 32, 17, 18, 8, 2, 4, 
2017/12/25, 24, 18, 18, 11, 1, , 
2017/12/26, 41, 19, 18, 14, 3, 4, 
2017/12/27, 30, 20, 19, 20, 4, 4, 
2017/12/28, 45, 18, 18, 14, 3, 4, 
2017/12/29, 32, 19, 14, 10, 2, 4, 
2017/12/30, 43, 21, 10, 10, 2, 3, 
2017/12/31, 41, 34, 7, 11, 1, 4, 
2018/1/1, 30, 11, 19, 13, 2, 3, 
2017/7/2, 26, 21, 13, 7, 8, 3, 
2017/7/3, 37, 25, 8, 8, 9, 4, 
2017/7/4, 42, 24, 11, 10, 10, 4, 
2017/7/5, 38, 19, 6, 11, 6, 4, 
2017/7/6, 36, 15, 11, 9, 7, , 
2017/7/7, 37, 19, 13, 10, 6, , 
2017/7/8, 43, 26, 12, 11, 5, 5, 
2017/7/9, 57, 28, 10, 8, 5, 4, 
2017/7/10, 40, 16, 12, 9, 6, 4, 
2017/7/11, 31, 21, 11, 12, 11, 3, 
2017/7/12, 49, 25, 7, 9, 7, 4, 
2017/7/13, 37, 22, 13, 12, 5, 4, 
2017/7/14, 49, 23, 8, 15, 5, 5, 
2017/7/15, 62, 26, 15, 12, 9, 4, 
2017/7/16, 62, 26, 16, 5, 5, 3, 
2017/7/17, 44, 18, 22, 7, 3, 3, 
2017/7/18, 53, 26, 18, 8, 3, , 
2017/7/19, 55, 21, 16, 8, 2, , 
2017/7/20, 44, 19, 14, 10, 4, 4, 
2017/7/21, 37, 20, 21, 7, 4, 4, 
2017/7/22, 41, 20, 15, 7, 3, 4, 
2017/7/23, 47, 22, 15, 7, 4, 4, 
2017/7/24, 50, 19, 15, 6, 3, 4, 
2017/7/25, 47, 26, 21, 7, 3, 4, 
2017/7/26, 63, 32, 22, 10, 2, 4, 
2017/7/27, 68, 30, 22, 9, 3, 4, 
2017/7/28, 70, 31, 23, 8, 3, 4, 
2017/7/29, 65, 34, 16, 7, 3, 4, 
2017/7/30, 57, 20, 13, 6, 3, 4, 
2017/7/31, 40, 17, 11, 4, 3, , 
2017/8/1, 44, 25, 15, 6, 3, 4, 
2017/8/2, 58, 29, 26, 5, 3, 3, 
2017/8/3, 66, 30, 23, 5, 2, 3, 
2017/8/4, 63, 27, 20, 5, 3, , 
2017/8/5, 53, 27, 21, 5, 2, 4, 
2017/8/6, 56, 27, 17, 5, 2, 4, 
2017/8/7, 45, 22, 9, 8, 6, 4, 
2017/8/8, 42, 20, 8, 9, 6, 5, 
2017/8/9, 43, 15, 13, 8, 6, 4, 
2017/8/10, 25, 16, 10, 13, 7, 6, 
2017/8/11, 54, 18, 4, 11, 6, 4, 
2017/8/12, 43, 32, 3, 14, 7, 5, 
2017/8/13, 49, 28, 7, 11, 13, 4, 
2017/8/14, 34, 17, 11, 9, 8, 4, 
2017/8/15, 32, 14, 6, 10, 6, 4, 
2017/8/16, 33, 17, 13, 10, 8, 4, 
2017/8/17, 46, 25, 23, 10, 7, 4, 
2017/8/18, 60, 23, 15, 14, 3, 5, 
2017/8/19, 49, 22, 13, 7, 2, 3, 
2017/8/20, 45, 20, 11, 5, 3, 3, 
2017/8/21, 32, 19, 13, 5, 4, 2, 
2017/8/22, 34, 19, 11, 8, 5, 3, 
2017/8/23, 32, 21, 20, 8, 6, 3, 
2017/8/24, 61, 26, 14, 8, 5, 3, 
2017/8/25, 53, 20, 12, 7, 5, 3, 
2017/8/26, 39, 14, 15, 5, 4, , 
2017/8/27, 36, 18, 12, 6, 4, 4, 
2017/8/28, 42, 29, 11, 6, 4, 4, 
2017/8/29, 49, 25, 5, 11, 8, 5, 
2017/8/30, 54, 18, 20, 10, 7, 4, 
2017/8/31, 35, 17, 15, 7, 4, 4, 
2017/9/1, 33, 16, 18, 4, 4, 4, 
2017/9/2, 43, 27, 26, 5, 4, , 
2017/9/3, 68, 28, 16, 3, 5, 3, 
2017/9/4, 53, 22, 11, 6, 4, 4, 
2017/9/5, 48, 23, 10, 7, 5, 4, 
2017/9/6, 50, 22, 3, 8, 6, , 
2017/9/7, 46, , , , , , 
2017/9/12, 63, 30, 35, 8, 7, 6, 
2017/9/13, 75, 32, 24, 6, 6, 4, 
2017/9/14, 67, 29, 15, 7, 6, 4, 
2017/9/15, 59, 28, 8, 12, 8, 5, 
2017/9/16, 67, 28, 10, 10, 11, 5, 
2017/9/17, 50, 15, 13, 5, 13, 4, 
2017/9/18, 26, 11, 9, 7, 5, 4, 
2017/9/19, 30, 19, 6, 13, 7, 5, 
2017/9/20, 44, 22, 10, 12, 11, 5, 
2017/9/21, 46, 16, 6, 5, 12, 4, 
2017/9/22, 28, 16, 18, 7, 8, 4, 
2017/9/23, 43, 27, 18, 7, 6, 5, 
2017/9/24, 64, 26, 17, 8, 8, 5, 
2017/9/25, 57, 22, 16, 9, 10, 4, 
2017/9/26, 42, 20, 10, 10, 7, 5, 
2017/9/27, 41, 32, 8, 20, 11, 8, 
2017/9/28, 74, 25, 21, 14, 18, 4, 
2017/9/29, 60, 25, 9, 15, 12, 4, 
2017/9/30, 46, 19, 10, 10, 16, 4, 
2017/10/1, 45, 22, 6, 11, 14, 4, 
2017/4/2, 70, 28, 17, 12, 7, 4, 
2017/4/3, 51, 25, 17, 7, 9, 3, 
2017/4/4, 43, 23, 18, 10, 8, 4, 
2017/4/5, 52, 24, 21, 7, 12, 4, 
2017/4/6, 42, 21, 27, 9, 7, 5, 
2017/4/7, 49, 22, 20, 10, 2, 5, 
2017/4/8, 38, 27, 9, 19, 6, 5, 
2017/4/9, 66, 41, 34, 19, 15, 5, 
2017/4/10, 84, 35, 13, 15, 6, 5, 
2017/4/11, 72, 32, 27, 15, 20, 4, 
2017/4/12, 73, 36, 17, 13, 16, 4, 
2017/4/13, 63, 27, 9, 9, 11, 4, 
2017/4/14, 52, 29, 14, 12, 6, 7, 
2017/4/15, 59, 25, 13, 10, 2, 6, 
2017/4/16, 56, 30, 37, 7, 2, 7, 
2017/4/17, 65, 31, 14, 8, 3, 6, 
2017/4/18, 59, 32, 7, 15, 4, 7, 
2017/4/19, 60, 29, 29, 24, 6, 8, 
2017/4/20, 84, 51, 24, 27, 17, 8, 
2017/4/21, 116, 58, 5, 21, 17, 7, 
2017/4/22, 95, 36, 8, 10, 18, 5, 
2017/4/23, 54, 33, 9, 15, 13, 6, 
2017/4/24, 79, 34, 4, 12, 17, 5, 
2017/4/25, 61, 42, 11, 24, 9, 9, 
2017/4/26, 102, 48, 14, 19, 13, 7, 
2017/4/27, 85, 34, 27, 14, 21, 6, 
2017/4/28, 71, 37, 23, 16, 13, 5, 
2017/4/29, 62, 33, 10, 17, 16, 5, 
2017/4/30, 79, 40, 27, 12, 20, 7, 
2017/5/1, 68, 28, 21, 7, 9, 4, 
2017/5/2, 45, 29, 8, 13, 10, 6, 
2017/5/3, 68, 31, 11, 13, 16, 5, 
2017/5/4, 67, 35, 12, 9, 18, 4, 
2017/5/5, 54, 36, 20, 11, 14, 4, 
2017/5/6, 77, 33, 18, 10, 13, 2, 
2017/5/7, 62, 33, 21, 13, 16, 3, 
2017/5/8, 71, 33, 26, 12, 21, 2, 
2017/5/9, 72, 30, 15, 7, 13, 1, 
2017/5/10, 47, 24, 6, 7, 9, 1, 
2017/5/11, 45, 22, 11, 7, 17, 1, 
2017/5/12, 46, 28, 6, 7, 10, 4, 
2017/5/13, 60, 30, 10, 8, 10, 3, 
2017/5/14, 63, 31, 15, 6, 9, 3, 
2017/5/15, 38, 23, 6, 8, 7, 4, 
2017/5/16, 55, 26, 9, 5, 10, 3, 
2017/5/17, 48, 24, 14, 6, 7, 4, 
2017/5/18, 48, 26, 9, 4, 5, 3, 
2017/5/19, 43, 24, 10, 6, 6, 3, 
2017/5/20, 42, 24, 12, 7, 6, 3, 
2017/5/21, 59, 26, 12, 7, 6, 5, 
2017/5/22, 55, 26, 9, 7, 8, 4, 
2017/5/23, 41, 20, 13, 6, 6, 3, 
2017/5/24, 44, 26, 9, 7, 4, 2, 
2017/5/25, 49, 24, 8, 9, 5, 4, 
2017/5/26, 50, 31, 8, 10, 7, 2, 
2017/5/27, 57, 33, 10, 11, 9, 3, 
2017/5/28, 68, 34, 10, 6, 8, 2, 
2017/5/29, 45, 18, 10, 5, 5, 1, 
2017/5/30, 36, 22, 3, 12, 7, 2, 
2017/5/31, 54, 31, 12, 12, 21, 1, 
2017/6/1, 62, 28, 6, 12, 15, 1, 
2017/6/2, 53, 22, 9, 7, 12, 1, 
2017/6/3, 33, 20, 13, 5, 6, , 
2017/6/4, 35, 25, 19, 6, 5, , 
2017/6/5, 50, 26, 10, 5, 5, , 
2017/6/6, 52, 32, 12, 7, 6, , 
2017/6/7, 68, 42, 20, 7, 7, 1, 
2017/6/8, 64, 31, 17, 5, 7, , 
2017/6/9, 52, 28, 17, 4, 6, 2, 
2017/6/10, 52, 29, 13, 6, 5, , 
2017/6/11, 57, 30, 13, 7, 10, 2, 
2017/6/12, 50, 19, 13, 13, 10, 1, 
2017/6/13, 30, 13, 14, 12, 8, 4, 
2017/6/14, 31, 16, 12, 14, 8, 4, 
2017/6/15, 43, 19, 18, 12, 17, 3, 
2017/6/16, 46, 26, 10, 13, 6, 3, 
2017/6/17, 59, 24, 16, 9, 7, 2, 
2017/6/18, 53, 21, 11, 9, 6, 2, 
2017/6/19, 39, 19, 8, 8, 12, 3, 
2017/6/20, 35, 19, 12, 9, 7, 3, 
2017/6/21, 44, 20, 11, 11, 4, 2, 
2017/6/22, 51, 27, 11, 10, 6, 3, 
2017/6/23, 41, 28, 5, 9, 6, 3, 
2017/6/24, 39, 23, 12, 14, 12, 4, 
2017/6/25, 50, 26, 9, 18, 11, 4, 
2017/6/26, 44, 26, 34, 21, 11, , 
2017/6/27, 64, 31, 20, 22, 12, 6, 
2017/6/28, 46, 28, 18, 14, 10, 7, 
2017/6/29, 53, 26, 4, 13, 13, 5, 
2017/6/30, 48, 16, 11, 8, 18, 4, 
2017/7/1, 31, 17, 13, 6, 7, , 
2017/1/3, 38, 19, 7, 7, 2, 7, 
2017/1/4, 33, 14, 15, 6, 2, 4, 
2017/1/5, 25, 16, 13, 5, 2, 4, 
2017/1/6, 28, 20, 13, 12, 3, 6, 
2017/1/7, 51, 24, 18, 9, 14, 6, 
2017/1/8, 49, 26, 20, 7, 17, 6, 
2017/1/9, 50, 21, 20, 8, 10, 6, 
2017/1/10, 44, 26, 16, 7, 5, 6, 
2017/1/11, 47, 26, 13, 8, 4, 6, 
2017/1/12, 54, 27, 14, 9, 5, 6, 
2017/1/13, 56, 30, 17, 13, 6, 4, 
2017/1/14, 64, 32, 14, 17, 12, 5, 
2017/1/15, 63, 33, 19, 7, 19, 4, 
2017/1/16, 51, 22, 19, 8, 4, 5, 
2017/1/17, 43, 28, 16, 15, 8, 7, 
2017/1/18, 56, 24, 12, 11, 7, 6, 
2017/1/19, 44, 20, 14, 10, 2, 7, 
2017/1/20, 43, 21, 6, 11, 5, 8, 
2017/1/21, 42, 22, 7, 9, 15, 6, 
2017/1/22, 39, 14, 10, 5, 2, 6, 
2017/1/23, 27, 17, 4, 6, 2, 7, 
2017/1/24, 23, 11, 4, 5, 1, 8, 
2017/1/25, 19, 10, 7, 6, 1, 6, 
2017/1/26, 23, 17, 10, 5, 2, 5, 
2017/1/27, 33, 22, 11, 6, 1, 6, 
2017/1/28, 44, 27, 12, 5, 1, 5, 
2017/1/29, 38, 20, 12, 5, 1, 5, 
2017/1/30, 34, 19, 8, 6, 1, 5, 
2017/1/31, 30, 19, 8, 5, 2, 5, 
2017/2/1, 36, 23, 13, 6, 2, 5, 
2017/2/2, 48, 31, 18, 9, 5, 3, 
2017/2/3, 71, 29, 14, 6, 8, 1, 
2017/2/4, 42, 18, 16, 8, 4, 2, 
2017/2/5, 35, 18, 15, 7, 4, 2, 
2017/2/6, 38, 18, 16, 6, 6, , 
2017/2/7, 34, 20, 14, 12, 3, 2, 
2017/2/8, 40, 21, 16, 17, 2, 3, 
2017/2/9, 54, 27, 26, 18, 11, 7, 
2017/2/10, 63, 22, 25, 10, 22, 5, 
2017/2/11, 55, 30, 20, 7, 1, 1, 
2017/2/12, 56, 38, 22, 6, 1, 2, 
2017/2/13, 64, 34, 20, 6, , , 
2017/2/14, 58, 39, 18, 6, , 1, 
2017/2/15, 57, 27, 13, 7, , 1, 
2017/2/16, 36, 31, 16, 8, , 1, 
2017/2/17, 54, 40, 19, 8, , 1, 
2017/2/18, 56, 35, 15, 7, , 1, 
2017/2/19, 46, 34, 18, 5, , 1, 
2017/2/20, 56, 34, 14, 7, , , 
2017/2/21, 46, 28, 9, 10, 2, 2, 
2017/2/22, 42, 27, 17, 8, 2, 1, 
2017/2/23, 49, 24, 15, 13, 3, 1, 
2017/2/24, 55, 31, 4, 15, 5, 2, 
2017/2/25, 59, 20, 12, 11, 6, 2, 
2017/2/26, 40, 25, 15, 7, 2, 2, 
2017/2/27, 51, 21, 13, 6, 2, 1, 
2017/2/28, 38, 24, 11, 6, 2, 1, 
2017/3/1, 49, 22, 7, 8, 2, 2, 
2017/3/2, 27, 15, 15, 5, 1, 1, 
2017/3/3, 38, 33, 11, 6, 1, 2, 
2017/3/4, 53, 26, 9, 9, 2, 3, 
2017/3/5, 58, 36, 17, 5, 1, 2, 
2017/3/6, 68, 34, 19, 9, 2, 2, 
2017/3/7, 66, 31, 27, 11, 4, 2, 
2017/3/8, 69, 33, 28, 5, 6, 1, 
2017/3/9, 65, 33, 34, 6, 1, 1, 
2017/3/10, 76, 34, 24, 5, 2, , 
2017/3/11, 61, 35, 21, 7, 2, 2, 
2017/3/12, 64, 31, 31, 13, 3, 1, 
2017/3/13, 70, 44, 33, 13, 13, 2, 
2017/3/14, 95, 47, 28, 13, 10, 1, 
2017/3/15, 79, 37, 44, 25, 16, 3, 
2017/3/16, 89, 42, 24, 8, 14, 1, 
2017/3/17, 58, 35, 16, 17, 3, 2, 
2017/3/18, 78, 38, 27, 9, 4, 1, 
2017/3/19, 82, 38, 22, 12, 3, 1, 
2017/3/20, 84, 33, 19, 9, 3, 1, 
2017/3/21, 48, 25, 31, 13, 2, 3, 
2017/3/22, 59, 27, 13, 9, 3, 2, 
2017/3/23, 41, 29, 23, 6, 1, 2, 
2017/3/24, 69, 32, 40, 12, 6, 1, 
2017/3/25, 87, 46, 29, 13, 12, 1, 
2017/3/26, 73, 38, 26, 8, 2, 2, 
2017/3/27, 69, 29, 17, 6, 1, 5, 
2017/3/28, 46, 27, 5, 10, 2, 7, 
2017/3/29, 51, 28, 17, 14, 1, 6, 
2017/3/30, 61, 29, 5, 15, 4, 6, 
2017/3/31, 58, 27, 21, 20, 6, 7, 
2017/4/1, 61, 42, 14, 22, 8, 6, 
2016/10/2, 66, 32, 15, 17, 18, 2, 56
2016/10/3, 69, 38, 10, 19, 27, 2, 59
2016/10/4, 66, 36, 20, 17, 17, 2, 61
2016/10/5, 80, 47, 20, 21, 21, 4, 74
2016/10/6, 97, 43, 10, 13, 22, 3, 71
2016/10/7, 92, 36, 2, 9, 18, 2, 55
2016/10/8, 59, 23, 8, 9, 18, 2, 45
2016/10/9, 52, 31, 11, 11, 31, 2, 53
2016/10/10, 56, 27, 16, 9, 16, 2, 57
2016/10/11, 60, 27, 20, 5, 11, 2, 48
2016/10/12, 48, 23, 20, 5, 5, 1, 39
2016/10/13, 37, 22, 12, 7, 9, , 37
2016/10/14, 36, 26, 7, 9, 17, 2, 45
2016/10/15, 55, 28, 12, 10, 23, 2, 47
2016/10/16, 54, 27, 7, 6, 24, 2, 40
2016/10/17, 49, 20, 6, 8, 20, 2, 35
2016/10/18, 40, 22, 10, 7, 14, 2, 48
2016/10/19, 45, 23, 5, 13, 13, 2, 46
2016/10/20, 51, 26, 17, 10, 21, 3, 57
2016/10/21, 60, 28, 16, 11, 13, 2, 57
2016/10/22, 53, 22, 10, 8, 10, 2, 48
2016/10/23, 42, 26, 23, 14, 7, 3, 60
2016/10/24, 73, 41, 6, 16, 12, 3, 62
2016/10/25, 80, 35, 12, 19, 13, 4, 57
2016/10/26, 69, 26, 12, 16, 14, 2, 46
2016/10/27, 54, 24, 3, 13, 14, 3, 46
2016/10/28, 48, 27, 5, 18, 8, 4, 59
2016/10/29, 69, 33, 3, 13, 12, 3, 61
2016/10/30, 64, 19, 5, 8, 17, 2, 36
2016/10/31, 31, 22, 8, 11, 12, 3, 53
2016/11/1, 59, 24, 10, 12, 14, 2, 48
2016/11/2, 46, 25, 12, 15, 8, 3, 47
2016/11/3, 50, 23, 13, 8, 8, 3, 36
2016/11/4, 32, 17, 7, 12, 10, 2, 41
2016/11/5, 50, 23, 5, 12, 18, 2, 44
2016/11/6, 48, 18, 13, 5, 25, 1, 27
2016/11/7, 29, 26, 8, 12, 9, 2, 54
2016/11/8, 65, 27, 9, 10, 18, 2, 54
2016/11/9, 49, 33, 18, 13, 19, , 57
2016/11/10, 65, 28, 11, 13, 14, 2, 56
2016/11/11, 55, 31, 4, 16, 9, 4, 52
2016/11/12, 58, 24, 13, 14, 4, 3, 52
2016/11/13, 55, 26, 10, 9, 6, 3, 42
2016/11/14, 46, 20, 2, 11, 6, 3, 39
2016/11/15, 40, 18, 13, 8, 3, 2, 44
2016/11/16, 40, 22, 6, 15, 11, 2, 47
2016/11/17, 48, 26, 9, 17, 18, 3, 50
2016/11/18, 56, 25, 13, 16, 8, 3, 51
2016/11/19, 50, 30, 9, 17, 10, 3, 61
2016/11/20, 64, 27, 14, 14, 11, 2, 60
2016/11/21, 56, 23, 11, 10, 13, 2, 44
2016/11/22, 47, 23, 4, 13, 19, , 51
2016/11/23, 49, 19, 5, 8, 21, , 35
2016/11/24, 34, 19, 12, 12, 22, 2, 48
2016/11/25, 46, 25, 19, 15, 14, 3, 49
2016/11/26, 50, 27, 9, 12, 6, 3, 50
2016/11/27, 50, 21, 10, 6, 5, 3, 36
2016/11/28, 33, 14, 9, 4, 2, , 28
2016/11/29, 25, 16, 4, 5, 1, 2, 33
2016/11/30, 33, 17, 13, 4, 1, 3, 29
2016/12/1, 25, 17, 8, 10, 6, 4, 34
2016/12/2, 37, 16, 9, 9, 11, 3, 33
2016/12/3, 31, 20, 10, 11, 15, 4, 43
2016/12/4, 47, 38, 14, 12, 21, 3, 54
2016/12/5, 57, 37, 10, 7, 12, 2, 46
2016/12/6, 50, 32, 19, 14, 12, 4, 52
2016/12/7, 57, 26, 16, 11, 12, 3, 41
2016/12/8, 49, 19, 20, 5, 5, 3, 
2016/12/9, 38, 20, 11, 7, 2, 3, 
2016/12/10, 38, 20, 14, 7, 2, 4, 
2016/12/11, 37, 17, 14, 4, 2, 3, 
2016/12/12, 29, 14, 18, 3, 2, 3, 
2016/12/13, 29, 21, 26, 6, 3, 4, 
2016/12/14, 59, 27, 20, 9, 3, 4, 
2016/12/15, 49, 29, 22, 8, 4, 3, 
2016/12/16, 68, 37, 19, 13, 7, 3, 
2016/12/17, 76, 35, 12, 10, 8, 3, 
2016/12/18, 59, 22, 18, 6, 2, 2, 
2016/12/19, 39, 20, 19, 7, 3, 3, 
2016/12/20, 41, 17, 17, 5, 3, 3, 
2016/12/21, 26, 14, 24, 6, 2, 4, 
2016/12/22, 34, 19, 12, 9, 3, 4, 
2016/12/23, 37, 20, 12, 8, 3, 7, 
2016/12/24, 37, 16, 14, 7, 3, 8, 
2016/12/25, 28, 14, 13, 6, 1, 5, 
2016/12/26, 28, 13, 12, 5, 1, 5, 
2016/12/27, 20, 11, 10, 6, 1, 5, 
2016/12/28, 22, 13, 6, 8, 1, 6, 
2016/12/29, 31, 15, 7, 8, , 6, 
2016/12/30, 47, 29, 19, 7, , 5, 
2016/12/31, 38, 15, 12, 5, , 6, 
2017/1/1, 31, 22, 25, 10, , , 
2017/1/2, 38, 23, 9, 9, 2, 4, 
2016/7/2, 56, 34, 16, 10, 7, 2, 57
2016/7/3, 60, 35, 17, 9, 8, 1, 52
2016/7/4, 53, 29, 14, 10, 9, 2, 48
2016/7/5, 47, 26, 9, 8, 8, 2, 45
2016/7/6, 43, 22, 9, 10, 9, 2, 46
2016/7/7, 46, 26, 9, 13, 18, 2, 53
2016/7/8, 55, 22, 7, 12, 5, 2, 43
2016/7/9, 40, 22, 11, 9, 1, 2, 47
2016/7/10, 41, 20, 11, 10, 1, 2, 42
2016/7/11, 36, 21, 5, 14, 2, 2, 50
2016/7/12, 44, 19, 9, 13, 1, 1, 48
2016/7/13, 42, 21, 5, 16, 8, 2, 44
2016/7/14, 46, 24, 4, 18, 19, 2, 55
2016/7/15, 53, 23, 4, 18, 15, 2, 48
2016/7/16, 46, 22, 20, 20, 21, 2, 54
2016/7/17, 57, 24, 32, 16, 17, 2, 50
2016/7/18, 53, 30, 9, 24, 17, 3, 56
2016/7/19, 67, 25, 13, 14, 18, 2, 36
2016/7/20, 38, 20, 9, 18, 18, 2, 44
2016/7/21, 48, 25, 13, 20, 21, 2, 50
