date, pm25, pm10, o3, no2, so2, co, psi
2019/8/2, 57, 39, 18, , 6, 4, 
2019/8/3, 61, 37, 14, , 4, 4, 
2019/8/4, 58, 38, 14, , 3, 4, 
2019/8/5, 51, 35, 19, , 4, 4, 
2019/8/6, 68, 45, 20, , 5, 5, 
2019/8/7, 84, 51, 22, , 5, 5, 
2019/8/8, 78, 50, 23, , 6, 5, 
2019/8/9, 82, 46, 22, , 5, 4, 
2019/8/10, 81, 45, 19, , 3, 45, 
2019/8/11, 76, 42, 19, , 2, , 
2019/8/12, 70, 40, 18, , 2, 4, 
2019/8/13, 63, 39, 17, , 6, 5, 
2019/8/14, 57, 37, 17, , 5, 4, 
2019/8/15, 57, 37, 12, , 7, , 
2019/8/16, 61, 39, 16, , 6, 45, 
2019/8/17, 63, 40, 17, , 6, 5, 
2019/8/18, 79, 43, 18, , 7, 5, 
2019/8/19, 67, 37, 15, , 6, 5, 
2019/8/20, 65, 39, 19, , 6, 5, 
2019/8/21, 70, 42, 17, , 7, 4, 
2019/8/22, 70, 39, 12, , 7, 5, 
2019/8/23, 57, 35, 15, , 7, 5, 
2019/8/24, 59, 41, 19, , 7, 5, 
2019/8/25, 69, 44, 16, , 8, 5, 
2019/8/26, 75, 48, 18, , 9, 6, 
2019/8/27, 82, 37, 9, , 10, 7, 
2019/8/28, 65, 35, 10, , 17, 26, 
2019/8/29, 68, 33, 15, , 9, 5, 
2019/8/30, 62, 35, 14, , 6, 13, 
2019/8/31, 63, 37, 19, , 6, 4, 
2019/9/1, 66, 42, 20, , 4, 5, 
2019/9/2, 81, 43, 17, , 7, 53, 
2019/9/3, 79, 41, 16, , 9, 6, 
2019/9/4, 76, 36, 14, , 8, 6, 
2019/9/5, 66, 39, 22, , 8, 6, 
2019/9/6, 83, 45, 23, , 7, 5, 
2019/9/7, 85, 46, 25, , 7, 5, 
2019/9/8, 89, 45, 23, , 5, , 
2019/9/9, 87, 52, 22, , 5, 7, 
2019/9/10, 123, 58, 20, , 6, 8, 
2019/9/11, 132, 53, 16, , 6, 6, 
2019/9/12, 91, 51, 24, , 9, 6, 
2019/9/13, 134, 59, 23, , 9, 7, 
2019/9/14, 137, 58, 23, , 5, 8, 
2019/9/15, 131, 67, 28, , 6, 7, 
2019/9/16, 126, 55, 23, , 7, 4, 
2019/9/17, 108, 58, 25, , 6, 4, 
2019/9/18, 132, 71, 25, , 4, 7, 
2019/9/19, 171, 73, 21, , 6, 5, 
2019/9/20, 104, 42, 16, , 7, 2, 
2019/9/21, 83, 59, 25, , 7, 5, 
2019/9/22, 147, 65, 30, , 7, 8, 
2019/9/23, 160, 68, 17, , 7, 7, 
2019/9/24, 147, 57, 17, , 6, 7, 
2019/9/25, 124, 44, 9, , 6, 5, 
2019/9/26, 72, 38, 38, , 8, 8, 
2019/9/27, 95, 45, 20, , 10, 5, 
2019/9/28, 90, 42, 21, , 8, 6, 
2019/9/29, 95, 42, 19, , 10, 6, 
2019/9/30, 69, 31, 13, , 8, 12, 
2019/10/1, 67, 33, 10, , 10, 6, 
2019/4/2, 53, 29, 35, , 6, 5, 
2019/4/3, 58, 31, 23, , 4, 5, 
2019/4/4, 53, 25, 28, , 5, 5, 
2019/4/5, 39, 24, 21, , 2, 5, 
2019/4/6, 48, 27, 11, , 4, 3, 
2019/4/7, 50, 26, 11, , 4, 3, 
2019/4/8, 52, 26, 11, , 3, 3, 
2019/4/9, 51, 29, 9, , 2, 4, 
2019/4/10, 63, 34, 10, , 2, 5, 
2019/4/11, 67, 38, 4, , 4, 6, 
2019/4/12, 82, 35, 12, , 8, 5, 
2019/4/13, 65, 30, 8, , 11, 4, 
2019/4/14, 50, 21, 6, , 7, 4, 
2019/4/15, 42, 20, 5, , 7, 5, 
2019/4/16, 41, 21, 6, , 7, 4, 
2019/4/17, 40, 26, 10, , 6, 5, 
2019/4/18, 59, 31, 8, , 5, 4, 
2019/4/19, 68, 29, 8, , 5, 5, 
2019/4/20, 59, 32, 5, , 8, 6, 
2019/4/21, 77, 32, 11, , 5, 6, 
2019/4/22, 64, 26, 7, , 4, 5, 
2019/4/23, 52, 34, 5, , 4, 7, 
2019/4/24, 74, 31, 6, , 6, 7, 
2019/4/25, 60, 32, 11, , 7, 6, 
2019/4/26, 74, 35, 2, , 5, 6, 
2019/4/27, 58, 23, 3, , 5, 4, 
2019/4/28, 39, 32, 23, , 11, 4, 
2019/4/29, 63, 37, 11, , 11, 3, 
2019/4/30, 39, 32, 5, , 4, 4, 
2019/5/1, 64, 43, 13, , 10, 6, 
2019/5/2, 76, 42, 16, , 13, 22, 
2019/5/3, 92, 45, 14, , 12, 4, 
2019/5/4, 75, 33, 7, , 7, 5, 
2019/5/5, 51, 36, 8, , 8, 5, 
2019/5/6, 56, 28, 6, , 10, 3, 
2019/5/7, 39, 30, 9, , 9, 2, 
2019/5/8, 51, 29, 5, , 10, 2, 
2019/5/9, 37, 32, 6, , 12, 3, 
2019/5/10, 57, 32, 5, , 11, 3, 
2019/5/11, 47, 43, 4, , 14, 6, 
2019/5/12, 71, 40, 11, , 9, 6, 
2019/5/13, 60, 32, 5, , 5, 6, 
2019/5/14, 44, 34, 8, , 3, 7, 
2019/5/15, 51, 29, 6, , 3, 5, 
2019/5/16, 48, 24, 3, , 5, 2, 
2019/5/17, 55, 39, 3, , 12, 11, 
2019/5/18, 49, 33, 3, , 9, 10, 
2019/5/19, 51, 23, 3, , 3, , 
2019/5/20, 38, 24, 20, , 3, 5, 
2019/5/21, 51, 23, 10, , 3, 7, 
2019/5/22, 40, 24, 3, , 2, 7, 
2019/5/23, 39, 19, 6, , 2, 4, 
2019/5/24, 28, 20, 6, , 2, , 
2019/5/25, 38, 22, 4, , 2, 4, 
2019/5/26, 32, 19, 5, , 1, 4, 
2019/5/27, 33, 21, 4, , 2, 4, 
2019/5/28, 29, 20, 2, , 2, 5, 
2019/5/29, 32, 21, 6, , 2, 5, 
2019/5/30, 31, 20, 5, , 9, 4, 
2019/5/31, 38, 20, 5, , 11, 4, 
2019/6/1, 33, 19, 4, , 9, 4, 
2019/6/2, 32, 19, 9, , 9, 4, 
2019/6/3, 35, 21, 4, , 12, 4, 
2019/6/4, 40, 25, 8, , 13, 6, 
2019/6/5, 48, 23, 6, , 12, 8, 
2019/6/6, 28, 18, 3, , 8, 5, 
2019/6/7, 39, 19, 3, , 10, 5, 
2019/6/8, 36, 26, 3, , 15, 7, 
2019/6/9, 54, 23, 5, , 12, 29, 
2019/6/10, 44, 23, 6, , 12, 6, 
2019/6/11, 48, 24, 6, , 8, , 
2019/6/12, 39, 17, 4, , 6, 7, 
2019/6/13, 29, 18, 3, , 5, 4, 
2019/6/14, 34, 20, 3, , 6, 4, 
2019/6/15, 28, 20, 1, , 8, 5, 
2019/6/16, 39, 22, , , 9, 4, 
2019/6/17, 38, 18, 7, , 5, 4, 
2019/6/18, 29, 19, 2, , 7, 5, 
2019/6/19, 34, 20, 2, , 9, 6, 
2019/6/20, 46, 21, 4, , 10, 8, 
2019/6/21, 33, 21, 4, , 7, 7, 
2019/6/22, 35, 19, 4, , 8, 5, 
2019/6/23, 41, 22, 6, , 7, 23, 
2019/6/24, 31, 20, 6, , 7, 5, 
2019/6/25, 41, 31, 9, , 9, 4, 
2019/6/26, 66, 33, 4, , 6, 27, 
2019/6/27, 58, 33, 6, , 11, 4, 
2019/6/28, 62, 28, 5, , 6, 4, 
2019/6/29, 47, 33, 7, , 5, 5, 
2019/6/30, 68, 33, 7, , 7, 10, 
2019/7/1, 50, 28, 8, , 5, 36, 
2019/1/2, 35, 25, 37, , 2, 6, 
2019/1/3, 57, 34, 34, , 2, 7, 
2019/1/4, 68, 32, 30, , 2, 5, 
2019/1/5, 55, 38, 34, , 3, 7, 
2019/1/6, 84, 33, 22, , 2, 8, 
2019/1/7, 50, 30, 17, , 1, 27, 
2019/1/8, 45, 28, 13, , , 5, 
2019/1/9, 46, 31, 17, , 1, 5, 
2019/1/10, 49, 29, 17, , 1, 3, 
2019/1/11, 45, 26, 19, , 1, 3, 
2019/1/12, 42, 27, 22, , 1, 4, 
2019/1/13, 45, 27, 18, , 1, , 
2019/1/14, 47, 31, 14, , 1, 18, 
2019/1/15, 55, 31, 21, , 1, 4, 
2019/1/16, 50, 28, 19, , 3, 4, 
2019/1/17, 45, 22, 12, , 1, 4, 
2019/1/18, 30, 18, 9, , 1, 4, 
2019/1/19, 34, 30, 15, , 2, 5, 
2019/1/20, 47, 32, 17, , 1, , 
2019/1/21, 50, 31, 15, , , 45, 
2019/1/22, 44, 27, 15, , 1, 4, 
2019/1/23, 39, 28, 25, , 1, 25, 
2019/1/24, 48, 42, 28, , 1, 7, 
2019/1/25, 67, 44, 26, , 1, 6, 
2019/1/26, 64, 39, 26, , 1, 5, 
2019/1/27, 60, 35, 21, , , 4, 
2019/1/28, 52, 28, 15, , , 4, 
2019/1/29, 47, 31, 18, , 1, 29, 
2019/1/30, 50, 32, 19, , 1, 4, 
2019/1/31, 51, 30, 20, , 1, 4, 
2019/2/1, 49, 33, 17, , 1, 4, 
2019/2/2, 49, 30, 20, , 2, 4, 
2019/2/3, 45, 26, 19, , 3, 4, 
2019/2/4, 49, 28, 19, , 4, 5, 
2019/2/5, 52, 28, 19, , 4, 8, 
2019/2/6, 47, 25, 24, , 3, 4, 
2019/2/7, 47, 27, 20, , 3, 8, 
2019/2/8, 51, 27, 18, , 2, 4, 
2019/2/9, 52, 28, 17, , 2, 4, 
2019/2/10, 53, 28, 17, , 3, 4, 
2019/2/11, 47, 25, 22, , 1, 4, 
2019/2/12, 46, 26, 20, , 1, 4, 
2019/2/13, 47, 29, 15, , 1, 17, 
2019/2/14, 48, 30, 17, , 1, 3, 
2019/2/15, 51, 36, 16, , 2, 16, 
2019/2/16, 56, 32, 21, , 2, 4, 
2019/2/17, 51, 30, 19, , 2, 9, 
2019/2/18, 51, 29, 21, , 3, 5, 
2019/2/19, 56, 27, 16, , 4, 17, 
2019/2/20, 49, 26, 15, , 3, 24, 
2019/2/21, 51, 28, 18, , 2, 21, 
2019/2/22, 54, 31, 19, , 1, 5, 
2019/2/23, 55, 31, 22, , 2, , 
2019/2/24, 53, 31, 32, , 2, 45, 
2019/2/25, 55, 29, 22, , 2, , 
2019/2/26, 51, 29, 16, , 1, , 
2019/2/27, 52, 31, 18, , 1, 45, 
2019/2/28, 50, 36, 16, , 1, 10, 
2019/3/1, 60, 37, 21, , 2, 4, 
2019/3/2, 61, 33, 29, , 2, 5, 
2019/3/3, 54, 32, 31, , 16, 6, 
2019/3/4, 60, 32, 30, , 15, 5, 
2019/3/5, 63, 35, 35, , 5, 5, 
2019/3/6, 73, 40, 19, , 8, 4, 
2019/3/7, 62, 30, 20, , 2, 4, 
2019/3/8, 61, 34, 21, , 4, 5, 
2019/3/9, 74, 33, 26, , 3, 5, 
2019/3/10, 58, 26, 15, , 3, 4, 
2019/3/11, 46, 25, 14, , 5, 6, 
2019/3/12, 52, 32, 17, , 3, 8, 
2019/3/13, 60, 30, 20, , 4, 6, 
2019/3/14, 64, 32, 22, , 2, 5, 
2019/3/15, 54, 34, 24, , 1, 5, 
2019/3/16, 60, 31, 26, , 2, 5, 
2019/3/17, 58, 31, 36, , 2, , 
2019/3/18, 62, 38, 27, , 2, 6, 
2019/3/19, 71, 39, 21, , 2, 6, 
2019/3/20, 67, 37, 20, , 1, 7, 
2019/3/21, 65, 33, 30, , 2, 5, 
2019/3/22, 53, 34, 28, , 2, 6, 
2019/3/23, 76, 47, 26, , 3, 4, 
2019/3/24, 85, 34, 22, , 2, 4, 
2019/3/25, 58, 39, 12, , 1, 6, 
2019/3/26, 75, 30, 14, , 1, 4, 
2019/3/27, 52, 30, 16, , 1, 4, 
2019/3/28, 57, 42, 11, , 2, 5, 
2019/3/29, 78, 35, 17, , 6, 6, 
2019/3/30, 66, 33, 17, , 8, 5, 
2019/3/31, 72, 44, 20, , 16, 6, 
2019/4/1, 89, 34, 12, , 11, 5, 
2018/10/2, 69, 37, 25, , 8, 4, 
2018/10/3, 63, 39, 16, , 9, 6, 
2018/10/4, 77, 39, 22, , 7, 5, 
2018/10/5, 69, 41, 23, , 10, 5, 
2018/10/6, 79, 43, 16, , 9, 5, 
2018/10/7, 72, 31, 11, , 6, 6, 
2018/10/8, 57, 27, 14, , 5, 6, 
2018/10/9, 56, 32, 7, , 13, 7, 
2018/10/10, 74, 33, 11, , 13, 7, 
2018/10/11, 61, 28, 13, , 16, 7, 
2018/10/12, 51, 22, 7, , 7, 5, 
2018/10/13, 37, 22, 7, , 13, 5, 
2018/10/14, 50, 29, 6, , 14, 6, 
2018/10/15, 55, 27, 18, , 15, 6, 
2018/10/16, 59, 35, 14, , 10, 6, 
2018/10/17, 77, 34, 10, , 13, 6, 
2018/10/18, 72, 30, 9, , 12, 5, 
2018/10/19, 49, 26, 15, , 17, 5, 
2018/10/20, 55, 28, 20, , 14, 4, 
2018/10/21, 57, 33, 21, , 10, 4, 
2018/10/22, 76, 37, 19, , 9, 5, 
2018/10/23, 64, 26, 11, , 8, 5, 
2018/10/24, 52, 29, 15, , 9, 5, 
2018/10/25, 54, 35, 16, , 8, 6, 
2018/10/26, 84, 48, 35, , 11, 7, 
2018/10/27, 101, 41, 20, , 10, 6, 
2018/10/28, 72, 32, 23, , 7, 6, 
2018/10/29, 63, 27, 17, , 4, 6, 
2018/10/30, 54, 30, 14, , 3, 7, 
2018/10/31, 54, 28, 18, , 3, 6, 
2018/11/1, 42, 27, 14, , 2, 5, 
2018/11/2, 53, 30, 20, , 2, 4, 
2018/11/3, 44, 29, 13, , 12, 7, 
2018/11/4, 62, 32, 20, , 12, 7, 
2018/11/5, 43, 26, 14, , 7, 7, 
2018/11/6, 48, 26, 15, , 9, 7, 
2018/11/7, 48, 21, 16, , 6, 6, 
2018/11/8, 38, 23, 19, , 7, 5, 
2018/11/9, 34, 27, 9, , 9, 5, 
2018/11/10, 72, 38, 30, , 16, 7, 
2018/11/11, 73, 29, 17, , 8, 5, 
2018/11/12, 42, 22, 33, , 5, 6, 
2018/11/13, 48, 24, 13, , 9, 6, 
2018/11/14, 37, 28, 12, , 14, 5, 
2018/11/15, 53, 27, 8, , 14, 5, 
2018/11/16, 48, 32, 15, , 13, 7, 
2018/11/17, 65, 30, 17, , 11, 5, 
2018/11/18, 47, 26, 17, , 11, 6, 
2018/11/19, 52, 24, 14, , 13, 5, 
2018/11/20, 42, 28, 11, , 16, 7, 
2018/11/21, 56, 28, 19, , 19, 4, 
2018/11/22, 41, 23, 13, , 6, 5, 
2018/11/23, 44, 26, 15, , 4, 5, 
2018/11/24, 51, 26, 21, , 4, 5, 
2018/11/25, 44, 28, 12, , 7, 5, 
2018/11/26, 58, 28, 14, , 15, , 
2018/11/27, 51, 28, 11, , 16, 5, 
2018/11/28, 46, 28, 16, , 14, 5, 
2018/11/29, 54, 28, 12, , 4, 5, 
2018/11/30, 50, 25, 11, , 3, 6, 
2018/12/1, 42, 22, 14, , 1, 5, 
2018/12/2, 35, 19, 14, , 1, 5, 
2018/12/3, 31, 19, 7, , 2, 6, 
2018/12/4, 39, 26, 21, , 4, 6, 
2018/12/5, 47, 23, 13, , 4, 5, 
2018/12/6, 43, 25, 9, , 3, 7, 
2018/12/7, 53, 27, 13, , 6, 6, 
2018/12/8, 58, 27, 10, , 9, 5, 
2018/12/9, 42, 25, 19, , 5, 6, 
2018/12/10, 49, 22, 11, , 3, 4, 
2018/12/11, 42, 23, 7, , 5, 5, 
2018/12/12, 41, 22, 11, , 5, 5, 
2018/12/13, 43, 23, 6, , 4, 5, 
2018/12/14, 38, 21, 16, , 4, 4, 
2018/12/15, 34, 24, 20, , 3, 4, 
2018/12/16, 47, 23, 22, , 5, 4, 
2018/12/17, 35, 23, 21, , 8, 5, 
2018/12/18, 44, 25, 21, , 9, 4, 
2018/12/19, 44, 28, 27, , 6, 4, 
2018/12/20, 63, 29, 23, , 6, 5, 
2018/12/21, 42, 23, 15, , 5, 4, 
2018/12/22, 39, 28, 22, , 3, 5, 
2018/12/23, 59, 38, 43, , 3, 6, 
2018/12/24, 85, 42, 36, , 7, 6, 
2018/12/25, 84, 36, 34, , 8, 5, 
2018/12/26, 59, 28, 24, , 5, 5, 
2018/12/27, 49, 23, 27, , 4, 5, 
2018/12/28, 50, 27, 31, , 3, 6, 
2018/12/29, 59, 29, 29, , 4, 6, 
2018/12/30, 60, 30, 26, , 4, 5, 
2018/12/31, 58, , , , , , 
2018/7/2, 37, 20, 7, , 6, 4, 
2018/7/3, 34, 24, 7, , 6, 4, 
2018/7/4, 39, 30, 14, , 7, 4, 
2018/7/5, 51, 33, 20, , 6, 4, 
2018/7/6, 62, 43, 19, , 4, 5, 
2018/7/7, 72, 44, 21, , 4, 5, 
2018/7/8, 61, 43, 15, , 4, 5, 
2018/7/9, 53, 34, 12, , 3, , 
2018/7/10, 51, 32, 7, , 7, 7, 
2018/7/11, 48, 28, 11, , 11, 4, 
2018/7/12, 47, 32, 19, , 8, 32, 
2018/7/13, 61, 45, 20, , 6, 4, 
2018/7/14, 88, 55, 19, , 5, 4, 
2018/7/15, 91, 56, 21, , 4, 4, 
2018/7/16, 80, 51, 22, , 5, , 
2018/7/17, 84, 50, 18, , 5, 4, 
2018/7/18, 76, 49, 20, , 4, 5, 
2018/7/19, 84, 50, 17, , 4, 5, 
2018/7/20, 81, 49, 17, , 3, 5, 
2018/7/21, 76, 45, 7, , 8, 5, 
2018/7/22, 64, 37, 15, , 9, 5, 
2018/7/23, 54, 41, 22, , 4, 5, 
2018/7/24, 73, 47, 19, , 6, 5, 
2018/7/25, 76, 44, 8, , 6, 5, 
2018/7/26, 61, 36, 18, , 14, 5, 
2018/7/27, 56, 40, 17, , 10, 5, 
2018/7/28, 64, 51, 25, , 6, 6, 
2018/7/29, 91, 52, 25, , 6, 6, 
2018/7/30, 77, 43, 12, , 8, 6, 
2018/7/31, 61, 43, 12, , 11, 5, 
2018/8/1, 84, 38, 6, , 11, 5, 
2018/8/2, 56, 28, 12, , 9, 4, 
2018/8/3, 38, 30, 21, , 7, 5, 
2018/8/4, 61, 35, 22, , 6, 5, 
2018/8/5, 68, 37, 22, , 6, 5, 
2018/8/6, 63, 37, 22, , 5, 5, 
2018/8/7, 71, 43, 20, , 5, 5, 
2018/8/8, 85, 39, 14, , 8, 13, 
2018/8/9, 57, 35, 16, , 7, 4, 
2018/8/10, 72, 36, 18, , 5, 4, 
2018/8/11, 66, 39, 22, , 5, 17, 
2018/8/12, 76, 39, 24, , 5, 5, 
2018/8/13, 74, 42, 19, , 5, 5, 
2018/8/14, 73, 38, 20, , 4, 26, 
2018/8/15, 62, 39, 22, , 3, 4, 
2018/8/16, 72, 48, 21, , 6, 5, 
2018/8/17, 86, 42, 15, , 5, 6, 
2018/8/18, 66, 42, 28, , 5, 5, 
2018/8/19, 75, 49, 29, , 5, 5, 
2018/8/20, 84, 44, 24, , 6, , 
2018/8/21, 67, 39, 21, , 6, 5, 
2018/8/22, 65, 38, 10, , 5, 9, 
2018/8/23, 65, 35, 10, , 12, 5, 
2018/8/24, 60, 32, 10, , 10, 5, 
2018/8/25, 59, 30, 13, , 8, 7, 
2018/8/26, 49, 23, 21, , 7, 4, 
2018/8/27, 39, 33, 21, , 5, 5, 
2018/8/28, 68, 41, 15, , 6, 6, 
2018/8/29, 75, 38, 14, , 9, 6, 
2018/8/30, 56, 29, 13, , 10, 5, 
2018/8/31, 54, 30, 13, , 9, 5, 
2018/9/1, 43, 28, 23, , 10, 6, 
2018/9/2, 52, 32, 6, , 8, 6, 
2018/9/3, 53, 31, 14, , 14, 5, 
2018/9/4, 47, 30, 6, , 9, 8, 
2018/9/5, 54, 32, 10, , 14, 6, 
2018/9/6, 60, 33, 19, , 10, 4, 
2018/9/7, 73, 44, 7, , 6, 5, 
2018/9/8, 78, 38, 10, , 9, 6, 
2018/9/9, 59, 29, 12, , 11, 5, 
2018/9/10, 51, 28, 12, , 7, 6, 
2018/9/11, 62, 37, 8, , 7, 7, 
2018/9/12, 65, 27, 11, , 10, 9, 
2018/9/13, 43, 30, 19, , 6, 4, 
2018/9/14, 59, 39, 23, , 8, 5, 
2018/9/15, 76, 42, 23, , 8, 5, 
2018/9/16, 77, 43, 25, , 6, 5, 
2018/9/17, 73, 41, 24, , 5, 4, 
2018/9/18, 65, 35, 15, , 5, 13, 
2018/9/19, 59, 36, 21, , 6, 5, 
2018/9/20, 66, 41, 18, , 6, 7, 
2018/9/21, 73, 29, 9, , 7, 5, 
2018/9/22, 47, 24, 13, , 11, 4, 
2018/9/23, 35, 24, 19, , 10, 5, 
2018/9/24, 48, 37, 26, , 8, 21, 
2018/9/25, 70, 41, 24, , 8, , 
2018/9/26, 61, 38, 18, , 8, , 
2018/9/27, 66, 39, 19, , 10, 4, 
2018/9/28, 60, 39, 21, , 8, 4, 
2018/9/29, 67, 45, 28, , 10, 5, 
2018/9/30, 76, 41, 25, , 8, , 
2018/10/1, 69, 38, 24, , 6, 4, 
2018/4/2, 79, 51, 25, , 3, 7, 
2018/4/3, 83, 47, 34, , 3, 5, 
2018/4/4, 80, 47, 27, , 4, , 
2018/4/5, 79, 41, 23, , 6, 4, 
2018/4/6, 66, 39, 20, , 5, 5, 
2018/4/7, 68, 40, 18, , 4, 5, 
2018/4/8, 67, 38, 21, , 3, 5, 
2018/4/9, 63, 37, 22, , 3, , 
2018/4/10, 55, 39, 19, , 4, 5, 
2018/4/11, 59, 35, 16, , 5, 6, 
2018/4/12, 54, 34, 19, , 4, 5, 
2018/4/13, 58, 33, 17, , 2, 5, 
2018/4/14, 47, 30, 12, , 2, 5, 
2018/4/15, 49, 36, 24, , 7, 8, 
2018/4/16, 61, 27, 7, , 3, 6, 
2018/4/17, 36, 27, 19, , 3, 7, 
2018/4/18, 54, 30, 19, , 3, 4, 
2018/4/19, 46, 28, 14, , 2, 4, 
2018/4/20, 54, 33, 13, , 3, 4, 
2018/4/21, 55, 30, 12, , 3, 5, 
2018/4/22, 50, 34, 19, , 3, 6, 
2018/4/23, 60, 31, 15, , 3, 5, 
2018/4/24, 55, 34, 20, , 7, 6, 
2018/4/25, 70, 35, 21, , 8, 5, 
2018/4/26, 54, 33, 26, , 7, 5, 
2018/4/27, 69, 39, 11, , 10, 6, 
2018/4/28, 67, 34, 18, , 5, 6, 
2018/4/29, 59, 28, 20, , 5, 5, 
2018/4/30, 47, 24, 15, , 7, 4, 
2018/5/1, 44, 33, 8, , 7, 6, 
2018/5/2, 57, 36, 13, , 5, 8, 
2018/5/3, 69, 40, 16, , 8, 8, 
2018/5/4, 74, 43, 19, , 10, 7, 
2018/5/5, 79, 34, 15, , 11, 6, 
2018/5/6, 60, 32, 17, , 10, 6, 
2018/5/7, 60, 36, 16, , 8, 6, 
2018/5/8, 69, 32, 18, , 7, 4, 
2018/5/9, 56, 28, 21, , 7, , 
2018/5/10, 43, 24, 15, , 8, , 
2018/5/11, 43, 27, 9, , 9, , 
2018/5/12, 43, 28, 11, , 10, 4, 
2018/5/13, 43, 22, 12, , 9, 4, 
2018/5/14, 41, 24, 13, , 11, 5, 
2018/5/15, 48, 24, 17, , 9, 6, 
2018/5/16, 39, 22, 16, , 7, 5, 
2018/5/17, 38, 31, 15, , 9, 8, 
2018/5/18, 70, 28, 12, , 12, 5, 
2018/5/19, 46, 31, 10, , 10, 8, 
2018/5/20, 78, 49, 6, , 15, 10, 
2018/5/21, 106, 44, 17, , 17, 6, 
2018/5/22, 50, 31, 10, , 12, 4, 
2018/5/23, 40, 37, 6, , 12, 6, 
2018/5/24, 81, 31, 17, , 19, 4, 
2018/5/25, 47, 29, 15, , 10, 4, 
2018/5/26, 47, 30, 8, , 6, 5, 
2018/5/27, 62, 29, 9, , 11, 5, 
2018/5/28, 51, 26, 7, , 19, 5, 
2018/5/29, 47, 26, 13, , 12, 5, 
2018/5/30, 50, 29, 10, , 16, 5, 
2018/5/31, 55, 30, 7, , 11, 6, 
2018/6/1, 57, 32, 9, , 13, 6, 
2018/6/2, 54, 29, 12, , 11, 6, 
2018/6/3, 64, 41, 26, , 14, 6, 
2018/6/4, 82, 31, 14, , 14, 5, 
2018/6/5, 45, 28, 14, , 13, 5, 
2018/6/6, 58, 34, 17, , 9, 4, 
2018/6/7, 67, 37, 20, , 9, 4, 
2018/6/8, 76, 40, 14, , 11, 4, 
2018/6/9, 72, 39, 16, , 18, 17, 
2018/6/10, 88, 41, 15, , 8, 4, 
2018/6/11, 75, 34, 16, , 5, 4, 
2018/6/12, 64, 36, 11, , 6, 4, 
2018/6/13, 65, 31, 8, , 8, 4, 
2018/6/14, 50, 25, 8, , 10, 5, 
2018/6/15, 41, 25, 4, , 11, 6, 
2018/6/16, 49, 27, 13, , 12, 5, 
2018/6/17, 51, 29, 18, , 8, 5, 
2018/6/18, 58, 28, 7, , 8, 4, 
2018/6/19, 43, 24, 9, , 12, 4, 
2018/6/20, 44, 28, 6, , 9, 5, 
2018/6/21, 50, 33, 10, , 10, 6, 
2018/6/22, 63, 39, 12, , 7, 7, 
2018/6/23, 65, 26, 6, , 9, 8, 
2018/6/24, 39, 24, 14, , 6, 5, 
2018/6/25, 46, 23, 9, , 11, 29, 
2018/6/26, 33, 24, 6, , 13, 5, 
2018/6/27, 48, 23, 5, , 9, 5, 
2018/6/28, 39, 20, 10, , 9, 5, 
2018/6/29, 30, 18, 4, , 6, 4, 
2018/6/30, 29, 18, 8, , 5, 4, 
2018/7/1, 30, 20, 6, , 6, , 
2018/1/2, 17, 11, 8, 14, 1, 5, 
2018/1/3, 26, 22, 14, 18, 2, 6, 
2018/1/4, 45, 21, 9, 15, 2, 5, 
2018/1/5, 34, 20, 7, 17, 3, 5, 
2018/1/6, 42, 24, 14, 23, 4, 6, 
2018/1/7, 59, 23, 19, 15, 6, 4, 
2018/1/8, 41, 18, 11, 21, 5, 5, 
2018/1/9, 38, 21, 17, 19, 4, 4, 
2018/1/10, 47, 18, 3, 17, 3, 5, 
2018/1/11, 36, 13, 5, 11, 2, 5, 
2018/1/12, 22, 11, 9, 10, 1, 5, 
2018/1/13, 15, 11, 10, 12, 1, 6, 
2018/1/14, 25, 16, 19, 10, , 5, 
2018/1/15, 24, 16, 15, 12, , 5, 
2018/1/16, 26, 16, 18, 12, , 4, 
2018/1/17, 39, 24, 17, 13, , 3, 
2018/1/18, 34, 26, 17, 15, , 3, 
2018/1/19, 40, 26, 17, 16, 2, 4, 
2018/1/20, 49, 27, 20, 19, 2, 5, 
2018/1/21, 45, 29, 19, 12, 4, 4, 
2018/1/22, 34, 25, 20, 12, 4, 4, 
2018/1/23, 34, 25, 10, 13, 1, 5, 
2018/1/24, 38, 21, 14, 16, 1, 5, 
2018/1/25, 34, 22, 12, 16, 3, 5, 
2018/1/26, 38, 22, 7, 17, 4, 4, 
2018/1/27, 40, 20, 18, 12, 1, 4, 
2018/1/28, 30, 20, 18, 9, 2, 4, 
2018/1/29, 38, 27, 13, 13, 1, 5, 
2018/1/30, 33, 19, 21, 13, 4, 5, 
2018/1/31, 34, 17, 27, 10, 4, 4, 
2018/2/1, 36, 22, 15, 6, 2, 5, 
2018/2/2, 38, 21, 8, 8, 1, 5, 
2018/2/3, 39, 25, 19, 5, 1, 5, 
2018/2/4, 54, 60, 26, 4, , 5, 
2018/2/5, 61, 55, 26, 5, , 4, 
2018/2/6, 60, 43, 26, 7, 1, 4, 
2018/2/7, 58, 39, 26, 11, 1, 5, 
2018/2/8, 59, 39, 30, 6, 2, , 
2018/2/9, 66, 43, 38, 7, 2, , 
2018/2/10, 90, 43, 33, 7, 2, 4, 
2018/2/11, 71, 45, 42, 4, 2, 5, 
2018/2/12, 86, 42, 34, 6, 2, 5, 
2018/2/13, 62, 42, 22, 7, 2, 4, 
