date, pm25, pm10, o3, no2, so2
2021/2/1, 54, 49, 22, 5, 4
2021/2/2, 25, 37, 21, 6, 4
2021/2/3, 41, 49, 21, 18, 5
2021/2/4, 78, 55, 24, 15, 4
2021/2/5, 97, 59, 23, 13, 4
2021/2/6, 97, 77, 17, 15, 3
2021/2/7, 72, 108, 19, 15, 3
2021/2/8, 68, 78, 18, 12, 4
2021/2/9, 58, 58, 19, 7, 4
2021/2/10, 54, 49, 23, 12, 4
2021/2/11, 64, 45, 26, 10, 4
2021/2/12, 83, 47, 25, 9, 4
2021/2/13, 94, 52, 21, 11, 3
2021/2/14, 92, 47, 23, 12, 4
2021/2/15, 78, 49, 24, 16, 4
2021/2/16, 98, 84, 24, 14, 4
2021/2/17, 118, 71, 18, 19, 5
2021/2/18, 73, 67, 13, 23, 4
2021/2/19, 69, 74, 18, 15, 4
2021/2/20, 65, 64, 17, 8, 3
2021/2/21, 56, 58, 16, 9, 4
2021/2/22, 40, 48, 19, 11, 5
2021/2/23, 73, 53, 18, 13, 4
2021/2/24, 54, 56, 16, 11, 5
2021/2/25, 48, 54, 17, 19, 6
2021/2/26, 46, 58, 21, 4, 3
2020/10/2, 96, 107, 21, 16, 7
2020/10/3, 82, 90, 20, 14, 6
2020/10/4, 87, 78, 18, 10, 6
2020/10/5, 91, 66, 22, 9, 6
2020/10/6, 89, 65, 21, 13, 6
2020/10/7, 90, 69, 21, 14, 6
2020/10/8, 84, 74, 17, 8, 6
2020/10/9, 111, 65, 20, 6, 6
2020/10/10, 84, 65, 23, 7, 5
2020/10/11, 45, 63, 25, 7, 6
2020/10/12, 43, 59, 26, 8, 6
2020/10/13, 62, 81, 28, 9, 6
2020/10/14, 63, 128, 22, 15, 6
2020/10/15, 42, 65, 21, 15, 7
2020/10/16, 29, 59, 22, 14, 8
2020/10/17, 17, 47, 20, 13, 4
2020/10/18, 16, 49, 21, 17, 6
2020/10/19, 23, 54, 23, 18, 5
2020/10/20, 29, 53, 22, 15, 5
2020/10/21, 27, 52, 18, 17, 5
2020/10/22, 32, 54, 25, 15, 5
2020/10/23, 60, 57, 28, 7, 5
2020/10/24, 57, 55, 19, 18, 7
2020/10/25, 53, 68, 18, 24, 7
2020/10/26, 55, 76, 20, 18, 6
2020/10/27, 53, 75, 21, 17, 5
2020/10/28, 49, 67, 27, 15, 7
2020/10/29, 35, 60, 24, 16, 7
2020/10/30, 56, 56, 26, 10, 6
2020/10/31, 59, 57, 23, 20, 5
2020/11/1, 78, 66, 28, 17, 5
2020/11/2, 103, 69, 23, 17, 5
2020/11/3, 91, 63, 22, 16, 6
2020/11/4, 75, 57, 22, 15, 5
2020/11/5, 76, 57, 23, 16, 6
2020/11/6, 80, 59, 26, 14, 5
2020/11/7, 90, 65, 21, 16, 7
2020/11/8, 89, 79, 14, 11, 5
2020/11/9, 79, 74, 20, 14, 6
2020/11/10, 73, 65, 16, 11, 6
2020/11/11, 63, 56, 17, 15, 5
2020/11/12, 66, 59, 24, 15, 5
2020/11/13, 86, 71, 17, 14, 6
2020/11/14, 75, 69, 18, 12, 6
2020/11/15, 66, 52, 21, 8, 6
2020/11/16, 38, 52, 20, 13, 7
2020/11/17, 55, 63, 19, 16, 6
2020/11/18, 48, 65, 19, 16, 5
2020/11/19, 77, 59, 20, 6, 5
2020/11/20, 50, 57, 23, 11, 6
2020/11/21, 81, 72, 16, 11, 7
2020/11/22, 63, 72, 14, 17, 6
2020/11/23, 55, 63, 21, 9, 5
2020/11/24, 63, 61, 21, 4, 5
2020/11/25, 63, 59, 20, 16, 6
2020/11/26, 93, 68, , 11, 6
2020/11/27, 99, 77, , 9, 6
2020/11/28, 69, 68, , 11, 6
2020/11/29, 62, 70, , 15, 5
2020/11/30, 53, 61, 12, 18, 6
2020/12/1, 53, 60, 22, 20, 6
2020/12/2, 72, 55, 23, 19, 5
2020/12/3, 60, 59, 20, 17, 6
2020/12/4, 87, 60, 16, 11, 6
2020/12/5, 77, 51, 15, 11, 7
2020/12/6, 39, 48, 16, 17, 5
2020/12/7, 49, 52, 17, 9, 5
2020/12/8, 46, 49, 20, 5, 6
2020/12/9, 45, 48, 21, 5, 6
2020/12/10, 39, 44, 20, 6, 6
2020/12/11, 36, 51, 17, 8, 6
2020/12/12, 39, 53, 22, 9, 6
2020/12/13, 53, 52, 19, 9, 7
2020/12/14, 62, 52, 21, 16, 6
2020/12/15, 73, 55, 21, 18, 6
2020/12/16, 60, 61, 15, 28, 5
2020/12/17, 66, 73, 20, 28, 5
2020/12/18, 69, 69, 20, 23, 5
2020/12/19, 48, 61, 20, 24, 6
2020/12/20, 63, 57, 18, 9, 5
2020/12/21, 33, 43, 19, 6, 6
2020/12/22, 23, 41, 19, 8, 6
2020/12/23, 33, 46, 22, 15, 6
2020/12/24, 55, 51, 22, 15, 6
2020/12/25, 67, 51, 23, 11, 6
2020/12/26, 58, 51, 17, 8, 6
2020/12/27, 20, 66, 17, 19, 6
2020/12/28, 66, 94, 16, 17, 5
2020/12/29, 38, 62, 18, 25, 6
2020/12/30, 50, 57, 18, 24, 6
2020/12/31, 70, 57, 17, 30, 6
2021/1/1, 72, 49, 22, 16, 6
2021/1/2, 27, 39, 22, 16, 6
2021/1/3, 24, 37, 11, 25, 6
2021/1/4, 54, 41, 20, 21, 5
2020/7/2, 92, 106, , 6, 2
2020/7/3, 82, 96, , 6, 3
2020/7/4, 49, 69, , 4, 3
2020/7/5, 90, 65, , 6, 3
2020/7/6, 75, 74, , 8, 3
2020/7/7, 108, 81, , 12, 20
2020/7/8, 120, 86, , 7, 8
2020/7/9, 106, 112, , 8, 3
2020/7/10, 120, 118, , 11, 2
2020/7/11, 89, 78, , 13, 3
2020/7/12, 93, 104, , 8, 2
2020/7/13, 152, 157, , 8, 3
2020/7/14, 135, 156, , 11, 3
2020/7/15, 126, 126, , 6, 2
2020/7/16, 113, 112, , 7, 2
2020/7/17, 95, 108, , 4, 2
2020/7/18, 110, 120, , 4, 3
2020/7/19, 99, 105, , 7, 3
2020/7/20, 99, 105, , 6, 3
2020/7/21, 73, 112, , 7, 2
2020/7/22, 131, 238, , 7, 2
2020/7/23, 130, 255, , 4, 2
2020/7/24, 96, 117, , 4, 2
2020/7/25, 74, 100, , 5, 2
2020/7/26, 83, 98, , 9, 3
2020/7/27, 72, 109, , 7, 3
2020/7/28, 107, 127, , 7, 4
2020/7/29, 81, 87, , 9, 3
2020/7/30, 80, 87, , 6, 3
2020/7/31, 113, 84, , 9, 3
2020/8/1, 109, 94, , 5, 3
2020/8/2, 126, 133, , 7, 4
2020/8/3, 117, 139, , 9, 3
2020/8/4, 132, 117, , 5, 2
2020/8/5, 117, 76, , 6, 2
2020/8/6, 81, 70, , 6, 2
2020/8/7, 78, 67, , 2, 3
2020/8/8, 51, 63, , 5, 3
2020/8/9, 75, 86, , 15, 4
2020/8/10, 108, 94, , 8, 2
2020/8/11, 125, 95, 25, 5, 3
2020/8/12, 121, 77, 23, 4, 2
2020/8/13, 75, 66, 25, 4, 3
2020/8/14, 66, 60, 30, 4, 2
2020/8/15, 71, 65, 27, 4, 1
2020/8/16, 83, 68, 19, 5, 2
2020/8/17, 97, 88, 27, 3, 1
2020/8/18, 104, 74, 27, 5, 3
2020/8/19, 69, 64, 27, 4, 3
2020/8/20, 87, 72, 18, 4, 3
2020/8/21, 107, 70, 26, 4, 3
2020/8/22, 67, 60, 23, 4, 3
2020/8/23, 60, 116, 16, 4, 4
2020/8/24, 143, 158, 19, 5, 4
2020/8/25, 116, 108, 20, 4, 3
2020/8/26, 95, 74, 25, 4, 3
2020/8/27, 66, 73, 22, 5, 4
2020/8/28, 65, 76, 21, 6, 4
2020/8/29, 73, 87, 21, 6, 4
2020/8/30, 106, 107, 20, 8, 4
2020/8/31, 109, 120, 23, 9, 4
2020/9/1, 102, 136, 21, 12, 6
2020/9/2, 121, 122, 16, 11, 6
2020/9/3, 85, 87, 19, 13, 5
2020/9/4, 78, 77, 26, 9, 4
2020/9/5, 60, 76, 25, 11, 5
2020/9/6, 78, 115, 18, 9, 4
2020/9/7, 91, 107, 24, 12, 3
2020/9/8, 78, 84, 19, 10, 5
2020/9/9, 94, 78, 23, 15, 7
2020/9/10, 136, 87, 34, 11, 3
2020/9/11, 147, 99, 24, 7, 4
2020/9/12, 117, 81, 34, 9, 4
2020/9/13, 117, 81, 26, 16, 5
2020/9/14, 86, 91, 19, 13, 5
2020/9/15, 90, 91, 24, 14, 5
2020/9/16, 65, 83, 16, 17, 4
2020/9/17, 65, 85, 21, 12, 3
2020/9/18, 62, 75, 33, 9, 3
2020/9/19, 62, 60, 22, 9, 5
2020/9/20, 77, 63, 24, 11, 5
2020/9/21, 102, 65, 20, 7, 5
2020/9/22, 92, 63, 21, 12, 5
2020/9/23, 79, 62, 19, 10, 6
2020/9/24, 76, 67, 26, 14, 4
2020/9/25, 86, 75, 37, 11, 4
2020/9/26, 77, 79, 31, 11, 5
2020/9/27, 89, 69, 32, 10, 3
2020/9/28, 94, 65, 22, 11, 5
2020/9/29, 74, 66, 27, 13, 6
2020/9/30, 99, 91, 14, 18, 7
2020/10/1, 98, 111, 15, 14, 7
2020/4/2, 52, 56, 22, 12, 6
2020/4/3, 68, 55, 26, 8, 7
2020/4/4, 67, 59, 15, 8, 6
2020/4/5, 76, 67, 20, 7, 5
2020/4/6, 68, 44, 28, 4, 6
2020/4/7, 38, 25, 23, 7, 6
2020/4/8, 38, 35, 19, 12, 5
2020/4/9, 76, 63, 18, 13, 6
2020/4/10, 93, 74, 12, 7, 5
2020/4/11, 88, 78, 9, 7, 5
2020/4/12, 88, 78, 9, 8, 6
2020/4/13, 71, 66, 11, 7, 5
2020/4/14, 62, 57, 16, 5, 5
2020/4/15, 21, 26, 7, 8, 5
2020/4/16, 29, 25, 15, 5, 5
2020/4/17, 32, 20, 16, 3, 5
2020/4/18, 47, 26, 18, 5, 6
2020/4/19, 75, 42, 20, 9, 5
2020/4/20, 68, 50, 13, 7, 5
2020/4/21, 49, 46, 17, 8, 6
2020/4/22, 72, 58, 1, 5, 5
2020/4/23, 93, 57, 4, 8, 5
2020/4/24, 82, 59, 28, 11, 5
2020/4/25, 76, , 1, , 
2020/4/26, 60, , 1, , 
2020/4/27, 63, , 1, , 
2020/4/28, 60, , 1, , 
2020/4/29, 47, , 1, 11, 2
2020/4/30, 38, 368, 1, 8, 3
2020/5/1, 109, 94, 1, 7, 5
2020/5/2, 74, 63, 1, 5, 5
2020/5/3, 34, 49, 1, 10, 7
2020/5/4, 87, 88, 1, 8, 6
2020/5/5, 85, 74, 18, 8, 7
2020/5/6, 87, 70, 17, 11, 8
2020/5/7, 69, 63, 22, 10, 8
2020/5/8, 83, 85, 25, 3, 5
2020/5/9, 49, 63, 23, 4, 6
2020/5/10, 44, 70, 20, 7, 7
2020/5/11, 68, 88, 18, 4, 6
2020/5/12, 117, 101, 24, 2, 7
2020/5/13, 49, 63, 28, 2, 7
2020/5/14, 30, 60, 30, 5, 7
2020/5/15, 53, 79, 29, 5, 6
2020/5/16, 56, 84, 26, 4, 6
2020/5/17, 83, 109, 24, 6, 7
2020/5/18, 96, 91, 22, 8, 7
2020/5/19, 84, 70, 23, 13, 6
2020/5/20, 76, 69, 23, 11, 7
2020/5/21, 85, 66, 26, 13, 8
2020/5/22, 89, 85, 28, 8, 2
2020/5/23, 93, 80, 21, 7, 5
2020/5/24, 87, 99, 28, 4, 4
2020/5/25, 125, 147, 12, 3, 3
2020/5/26, 132, 174, 18, 5, 3
2020/5/27, 83, 103, 20, 6, 4
2020/5/28, 105, 104, 25, 8, 4
2020/5/29, 114, 79, 22, 9, 4
2020/5/30, 91, 86, 15, 7, 4
2020/5/31, 111, 463, 18, 7, 4
2020/6/1, 184, 278, 10, 7, 4
2020/6/2, 142, 197, 13, 10, 5
2020/6/3, 137, 128, 22, 5, 4
2020/6/4, 89, 80, 36, 6, 4
2020/6/5, 104, 84, 19, 3, 4
2020/6/6, 102, 76, 17, 4, 4
2020/6/7, 75, 76, 22, 3, 4
2020/6/8, 75, 68, 25, 5, 3
2020/6/9, 58, 66, 2, 4, 4
2020/6/10, 98, 74, , 6, 3
2020/6/11, 82, 78, , 8, 5
2020/6/12, 92, 78, , 7, 10
2020/6/13, 126, 78, , 5, 4
2020/6/14, 93, 73, , 5, 3
2020/6/15, 71, 64, , 4, 3
2020/6/16, 57, 61, , 4, 3
2020/6/17, 54, 62, , 5, 3
2020/6/18, 76, 67, 30, 3, 3
2020/6/19, 62, 74, 28, 3, 5
2020/6/20, 96, 83, 18, 4, 3
2020/6/21, 116, 82, , 4, 3
2020/6/22, 133, 77, 26, 4, 3
2020/6/23, 54, 67, 27, 4, 4
2020/6/24, 60, 72, 30, 5, 4
2020/6/25, 81, 73, 25, 4, 3
2020/6/26, 81, 81, , 4, 2
2020/6/27, 111, 99, , 4, 2
2020/6/28, 127, 158, , 5, 2
2020/6/29, 149, 97, , 7, 3
2020/6/30, 97, 75, , 20, 3
2020/7/1, 109, 79, , 8, 2
2020/1/2, 68, 48, 20, 17, 4
2020/1/3, 87, 51, 19, 22, 4
2020/1/4, 75, 53, 13, 25, 5
2020/1/5, 62, 94, 14, 14, 5
2020/1/6, 71, 89, 17, 7, 4
2020/1/7, 18, 22, 19, 10, 5
2020/1/8, 20, 25, 16, 26, 6
2020/1/9, 32, 37, 14, 32, 4
2020/1/10, 34, 40, 16, 11, 4
2020/1/11, 26, 46, 19, 7, 5
2020/1/12, 43, 43, 18, 6, 5
2020/1/13, 23, 36, 21, 8, 5
2020/1/14, 40, 25, 21, 7, 6
2020/1/15, 27, 51, 17, 11, 5
2020/1/16, 43, 31, 18, 17, 5
2020/1/17, 13, 26, 17, 20, 5
2020/1/18, 24, 29, 15, 19, 5
2020/1/19, 38, 47, 15, 27, 6
2020/1/20, 36, 52, 23, 22, 6
2020/1/21, 49, 43, 19, 10, 5
2020/1/22, 27, 33, 18, 29, 5
2020/1/23, 45, 73, 14, 15, 6
2020/1/24, 80, 82, 16, 7, 5
2020/1/25, 22, 21, 18, 14, 5
2020/1/26, 18, 61, 18, 7, 6
2020/1/27, 88, 87, 19, 5, 5
2020/1/28, 35, 30, 21, 9, 5
2020/1/29, 36, 32, 21, 19, 6
2020/1/30, 67, 38, 21, 22, 6
2020/1/31, 60, 39, 24, 24, 6
2020/2/1, 85, 64, 21, 22, 4
2020/2/2, 84, 60, 22, 15, 5
2020/2/3, 88, 55, 19, 8, 6
2020/2/4, 31, 34, 20, 7, 6
2020/2/5, 24, 31, 17, 19, 6
2020/2/6, 52, 37, 17, 21, 5
2020/2/7, 74, 34, 18, 16, 5
2020/2/8, 62, 45, 21, 20, 6
2020/2/9, 101, 92, 15, 25, 5
2020/2/10, 102, 128, 16, 17, 5
2020/2/11, 62, 87, 17, 9, 5
2020/2/12, 54, 62, 18, 5, 5
2020/2/13, 31, 35, 18, 6, 5
2020/2/14, 22, 23, 21, 14, 5
2020/2/15, 31, 22, 23, 14, 5
2020/2/16, 51, 34, 21, 16, 4
2020/2/17, 67, 78, 17, 29, 5
2020/2/18, 106, 104, 13, 22, 6
2020/2/19, 85, 115, 8, 36, 6
2020/2/20, 91, 81, 15, 26, 5
2020/2/21, 77, 68, 21, 17, 6
2020/2/22, 84, 70, 24, 12, 5
2020/2/23, 106, 71, 18, 15, 4
2020/2/24, 76, 59, 16, 22, 5
2020/2/25, 70, 71, 13, 27, 5
2020/2/26, 74, 124, 17, 16, 5
2020/2/27, 125, 198, 24, 9, 8
2020/2/28, 95, 86, 23, 6, 4
2020/2/29, 75, 76, 24, 8, 5
2020/3/1, 112, 83, 20, 21, 5
2020/3/2, 101, 60, 25, 21, 5
2020/3/3, 92, 44, 22, 6, 4
2020/3/4, 35, 21, 23, 5, 4
2020/3/5, 27, 16, 23, 7, 5
2020/3/6, 58, 25, 25, 12, 5
2020/3/7, 69, 35, 25, 15, 5
2020/3/8, 69, 48, 24, 18, 5
2020/3/9, 74, 59, 21, 12, 6
2020/3/10, 125, 126, 21, 11, 6
2020/3/11, 120, 94, 21, 22, 6
2020/3/12, 48, 54, 21, 19, 6
2020/3/13, 79, 53, 22, 12, 5
2020/3/14, 90, 50, 14, 25, 7
2020/3/15, 68, 73, 15, 27, 5
2020/3/16, 86, 99, 21, 23, 5
2020/3/17, 58, 70, 15, 12, 6
2020/3/18, 55, 66, 19, 21, 6
2020/3/19, 59, 76, 14, 10, 7
2020/3/20, 71, 67, 19, 11, 7
2020/3/21, 58, 60, 11, 11, 6
2020/3/22, 40, 60, 17, 6, 5
2020/3/23, 75, 112, 22, 4, 5
2020/3/24, 128, 99, 23, 3, 5
2020/3/25, 39, 24, 21, 7, 5
2020/3/26, 41, 23, 26, 11, 6
2020/3/27, 48, 29, 22, 7, 5
2020/3/28, 56, 76, 13, 8, 5
2020/3/29, 117, 177, 12, 10, 5
2020/3/30, 143, 149, 21, 3, 5
2020/3/31, 111, 60, 24, 3, 6
2020/4/1, 36, 40, 20, 4, 6
2019/10/2, 160, 101, , 14, 3
2019/10/3, 163, 102, , 16, 4
2019/10/4, 160, 92, 1, 11, 3
2019/10/5, 155, 114, , 12, 4
2019/10/6, 155, 137, , 14, 4
2019/10/7, 141, 146, , 26, 4
2019/10/8, 143, 120, , 18, 3
2019/10/9, 94, 73, , 10, 4
2019/10/10, 116, 80, , 10, 3
2019/10/11, 161, 168, , 12, 3
2019/10/12, 237, 115, , 8, 3
2019/10/13, 145, 90, , 18, 3
2019/10/14, 140, 110, 5, 16, 3
2019/10/15, 129, 83, 2, 19, 3
2019/10/17, 29, 71, 15, 16, 3
2019/10/18, 38, 68, 20, 12, 3
2019/10/23, 127, 63, 24, 11, 3
2019/10/24, 115, 62, 21, 10, 3
2019/10/25, 100, 67, 20, 13, 3
2019/10/26, 95, 67, 24, 12, 3
2019/10/27, 82, 68, 19, 17, 4
2019/10/28, 77, 70, 21, 21, 3
2019/10/29, 83, 70, 16, 27, 3
2019/10/30, 67, 61, 19, 25, 3
2019/10/31, 65, 80, 16, 19, 3
2019/11/1, 90, 65, 19, 13, 3
2019/11/2, 71, 40, 22, 5, 3
2019/11/3, 32, 27, 20, 16, 3
2019/11/4, 56, 36, 24, 16, 3
2019/11/5, 82, 41, 18, 12, 4
2019/11/6, 66, 41, 18, 13, 4
2019/11/7, 85, 47, 21, 16, 5
2019/11/8, 80, 40, 21, 14, 4
2019/11/9, 57, 44, 18, 14, 5
2019/11/10, 65, 83, 11, 20, 5
2019/11/11, 64, 81, 17, 17, 5
2019/11/12, 20, 50, 18, 23, 5
2019/11/13, 24, 44, 20, 21, 5
2019/11/14, 29, 68, 21, 28, 5
2019/11/15, 27, 152, 22, 25, 3
2019/11/16, 50, 60, 27, 21, 5
2019/11/17, 66, 61, 18, 27, 5
2019/11/18, 54, 65, 16, 19, 5
2019/11/19, 44, 56, 15, 16, 5
2019/11/20, 36, 45, 12, 12, 5
2019/11/21, 35, 42, 19, 11, 5
2019/11/22, 40, 43, 21, 15, 4
2019/11/23, 34, 41, 22, 21, 4
2019/11/25, 18, 40, 22, 22, 4
2019/11/26, 24, 40, 20, 21, 4
2019/11/27, 17, 44, 21, 26, 4
2019/11/28, 44, 45, 16, 26, 5
2019/11/29, 36, 45, 21, 24, 5
2019/11/30, 60, 45, , 18, 5
2019/12/5, 69, 57, 18, 17, 5
2019/12/6, 71, 55, 21, 20, 4
2019/12/7, 57, 56, 13, 25, 5
2019/12/8, 55, 55, 12, 18, 4
2019/12/9, 49, 52, 16, 20, 4
2019/12/10, 53, 57, 11, 22, 4
2019/12/11, 62, 54, 12, 14, 3
2019/12/12, 58, 38, 17, 6, 4
2019/12/13, 34, 22, 18, 16, 5
2019/12/14, 35, 34, 15, 22, 5
2019/12/15, 49, 44, 10, 24, 5
2019/12/16, 62, 45, 14, 18, 4
2019/12/17, 56, 64, 13, 16, 4
2019/12/18, 69, 85, 14, 16, 5
2019/12/19, 57, 38, 18, 5, 5
2019/12/20, 38, 20, 18, 10, 5
2019/12/21, 25, 19, 17, 12, 5
2019/12/22, 17, 25, 17, 20, 5
2019/12/23, 11, 27, 17, 26, 5
2019/12/24, 25, 63, 18, 26, 5
2019/12/25, 48, 41, 17, 27, 6
2019/12/26, 39, 28, 18, 23, 4
2019/12/27, 42, 30, 22, 22, 5
2019/12/28, 56, 39, 18, 26, 4
2019/12/29, 83, 47, 18, 21, 6
2019/12/30, 94, , , , 
2019/7/2, 139, , 13, , 
2019/7/3, 117, , 15, , 
2019/7/4, 131, , 9, , 
2019/7/5, 137, , 11, , 
2019/7/6, 143, , 16, , 
2019/7/7, 111, , 18, , 
2019/7/8, 135, , 13, , 
2019/7/9, 146, , 13, , 
2019/7/10, 108, , 15, , 
2019/7/11, 106, , 15, , 
2019/7/12, 115, , 19, , 
2019/7/13, 135, , 16, , 
2019/7/14, 154, , 11, , 
2019/7/15, 168, 73, 16, 10, 7
2019/7/16, 108, 63, 17, 11, 4
2019/7/17, 110, 72, 12, 10, 4
2019/7/18, 125, 75, 10, 9, 3
2019/7/19, 137, 64, 9, 9, 3
2019/7/20, 148, 6, 12, , 
2019/7/21, 149, 182, 8, 4, 4
2019/7/22, 155, 151, 8, 4, 3
2019/7/23, 161, 136, 6, 4, 4
2019/7/24, 161, 143, 5, 4, 4
2019/7/25, 149, 121, 3, 3, 4
2019/7/26, 146, 99, 7, 3, 4
2019/7/27, 150, 103, 7, 5, 5
2019/7/28, 155, 116, 4, 7, 4
2019/7/29, 154, 129, 3, 8, 4
2019/7/30, 154, 76, 4, 8, 4
2019/7/31, 171, 72, 7, 8, 5
2019/8/1, 153, 67, 9, 5, 4
2019/8/2, 163, 62, 12, 7, 5
2019/8/3, 135, 56, 11, 18, 6
2019/8/4, 129, 59, 10, 7, 3
2019/8/5, 158, 58, 15, 5, 4
2019/8/6, 116, 53, 14, 5, 4
2019/8/7, 105, 53, 15, 6, 4
2019/8/8, 121, 55, 15, 4, 4
2019/8/9, 143, 56, 12, 4, 4
2019/8/10, 144, 63, 9, 4, 4
2019/8/11, 168, 60, 15, 2, 4
2019/8/12, 140, 54, 15, 3, 4
2019/8/13, 116, 55, 11, 3, 4
2019/8/14, 135, 57, 11, 10, 4
2019/8/15, 151, 57, 11, 9, 3
2019/8/16, 156, 110, 10, 5, 2
2019/8/17, 160, 116, 8, 8, 3
2019/8/18, 161, 93, 9, 5, 4
2019/8/19, 160, 113, 10, 7, 4
2019/8/20, 164, 144, 5, 9, 4
2019/8/21, 144, 119, 6, 9, 4
2019/8/23, 152, 82, 10, , 3
2019/8/24, 156, 109, 4, 8, 4
2019/8/25, 139, 70, 7, 15, 4
2019/8/26, 126, 62, 7, 11, 4
2019/8/27, 131, 61, 10, 10, 3
2019/8/28, 138, 62, 8, 22, 4
2019/8/29, 115, 62, 10, 13, 4
2019/8/30, 105, 54, 10, 10, 4
2019/8/31, 106, 45, 9, 10, 4
2019/9/1, 131, 57, 9, 14, 4
2019/9/2, 156, 71, 9, 9, 4
2019/9/3, 154, 73, 7, 19, 3
2019/9/4, 136, 119, 10, 15, 4
2019/9/5, 132, 112, 6, 17, 4
2019/9/6, 136, 105, , 6, 4
2019/9/7, 146, 102, , 13, 3
2019/9/8, 144, 74, 1, 5, 3
2019/9/9, 106, 63, 2, 8, 3
2019/9/10, 93, 63, 1, 5, 3
2019/9/11, 111, 69, , 8, 3
2019/9/12, 121, 75, 1, 8, 2
2019/9/13, 142, 64, , 4, 3
2019/9/14, 97, 58, , 8, 3
2019/9/15, 99, 60, 1, 10, 3
2019/9/16, 113, 77, , 7, 3
2019/9/17, 124, 96, , 12, 3
2019/9/18, 115, 82, 1, 10, 3
2019/9/19, 145, 83, , 12, 4
2019/9/20, 143, 84, , 9, 4
2019/9/21, 122, 75, , 11, 4
2019/9/22, 134, 76, 1, 13, 4
2019/9/23, 150, 79, 1, 13, 4
2019/9/24, 158, 88, , 14, 4
2019/9/25, 150, 150, , 14, 4
2019/9/26, 168, 178, , 11, 3
2019/9/27, 113, 76, , 9, 3
2019/9/28, 97, 79, , 9, 3
2019/9/29, 116, 82, , 12, 3
2019/9/30, 140, 81, , 11, 3
2019/10/1, 148, 83, , 16, 4
2019/4/2, 139, , , , 
2019/4/3, 162, , , , 
2019/4/4, 137, , , , 
2019/4/5, 106, , , , 
2019/4/6, 90, , , , 
2019/4/7, 88, , , , 
2019/4/8, 92, , , , 
2019/4/9, 96, , , , 
2019/4/10, 108, , , , 
2019/4/11, 72, , , , 
2019/4/12, 91, , , , 
2019/4/13, 93, , , , 
2019/4/14, 115, , , , 
2019/4/15, 90, , , , 
2019/4/16, 110, , , , 
2019/4/17, 95, , , , 
2019/4/18, 115, , , , 
2019/4/19, 111, , , , 
2019/4/20, 108, , , , 
2019/4/21, 112, , , , 
2019/4/22, 116, , , , 
2019/4/23, 120, , , , 
2019/4/24, 97, , , , 
2019/4/25, 71, , , , 
2019/4/26, 82, , , , 
2019/4/27, 85, , , , 
2019/4/28, 83, , , , 
2019/4/29, 93, , , , 
2019/4/30, 111, , , , 
2019/5/1, 100, , , , 
2019/5/2, 124, , , , 
2019/5/3, 115, , 16, , 
2019/5/4, 124, , 7, , 
2019/5/5, 143, , 5, , 
2019/5/6, 155, , 7, , 
2019/5/7, 165, , 11, , 
2019/5/8, 126, , 11, , 
2019/5/9, 113, , 10, , 
2019/5/10, 131, , 8, , 
2019/5/11, 140, , 8, , 
2019/5/12, 148, , 10, , 
2019/5/13, 124, , 15, , 
2019/5/14, 106, , 12, , 
2019/5/15, 133, , 9, , 
2019/5/16, 160, , 14, , 
2019/5/17, 164, , 12, , 
2019/5/18, 121, , 10, , 
2019/5/19, 119, , 4, , 
2019/5/20, 147, , 5, , 
2019/5/21, 145, , 5, , 
2019/5/22, 171, , 8, , 
2019/5/23, 154, , 12, , 
2019/5/24, 135, , 14, , 
2019/5/25, 142, , 11, , 
2019/5/26, 143, , 11, , 
2019/5/27, 145, , 9, , 
2019/5/28, 143, , 8, , 
2019/5/29, 135, , 10, , 
2019/5/30, 129, , 10, , 
2019/5/31, 153, , 16, , 
2019/6/1, 159, , 11, , 
2019/6/2, 130, , 13, , 
2019/6/3, 138, , 20, , 
2019/6/4, 160, , 10, , 
2019/6/5, 147, , 5, , 
2019/6/6, 106, , 11, , 
2019/6/7, 121, , 10, , 
2019/6/8, 146, , 9, , 
2019/6/9, 160, , 14, , 
2019/6/10, 168, , 14, , 
2019/6/11, 166, , 10, , 
2019/6/12, 154, , 10, , 
2019/6/13, 155, , 11, , 
2019/6/14, 155, , 8, , 
2019/6/15, 131, , 10, , 
2019/6/16, 133, , 7, , 
2019/6/17, 127, , 11, , 
2019/6/18, 132, , 9, , 
2019/6/19, 143, , 11, , 
2019/6/20, 101, , 11, , 
2019/6/21, 112, , 12, , 
2019/6/22, 125, , 12, , 
2019/6/23, 136, , 7, , 
2019/6/24, 150, , 6, , 
2019/6/25, 141, , 10, , 
2019/6/26, 147, , 8, , 
2019/6/27, 164, , 6, , 
2019/6/28, 162, , 9, , 
2019/6/29, 157, , 14, , 
2019/6/30, 156, , 14, , 
2019/7/1, 155, , 13, , 
2019/1/2, 125, , , , 
2019/1/3, 100, , , , 
2019/1/4, 107, , , , 
2019/1/5, 104, , , , 
2019/1/6, 77, , , , 
2019/1/7, 95, , , , 
2019/1/8, 121, , , , 
2019/1/9, 126, , , , 
2019/1/10, 117, , , , 
2019/1/11, 115, , , , 
2019/1/12, 72, , , , 
2019/1/13, 69, , , , 
2019/1/14, 91, , , , 
2019/1/15, 102, , , , 
2019/1/16, 107, , , , 
2019/1/17, 99, , , , 
2019/1/18, 109, , , , 
2019/1/19, 168, , , , 
2019/1/20, 164, , , , 
2019/1/21, 72, , , , 
2019/1/22, 84, , , , 
