date, pm25, o3
2023/3/16, 51, 31
2023/3/17, 37, 34
2023/3/18, 18, 30
2023/3/19, 25, 33
2023/3/20, 27, 39
2023/3/21, 64, 32
2023/3/22, 39, 24
2023/3/23, 61, 13
2023/3/24, 51, 
2023/3/25, 40, 
2023/3/26, 35, 
2023/3/27, 30, 38
2023/3/28, 45, 28
2023/3/29, 52, 39
2023/3/30, 56, 44
2023/3/31, 52, 39
2023/4/1, 43, 35
2022/10/2, 35, 32
2022/10/3, 31, 30
2022/10/4, 28, 36
2022/10/5, 41, 38
2022/10/6, 44, 37
2022/10/7, 44, 21
2022/10/8, 34, 28
2022/10/9, 29, 31
2022/10/10, 43, 40
2022/10/11, 48, 39
2022/10/12, 72, 30
2022/10/13, 52, 26
2022/10/14, 27, 26
2022/10/15, 26, 22
2022/10/16, 35, 25
2022/10/17, 39, 24
2022/10/18, 19, 16
2022/10/19, 20, 26
2022/10/20, 29, 34
2022/10/21, 42, 40
2022/10/22, 51, 38
2022/10/23, 67, 31
2022/10/24, 38, 30
2022/10/25, 43, 11
2022/10/26, 26, 19
2022/10/27, 32, 25
2022/10/28, 43, 24
2022/10/29, 41, 30
2022/10/30, 57, 16
2022/10/31, 44, 14
2022/11/1, 49, 32
2022/11/2, 52, 30
2022/11/3, 53, 32
2022/11/4, 39, 34
2022/11/5, 54, 23
2022/11/6, 18, 24
2022/11/7, 30, 24
2022/11/8, 23, 21
2022/11/9, 43, 30
2022/11/10, 54, 34
2022/11/11, 43, 15
2022/11/12, 29, 16
2022/11/13, 22, 17
2022/11/14, 33, 17
2022/11/15, 56, 14
2022/11/16, 57, 18
2022/11/17, 51, 16
2022/11/18, 43, 
2022/11/19, 20, 
2022/11/20, 27, 
2022/11/21, 44, 
2022/11/22, 41, 
2022/11/23, 50, 
2022/11/24, 59, 
2022/11/25, 55, 
2022/11/26, 69, 
2022/11/27, 70, 
2022/11/28, 35, 
2022/11/29, 49, 
2022/11/30, 41, 
2022/12/1, 17, 
2022/12/2, 32, 
2022/12/3, 24, 
2022/12/4, 34, 
2022/12/5, 49, 
2022/12/6, 52, 
2022/12/7, 64, 
2022/12/8, 78, 
2022/12/9, 69, 
2022/12/10, 45, 
2022/12/11, 63, 
2022/12/12, 68, 
2022/12/13, 64, 
2022/12/14, 53, 
2022/12/15, 22, 
2022/12/16, 24, 
2022/12/17, 23, 
2022/12/18, 19, 
2022/12/19, 32, 
2022/12/20, 51, 
2022/12/21, 49, 
2022/12/22, 74, 
2022/12/23, 54, 
2022/12/24, 22, 
2022/12/25, 15, 
2022/12/26, 21, 
2022/12/27, 31, 
2022/12/28, 49, 
2022/12/29, 41, 
2022/12/30, 26, 
2022/12/31, 38, 
2023/1/1, 60, 
2023/1/2, 42, 
2022/7/2, 60, 31
2022/7/3, 46, 42
2022/7/4, 49, 41
2022/7/5, 56, 41
2022/7/6, 52, 54
2022/7/7, 43, 40
2022/7/8, 25, 49
2022/7/9, 33, 31
2022/7/10, 31, 44
2022/7/11, 39, 44
2022/7/12, 42, 36
2022/7/13, 28, 43
2022/7/14, 43, 57
2022/7/15, 53, 42
2022/7/16, 50, 52
2022/7/17, 55, 27
2022/7/18, 51, 41
2022/7/19, 46, 44
2022/7/20, 53, 55
2022/7/21, 55, 54
2022/7/22, 70, 52
2022/7/23, 69, 45
2022/7/24, 57, 39
2022/7/25, 51, 27
2022/7/26, 38, 25
2022/7/27, 20, 33
2022/7/28, 28, 37
2022/7/29, 32, 32
2022/7/30, 29, 29
2022/7/31, 31, 30
2022/8/1, 32, 42
2022/8/2, 47, 38
2022/8/3, 41, 30
2022/8/4, 36, 40
2022/8/5, 26, 32
2022/8/6, 52, 27
2022/8/7, 50, 24
2022/8/8, 40, 36
2022/8/9, 47, 17
2022/8/10, 39, 40
2022/8/11, 41, 42
2022/8/12, 65, 32
2022/8/13, 30, 42
2022/8/14, 39, 26
2022/8/15, 47, 30
2022/8/16, 52, 35
2022/8/17, 59, 36
2022/8/18, 54, 38
2022/8/19, 64, 38
2022/8/20, 55, 37
2022/8/21, 53, 28
2022/8/22, 38, 37
2022/8/23, 49, 39
2022/8/24, 55, 38
2022/8/25, 54, 49
2022/8/26, 53, 37
2022/8/27, 49, 38
2022/8/28, 44, 26
2022/8/29, 38, 33
2022/8/30, 36, 33
2022/8/31, 32, 33
2022/9/1, 55, 35
2022/9/2, 48, 28
2022/9/3, 51, 29
2022/9/4, 44, 18
2022/9/5, 33, 16
2022/9/6, 36, 22
2022/9/7, 42, 32
2022/9/8, 42, 40
2022/9/9, 40, 40
2022/9/10, 43, 38
2022/9/11, 50, 21
2022/9/12, 29, 31
2022/9/13, 23, 32
2022/9/14, 32, 40
2022/9/15, 38, 36
2022/9/16, 39, 41
2022/9/17, 44, 38
2022/9/18, 58, 29
2022/9/19, 55, 36
2022/9/20, 49, 42
2022/9/21, 46, 46
2022/9/22, 40, 24
2022/9/23, 23, 16
2022/9/24, 16, 39
2022/9/25, 33, 29
2022/9/26, 25, 42
2022/9/27, 27, 26
2022/9/28, 44, 21
2022/9/29, 23, 26
2022/9/30, 22, 27
2022/10/1, 30, 32
2022/4/2, 36, 30
2022/4/3, 31, 36
2022/4/4, 32, 31
2022/4/5, 25, 33
2022/4/6, 36, 31
2022/4/7, 16, 27
2022/4/8, 16, 22
2022/4/9, 12, 38
2022/4/10, 22, 38
2022/4/11, 30, 25
2022/4/12, 59, 28
2022/4/13, 45, 26
2022/4/14, 23, 35
2022/4/15, 29, 32
2022/4/16, 30, 29
2022/4/17, 23, 26
2022/4/18, 29, 34
2022/4/19, 22, 34
2022/4/20, 27, 31
2022/4/21, 25, 34
2022/4/22, 38, 32
2022/4/23, 49, 36
2022/4/24, 46, 24
2022/4/25, 33, 27
2022/4/26, 14, 35
2022/4/27, 25, 38
2022/4/28, 35, 33
2022/4/29, 37, 34
2022/4/30, 52, 28
2022/5/1, 43, 34
2022/5/2, 20, 23
2022/5/3, 26, 19
2022/5/4, 23, 26
2022/5/5, 26, 14
2022/5/6, 32, 23
2022/5/7, 16, 36
2022/5/8, 28, 34
2022/5/9, 22, 30
2022/5/10, 43, 25
2022/5/11, 64, 36
2022/5/12, 76, 42
2022/5/13, 75, 35
2022/5/14, 53, 46
2022/5/15, 48, 39
2022/5/16, 38, 40
2022/5/17, 23, 42
2022/5/18, 29, 35
2022/5/19, 30, 31
2022/5/20, 40, 31
2022/5/21, 59, 23
2022/5/22, 32, 28
2022/5/23, 18, 35
2022/5/24, 21, 33
2022/5/25, 41, 20
2022/5/26, 31, 28
2022/5/27, 19, 18
2022/5/28, 22, 35
2022/5/29, 30, 39
2022/5/30, 36, 41
2022/5/31, 48, 28
2022/6/1, 45, 33
2022/6/2, 27, 38
2022/6/3, 20, 48
2022/6/4, 30, 54
2022/6/5, 40, 56
2022/6/6, 50, 29
2022/6/7, 46, 42
2022/6/8, 44, 36
2022/6/9, 29, 48
2022/6/10, 25, 43
2022/6/11, 39, 34
2022/6/12, 42, 31
2022/6/13, 53, 25
2022/6/14, 57, 31
2022/6/15, 81, 24
2022/6/16, 96, 31
2022/6/17, 66, 52
2022/6/18, 34, 43
2022/6/19, 28, 57
2022/6/20, 28, 50
2022/6/21, 29, 50
2022/6/22, 55, 46
2022/6/23, 33, 49
2022/6/24, 30, 52
2022/6/25, 46, 49
2022/6/26, 52, 32
2022/6/27, 35, 41
2022/6/28, 29, 48
2022/6/29, 42, 62
2022/6/30, 37, 51
2022/7/1, 46, 48
2022/1/4, 40, 
2022/1/5, 38, 
2022/1/6, 39, 
2022/1/7, 23, 
2022/1/8, 26, 
2022/1/9, 36, 
2022/1/10, 32, 
2022/1/11, 45, 
2022/1/12, 39, 
2022/1/13, 39, 
2022/1/14, 49, 
2022/1/15, 86, 
2022/1/16, 58, 
2022/1/17, 56, 
2022/1/18, 42, 
2022/1/19, 40, 
2022/1/20, 28, 
2022/1/21, 21, 
2022/1/22, 50, 
2022/1/23, 48, 
2022/1/24, 38, 
2022/1/25, 31, 
2022/1/26, 44, 
2022/1/27, 32, 
2022/1/28, 49, 
2022/1/29, 26, 
2022/1/30, 45, 
2022/1/31, 58, 
2022/2/1, 72, 
2022/2/2, 58, 
2022/2/3, 25, 
2022/2/4, 28, 
2022/2/5, 33, 
2022/2/6, 44, 
2022/2/7, 50, 
2022/2/8, 59, 
2022/2/9, 39, 
2022/2/10, 28, 
2022/2/11, 33, 
2022/2/12, 25, 
2022/2/13, 25, 
2022/2/14, 40, 
2022/2/15, 51, 
2022/2/16, 53, 
2022/2/17, 42, 
2022/2/18, 35, 
2022/2/19, 23, 
2022/2/20, 19, 
2022/2/21, 21, 
2022/2/22, 33, 20
2022/2/23, 26, 19
2022/2/24, 33, 17
2022/2/25, 37, 26
2022/2/26, 49, 33
2022/2/27, 57, 32
2022/2/28, 67, 34
2022/3/1, 47, 37
2022/3/2, 37, 40
2022/3/3, 55, 30
2022/3/4, 51, 28
2022/3/5, 46, 36
2022/3/6, 56, 23
2022/3/7, 43, 31
2022/3/8, 26, 34
2022/3/9, 36, 34
2022/3/10, 51, 20
2022/3/11, 52, 31
2022/3/12, 37, 32
2022/3/13, 21, 38
2022/3/14, 26, 38
2022/3/15, 26, 32
2022/3/16, 46, 40
2022/3/17, 63, 37
2022/3/18, 48, 30
2022/3/19, 31, 30
2022/3/20, 17, 35
2022/3/21, 29, 38
2022/3/22, 37, 31
2022/3/23, 36, 15
2022/3/24, 21, 19
2022/3/25, 10, 28
2022/3/26, 20, 32
2022/3/27, 13, 30
2022/3/28, 19, 30
2022/3/29, 35, 32
2022/3/30, 38, 27
2022/3/31, 30, 21
2022/4/1, 26, 29
2021/10/2, 37, 17
2021/10/3, 29, 26
2021/10/4, 26, 20
2021/10/5, 41, 22
2021/10/6, 32, 24
2021/10/7, 29, 21
2021/10/8, 28, 32
2021/10/9, 33, 40
2021/10/10, 57, 36
2021/10/11, 56, 25
2021/10/12, 39, 35
2021/10/13, 54, 22
2021/10/14, 43, 13
2021/10/15, 31, 17
2021/10/16, 20, 24
2021/10/17, 19, 28
2021/10/18, 33, 33
2021/10/19, 29, 31
2021/10/20, 33, 36
2021/10/21, 45, 15
2021/10/22, 23, 14
2021/10/23, 30, 12
2021/10/24, 57, 24
2021/10/25, 45, 18
2021/10/26, 10, 23
2021/10/27, 27, 25
2021/10/28, 20, 19
2021/10/29, 28, 12
2021/10/30, 17, 14
2021/10/31, 25, 17
2021/11/1, 36, 17
2021/11/2, 20, 22
2021/11/3, 30, 21
2021/11/4, 53, 22
2021/11/5, 75, 26
2021/11/6, 70, 26
2021/11/7, 61, 28
2021/11/8, 55, 24
2021/11/9, 57, 
2021/11/10, 81, 
2021/11/11, 73, 
2021/11/12, 32, 
2021/11/13, 16, 
2021/11/14, 23, 
2021/11/15, 22, 
2021/11/16, 26, 
2021/11/17, 51, 
2021/11/18, 38, 
2021/11/19, 18, 
2021/11/20, 35, 
2021/11/21, 31, 
2021/11/22, 45, 
2021/11/23, 29, 
2021/11/24, 41, 
2021/11/25, 29, 
2021/11/26, 37, 
2021/11/27, 27, 
2021/11/28, 40, 
2021/11/29, 39, 
2021/11/30, 42, 
2021/12/1, 67, 
2021/12/2, 51, 
2021/12/3, 40, 
2021/12/4, 53, 
2021/12/5, 56, 
2021/12/6, 51, 
2021/12/7, 26, 
2021/12/8, 20, 
2021/12/9, 40, 
2021/12/10, 42, 
2021/12/11, 54, 
2021/12/12, 28, 
2021/12/13, 23, 
2021/12/14, 29, 
2021/12/15, 46, 
2021/12/16, 35, 
2021/12/17, 68, 
2021/12/18, 42, 
2021/12/19, 55, 
2021/12/20, 63, 
2021/12/21, 63, 
2021/12/22, 66, 
2021/12/23, 35, 
2021/12/24, 37, 
2021/12/25, 37, 
2021/12/26, 51, 
2021/12/27, 65, 
2021/12/28, 43, 
2021/12/29, 28, 
2021/12/30, 54, 
2021/12/31, 59, 
2022/1/1, 47, 
2022/1/2, 34, 
2022/1/3, 41, 
2021/7/2, 39, 29
2021/7/3, 41, 44
2021/7/4, 57, 51
2021/7/5, 89, 46
2021/7/6, 86, 40
2021/7/7, 64, 44
2021/7/8, 51, 37
2021/7/9, 43, 38
2021/7/10, 50, 30
2021/7/11, 42, 40
2021/7/12, 41, 32
2021/7/13, 31, 30
2021/7/14, 41, 35
2021/7/15, 47, 23
2021/7/16, 48, 31
2021/7/17, 33, 39
2021/7/18, 49, 34
2021/7/19, 51, 34
2021/7/20, 51, 40
2021/7/21, 52, 47
2021/7/22, 70, 49
2021/7/23, 68, 46
2021/7/24, 88, 36
2021/7/25, 60, 34
2021/7/26, 45, 45
2021/7/27, 62, 46
2021/7/28, 68, 96
2021/7/29, 73, 41
2021/7/30, 66, 34
2021/7/31, 64, 24
2021/8/1, 60, 36
2021/8/2, 78, 33
2021/8/3, 72, 34
2021/8/4, 53, 36
2021/8/5, 55, 42
2021/8/6, 51, 40
2021/8/7, 58, 41
2021/8/8, 63, 29
2021/8/9, 62, 20
2021/8/10, 48, 24
2021/8/11, 53, 27
2021/8/12, 44, 30
2021/8/13, 41, 38
2021/8/14, 41, 37
2021/8/15, 40, 32
2021/8/16, 47, 34
2021/8/17, 41, 44
2021/8/18, 56, 45
2021/8/19, 62, 34
2021/8/20, 47, 32
2021/8/21, 48, 34
2021/8/22, 42, 48
2021/8/23, 42, 34
2021/8/24, 51, 36
2021/8/25, 46, 47
2021/8/26, 53, 39
2021/8/27, 57, 40
2021/8/28, 53, 28
2021/8/29, 55, 28
2021/8/30, 47, 23
2021/8/31, 40, 28
2021/9/1, 40, 32
2021/9/2, 43, 38
2021/9/3, 46, 32
2021/9/4, 47, 20
2021/9/5, 45, 32
2021/9/6, 38, 36
2021/9/7, 47, 38
2021/9/8, 44, 33
2021/9/9, 31, 28
2021/9/10, 44, 34
2021/9/11, 45, 36
2021/9/12, 54, 36
2021/9/13, 54, 32
2021/9/14, 48, 27
2021/9/15, 43, 31
2021/9/16, 39, 35
2021/9/17, 46, 32
2021/9/18, 50, 28
2021/9/19, 38, 21
2021/9/20, 40, 22
2021/9/21, 40, 16
2021/9/22, 36, 22
2021/9/23, 36, 26
2021/9/24, 46, 34
2021/9/25, 42, 30
2021/9/26, 37, 38
2021/9/27, 43, 42
2021/9/28, 49, 54
2021/9/29, 33, 35
2021/9/30, 39, 27
2021/10/1, 61, 25
2021/4/2, 31, 35
2021/4/3, 43, 41
2021/4/4, 48, 54
2021/4/5, 58, 40
2021/4/6, 51, 42
2021/4/7, 52, 25
2021/4/8, 38, 23
2021/4/9, 27, 40
2021/4/10, 33, 26
2021/4/11, 26, 37
2021/4/12, 28, 35
2021/4/13, 33, 27
2021/4/14, 27, 33
2021/4/15, 29, 22
2021/4/16, 25, 26
2021/4/17, 37, 32
2021/4/18, 40, 38
2021/4/19, 39, 36
2021/4/20, 35, 18
2021/4/21, 26, 31
2021/4/22, 31, 39
2021/4/23, 34, 35
2021/4/24, 35, 23
2021/4/25, 43, 33
2021/4/26, 37, 39
2021/4/27, 34, 36
2021/4/28, 41, 17
2021/4/29, 45, 30
2021/4/30, 27, 39
2021/5/1, 39, 37
2021/5/2, 26, 28
2021/5/3, 38, 33
2021/5/4, 33, 20
2021/5/5, 39, 31
2021/5/6, 37, 29
2021/5/7, 38, 36
2021/5/8, 32, 24
2021/5/9, 37, 25
2021/5/10, 48, 32
2021/5/27, 50, 25
2021/5/28, 47, 20
2021/5/29, 45, 31
2021/5/30, 55, 42
2021/5/31, 65, 53
2021/6/1, 64, 30
2021/6/2, 60, 30
2021/6/3, 57, 48
2021/6/4, 61, 45
2021/6/5, 57, 40
2021/6/6, 57, 25
2021/6/7, 50, 28
2021/6/8, 45, 29
2021/6/9, 48, 34
2021/6/10, 55, 40
2021/6/11, 53, 66
2021/6/12, 47, 45
2021/6/13, 53, 50
2021/6/14, 38, 57
2021/6/15, 49, 53
2021/6/16, 43, 47
2021/6/17, 53, 50
2021/6/18, 55, 43
2021/6/19, 52, 39
2021/6/20, 51, 34
2021/6/21, 54, 25
2021/6/22, 34, 40
2021/6/23, 39, 49
2021/6/24, 49, 28
2021/6/25, 58, 25
2021/6/26, 53, 19
2021/6/27, 41, 18
2021/6/28, 42, 17
2021/6/29, 41, 26
2021/6/30, 45, 31
2021/7/1, 45, 31
2021/1/5, 60, 
2021/1/6, 51, 
2021/1/7, 62, 
2021/1/8, 43, 
2021/1/9, 45, 
2021/1/10, 40, 
2021/1/11, 50, 
2021/1/12, 48, 
2021/1/13, 48, 
2021/1/14, 42, 
2021/1/15, 41, 
2021/1/16, 26, 
2021/1/17, 32, 
2021/1/18, 36, 
2021/1/19, 41, 
2021/1/20, 43, 
2021/1/21, 33, 
2021/1/22, 36, 
2021/1/23, 32, 
2021/1/24, 31, 
2021/1/25, 42, 
2021/1/26, 44, 
2021/1/27, 40, 
2021/1/28, 42, 
2021/1/29, 49, 
2021/1/30, 51, 
2021/1/31, 34, 
2021/2/1, 41, 
2021/2/2, 41, 
2021/2/3, 45, 
2021/2/4, 51, 
2021/2/5, 37, 
2021/2/6, 33, 
2021/2/7, 33, 
2021/2/8, 33, 
2021/2/9, 40, 
2021/2/10, 49, 
2021/2/11, 52, 
2021/2/12, 49, 
2021/2/13, 47, 
2021/2/14, 47, 
2021/2/15, 45, 
2021/2/16, 39, 
2021/2/17, 37, 
2021/2/18, 56, 
2021/2/19, 53, 
2021/2/20, 63, 
2021/2/21, 62, 
2021/2/22, 49, 
2021/2/23, 38, 
2021/2/24, 31, 
2021/2/25, 34, 
2021/2/26, 34, 
2021/2/27, 35, 
2021/2/28, 37, 21
2021/3/1, 33, 24
2021/3/2, 36, 17
2021/3/3, 36, 20
2021/3/4, 40, 26
2021/3/5, 45, 24
2021/3/6, 37, 28
2021/3/7, 51, 32
2021/3/8, 55, 31
2021/3/9, 52, 35
2021/3/10, 51, 28
2021/3/11, 44, 21
2021/3/12, 30, 24
2021/3/13, 30, 26
2021/3/14, 37, 26
2021/3/15, 33, 24
2021/3/16, 40, 17
2021/3/17, 42, 14
2021/3/18, 41, 26
2021/3/19, 21, 30
2021/3/20, 22, 33
2021/3/21, 31, 36
2021/3/22, 36, 36
2021/3/23, 39, 27
2021/3/24, 34, 29
2021/3/25, 20, 18
2021/3/26, 30, 29
2021/3/27, 22, 37
2021/3/28, 27, 31
2021/3/29, 29, 35
2021/3/30, 32, 37
2021/3/31, 33, 33
2021/4/1, 31, 32
2020/10/2, 26, 12
2020/10/3, 30, 9
2020/10/4, 50, 18
2020/10/5, 37, 22
2020/10/6, 38, 22
2020/10/7, 38, 28
2020/10/8, 43, 27
2020/10/9, 51, 26
2020/10/10, 54, 21
2020/10/11, 55, 20
2020/10/12, 34, 20
2020/10/13, 31, 25
2020/10/14, 36, 32
2020/10/15, 36, 22
2020/10/16, 26, 21
2020/10/17, 37, 27
2020/10/18, 37, 18
2020/10/19, 37, 14
2020/10/20, 30, 9
2020/10/21, 36, 4
2020/10/22, 33, 23
2020/10/23, 31, 16
2020/10/24, 27, 21
2020/10/25, 22, 15
2020/10/26, 28, 11
2020/10/27, 33, 7
2020/10/28, 29, 8
2020/10/29, 41, 13
2020/10/30, 28, 18
2020/10/31, 36, 20
2020/11/1, 35, 24
2020/11/2, 24, 4
2020/11/3, 35, 
2020/11/4, 36, 
2020/11/5, 34, 
2020/11/6, 42, 
2020/11/7, 45, 
2020/11/8, 45, 
2020/11/9, 42, 
2020/11/10, 26, 
2020/11/11, 28, 
2020/11/12, 36, 
2020/11/15, 49, 
2020/12/9, 33, 
2020/12/10, 28, 
2020/12/11, 61, 
2020/12/12, 42, 
2020/12/13, 40, 
2020/12/14, 33, 
2020/12/15, 37, 
2020/12/16, 47, 
2020/12/17, 51, 
2020/12/18, 65, 
2020/12/19, 54, 
2020/12/20, 50, 
2020/12/21, 54, 
2020/12/22, 33, 
2020/12/23, 32, 
2020/12/24, 30, 
2020/12/25, 33, 
2020/12/26, 30, 
2020/12/27, 40, 
2020/12/28, 39, 
2020/12/29, 50, 
2020/12/30, 50, 
2020/12/31, 40, 
2021/1/1, 42, 
2021/1/2, 34, 
2021/1/3, 42, 
2021/1/4, 49, 
2020/7/2, 18, 37
2020/7/7, 57, 51
2020/7/8, 75, 43
2020/7/9, 50, 35
2020/7/10, 41, 37
2020/7/11, 23, 39
2020/7/12, 33, 43
2020/7/13, 31, 35
2020/7/14, 24, 43
2020/7/15, 85, 28
2020/7/16, 41, 44
2020/7/17, 11, 34
2020/7/18, 9, 23
2020/7/19, 10, 29
2020/7/20, 11, 40
2020/7/21, 8, 29
2020/7/22, 8, 39
2020/7/23, 53, 36
2020/7/24, 84, 38
2020/7/25, 85, 33
2020/7/26, 86, 21
2020/7/27, 81, 24
2020/7/28, 85, 28
2020/7/29, 83, 22
2020/7/30, 25, 21
2020/7/31, 19, 19
2020/8/2, 19, 26
2020/8/3, 21, 16
2020/8/4, 47, 18
2020/8/5, 50, 25
2020/8/6, 41, 29
2020/8/7, 44, 33
2020/8/8, 39, 33
2020/8/9, 32, 32
2020/8/10, 19, 24
2020/8/11, 28, 32
2020/8/12, 46, 30
2020/8/13, 39, 29
2020/8/14, 47, 38
2020/8/15, 39, 39
2020/8/16, 35, 29
2020/8/17, 42, 35
2020/8/18, 55, 33
2020/8/19, 48, 30
2020/8/20, 51, 39
2020/8/21, 45, 45
2020/8/22, 54, 41
2020/8/23, 56, 45
2020/8/24, 57, 52
2020/8/25, 50, 46
2020/8/26, 48, 25
2020/8/27, 44, 20
2020/8/28, 32, 20
2020/8/29, 19, 30
2020/8/30, 25, 33
2020/8/31, 26, 25
2020/9/1, 31, 19
2020/9/2, 32, 21
2020/9/3, 28, 31
2020/9/4, 26, 31
2020/9/5, 30, 32
2020/9/6, 29, 26
2020/9/7, 32, 29
2020/9/8, 32, 29
2020/9/9, 30, 32
2020/9/10, 37, 30
2020/9/11, 45, 37
2020/9/12, 47, 16
2020/9/13, 48, 22
2020/9/14, 27, 29
2020/9/15, 32, 28
2020/9/16, 36, 34
2020/9/17, 47, 29
2020/9/18, 54, 28
2020/9/19, 32, 32
2020/9/20, 31, 36
2020/9/21, 40, 34
2020/9/22, 37, 32
2020/9/23, 56, 31
2020/9/24, 49, 36
2020/9/25, 33, 32
2020/9/26, 33, 29
2020/9/27, 35, 31
2020/9/28, 42, 22
2020/9/29, 24, 13
2020/9/30, 24, 22
2020/10/1, 29, 15
2020/4/2, 24, 34
2020/4/3, 27, 33
2020/4/4, 28, 10
2020/4/5, 19, 12
2020/4/6, 39, 22
2020/4/7, 32, 25
2020/4/8, 33, 38
2020/4/9, 47, 30
2020/4/10, 21, 32
2020/4/11, 21, 31
2020/4/12, 31, 23
2020/4/13, 33, 31
2020/4/14, 15, 36
2020/4/15, 17, 35
2020/4/16, 30, 38
2020/4/17, 31, 31
2020/4/18, 41, 38
2020/4/19, 25, 39
2020/4/20, 29, 38
2020/4/21, 24, 37
2020/4/22, 25, 35
2020/4/23, 22, 26
2020/4/24, 22, 38
2020/4/25, 22, 34
2020/4/30, 16, 34
2020/5/1, 16, 38
2020/5/2, 18, 49
2020/5/3, 33, 37
2020/5/4, 23, 31
2020/5/5, 27, 25
2020/5/6, 21, 32
2020/5/7, 23, 35
2020/5/8, 20, 29
2020/5/9, 20, 36
2020/5/10, 24, 29
2020/5/11, 20, 25
2020/5/12, 16, 22
2020/5/13, 24, 16
2020/5/14, 25, 23
2020/5/15, 32, 33
2020/5/16, 23, 24
2020/5/17, 23, 21
2020/5/18, 16, 21
2020/5/19, 13, 21
2020/5/20, 17, 21
2020/5/21, 16, 21
2020/5/22, 12, 33
2020/5/23, 34, 39
2020/5/24, 44, 32
2020/5/25, 53, 29
2020/5/26, 50, 30
2020/5/27, 50, 25
2020/5/28, 36, 33
2020/5/29, 44, 36
2020/5/30, 37, 31
2020/5/31, 39, 42
2020/6/1, 42, 42
2020/6/2, 33, 37
2020/6/3, 29, 42
2020/6/4, 41, 42
2020/6/5, 21, 49
2020/6/6, 37, 56
2020/6/7, 38, 59
2020/6/8, 29, 45
2020/6/9, 25, 26
2020/6/10, 24, 28
2020/6/11, 31, 39
2020/6/12, 23, 48
2020/6/13, 23, 52
2020/6/14, 23, 43
2020/6/15, 22, 49
2020/6/16, 20, 47
2020/6/17, 27, 45
2020/6/18, 59, 53
2020/6/19, 45, 46
2020/6/20, 42, 36
2020/6/21, 45, 43
2020/6/22, 35, 34
2020/6/23, 33, 39
2020/6/24, 18, 38
2020/6/25, 23, 46
2020/6/26, 32, 38
2020/6/27, 38, 20
2020/6/28, 94, 25
2020/6/29, 80, 22
2020/6/30, 56, 19
2020/7/1, 25, 23
2020/1/30, 23, 
2020/1/31, 35, 
2020/2/1, 37, 
2020/2/2, 25, 
2020/2/3, 31, 
2020/2/4, 17, 
2020/2/5, 17, 
2020/2/6, 3, 
2020/2/7, 10, 
2020/2/8, 11, 
2020/2/9, 32, 
2020/2/10, 22, 
2020/2/11, 31, 
2020/2/12, 14, 
2020/2/13, 22, 
2020/2/14, 12, 
2020/2/15, 12, 
2020/2/18, 53, 
2020/2/19, 13, 
2020/2/20, 16, 
2020/2/21, 12, 
2020/2/22, 27, 
2020/2/23, 16, 
2020/2/24, 11, 
2020/2/25, 12, 
2020/2/26, 7, 
2020/2/27, 15, 
2020/2/28, 6, 25
2020/2/29, 14, 27
2020/3/1, 21, 36
2020/3/2, 16, 24
2020/3/3, 34, 31
2020/3/4, 16, 30
2020/3/5, 33, 25
2020/3/6, 37, 23
2020/3/7, 48, 25
2020/3/10, 5, 12
2020/3/11, 31, 13
2020/3/12, 67, 24
2020/3/13, 32, 27
2020/3/14, 8, 31
2020/3/15, 13, 27
2020/3/16, 17, 19
2020/3/17, 31, 18
2020/3/18, 36, 12
2020/3/19, 28, 22
2020/3/20, 14, 23
2020/3/21, 14, 30
2020/3/22, 13, 22
2020/3/23, 23, 20
2020/3/24, 37, 19
2020/3/25, 43, 31
2020/3/26, 39, 28
2020/3/27, 40, 24
2020/3/28, 39, 37
2020/3/29, 37, 36
2020/3/30, 10, 32
2020/3/31, 31, 31
2020/4/1, 24, 30
2019/10/2, 43, 36
2019/10/3, 47, 13
2019/10/4, 41, 27
2019/10/5, 40, 35
2019/10/6, 41, 23
2019/10/7, 49, 25
2019/10/8, 38, 34
2019/10/9, 53, 35
2019/10/10, 53, 24
2019/7/2, 48, 38
2019/7/3, 52, 43
2019/7/4, 52, 33
2019/7/5, 53, 28
2019/7/6, 90, 36
2019/7/7, 50, 41
2019/7/8, 54, 45
2019/7/9, 43, 40
2019/7/10, 43, 38
2019/7/11, 43, 34
2019/7/12, 33, 50
2019/7/13, 40, 63
2019/7/14, 54, 32
2019/7/15, 45, 16
2019/7/16, 32, 23
2019/7/17, 30, 37
2019/7/18, 35, 33
2019/7/19, 41, 32
2019/7/20, 45, 27
2019/7/21, 41, 45
2019/7/22, 29, 32
2019/7/23, 25, 31
2019/7/24, 34, 45
2019/7/25, 46, 49
2019/7/26, 64, 46
2019/7/27, 57, 41
2019/7/28, 48, 37
2019/7/29, 53, 36
2019/7/30, 32, 34
2019/7/31, 29, 47
2019/8/1, 42, 48
2019/8/2, 27, 52
2019/8/3, 38, 47
2019/8/4, 41, 50
2019/8/5, 46, 47
2019/8/6, 48, 34
2019/8/7, 55, 41
2019/8/8, 35, 44
2019/8/9, 41, 35
2019/8/10, 39, 38
2019/8/11, 43, 30
2019/8/12, 47, 31
2019/8/13, 41, 28
2019/8/14, 24, 34
2019/8/15, 34, 32
2019/8/16, 33, 33
2019/8/17, 31, 31
2019/8/18, 35, 29
2019/8/19, 41, 36
2019/8/20, 39, 25
2019/8/21, 28, 32
2019/8/22, 33, 24
2019/8/23, 15, 30
2019/8/24, 31, 27
2019/8/25, 26, 19
2019/8/26, 23, 22
